レースコード,レース日,レース場,レース回,ステータス,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202503030101,2025-03-03,1,01R,1,3,半周ラップ,まわり足,直線,森下 勇,18.07,4.48,7.54,谷口 健一,18.66,5.04,7.92,藤原 孝斗,18.39,4.55,7.67,岸蔭 亮,18.59,4.53,7.71,岡田 憲行,18.01,4.46,7.68,大野 芳顕,18.01,4.57,7.59
202503030102,2025-03-03,1,02R,1,3,半周ラップ,まわり足,直線,山本 浩次,18.07,4.58,7.52,伊藤 喜智,18.15,4.64,7.47,寺嶋 雄,18.48,4.92,7.72,鳥居塚 孝博,18.44,4.63,7.67,待鳥 雄紀,18.32,4.62,7.62,倉富 大誠,18.38,4.55,7.5
202503030103,2025-03-03,1,03R,1,3,半周ラップ,まわり足,直線,松本 庸平,18.39,4.39,7.67,沢田 昭宏,18.38,4.44,7.54,前田 健太郎,18.32,4.44,7.59,仲口 博崇,18.25,4.38,7.52,松井 賢治,18.51,4.5,7.62,黄金井 力良,18.59,4.45,7.59
202503030104,2025-03-03,1,04R,1,3,半周ラップ,まわり足,直線,高橋 勲,18.12,4.23,7.5,石原 翼,18.46,4.46,7.66,大賀 龍之介,18.53,4.5,7.61,佐藤 航,18.38,4.51,7.52,長谷川 晴哉,18.24,4.42,7.45,森定 晃史,18.28,4.55,7.6
202503030105,2025-03-03,1,05R,1,3,半周ラップ,まわり足,直線,浅見 昌克,18.51,4.31,7.53,鈴木 智啓,18.52,4.41,7.65,國崎 良春,18.22,4.25,7.54,石野 貴之,18.26,4.36,7.52,一瀬 明,18.1,4.43,7.48,岸蔭 亮,18.72,4.75,7.69
202503030106,2025-03-03,1,06R,1,3,半周ラップ,まわり足,直線,今泉 友吾,18.05,4.34,7.55,小川 知行,18.29,4.55,7.54,倉富 大誠,18.57,4.67,7.63,山口 修路,18.33,4.56,7.43,谷口 健一,18.86,4.77,7.69,横田 海人,19.09,4.74,7.69
202503030107,2025-03-03,1,07R,1,3,半周ラップ,まわり足,直線,松井 賢治,18.46,4.57,7.62,清水 紀克,18.48,4.75,7.58,竹井 貴史,18.23,4.62,7.69,森下 勇,18.6,4.85,7.7,土井 祥伍,18.51,4.45,7.6,守屋 大地,18.71,4.37,7.5
202503030108,2025-03-03,1,08R,1,3,半周ラップ,まわり足,直線,待鳥 雄紀,18.26,4.48,7.75,大塚 浩二,18.24,4.65,7.6,長谷川 晴哉,18.14,4.36,7.52,松本 庸平,18.75,4.46,7.61,長田 頼宗,18.43,4.33,7.67,藤原 孝斗,18.4,4.67,7.44
202503030109,2025-03-03,1,09R,1,3,半周ラップ,まわり足,直線,一瀬 明,18.07,4.56,7.48,岡田 憲行,18.05,4.5,7.41,山崎 哲司,18.31,4.44,7.6,金児 隆太,18.14,4.57,7.51,山本 浩次,18.36,4.5,7.4,大賀 龍之介,18.49,4.58,7.69
202503030110,2025-03-03,1,10R,1,3,半周ラップ,まわり足,直線,鳥居塚 孝博,18.24,4.36,7.43,森定 晃史,18.17,4.43,7.62,黄金井 力良,18.5,4.5,7.48,廣瀬 将亨,18.23,4.44,7.54,石塚 裕介,18.68,4.48,7.54,國崎 良春,18.29,4.58,7.51
202503030111,2025-03-03,1,11R,1,3,半周ラップ,まわり足,直線,仲口 博崇,18.33,4.44,7.5,大野 芳顕,18.23,4.44,7.5,桑島 和宏,18.38,4.47,7.52,石原 翼,18.41,4.58,7.48,浅見 昌克,18.53,4.56,7.56,伊藤 喜智,18.37,4.45,7.63
202503030112,2025-03-03,1,12R,1,3,半周ラップ,まわり足,直線,石野 貴之,18.31,4.61,7.49,長田 頼宗,18.15,4.45,7.58,湯川 浩司,18.01,4.35,7.44,今泉 友吾,18.05,4.42,7.57,江夏 満,18.14,4.92,7.6,竹井 貴史,18.33,4.31,7.64
