場コード,基準節終了日,モーター番号,使用開始日,使用終了日,グレード,タイトル,使用者名,着順列
13,2026-08-29,1,2026-08-24,2026-08-29,一般,スポーツニッポン杯しらなみ賞競走～まくって～,村松 遥輝,５　４６６　２６２　６２
13,2026-08-29,1,2026-08-17,2026-08-21,一般,ＪＡＮＢＡＲＩ．ＴＶ　ういちの放浪記杯,桑原 啓,５４６　１６２　６５
13,2026-08-29,1,2026-08-09,2026-08-14,一般,第５４回オール兵庫王座決定戦,山下 拓巳,６　２６６　４５４　５
13,2026-08-29,2,2026-08-24,2026-08-29,一般,スポーツニッポン杯しらなみ賞競走～まくって～,古川 誠之,４　４１３３３　２３３３
13,2026-08-29,2,2026-08-09,2026-08-14,一般,第５４回オール兵庫王座決定戦,向所 浩二,４３２　５　５６１３５
13,2026-08-29,2,2026-07-31,2026-08-04,一般,ダイスポカップ,村岡 賢人,４２３２５　１４３４
13,2026-08-29,3,2026-08-24,2026-08-29,一般,スポーツニッポン杯しらなみ賞競走～まくって～,大橋 由珠,６　２６４５６　４　２
13,2026-08-29,3,2026-08-17,2026-08-21,一般,ＪＡＮＢＡＲＩ．ＴＶ　ういちの放浪記杯,田中 勇輔,欠欠
13,2026-08-29,3,2026-08-09,2026-08-14,一般,第５４回オール兵庫王座決定戦,薗頭 心,６　５　６６６　６６６
13,2026-08-29,4,2026-08-24,2026-08-29,一般,スポーツニッポン杯しらなみ賞競走～まくって～,深川 麻奈美,１２３　２６４　４４４２
13,2026-08-29,4,2026-08-09,2026-08-14,一般,第５４回オール兵庫王座決定戦,山下 大輝,１　１４３２１　５　１３
13,2026-08-29,4,2026-07-22,2026-07-26,一般,ＵＨＡ味覚糖杯,安河内 健,４２１　４２１２[２]
13,2026-08-29,5,2026-08-17,2026-08-21,一般,ＪＡＮＢＡＲＩ．ＴＶ　ういちの放浪記杯,林 恵祐,６　４５４　５６３
13,2026-08-29,5,2026-08-09,2026-08-14,一般,第５４回オール兵庫王座決定戦,和田 兼輔,２５１　５２４２４　２２
13,2026-08-29,5,2026-07-31,2026-08-04,一般,ダイスポカップ,西野 翔太,２５５３１２４２[６]
13,2026-08-29,6,2026-08-24,2026-08-29,一般,スポーツニッポン杯しらなみ賞競走～まくって～,大崎 翔,５　２４６２３　５５５６
