場コード,基準節終了日,モーター番号,使用開始日,使用終了日,グレード,タイトル,使用者名,着順列
21,2026-08-15,1,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,井上 恵一,２　６６６　１４
21,2026-08-15,1,2026-07-23,2026-07-28,一般,福岡ソフトバンクホークス杯,南 佑典,３　４転
21,2026-08-15,1,2026-07-14,2026-07-19,一般,モーニングレース誕生祭,橋本 明,５　３６６　３６３　５６
21,2026-08-15,2,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,浦野 海,６６４　６５６　６６５
21,2026-08-15,2,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,金子 猛志,２１６　５４６６
21,2026-08-15,2,2026-07-23,2026-07-28,一般,福岡ソフトバンクホークス杯,花田 凱成,４　４６６　４１６６４５
21,2026-08-15,3,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,松田 大志郎,１３４２２１５　１１[３]
21,2026-08-15,3,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,岡部 哲,２　４３２３４２
21,2026-08-15,3,2026-07-14,2026-07-19,一般,モーニングレース誕生祭,仲本 舜,５２６　３　２１２３４５
21,2026-08-15,4,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,富田 恕生,２５３　１１６　４６４２
21,2026-08-15,4,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,山田 哲也,１２３１１１[１]
21,2026-08-15,4,2026-07-14,2026-07-19,一般,モーニングレース誕生祭,藤原 啓史朗,２３２３２　１２４１[１]
21,2026-08-15,5,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,西川 拓利,３４１１１５６　２２[１]
21,2026-08-15,5,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,岩永 雅人,５５４　２３２
21,2026-08-15,5,2026-07-23,2026-07-28,一般,福岡ソフトバンクホークス杯,眞崎 武蔵,４２３　３１４４５　２３
