場コード,基準節終了日,モーター番号,使用開始日,使用終了日,グレード,タイトル,使用者名,着順列
05,2026-08-11,11,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,黒柳 浩孝,２　２５２５２２
05,2026-08-11,11,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,谷島 咲希,６　６６６　６６６　６６
05,2026-08-11,11,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,村田 敦,３　１　５５２２１１
05,2026-08-11,12,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,後藤 孝義,６　５　２４３
05,2026-08-11,12,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,大谷 直弘,４２４　２３２６６６
05,2026-08-11,12,2026-07-05,2026-07-09,一般,第５９回報知新聞社賞,一瀬 明,１３４１１３６３１２
05,2026-08-11,13,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,大澤 真菜,１６６　６５６
05,2026-08-11,13,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,上田 紗奈,１４２　３６６　４３１６
05,2026-08-11,13,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,山本 浩次,５　４６５６３　４
05,2026-08-11,14,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,池田 雄祐,４　４１５５５５５　３
05,2026-08-11,14,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,峰重 力也,２６３　３３１６２２
05,2026-08-11,14,2026-07-05,2026-07-09,一般,第５９回報知新聞社賞,大平 誉史明,２３欠欠
05,2026-08-11,15,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,金子 和之,４１１　４４２１
05,2026-08-11,15,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,佐藤 ほのか,３５６　６６６　５　５５
05,2026-08-11,15,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,渡邉 健,１　４６５　３３６６
05,2026-08-11,16,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,松浦 勝,５　６４５　４５
05,2026-08-11,16,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,桐生 順平,１１２　３３１１４１[３]
05,2026-08-11,16,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,松尾 光広,５５５　４　５４５５
05,2026-08-11,17,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,武田 正紀,４６２　１６６　４５３
05,2026-08-11,17,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,中里 英夫,１５５２５　１　３６
