場コード,基準節終了日,モーター番号,使用開始日,使用終了日,グレード,タイトル,使用者名,着順列
07,2026-08-24,11,2026-08-11,2026-08-16,一般,第１０回愛知・名古屋アジア・アジアパラ大会協賛競走,畔柳 俊吾,１　６４３　４３４４６
07,2026-08-24,11,2026-07-13,2026-07-18,ＧⅡ,モーターボート大賞,中村 有裕,１　６６４　１　６６２
07,2026-08-24,11,2026-07-01,2026-07-06,一般,ボートレースレディースＶＳルーキーズバトル,平高 奈菜,２　４５１　２１４６１３
07,2026-08-24,12,2026-08-11,2026-08-16,一般,第１０回愛知・名古屋アジア・アジアパラ大会協賛競走,藤田 竜弘,４　１２３４２　４５３３
07,2026-08-24,12,2026-05-12,2026-05-17,一般,ＶＳ第３戦　ムーンライトプリンセス決定戦,滝沢 織寧,６　２４１　５４４　４２
07,2026-08-24,12,2026-04-18,2026-04-21,一般,名古屋グランパスＣＵＰ,山下 昂大,４５１　３１３４
07,2026-08-24,13,2026-08-11,2026-08-16,一般,第１０回愛知・名古屋アジア・アジアパラ大会協賛競走,樋江井 舞,６　３３６５５　５　３４
07,2026-08-24,13,2026-07-13,2026-07-18,ＧⅡ,モーターボート大賞,谷野 錬志,３　５５１　４　６２４４
07,2026-08-24,13,2026-06-23,2026-06-28,一般,スポーツニッポン杯争奪　蒲郡ボート大賞,永井 源,１６３２４１２１１２[３]
07,2026-08-24,14,2026-08-11,2026-08-16,一般,第１０回愛知・名古屋アジア・アジアパラ大会協賛競走,松竹 大輔,１　１５２１４３１２[１]
07,2026-08-24,14,2026-07-13,2026-07-18,ＧⅡ,モーターボート大賞,稲田 浩二,２６４　２　１２５　３６
07,2026-08-24,14,2026-07-01,2026-07-06,一般,ボートレースレディースＶＳルーキーズバトル,竹間 隆晟,４　１４２１２　２５３５
07,2026-08-24,15,2026-08-11,2026-08-16,一般,第１０回愛知・名古屋アジア・アジアパラ大会協賛競走,深見 亜由美,１５５　５６３　３　２４
07,2026-08-24,15,2026-07-13,2026-07-18,ＧⅡ,モーターボート大賞,鈴木 勝博,４　５　５６４５１　２
07,2026-08-24,15,2026-07-01,2026-07-06,一般,ボートレースレディースＶＳルーキーズバトル,真田 聖也,６　６６５　６５６　Ｆ
07,2026-08-24,16,2026-08-11,2026-08-16,一般,第１０回愛知・名古屋アジア・アジアパラ大会協賛競走,黒野 元基,２５３２１２１１１１[３]
