場コード,基準節終了日,モーター番号,使用開始日,使用終了日,グレード,タイトル,使用者名,着順列
16,2026-08-13,18,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,照屋 厚仁,５４４　２５３３１　６１
16,2026-08-13,19,2026-08-08,2026-08-13,一般,第４４回天領杯,井上 大輔,５　２２１４４　１１５５
16,2026-08-13,19,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,門間 雄大,２５１３４　５２１４３６
16,2026-08-13,19,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,川原 正明,５１５１２　１３１４
16,2026-08-13,20,2026-08-08,2026-08-13,一般,第４４回天領杯,山口 達也,３５３　２１１１２１[２]
16,2026-08-13,20,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,小宮 涼雅,１４４４５　４　２３２
16,2026-08-13,20,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,小川 時光,２　５５３５５　５４
16,2026-08-13,21,2026-08-08,2026-08-13,一般,第４４回天領杯,宮野 仁,６　２５２４４　転欠
16,2026-08-13,21,2026-07-28,2026-08-02,一般,山陽新聞社杯,内堀 学,１４４１１　２１３１[Ｆ]
16,2026-08-13,21,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,廣瀬 真也,４５４　５４６
16,2026-08-13,22,2026-08-08,2026-08-13,一般,第４４回天領杯,小林 愛実,６２２　４１３　１５６４
16,2026-08-13,22,2026-07-28,2026-08-02,一般,山陽新聞社杯,松下 一也,１　５１２４３２１２[４]
16,2026-08-13,22,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,金山 立樹,２　５　２３６４６　１４
16,2026-08-13,23,2026-08-08,2026-08-13,一般,第４４回天領杯,三村 岳人,６　２６２　２２１５１１
16,2026-08-13,23,2026-07-28,2026-08-02,一般,山陽新聞社杯,池田 雷太,６　３５６　４６５６２
16,2026-08-13,23,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,河村 了,１　２２３２３４６３４４
16,2026-08-13,24,2026-08-08,2026-08-13,一般,第４４回天領杯,川崎 智稔,６　２３６　１５６　２６
16,2026-08-13,24,2026-07-28,2026-08-02,一般,山陽新聞社杯,岸本 隆,２　１６１４６１３４１３
16,2026-08-13,24,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,鈴木 裕隆,５３５　６　１５４１４
16,2026-08-13,25,2026-07-28,2026-08-02,一般,山陽新聞社杯,酒井 俊弘,５４１３６　４　３２６４
16,2026-08-13,25,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,岩下 巧斗,４４３　落５１　６４
16,2026-08-13,25,2026-06-30,2026-07-05,ＧⅡ,モーターボート大賞　全国地区代表戦,丸岡 正典,２　Ｆ３３　３　５　６
16,2026-08-13,26,2026-08-08,2026-08-13,一般,第４４回天領杯,岡本 亜子,６　６６５　６６６　６６
16,2026-08-13,26,2026-07-28,2026-08-02,一般,山陽新聞社杯,高橋 二朗,４　４６５　５５４　４４
16,2026-08-13,26,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,山田 康二,３５５１１２２　１４１１
16,2026-08-13,27,2026-08-08,2026-08-13,一般,第４４回天領杯,貫地谷 直人,４　３２５　５６３　２４
16,2026-08-13,27,2026-07-28,2026-08-02,一般,山陽新聞社杯,笹木 香吾,１転
16,2026-08-13,27,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,宮崎 心之介,２　１１６３６　２１２
16,2026-08-13,28,2026-07-28,2026-08-02,一般,山陽新聞社杯,砂長 知輝,５６３２２１１　２６１２
16,2026-08-13,28,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,木山 誠一,６６３　５　６６２　４
16,2026-08-13,28,2026-06-30,2026-07-05,ＧⅡ,モーターボート大賞　全国地区代表戦,谷津 幸宏,５５５　２　６１５　６３
16,2026-08-13,29,2026-08-08,2026-08-13,一般,第４４回天領杯,前原 哉,６５６　６　４６４　１５
16,2026-08-13,29,2026-07-28,2026-08-02,一般,山陽新聞社杯,松本 浩貴,４　２６２４５　４６５５
16,2026-08-13,29,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,石川 哲秀,４５５　２４６　５６
16,2026-08-13,30,2026-08-08,2026-08-13,一般,第４４回天領杯,平尾 崇典,１１２　２２１６落２[４]
16,2026-08-13,30,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,荒井 翔伍,１　３５５２４６５　３４
16,2026-08-13,30,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,峰重 力也,５３４　１５５４２１
16,2026-08-13,31,2026-08-08,2026-08-13,一般,第４４回天領杯,向井田 直弥,５５５　５６６　６　３４
16,2026-08-13,31,2026-07-28,2026-08-02,一般,山陽新聞社杯,今村 暢孝,１　２５４２１３２５１妨
16,2026-08-13,31,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,烏野 賢太,３　５４４４１　１４１２
16,2026-08-13,32,2026-07-28,2026-08-02,一般,山陽新聞社杯,古結 宏,２１４４２　３５５６１３
16,2026-08-13,32,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,西村 豪洋,５５６　３　３３４６
16,2026-08-13,32,2026-06-21,2026-06-26,一般,サッポロビールカップ,平野 和明,５　３３１１２３６４２４
16,2026-08-13,33,2026-08-08,2026-08-13,一般,第４４回天領杯,今出 晋二,６　３４６　２５４　３５
16,2026-08-13,33,2026-07-28,2026-08-02,一般,山陽新聞社杯,林 風音,Ｆ　６　６　６　６　６６
16,2026-08-13,33,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,石井 裕美,３５４５５　６　３
16,2026-08-13,34,2026-08-08,2026-08-13,一般,第４４回天領杯,茅原 悠紀,３３２　３１１１２１[１]
16,2026-08-13,34,2026-07-28,2026-08-02,一般,山陽新聞社杯,松下 知幸,４　６２２　５１５５５３
16,2026-08-13,34,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,樅山 拓馬,３　２２２３４　３６２４
16,2026-08-13,35,2026-08-08,2026-08-13,一般,第４４回天領杯,藤原 啓史朗,３４１１３３１　２３[３]
16,2026-08-13,35,2026-07-28,2026-08-02,一般,山陽新聞社杯,井上 慧人,２３５３２　２４１４１転
16,2026-08-13,35,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,三木 晴斗,６５２　３２４　１　３３
16,2026-08-13,36,2026-08-08,2026-08-13,一般,第４４回天領杯,岡谷 健吾,３２３　４２２　２４３３
16,2026-08-13,36,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,鳥居塚 孝博,３　１４３５１２４３５２
16,2026-08-13,36,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,上平 真二,３１１３３６１３２２
16,2026-08-13,37,2026-08-08,2026-08-13,一般,第４４回天領杯,立間 充宏,２３１　２４２５２２[５]
16,2026-08-13,37,2026-07-28,2026-08-02,一般,山陽新聞社杯,杢野 誓良,２４１　３６１６２　２６
16,2026-08-13,37,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,山下 奈緒,５６５　６　５　５
16,2026-08-13,38,2026-08-08,2026-08-13,一般,第４４回天領杯,峰重 力也,３　１１６６４５４　３
16,2026-08-13,38,2026-07-28,2026-08-02,一般,山陽新聞社杯,千葉 真弥,３　６３１２２３１４２４
16,2026-08-13,38,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,澤崎 雄哉,５　３６３　２１５３３
16,2026-08-13,39,2026-08-08,2026-08-13,一般,第４４回天領杯,林 祐介,４　３５４　５１３　４３
16,2026-08-13,39,2026-07-28,2026-08-02,一般,山陽新聞社杯,村松 修二,５３２２１２１　３３３４
16,2026-08-13,39,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,大庭 元明,４２６　５　５３６　２５
16,2026-08-13,40,2026-07-28,2026-08-02,一般,山陽新聞社杯,佐藤 旭,３　３４４６３　４２２３
16,2026-08-13,40,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,向後 龍一,１５５　１４３　２６４５
16,2026-08-13,40,2026-06-30,2026-07-05,ＧⅡ,モーターボート大賞　全国地区代表戦,松尾 祭,４　２　６６３　５６５
16,2026-08-13,41,2026-08-08,2026-08-13,一般,第４４回天領杯,金田 大輔,１　２６５５６　５　１１
16,2026-08-13,41,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,山一 鉄也,５３４　６　５４５５５１
16,2026-08-13,41,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,半田 尚也,３　１２３５２６１５
16,2026-08-13,42,2026-08-08,2026-08-13,一般,第４４回天領杯,森 智哉,１５５　３２４　１４Ｆ
16,2026-08-13,42,2026-07-28,2026-08-02,一般,山陽新聞社杯,明石 正之,３５４　３４４　４４５
16,2026-08-13,42,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,杉田 篤光,４４５　４５２　４５６
16,2026-08-13,43,2026-07-28,2026-08-02,一般,山陽新聞社杯,香川 陽太,５３１　４３４２１２[５]
16,2026-08-13,43,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,茶谷 信次,６　１６３２２４１６
16,2026-08-13,43,2026-06-21,2026-06-26,一般,サッポロビールカップ,一色 凌雅,４４落
16,2026-08-13,44,2026-08-08,2026-08-13,一般,第４４回天領杯,浜崎 準也,６４４　１２１　３５３２
16,2026-08-13,44,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,服部 達哉,１２６　１５３６４５１５
16,2026-08-13,44,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,眞崎 武蔵,２　５４６　２４３３
16,2026-08-13,45,2026-08-08,2026-08-13,一般,第４４回天領杯,阪本 勇介,４　４４６　５５５　２４
16,2026-08-13,45,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,山本 修一,３１４５５　３４３　５２
16,2026-08-13,45,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,廣瀬 篤哉,６２２　２５１６３６
16,2026-08-13,46,2026-07-28,2026-08-02,一般,山陽新聞社杯,山口 晃朋,４６６１５５４　４　６４
16,2026-08-13,46,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,角浜 修,３４６６２　４　６５
16,2026-08-13,46,2026-06-21,2026-06-26,一般,サッポロビールカップ,金田 諭,４２３１２　２２５３４２
16,2026-08-13,47,2026-07-28,2026-08-02,一般,山陽新聞社杯,宇留田 翔平,３転
16,2026-08-13,47,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,羽野 諒,３　３５１４６　６６３
16,2026-08-13,47,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,佐藤 航,２６２２１１３２[３]
16,2026-08-13,48,2026-07-28,2026-08-02,一般,山陽新聞社杯,今井 美亜,１３２　６６５６３　３１
16,2026-08-13,48,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,田中 結,６　４６４　６５６
16,2026-08-13,48,2026-06-21,2026-06-26,一般,サッポロビールカップ,下田 哲也,５６３　４４３　４３３
16,2026-08-13,49,2026-08-08,2026-08-13,一般,第４４回天領杯,渡邉 和将,２１３１３２３　３１４
16,2026-08-13,49,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,吉田 拡郎,１１１　２１２１２１[１]
16,2026-08-13,49,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,大町 利克,３４５　６５４　４６
16,2026-08-13,50,2026-08-08,2026-08-13,一般,第４４回天領杯,薮内 瑞希,５４５　２　５５２　５６
16,2026-08-13,50,2026-07-28,2026-08-02,一般,山陽新聞社杯,海野 康志郎,３１１　３４１３１３２１
16,2026-08-13,50,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,山下 心一,６　６６３　５５６　６５
16,2026-08-13,51,2026-06-21,2026-06-26,一般,サッポロビールカップ,大崎 翔,５　２４６　２６
16,2026-08-13,51,2026-06-11,2026-06-16,一般,新選手宿舎完成記念　第４２回日本ＭＢ選手会代表杯,石田 勇斗,５　４３６　３２５　２５
16,2026-08-13,51,2026-05-19,2026-05-23,一般,ＢＯＡＴＢｏｙカップ,松本 浩貴,１５５　４６
16,2026-08-13,52,2026-07-28,2026-08-02,一般,山陽新聞社杯,薗頭 心,６６６　６　６６６４６
16,2026-08-13,52,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,井川 大作,１　４６１　３５２６３６
16,2026-08-13,52,2026-06-30,2026-07-05,ＧⅡ,モーターボート大賞　全国地区代表戦,山口 達也,１３６　２　３４６　２６
16,2026-08-13,53,2026-08-08,2026-08-13,一般,第４４回天領杯,妹尾 忠幸,１２４３３　２４２４５１
16,2026-08-13,53,2026-07-28,2026-08-02,一般,山陽新聞社杯,山本 浩次,２　４４６５４　５１２４
16,2026-08-13,53,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,雑賀 勇貴,６　５６６　６５
16,2026-08-13,54,2026-07-28,2026-08-02,一般,山陽新聞社杯,奥田 誠,３　２３５６５５３　２２
16,2026-08-13,54,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,四宮 与寛,３４４　妨５６　３３
16,2026-08-13,54,2026-06-30,2026-07-05,ＧⅡ,モーターボート大賞　全国地区代表戦,坂元 浩仁,２　６６２　６　４４３
16,2026-08-13,55,2026-08-08,2026-08-13,一般,第４４回天領杯,福嶋 智之,４転６　４　１４３　２５
16,2026-08-13,55,2026-07-28,2026-08-02,一般,山陽新聞社杯,藤井 徹,４２３　３５４２６　４
16,2026-08-13,55,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,木谷 賢太,１４２１１　２５６１[４]
16,2026-08-13,56,2026-08-08,2026-08-13,一般,第４４回天領杯,長谷川 雅和,４４１　１６２　４３[６]
16,2026-08-13,56,2026-07-28,2026-08-02,一般,山陽新聞社杯,上田 隆章,６　５６１　３５４３１５
16,2026-08-13,56,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,谷川 祐一,４２３　４　３２２２[６]
16,2026-08-13,57,2026-08-08,2026-08-13,一般,第４４回天領杯,島川 光男,２６１４２　４　５６４４
16,2026-08-13,57,2026-07-28,2026-08-02,一般,山陽新聞社杯,早川 尚人,４３５　３３２　６４４２
16,2026-08-13,57,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,吉永 泰弘,２　２３２４１　５５４３
16,2026-08-13,58,2026-08-08,2026-08-13,一般,第４４回天領杯,長尾 萌加,３　３６３　３６３　６６
16,2026-08-13,58,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,柴田 朋哉,４　６　２転
16,2026-08-13,58,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,岸本 隆,４１４２１　４５２４
16,2026-08-13,59,2026-08-08,2026-08-13,一般,第４４回天領杯,岩津 徹郎,５３１　１５３　５６１６
16,2026-08-13,59,2026-07-28,2026-08-02,一般,山陽新聞社杯,高倉 孝太,３４１４４３１　１　３６
16,2026-08-13,59,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,伊久間 陽優,１６１　６２４Ｆ２
16,2026-08-13,60,2026-08-08,2026-08-13,一般,第４４回天領杯,山田 佑樹,３１５　５１３　沈
16,2026-08-13,60,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,角山 雄哉,１　４２２　１６１４６２
16,2026-08-13,60,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,中村 栄治,３４３４６　４１３１
16,2026-08-13,61,2026-08-08,2026-08-13,一般,第４４回天領杯,吉田 拡郎,１６３２３　２２３６１３
16,2026-08-13,61,2026-07-28,2026-08-02,一般,山陽新聞社杯,齋藤 真之,１　５６２５２４２　３１
16,2026-08-13,61,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,村松 遥輝,３２４　６　４３５　５５
16,2026-08-13,62,2026-08-08,2026-08-13,一般,第４４回天領杯,末永 由楽,３５１　１６５　１２２５
16,2026-08-13,62,2026-07-28,2026-08-02,一般,山陽新聞社杯,久田 武,１５２　５５３２１６４５
16,2026-08-13,62,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,原村 拓也,２３１　５３１　５２[５]
16,2026-08-13,63,2026-08-08,2026-08-13,一般,第４４回天領杯,山本 寛久,１　５６５３３　４４１
16,2026-08-13,63,2026-07-28,2026-08-02,一般,山陽新聞社杯,喜多 那由夏,６４６　４３５　５２４５
16,2026-08-13,63,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,菊池 宏志,３６２　６Ｆ６　３　６
16,2026-08-13,64,2026-08-08,2026-08-13,一般,第４４回天領杯,福田 理,２　４５４　２３５１４
16,2026-08-13,64,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,太田 和美,２２３３１１１　３２[３]
16,2026-08-13,64,2026-06-30,2026-07-05,ＧⅡ,モーターボート大賞　全国地区代表戦,中島 秀治,１　６２１　５２３　２３
16,2026-08-13,65,2026-08-08,2026-08-13,一般,第４４回天領杯,木山 大聖,３２６　４　１３３２５２
16,2026-08-13,65,2026-07-28,2026-08-02,一般,山陽新聞社杯,谷口 丞,６　１１３１３４２２[１]
16,2026-08-13,65,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,尾上 雅也,５６３　１３４１３３１１
16,2026-08-13,66,2026-08-08,2026-08-13,一般,第４４回天領杯,池上 隆行,５５４　６５５
16,2026-08-13,66,2026-07-28,2026-08-02,一般,山陽新聞社杯,中村 晃朋,１５２３１２１　３１[２]
16,2026-08-13,66,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,石原 光,４６３　６　４２５　１３
16,2026-08-13,67,2026-08-08,2026-08-13,一般,第４４回天領杯,山地 正樹,１　３３４１４　６３２６
16,2026-08-13,67,2026-07-28,2026-08-02,一般,山陽新聞社杯,宮武 英司,５６５　６２６
16,2026-08-13,67,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,金子 猛志,６４６　６３４　４　６５
16,2026-08-13,68,2026-08-08,2026-08-13,一般,第４４回天領杯,岡瀬 正人,２　６５５４２　３４１
16,2026-08-13,68,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,中島 昂章,１６２６１　２５４５１３
16,2026-08-13,68,2026-06-30,2026-07-05,ＧⅡ,モーターボート大賞　全国地区代表戦,小野 生奈,６２５　１４４　２２３
16,2026-08-13,69,2026-08-08,2026-08-13,一般,第４４回天領杯,白神 優,４　５２１５３３１　１３
16,2026-08-13,69,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,茅原 悠紀,２３２１１　２１４１[２]
16,2026-08-13,69,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,若林 義人,１５２３２１２５５２
16,2026-08-13,70,2026-07-28,2026-08-02,一般,山陽新聞社杯,久富 政弘,４５４５５　６６５　６
16,2026-08-13,70,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,木場 雄二郎,５２６　５４６　５４
16,2026-08-13,70,2026-06-21,2026-06-26,一般,サッポロビールカップ,野村 羽玖,６　５３５５３　６　５３
16,2026-08-13,71,2023-11-02,2023-11-07,一般,第５回児島商工会議所会頭賞,真庭 明志,１２１　５５２　１６１５
16,2026-08-13,71,2023-10-23,2023-10-28,一般,倉敷市議会議長杯,井川 大作,１６５　３４６　３５４４
16,2026-08-13,71,2023-10-02,2023-10-07,一般,大阪スポーツ杯,嶋 義信,６　１３２２４４２５２４
16,2026-08-13,72,2023-11-02,2023-11-07,一般,第５回児島商工会議所会頭賞,浜野 孝志,５　２５５　３４２５５２
16,2026-08-13,72,2023-10-23,2023-10-28,一般,倉敷市議会議長杯,雑賀 勇貴,６３５　５２５　５３２
16,2026-08-13,72,2023-10-11,2023-10-16,一般,創刊75周年記念スポーツニッポン杯,横川 聖志,５４１　１６２５２５３１
