レースコード,レース日,レース場コード,レース回,状態,1枠_コースpt,1枠_寄与_コースpt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_コースpt,2枠_寄与_コースpt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_コースpt,3枠_寄与_コースpt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_コースpt,4枠_寄与_コースpt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_コースpt,5枠_寄与_コースpt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_コースpt,6枠_寄与_コースpt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202608070201,2026-08-07,02,1R,daily,68.9,19.17,44.79,11.97,50.0,6.83,50.0,11.44,50.0,4.45,53.87,51.16,14.24,42.8,11.44,50.0,6.83,50.0,11.44,50.0,4.45,48.4,48.07,13.38,40.82,10.91,50.0,6.83,50.0,11.44,50.0,4.45,47.01,49.45,13.76,44.79,11.97,50.0,6.83,50.0,11.44,50.0,4.45,48.45,43.05,11.98,48.76,13.03,50.0,6.83,50.0,11.44,50.0,4.45,47.73,39.22,10.91,34.86,9.31,50.0,6.83,50.0,11.44,50.0,4.45,42.95
202608070201,2026-08-07,02,1R,realtime,68.9,19.17,44.79,11.97,50.0,6.83,72.72,16.64,56.65,5.04,59.66,51.16,14.24,42.8,11.44,50.0,6.83,56.86,13.01,3.62,0.32,45.84,48.07,13.38,40.82,10.91,50.0,6.83,29.42,6.73,39.28,3.5,41.35,49.45,13.76,44.79,11.97,50.0,6.83,56.4,12.91,87.23,7.77,53.23,43.05,11.98,48.76,13.03,50.0,6.83,35.68,8.16,58.44,5.2,45.21,39.22,10.91,34.86,9.31,50.0,6.83,48.9,11.19,54.63,4.86,43.11
202608070202,2026-08-07,02,2R,daily,65.73,18.29,50.75,13.56,50.0,6.83,50.0,11.44,50.0,4.45,54.58,54.32,15.12,46.78,12.5,50.0,6.83,50.0,11.44,50.0,4.45,50.34,50.44,14.04,66.63,17.8,50.0,6.83,50.0,11.44,50.0,4.45,54.57,46.69,12.99,34.86,9.31,50.0,6.83,50.0,11.44,50.0,4.45,45.03,43.44,12.09,46.78,12.5,50.0,6.83,50.0,11.44,50.0,4.45,47.31,39.22,10.91,42.8,11.44,50.0,6.83,50.0,11.44,50.0,4.45,45.08
202608070202,2026-08-07,02,2R,realtime,65.73,18.29,50.75,13.56,50.0,6.83,63.94,14.63,54.7,4.87,58.19,54.32,15.12,46.78,12.5,50.0,6.83,58.9,13.48,19.12,1.7,49.63,50.44,14.04,66.63,17.8,50.0,6.83,64.3,14.71,42.85,3.82,57.2,39.22,10.91,34.86,9.31,50.0,6.83,30.31,6.94,53.37,4.75,38.75,46.69,12.99,46.78,12.5,50.0,6.83,47.62,10.9,74.54,6.64,49.86,43.44,12.09,42.8,11.44,50.0,6.83,34.9,7.99,55.27,4.92,43.27
202608070203,2026-08-07,02,3R,daily,61.92,17.23,46.78,12.5,50.0,6.83,50.0,11.44,50.0,4.45,52.46,50.84,14.15,50.75,13.56,50.0,6.83,50.0,11.44,50.0,4.45,50.43,52.89,14.72,66.63,17.8,50.0,6.83,50.0,11.44,50.0,4.45,55.25,51.1,14.22,40.82,10.91,50.0,6.83,50.0,11.44,50.0,4.45,47.85,43.87,12.21,42.8,11.44,50.0,6.83,50.0,11.44,50.0,4.45,46.37,39.22,10.92,34.86,9.31,50.0,6.83,50.0,11.44,50.0,4.45,42.96
202608070203,2026-08-07,02,3R,realtime,61.92,17.23,46.78,12.5,50.0,6.83,56.49,12.93,54.7,4.87,54.36,50.84,14.15,50.75,13.56,50.0,6.83,52.89,12.1,19.12,1.7,48.34,52.89,14.72,66.63,17.8,50.0,6.83,45.73,10.46,42.85,3.82,53.64,51.1,14.22,40.82,10.91,50.0,6.83,38.49,8.81,74.54,6.64,47.41,43.87,12.21,42.8,11.44,50.0,6.83,53.41,12.22,55.27,4.92,47.62,39.22,10.92,34.86,9.31,50.0,6.83,52.97,12.12,53.37,4.75,43.94
202608070204,2026-08-07,02,4R,daily,61.52,17.12,42.8,11.44,50.0,6.83,50.0,11.44,50.0,4.45,51.28,54.02,15.03,62.66,16.74,50.0,6.83,50.0,11.44,50.0,4.45,54.5,52.5,14.61,80.54,21.52,50.0,6.83,50.0,11.44,50.0,4.45,58.85,52.29,14.55,48.76,13.03,50.0,6.83,50.0,11.44,50.0,4.45,50.31,41.09,11.43,48.76,13.03,50.0,6.83,50.0,11.44,50.0,4.45,47.19,38.43,10.69,46.78,12.5,50.0,6.83,50.0,11.44,50.0,4.45,45.92
202608070204,2026-08-07,02,4R,realtime,61.52,17.12,42.8,11.44,50.0,6.83,31.83,7.28,55.28,4.92,47.59,54.02,15.03,62.66,16.74,50.0,6.83,66.63,15.25,18.99,1.69,55.54,52.5,14.61,80.54,21.52,50.0,6.83,51.81,11.85,42.96,3.83,58.64,52.29,14.55,48.76,13.03,50.0,6.83,57.96,13.26,74.19,6.61,54.28,41.09,11.43,48.76,13.03,50.0,6.83,41.95,9.6,55.17,4.91,45.81,38.43,10.69,46.78,12.5,50.0,6.83,49.8,11.4,53.27,4.74,46.16
202608070205,2026-08-07,02,5R,daily,69.06,19.22,42.8,11.44,50.0,6.83,50.0,11.44,50.0,4.45,53.38,47.66,13.26,42.8,11.44,50.0,6.83,50.0,11.44,50.0,4.45,47.43,50.51,14.06,42.8,11.44,50.0,6.83,50.0,11.44,50.0,4.45,48.22,52.69,14.66,76.56,20.46,50.0,6.83,50.0,11.44,50.0,4.45,57.85,41.49,11.55,42.8,11.44,50.0,6.83,50.0,11.44,50.0,4.45,45.71,38.43,10.69,42.8,11.44,50.0,6.83,50.0,11.44,50.0,4.45,44.86
202608070205,2026-08-07,02,5R,realtime,69.06,19.22,42.8,11.44,50.0,6.83,64.67,14.8,56.65,5.04,57.33,47.66,13.26,42.8,11.44,50.0,6.83,48.54,11.11,3.62,0.32,42.96,50.51,14.06,42.8,11.44,50.0,6.83,59.22,13.55,39.28,3.5,49.38,52.69,14.66,76.56,20.46,50.0,6.83,50.29,11.51,87.23,7.77,61.23,41.49,11.55,42.8,11.44,50.0,6.83,31.94,7.31,58.44,5.2,42.33,38.43,10.69,42.8,11.44,50.0,6.83,45.29,10.36,54.63,4.86,44.19
