レースコード,レース日,レース場コード,レース回,状態,1枠_コースpt,1枠_寄与_コースpt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_コースpt,2枠_寄与_コースpt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_コースpt,3枠_寄与_コースpt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_コースpt,4枠_寄与_コースpt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_コースpt,5枠_寄与_コースpt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_コースpt,6枠_寄与_コースpt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202608010101,2026-08-01,01,1R,daily,61.77,22.27,38.32,8.19,41.64,5.52,50.0,10.97,50.0,3.68,50.64,50.48,18.2,40.34,8.62,37.91,5.03,50.0,10.97,50.0,3.68,46.51,50.72,18.29,42.36,9.05,50.32,6.67,50.0,10.97,50.0,3.68,48.67,49.77,17.94,36.31,7.76,50.99,6.76,50.0,10.97,50.0,3.68,47.12,46.27,16.68,48.41,10.35,32.52,4.31,50.0,10.97,50.0,3.68,46.0,40.89,14.74,46.39,9.91,49.86,6.61,50.0,10.97,50.0,3.68,45.93
202608010102,2026-08-01,01,2R,daily,61.18,22.06,52.44,11.21,56.75,7.52,50.0,10.97,50.0,3.68,55.45,49.6,17.88,38.32,8.19,39.58,5.25,50.0,10.97,50.0,3.68,45.98,51.31,18.5,44.38,9.48,61.64,8.17,50.0,10.97,50.0,3.68,50.82,48.0,17.31,50.43,10.78,40.55,5.38,50.0,10.97,50.0,3.68,48.12,47.45,17.11,46.39,9.91,32.54,4.31,50.0,10.97,50.0,3.68,45.99,42.36,15.27,44.38,9.48,46.9,6.22,50.0,10.97,50.0,3.68,45.63
202608010103,2026-08-01,01,3R,daily,61.88,22.31,52.44,11.21,35.13,4.66,50.0,10.97,50.0,3.68,52.83,48.46,17.47,48.41,10.35,51.3,6.8,50.0,10.97,50.0,3.68,49.28,51.37,18.52,46.39,9.91,54.61,7.24,50.0,10.97,50.0,3.68,50.33,48.34,17.43,40.34,8.62,32.96,4.37,50.0,10.97,50.0,3.68,45.08,47.49,17.12,36.31,7.76,48.03,6.37,50.0,10.97,50.0,3.68,45.91,42.38,15.28,42.36,9.05,56.64,7.51,50.0,10.97,50.0,3.68,46.5
202608010104,2026-08-01,01,4R,daily,63.24,22.8,42.36,9.05,58.25,7.73,50.0,10.97,50.0,3.68,54.24,49.89,17.99,48.41,10.35,54.85,7.27,50.0,10.97,50.0,3.68,50.26,47.78,17.23,44.38,9.48,55.21,7.32,50.0,10.97,50.0,3.68,48.69,51.24,18.48,48.41,10.35,41.92,5.56,50.0,10.97,50.0,3.68,49.04,44.8,16.15,52.44,11.21,45.81,6.08,50.0,10.97,50.0,3.68,48.09,42.95,15.49,46.39,9.91,51.96,6.89,50.0,10.97,50.0,3.68,46.95
202608010105,2026-08-01,01,5R,daily,63.83,23.02,40.34,8.62,35.37,4.69,50.0,10.97,50.0,3.68,50.98,49.3,17.78,46.39,9.91,49.86,6.61,50.0,10.97,50.0,3.68,48.96,49.25,17.76,38.32,8.19,64.85,8.6,50.0,10.97,50.0,3.68,49.2,50.35,18.16,40.34,8.62,52.47,6.96,50.0,10.97,50.0,3.68,48.39,45.39,16.37,46.39,9.91,60.02,7.96,50.0,10.97,50.0,3.68,48.9,41.78,15.06,56.48,12.07,45.04,5.97,50.0,10.97,50.0,3.68,47.76
202608010106,2026-08-01,01,6R,daily,80.52,29.03,44.38,9.48,65.51,8.69,50.0,10.97,50.0,3.68,61.86,43.43,15.66,40.34,8.62,48.81,6.47,50.0,10.97,50.0,3.68,45.41,43.97,15.85,38.32,8.19,39.58,5.25,50.0,10.97,50.0,3.68,43.95,45.97,16.57,42.36,9.05,52.78,7.0,50.0,10.97,50.0,3.68,47.28,44.23,15.95,36.31,7.76,50.99,6.76,50.0,10.97,50.0,3.68,45.13,41.78,15.07,38.32,8.19,55.32,7.34,50.0,10.97,50.0,3.68,45.25
202608010107,2026-08-01,01,7R,daily,77.63,27.99,50.43,10.78,40.55,5.38,50.0,10.97,50.0,3.68,58.8,43.76,15.78,44.38,9.48,40.44,5.36,50.0,10.97,50.0,3.68,45.28,50.58,18.24,54.46,11.64,33.83,4.49,50.0,10.97,50.0,3.68,49.02,44.83,16.16,42.36,9.05,48.38,6.42,50.0,10.97,50.0,3.68,46.29,42.79,15.43,42.36,9.05,50.32,6.67,50.0,10.97,50.0,3.68,45.81,40.31,14.53,40.34,8.62,32.96,4.37,50.0,10.97,50.0,3.68,42.18
202608010108,2026-08-01,01,8R,daily,70.61,25.46,48.41,10.35,54.85,7.27,50.0,10.97,50.0,3.68,57.73,43.49,15.68,44.38,9.48,46.9,6.22,50.0,10.97,50.0,3.68,46.04,46.14,16.63,40.34,8.62,37.91,5.03,50.0,10.97,50.0,3.68,44.94,47.26,17.04,36.31,7.76,48.03,6.37,50.0,10.97,50.0,3.68,45.82,50.9,18.35,48.41,10.35,43.65,5.79,50.0,10.97,50.0,3.68,49.14,41.51,14.97,42.36,9.05,43.9,5.82,50.0,10.97,50.0,3.68,44.5
202608010109,2026-08-01,01,9R,daily,70.77,25.52,50.43,10.78,47.94,6.36,50.0,10.97,50.0,3.68,57.31,47.43,17.1,44.38,9.48,55.21,7.32,50.0,10.97,50.0,3.68,48.56,47.98,17.3,48.41,10.35,32.52,4.31,50.0,10.97,50.0,3.68,46.61,47.29,17.05,52.44,11.21,56.75,7.52,50.0,10.97,50.0,3.68,50.44,45.22,16.31,42.36,9.05,55.33,7.34,50.0,10.97,50.0,3.68,47.35,41.22,14.86,48.41,10.35,50.65,6.72,50.0,10.97,50.0,3.68,46.58
202608010110,2026-08-01,01,10R,daily,76.08,27.43,52.44,11.21,45.81,6.08,50.0,10.97,50.0,3.68,59.37,46.85,16.89,42.36,9.05,56.64,7.51,50.0,10.97,50.0,3.68,48.11,44.98,16.22,44.38,9.48,65.51,8.69,50.0,10.97,50.0,3.68,49.05,47.34,17.07,46.39,9.91,58.51,7.76,50.0,10.97,50.0,3.68,49.4,43.74,15.77,38.32,8.19,64.85,8.6,50.0,10.97,50.0,3.68,47.22,40.92,14.75,44.38,9.48,43.06,5.71,50.0,10.97,50.0,3.68,44.6
