レースコード,レース日,レース場,レース回,ステータス,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202510080101,2025-10-08,01,01R,1,3,半周ラップ,まわり足,直線,小黒 竜吾,18.56,4.48,7.5,川北 浩貴,19.11,4.29,7.65,長谷川 晴哉,18.66,4.37,7.49,佐竹 友樹,18.24,4.36,7.49,高倉 和士,18.25,4.29,7.6,木下 虎之輔,18.62,4.38,7.59
202510080102,2025-10-08,01,02R,1,3,半周ラップ,まわり足,直線,山本 光雄,18.75,4.42,7.4,三浦 洋次朗,19.0,4.41,7.65,若林 義人,18.35,4.45,7.6,本橋 克洋,18.71,4.57,7.59,福西 広太郎,18.51,4.53,7.63,高橋 龍治,18.23,4.96,7.61
202510080103,2025-10-08,01,03R,1,3,半周ラップ,まわり足,直線,杉山 太陽,18.4,4.41,7.51,小川 時光,19.0,4.37,7.53,倉田 茂将,18.6,4.35,7.47,作間 章,18.57,4.65,7.5,大賀 龍之介,19.39,4.52,7.64,和田 拓也,18.87,4.43,7.56
202510080104,2025-10-08,01,04R,1,3,半周ラップ,まわり足,直線,長野 道臣,18.57,4.48,7.49,中村 魁生,18.48,4.3,7.56,三宅 潤,18.79,4.46,7.66,加藤 翔馬,18.95,4.49,7.5,伯母 芳恒,18.91,4.39,7.71,中澤 和志,18.9,4.48,7.61
202510080105,2025-10-08,01,05R,1,3,半周ラップ,まわり足,直線,大場 広孝,18.66,4.49,7.57,荒川 健太,18.96,4.44,7.76,阿波 勝哉,18.77,4.42,7.59,佐竹 恒彦,19.26,4.53,7.75,尾上 雅也,18.71,4.37,7.51,前田 滉,18.69,4.47,7.59
202510080106,2025-10-08,01,06R,1,3,半周ラップ,まわり足,直線,松尾 充,18.48,4.67,7.42,大森 翼,18.88,4.62,7.61,橋本 英一,18.74,4.39,7.52,栗原 謙治,18.88,4.42,7.62,佐竹 友樹,18.79,4.41,7.49,中村 駿平,18.99,4.5,7.5
202510080107,2025-10-08,01,07R,1,3,半周ラップ,まわり足,直線,高倉 和士,18.82,4.54,7.52,杉山 太陽,18.85,4.61,7.59,山本 隆幸,18.77,4.39,7.61,鹿島 敏弘,18.9,4.45,7.65,岡部 大輝,18.57,4.42,7.57,福西 広太郎,18.9,4.41,7.58
202510080108,2025-10-08,01,08R,1,3,半周ラップ,まわり足,直線,本橋 克洋,18.88,4.6,7.61,佐藤 旭,18.57,4.41,7.55,小黒 竜吾,19.12,4.33,7.71,折下 寛法,18.52,4.67,7.62,加藤 翔馬,18.77,4.35,7.61,小川 時光,19.15,4.44,7.77
202510080109,2025-10-08,01,09R,1,3,半周ラップ,まわり足,直線,佐竹 恒彦,19.29,4.75,7.62,山口 修路,18.75,4.4,7.53,福田 翔吾,18.94,4.36,7.51,中村 魁生,18.84,4.31,7.61,長谷川 晴哉,18.66,4.2,7.59,里岡 右貴,18.54,4.32,7.56
202510080110,2025-10-08,01,10R,1,3,半周ラップ,まわり足,直線,北川 潤二,18.86,4.48,7.52,松尾 充,18.89,4.41,7.48,一瀬 明,18.6,4.39,7.44,庄司 孝輔,18.86,4.5,7.58,中山 将,18.58,4.31,7.61,倉田 茂将,18.81,4.33,7.63
202510080111,2025-10-08,01,11R,1,3,半周ラップ,まわり足,直線,川北 浩貴,18.83,4.48,7.56,中澤 和志,18.96,4.31,7.57,和田 拓也,18.85,4.59,7.59,三浦 洋次朗,19.17,4.45,7.68,橋本 英一,18.61,4.26,7.5,阿波 勝哉,18.81,4.86,7.61
202510080112,2025-10-08,01,12R,1,3,半周ラップ,まわり足,直線,山本 隆幸,18.52,4.38,7.52,大賀 龍之介,18.86,4.46,7.65,前田 滉,18.77,5.12,7.73,大森 翼,18.87,4.91,7.56,高橋 龍治,18.46,4.65,7.64,三宅 潤,18.94,4.48,7.69
