レースコード,レース日,レース場,レース回,ステータス,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202510200501,2025-10-20,5,01R,1,3,一周,まわり足,直線,藤丸 光一,36.51,5.62,7.1,室田 泰史,36.97,5.7,7.03,佐竹 恒彦,37.86,5.58,7.0,島田 賢人,37.11,5.6,7.03,浦田 信義,37.02,5.68,7.1,加木 郁,37.44,5.7,7.21
202510200502,2025-10-20,5,02R,1,3,一周,まわり足,直線,岸本 雄貴,37.27,6.15,6.88,中村 魁生,36.98,5.69,7.0,大西 隆洋,37.47,5.58,7.3,下出 卓矢,37.58,5.66,7.11,野間 大樹,37.03,5.67,7.07,三浦 洋次朗,37.62,5.6,7.13
202510200503,2025-10-20,5,03R,1,3,一周,まわり足,直線,宮内 由紀英,37.26,5.97,7.0,村岡 賢,37.3,6.5,6.77,高倉 和士,36.75,5.4,7.0,佐々木 完太,37.12,5.8,6.97,笠 雅雄,36.87,6.27,6.77,篠崎 仁志,36.75,6.05,6.77
202510200504,2025-10-20,5,04R,1,3,一周,まわり足,直線,富永 正人,36.4,6.47,6.6,南 佑典,37.42,5.83,7.0,小黒 竜吾,36.98,6.23,6.79,伏見 俊介,37.4,5.86,7.03,山田 哲也,37.38,5.8,7.03,中田 元泰,36.94,6.08,6.91
202510200505,2025-10-20,5,05R,1,3,一周,まわり足,直線,溝口 海義也,37.31,5.47,6.97,崎 利仁,37.5,6.03,6.93,加木 郁,37.94,5.87,7.24,岩下 巧斗,37.18,5.86,6.97,菊地 孝平,37.42,5.67,7.12,竹田 辰也,36.85,5.45,6.87
202510200506,2025-10-20,5,06R,1,3,一周,まわり足,直線,島川 光男,36.96,5.77,7.2,大西 隆洋,37.33,6.23,7.07,伊藤 将吉,37.42,5.87,7.03,鈴木 柊介,38.44,5.63,7.08,前田 滉,36.68,6.38,6.7,谷口 丞,38.22,5.61,7.14
202510200507,2025-10-20,5,07R,1,3,一周,まわり足,直線,島田 賢人,37.04,5.9,7.0,岸本 雄貴,37.33,6.87,6.8,山谷 央,37.33,6.06,7.1,篠崎 仁志,37.22,5.87,7.07,内田 圭,37.45,6.77,6.83,石田 貴洋,37.38,5.9,7.1
202510200508,2025-10-20,5,08R,1,3,一周,まわり足,直線,南 佑典,37.18,5.44,7.1,藤丸 光一,37.53,5.49,7.2,下出 卓矢,37.59,5.61,7.13,宮内 由紀英,37.62,6.35,6.94,早川 颯太,37.8,6.27,7.14,間嶋 仁志,37.33,5.96,7.12
202510200509,2025-10-20,5,09R,1,3,一周,まわり足,直線,中村 魁生,36.43,5.6,6.87,浦田 信義,36.74,5.47,7.1,山田 哲也,37.35,5.81,7.0,川添 英正,37.07,5.69,7.13,竹田 辰也,36.64,5.5,6.97,笠 雅雄,36.7,5.53,7.0
202510200510,2025-10-20,5,10R,1,3,一周,まわり足,直線,高倉 和士,36.62,5.5,6.93,野間 大樹,37.59,5.72,6.97,菊地 孝平,36.84,5.71,7.15,島川 光男,37.37,5.8,7.19,高橋 二朗,36.94,6.52,6.89,山田 丈,36.89,5.63,6.99
202510200511,2025-10-20,5,11R,1,3,一周,まわり足,直線,伊藤 将吉,37.17,5.67,6.97,佐竹 恒彦,37.91,5.42,7.07,芦澤 望,37.72,5.63,7.1,内田 圭,37.49,5.48,7.2,齋藤 勇,37.89,5.4,7.13,佐々木 完太,37.17,5.36,7.07
202510200512,2025-10-20,5,12R,1,3,一周,まわり足,直線,前田 滉,36.19,6.05,6.7,三浦 洋次朗,37.54,5.73,7.03,中田 元泰,37.37,5.4,7.0,山谷 央,37.2,5.6,7.35,溝口 海義也,37.11,5.53,7.12,崎 利仁,37.44,6.05,7.01
