date,stadium,race_round,title,race_code,tansho,fukusho,wakren,fuku2,santan,sanfuku,santan_yosoku,sanfuku_yosoku,rentan,renfuku,rentan_yosoku,renfuku_yosoku,wide,wide_yosoku,trio,trio_yosoku,tiomate,r1_number,r1_name,r1_weight,r1_result,r1_time,r1_difference,r2_number,r2_name,r2_weight,r2_result,r2_time,r2_difference,r3_number,r3_name,r3_weight,r3_result,r3_time,r3_difference,r4_number,r4_name,r4_weight,r4_result,r4_time,r4_difference,r5_number,r5_name,r5_weight,r5_result,r5_time,r5_difference,r6_number,r6_name,r6_weight,r6_result,r6_time,r6_difference
2025-12-29,大村,06R,一般　　　　                 H1800m  晴　  風  北　　 2m  波　  2cm,136,,,,,,,,,,,,,,,,,,1,宮 田 龍 馬,41.0,1,,,5,鶴 田 勇 雄,57.0,2,,,6,石 倉 洋 行,48.0,3,,,3,鐘ヶ江 真 司,14.0,4,,,4,廣 中 良 一 68,52.0,5,,,2,金 子 猛 志 53,26.0,6,,
2025-12-29,大村,07R,一般　　　　                 H1800m  雨　  風  北東　 1m  波　  1cm,137,,,,,,,,,,,,,,,,,,1,金 子 順 一,33.0,1,,,4,柴 田 朋 哉,42.0,2,,,3,梶 原 正,39.0,3,,,6,武 田 信 一,73.0,4,,,5,三 原 司 38,57.0,5,,,2,飯 山 晃 三 75,33.0,6,,
2025-12-29,大村,08R,一般　　　　                 H1800m  雨　  風  北　　 1m  波　  1cm,138,,,,,,,,,,,,,,,,,,2,溝 口 海義也,70.0,1,,,5,黒 田 剛,47.0,2,,,1,内 田 圭,72.0,3,,,6,茶 谷 信 次,54.0,4,,,3,松 本 弓 雄 34,65.0,5,,,4,山 川 雄 大 63,38.0,6,,
2025-12-29,大村,09R,トクっちゃ特                 H1800m  雨　  風  北　　 1m  波　  1cm,139,,,,,,,,,,,,,,,,,,2,伊 藤 玲 奈,52.0,1,,,1,青 木 幸太郎,61.0,2,,,3,岡 本 大,46.0,3,,,4,常 盤 海 心,11.0,4,,,6,川 田 正 人 58,31.0,5,,,5,佐々木 裕 美 36,48.0,6,,
2025-12-29,大村,10R,R       のんた選抜　                 H1800m  雨　  風  北　　 1m  波　  1cm,1310,,,,,,,,,,,,,,,,,,1,市 橋 卓 士,59.0,1,,,2,鶴 田 勇 雄,57.0,2,,,3,松 村 敏,67.0,3,,,4,山 崎 鉄 平,56.0,4,,,5,中 嶋 誠一郎 49,42.0,5,,,6,高 濱 芳 久 65,58.0,6,,
2025-12-29,大村,11R,R       それっちゃ選                 H1800m  曇り  風  北東　 1m  波　  1cm,1311,,,,,,,,,,,,,,,,,,1,中 辻 崇 人,55.0,1,,,5,枝 尾 賢,44.0,2,,,3,石 倉 洋 行,48.0,3,,,4,正 木 聖 賢,74.0,4,,,2,宮 田 龍 馬 41,63.0,5,,,6,山 田 晃 大 71,46.0,6,,
2025-12-29,大村,12R,R       優勝戦　　　                 H1800m  曇り  風  北東　 1m  波　  1cm,1312,,,,,,,,,,,,,,,,,,1,高 田 明,64.0,1,,,4,柘 植 政 浩,69.0,2,,,6,白 水 勝 也,37.0,3,,,5,今 井 貴 士,40.0,4,,,3,西 島 義 則 66,70.0,5,,,2,内 山 七 海 45,49.0,6,,
2025-12-29,大村,01R,予選　　　　                 H1800m  晴　  風  南東　 1m  波　  1cm,131,,,,,,,,,,,,,,,,,,1,福 田 理,58.0,1,,,3,守 屋 大 地,69.0,2,,,2,福 島 陽 子,11.0,3,,,5,浮 田 圭 浩,65.0,4,,,4,齋 藤 真 之 38,44.0,5,,,6,木 山 大 聖 40,70.0,6,,
2025-12-29,大村,02R,予選　　　　                 H1800m  晴　  風  南東　 1m  波　  1cm,132,,,,,,,,,,,,,,,,,,1,長谷川 暖,21.0,1,,,3,前 原 哉,70.0,2,,,6,藤 原 早 菜,68.0,3,,,4,阪 本 勇 介,14.0,4,,,2,小 林 愛 実 13,31.0,5,,,5,川 崎 智 幸 26,43.0,6,,
2025-12-29,大村,03R,予選　　　　                 H1800m  晴　  風  北東　 1m  波　  1cm,133,,,,,,,,,,,,,,,,,,3,井 上 大 輔,54.0,1,,,2,長谷川 雅 和,61.0,2,,,6,佐 藤 太 亮,22.0,3,,,4,峰 重 侑 治,63.0,4,,,5,柏 野 幸 二 17,74.0,5,,,1,長 尾 萌 加 64,16.0,6,,
2025-12-29,大村,04R,予選　　　　                 H1800m  晴　  風  南東　 1m  波　  1cm,134,,,,,,,,,,,,,,,,,,5,金 田 大 輔,59.0,1,,,2,林 祐 介,41.0,2,,,6,山 本 修 一,35.0,3,,,4,妹 尾 忠 幸,39.0,4,,,3,川 崎 智 稔 52,46.0,5,,,1,福 嶋 智 之 28,60.0,6,,
2025-12-29,大村,05R,予選　　　　                 H1800m  晴　  風  南東　 2m  波　  3cm,135,,,,,,,,,,,,,,,,,,1,前 原 大 道,60.0,1,,,4,村 岡 賢 人,47.0,2,,,6,岩 津 徹 郎,55.0,3,,,3,土 屋 南,51.0,4,,,5,金 田 幸 子 66,55.0,5,,,2,齋 藤 真 之 38,44.0,6,,
2025-12-29,大村,06R,予選　　　　                 H1800m  晴　  風  南東　 4m  波　  3cm,136,,,,,,,,,,,,,,,,,,4,平 尾 崇 典,57.0,1,,,1,山 本 寛 久,46.0,2,,,6,峰 重 力 也,36.0,3,,,3,三 村 岳 人,50.0,4,,,2,森 智 哉 48,26.0,5,,,5,福 島 陽 子 11,47.0,6,,
2025-12-29,大村,07R,予選　　　　                 H1800m  晴　  風  南東　 3m  波　  3cm,137,,,,,,,,,,,,,,,,,,1,荒 井 輝 年,62.0,1,,,2,藤 原 啓史朗,27.0,2,,,3,藤 原 早 菜,68.0,3,,,4,岡 瀬 正 人,42.0,4,,,6,森 定 晃 史 67,62.0,5,,,5,木 山 大 聖 40,70.0,6,,
2025-12-29,大村,08R,予選　　　　                 H1800m  晴　  風  南東　 2m  波　  3cm,138,,,,,,,,,,,,,,,,,,1,安 井 瑞 紀,34.0,1,,,2,山 口 達 也,37.0,2,,,3,山 地 正 樹,31.0,3,,,6,長谷川 雅 和,61.0,4,,,4,福 田 理 58,69.0,5,,,5,前 原 哉 70,11.0,6,,
2025-12-29,大村,09R,予選　　　　                 H1800m  曇り  風  南東　 1m  波　  1cm,139,,,,,,,,,,,,,,,,,,1,金 田 幸 子,66.0,1,,,3,渡 邉 和 将,56.0,2,,,2,守 屋 大 地,69.0,3,,,4,山 田 佑 樹,44.0,4,,,6,小 林 愛 実 13,31.0,5,,,5,林 祐 介 41,37.0,6,,
2025-12-29,大村,10R,R       予選　　　　                 H1800m  曇り  風  南　　 1m  波　  1cm,1310,,,,,,,,,,,,,,,,,,1,妹 尾 忠 幸,39.0,1,,,3,白 神 優,25.0,2,,,6,吉 田 拡 郎,24.0,3,,,5,阪 本 勇 介,14.0,4,,,4,浮 田 圭 浩 65,41.0,5,,,2,長 尾 萌 加 64,16.0,6,,
2025-12-29,大村,11R,R       鷲羽選抜　　                 H1800m  曇り  風  南西　 1m  波　  1cm,1311,,,,,,,,,,,,,,,,,,5,前 原 大 道,60.0,1,,,1,平 尾 崇 典,57.0,2,,,6,峰 重 侑 治,63.0,3,,,4,山 本 修 一,35.0,4,,,2,森 定 晃 史 67,62.0,5,,,3,長谷川 暖 21,72.0,6,,
2025-12-29,大村,12R,R       くらしき選抜                 H1800m  曇り  風  南東　 1m  波　  1cm,1312,,,,,,,,,,,,,,,,,,1,山 口 達 也,37.0,1,,,5,村 岡 賢 人,47.0,2,,,4,藤 原 啓史朗,27.0,3,,,3,川 崎 智 幸,26.0,4,,,6,金 田 大 輔 59,33.0,5,,,,,,,,
2025-12-29,大村,01R,朝からセンプ                 H1800m  晴　  風  北東　 1m  波　  0cm,131,,,,,,,,,,,,,,,,,,1,雑 賀 勇 貴,7.0,1,,,2,松 下 誉 士,29.0,2,,,4,富 永 大 一,56.0,3,,,3,木 村 仁 紀,30.0,4,,,5,山 崎 聖 司,18.0,5,,,6,鈴 木 成 美,43.0,6,,
2025-12-29,大村,02R,一般　　　　                 H1800m  晴　  風  南東　 3m  波　  0cm,132,,,,,,,,,,,,,,,,,,5,下 寺 秀 和,12.0,1,,,2,宮 崎 安 奈,45.0,2,,,1,高 橋 直 哉,10.0,3,,,3,野 相 弘 司,11.0,4,,,4,森 弘 行,48.0,5,,,6,増 本 杏 珠,32.0,6,,
2025-12-29,大村,03R,一般　　　　                 H1800m  晴　  風  無風　 0m  波　  0cm,133,,,,,,,,,,,,,,,,,,1,野 田 なづき,41.0,1,,,6,松 井 賢 治,59.0,2,,,4,花 本 剛,19.0,3,,,3,間 庭 菜 摘,52.0,4,,,2,加 木 郁,6.0,5,,,5,別 府 昌 樹,47.0,6,,
2025-12-29,大村,04R,一般　　　　                 H1800m  晴　  風  南西　 2m  波　  0cm,134,,,,,,,,,,,,,,,,,,5,稲 田 浩 二,24.0,1,,,1,羽 野 諒,20.0,2,,,2,喜 多 那由夏,50.0,3,,,3,山 本 浩 輔,46.0,4,,,4,田 添 康 介,4.0,5,,,,,,,,
2025-12-29,大村,05R,一般　　　　                 H1800m  晴　  風  西　　 3m  波　  0cm,135,,,,,,,,,,,,,,,,,,1,竹 間 隆 晟,25.0,1,,,3,田 中 孝 明,14.0,2,,,4,森 林 太,38.0,3,,,6,新 田 智 彰,8.0,4,,,5,長 尾 京志郎,34.0,5,,,2,渡 修 平,49.0,6,,
2025-12-29,大村,06R,昼どきピンク                 H1800m  晴　  風  西　　 3m  波　  0cm,136,,,,,,,,,,,,,,,,,,1,赤 坂 俊 輔,3.0,1,,,4,吉 永 則 雄,26.0,2,,,2,永 井 亮 次,23.0,3,,,6,重 冨 勇 哉,21.0,4,,,5,松 下 誉 士,29.0,5,,,3,増 本 杏 珠,32.0,6,,
2025-12-29,大村,07R,一般　　　　                 H1800m  晴　  風  南西　 3m  波　  0cm,137,,,,,,,,,,,,,,,,,,1,沢 田 昭 宏,31.0,1,,,2,野見山 拓 己,58.0,2,,,5,稲 生 夏 季,13.0,3,,,4,岸 蔭 亮,44.0,4,,,3,山 崎 聖 司,18.0,5,,,,,,,,
2025-12-29,大村,08R,一般　　　　                 H1800m  晴　  風  南西　 4m  波　  0cm,138,,,,,,,,,,,,,,,,,,1,富 永 大 一,56.0,1,,,4,庄 司 樹良々,55.0,2,,,2,花 本 剛,19.0,3,,,3,松 本 一 毅,15.0,4,,,5,喜 多 那由夏,50.0,5,,,6,大 庭 元 明,33.0,6,,
2025-12-29,大村,09R,一般　　　　                 H1800m  曇り  風  南西　 3m  波　  0cm,139,,,,,,,,,,,,,,,,,,2,深 井 利 寿,17.0,1,,,1,長 尾 京志郎,34.0,2,,,5,松 本 博 昭,36.0,3,,,3,高 橋 直 哉,10.0,4,,,4,山 本 浩 輔,46.0,5,,,6,別 府 昌 樹,47.0,6,,
2025-12-29,大村,10R,R       準優勝戦　　                 H1800m  晴　  風  南西　 3m  波　  0cm,1310,,,,,,,,,,,,,,,,,,1,下 寺 秀 和,12.0,1,,,2,吉 永 則 雄,26.0,2,,,3,竹 間 隆 晟,25.0,3,,,4,木 村 仁 紀,30.0,4,,,6,野 田 なづき,41.0,5,,,5,羽 野 諒,20.0,6,,
2025-12-29,大村,11R,R       準優勝戦　　                 H1800m  晴　  風  南西　 4m  波　  0cm,1311,,,,,,,,,,,,,,,,,,1,稲 田 浩 二,24.0,1,,,2,森 林 太,38.0,2,,,4,赤 坂 俊 輔,3.0,3,,,6,加 木 郁,6.0,4,,,3,沢 田 昭 宏,31.0,5,,,5,雑 賀 勇 貴,7.0,6,,
2025-12-29,大村,12R,R       準優勝戦　　                 H1800m  晴　  風  西　　 2m  波　  0cm,1312,,,,,,,,,,,,,,,,,,4,松 井 賢 治,59.0,1,,,1,庄 司 樹良々,55.0,2,,,2,岸 蔭 亮,44.0,3,,,3,永 井 亮 次,23.0,4,,,6,宮 崎 安 奈,45.0,5,,,5,渡 修 平,49.0,6,,
2025-12-29,大村,01R,一般戦　　　                 H1800m  晴　  風  無風　 0m  波　  1cm,131,,,,,,,,,,,,,,,,,,3,梅 木 敬 太,25.0,1,,,1,中 村 有 裕,80.0,2,,,5,小 林 基 樹,63.0,3,,,6,眞 鳥 章 太,81.0,4,,,2,吉 永 浩 則,69.0,5,,,4,川 村 正 輝,26.0,6,,
2025-12-29,大村,02R,一般戦　　　                 H1800m  晴　  風  北東　 1m  波　  1cm,132,,,,,,,,,,,,,,,,,,3,嶋 田 貴 支,21.0,1,,,1,松 下 直 也,57.0,2,,,6,岡 村 慶 太,31.0,3,,,5,伊 倉 光,89.0,4,,,4,一 色 凌 雅,68.0,5,,,2,廣 瀬 篤 哉,34.0,6,,
2025-12-29,大村,03R,一般戦　　　                 H1800m  晴　  風  無風　 0m  波　  1cm,133,,,,,,,,,,,,,,,,,,3,山 崎 昂 介,32.0,1,,,1,小 坂 宗 司,76.0,2,,,2,井 芹 大 志,37.0,3,,,5,伯 母 芳 恒,59.0,4,,,6,柴 田 大 輔,23.0,5,,,4,多 田 有 佑,13.0,6,,
2025-12-29,大村,04R,一般戦　　　                 H1800m  晴　  風  無風　 0m  波　  1cm,134,,,,,,,,,,,,,,,,,,1,島 田 賢 人,73.0,1,,,2,山 本 英 志,86.0,2,,,6,佐 竹 恒 彦,51.0,3,,,4,宮 嵜 隆太郎,79.0,4,,,5,山 口 隆 史,82.0,5,,,3,村 上 功 祐,84.0,6,,
2025-12-29,大村,05R,住之江ファイ                 H1800m  晴　  風  無風　 0m  波　  1cm,135,,,,,,,,,,,,,,,,,,1,中 村 辰 也,20.0,1,,,2,金 子 貴 志,64.0,2,,,4,遠 藤 圭 吾,30.0,3,,,5,中 島 真 二,66.0,4,,,3,石 川 諒,33.0,5,,,6,奈 須 啓 太,72.0,6,,
2025-12-29,大村,06R,一般戦　　　                 H1800m  晴　  風  無風　 0m  波　  1cm,136,,,,,,,,,,,,,,,,,,1,数 原 魁,77.0,1,,,2,森 照 夫,85.0,2,,,3,中 岡 健 人,75.0,3,,,5,川 口 貴 久,88.0,4,,,4,田 中 堅,65.0,5,,,,,,,,
2025-12-29,大村,07R,一般戦　　　                 H1800m  晴　  風  無風　 0m  波　  1cm,137,,,,,,,,,,,,,,,,,,2,木 村 浩 士,78.0,1,,,3,川 村 正 輝,26.0,2,,,6,篠 田 優 也,61.0,3,,,5,荒 牧 凪 沙,28.0,4,,,4,関 裕 也,55.0,5,,,,,,,,
2025-12-29,大村,08R,一般戦　　　                 H1800m  晴　  風  無風　 0m  波　  1cm,138,,,,,,,,,,,,,,,,,,1,広 次 修,19.0,1,,,4,板 倉 敦 史,35.0,2,,,3,黒 柳 浩 孝,60.0,3,,,6,前 川 守 嗣,83.0,4,,,2,堂 原 洋 史,71.0,5,,,5,花 田 凱 成,38.0,6,,
2025-12-29,大村,09R,準優勝戦　　                 H1800m  晴　  風  無風　 0m  波　  1cm,139,,,,,,,,,,,,,,,,,,1,奈 須 啓 太,72.0,1,,,2,佐 竹 恒 彦,51.0,2,,,3,柴 田 大 輔,23.0,3,,,5,中 村 有 裕,80.0,4,,,4,小 坂 宗 司,76.0,5,,,6,金 子 貴 志,64.0,6,,
2025-12-29,大村,10R,R       準優勝戦　　                 H1800m  晴　  風  無風　 0m  波　  1cm,1310,,,,,,,,,,,,,,,,,,1,渡 辺 浩 司,50.0,1,,,2,中 村 辰 也,20.0,2,,,4,山 本 英 志,86.0,3,,,3,数 原 魁,77.0,4,,,6,島 田 賢 人,73.0,5,,,5,井 芹 大 志,37.0,6,,
2025-12-29,大村,11R,R       準優勝戦　　                 H1800m  晴　  風  無風　 0m  波　  1cm,1311,,,,,,,,,,,,,,,,,,1,岡 村 慶 太,31.0,1,,,2,眞 鳥 章 太,81.0,2,,,6,三 浦 敬 太,15.0,3,,,4,松 下 直 也,57.0,4,,,3,篠 田 優 也,61.0,5,,,5,森 照 夫,85.0,6,,
2025-12-29,大村,12R,R       一般戦　　　                 H1800m  晴　  風  無風　 0m  波　  1cm,1312,,,,,,,,,,,,,,,,,,1,前 川 守 嗣,83.0,1,,,4,中 岡 健 人,75.0,2,,,6,広 次 修,19.0,3,,,5,多 田 有 佑,13.0,4,,,3,宮 嵜 隆太郎,79.0,5,,,2,嶋 田 貴 支,21.0,6,,
2025-12-29,大村,01R,一般　　　　                 H1800m  曇り  風  東　　 1m  波　  1cm,131,,,,,,,,,,,,,,,,,,1,古 結 宏,35.0,1,,,2,沼 田 七 華,11.0,2,,,3,松 下 哲 也,33.0,3,,,5,滝 沢 織 寧,41.0,4,,,4,井 上 茂 32,61.0,5,,,6,大 塚 雅 治 22,59.0,6,,
2025-12-29,大村,02R,一般　　　　                 H1800m  晴　  風  東　　 1m  波　  1cm,132,,,,,,,,,,,,,,,,,,1,亀 山 雅 幸,24.0,1,,,6,寺 島 吉 彦,60.0,2,,,2,仲 航 太,65.0,3,,,5,島 倉 都,31.0,4,,,4,濱 崎 誠 16,67.0,5,,,3,坪 内 実 26,53.0,6,,
2025-12-29,大村,03R,一般　　　　                 H1800m  晴　  風  北東　 1m  波　  1cm,133,,,,,,,,,,,,,,,,,,1,馬 袋 義 則,70.0,1,,,5,森 永 隆,53.0,2,,,3,橋 本 明,37.0,3,,,2,河 内 悠利杏,68.0,4,,,4,池 本 輝 明 28,45.0,5,,,6,畑 田 希 咲 45,36.0,6,,
2025-12-29,大村,04R,一般　　　　                 H1800m  晴　  風  東　　 1m  波　  1cm,134,,,,,,,,,,,,,,,,,,1,島 川 光 男,34.0,1,,,4,山 下 和 彦,19.0,2,,,2,池 田 雷 太,48.0,3,,,5,伊 藤 尚 汰,72.0,4,,,3,小 林 泰 36,17.0,5,,,6,山 本 稔太朗 49,30.0,6,,
2025-12-29,大村,05R,一般　　　　                 H1800m  晴　  風  北東　 1m  波　  1cm,135,,,,,,,,,,,,,,,,,,1,柳 内 敬 太,55.0,1,,,4,松 下 哲 也,33.0,2,,,2,寺 本 昇 平,69.0,3,,,5,大久保 佑 香,47.0,4,,,6,高 山 智 至 14,62.0,5,,,3,田 邉 亮 蔵 40,60.0,6,,
2025-12-29,大村,06R,一般　　　　                 H1800m  晴　  風  無風　 0m  波　  1cm,136,,,,,,,,,,,,,,,,,,5,松 田 大志郎,61.0,1,,,1,津久井 拓 也,58.0,2,,,6,大 塚 雅 治,22.0,3,,,3,村 田 敦,23.0,4,,,4,沼 田 七 華 11,21.0,5,,,2,坪 内 実 26,53.0,6,,
2025-12-29,大村,07R,一般　　　　                 H1800m  晴　  風  無風　 0m  波　  1cm,137,,,,,,,,,,,,,,,,,,1,今 井 美 亜,57.0,1,,,5,河 内 悠利杏,68.0,2,,,4,島 倉 都,31.0,3,,,3,滝 沢 織 寧,41.0,4,,,2,畑 田 希 咲 45,36.0,5,,,6,薗 頭 心 56,11.0,6,,
2025-12-29,大村,08R,一般　　　　                 H1800m  晴　  風  北東　 1m  波　  1cm,138,,,,,,,,,,,,,,,,,,1,濱 崎 誠,16.0,1,,,3,井 上 茂,32.0,2,,,5,橋 本 明,37.0,3,,,2,伊 藤 尚 汰,72.0,4,,,4,池 田 雷 太 48,32.0,5,,,6,鈴 木 賢 一 46,25.0,6,,
2025-12-29,大村,09R,ビナちゃん特                 H1800m  晴　  風  東　　 1m  波　  1cm,139,,,,,,,,,,,,,,,,,,1,大 澤 誠 也,54.0,1,,,2,大久保 佑 香,47.0,2,,,3,山 本 稔太朗,49.0,3,,,4,田 邉 亮 蔵,40.0,4,,,5,山 下 和 彦 19,72.0,5,,,6,寺 島 吉 彦 60,28.0,6,,
2025-12-29,大村,10R,R       選抜戦　　　                 H1800m  晴　  風  北東　 2m  波　  2cm,1310,,,,,,,,,,,,,,,,,,3,古 結 宏,35.0,1,,,6,仲 航 太,65.0,2,,,1,森 永 隆,53.0,3,,,2,津久井 拓 也,58.0,4,,,4,島 川 光 男 34,73.0,5,,,5,寺 本 昇 平 69,52.0,6,,
2025-12-29,大村,11R,R       選抜戦　　　                 H1800m  晴　  風  南　　 2m  波　  2cm,1311,,,,,,,,,,,,,,,,,,1,松 田 大志郎,61.0,1,,,3,馬 袋 義 則,70.0,2,,,4,柳 内 敬 太,55.0,3,,,5,今 井 美 亜,57.0,4,,,6,亀 山 雅 幸 24,37.0,5,,,2,小 林 泰 36,17.0,6,,
2025-12-29,大村,12R,R       優勝戦　　　                 H1800m  晴　  風  西　　 1m  波　  1cm,1312,,,,,,,,,,,,,,,,,,1,浅 見 昌 克,15.0,1,,,4,木 下 雄 介,12.0,2,,,5,金 子 賢 志,27.0,3,,,6,中 島 秀 治,63.0,4,,,2,小 林 京 平 13,23.0,5,,,3,福 田 翔 吾 44,13.0,6,,
2025-12-29,大村,01R,朝トコ小判Ｒ                 H1800m  晴　  風  北　　 1m  波　  0cm,131,,,,,,,,,,,,,,,,,,5,一 色 颯 輝,47.0,1,,,4,吉 田 慎二郎,39.0,2,,,2,伊 達 正 利,46.0,3,,,1,平 見 真 彦,56.0,4,,,6,竹 内 来 34,57.0,5,,,3,河 合 三 弘 30,29.0,6,,
2025-12-29,大村,02R,予選　　　　                 H1800m  晴　  風  北　　 1m  波　  0cm,132,,,,,,,,,,,,,,,,,,1,清 水 紀 克,36.0,1,,,2,高 井 雄 基,50.0,2,,,4,河 村 了,52.0,3,,,6,汐 崎 正 則,21.0,4,,,5,佐 藤 博 亮 5,48.0,5,,,3,堀 本 裕 也 41,71.0,6,,
2025-12-29,大村,03R,予選　　　　                 H1800m  晴　  風  北　　 1m  波　  0cm,133,,,,,,,,,,,,,,,,,,2,大須賀 友,54.0,1,,,6,吉 田 裕 平,14.0,2,,,3,黒 野 元 基,15.0,3,,,4,平 野 和 明,6.0,4,,,5,池 田 雄 祐 16,65.0,5,,,1,杢 野 誓 良 59,17.0,6,,
2025-12-29,大村,04R,予選　　　　                 H1800m  晴　  風  西　　 3m  波　  1cm,134,,,,,,,,,,,,,,,,,,4,北 野 輝 季,35.0,1,,,2,宇佐見 淳,25.0,2,,,5,野 中 一 平,42.0,3,,,6,牧 村 俊 輝,60.0,4,,,1,大 江 純 51,11.0,5,,,3,佐 藤 旭 8,69.0,6,,
2025-12-29,大村,05R,予選　　　　                 H1800m  晴　  風  西　　 2m  波　  1cm,135,,,,,,,,,,,,,,,,,,2,岩 瀬 裕 亮,32.0,1,,,3,服 部 達 哉,12.0,2,,,5,前 田 翔,49.0,3,,,4,杉 山 喜 一,53.0,4,,,1,永 井 源 11,73.0,5,,,6,荒 木 颯 斗 45,64.0,6,,
2025-12-29,大村,06R,昼トコ小判Ｒ                 H1800m  晴　  風  西　　 2m  波　  1cm,136,,,,,,,,,,,,,,,,,,1,杉 山 裕 也,1.0,1,,,4,北 川 潤 二,19.0,2,,,6,上 田 健 太,22.0,3,,,2,汐 崎 正 則,21.0,4,,,5,竹 内 来 34,57.0,5,,,,,,,,
2025-12-29,大村,07R,予選　　　　                 H1800m  晴　  風  西　　 1m  波　  0cm,137,,,,,,,,,,,,,,,,,,1,池 田 雄 祐,16.0,1,,,3,河 村 了,52.0,2,,,6,仲 口 博 崇,7.0,3,,,5,鈴 木 雄 登,24.0,4,,,4,花 田 和 明 26,20.0,5,,,2,吉 田 慎二郎 39,35.0,6,,
2025-12-29,大村,08R,予選　　　　                 H1800m  晴　  風  北　　 1m  波　  0cm,138,,,,,,,,,,,,,,,,,,3,池 田 浩 二,3.0,1,,,4,大須賀 友,54.0,2,,,2,伊 藤 誠 二,38.0,3,,,1,沼 田 大 都,58.0,4,,,5,高 井 雄 基 50,60.0,5,,,6,伊 達 正 利 46,15.0,6,,
2025-12-29,大村,09R,予選　　　　                 H1800m  晴　  風  西　　 1m  波　  0cm,139,,,,,,,,,,,,,,,,,,1,前 田 翔,49.0,1,,,5,黒 野 元 基,15.0,2,,,2,天 野 晶 夫,29.0,3,,,6,佐 藤 旭,8.0,4,,,3,平 見 真 彦 56,23.0,5,,,4,堀 本 裕 也 41,71.0,6,,
2025-12-29,大村,10R,R       予選　　　　                 H1800m  晴　  風  西　　 1m  波　  0cm,1310,,,,,,,,,,,,,,,,,,1,宇佐見 淳,25.0,1,,,4,鰐 部 太空海,9.0,2,,,5,平 野 和 明,6.0,3,,,2,一 色 颯 輝,47.0,4,,,6,松 竹 大 輔 40,52.0,5,,,3,後 藤 陽 介 20,40.0,6,,
2025-12-29,大村,11R,R       予選　　　　                 H1800m  晴　  風  南西　 1m  波　  0cm,1311,,,,,,,,,,,,,,,,,,1,佐 藤 博 亮,5.0,1,,,4,野 中 一 平,42.0,2,,,5,杉 山 喜 一,53.0,3,,,3,北 川 潤 二,19.0,4,,,2,杢 野 誓 良 59,17.0,5,,,6,河 合 三 弘 30,29.0,6,,
2025-12-29,大村,12R,R       予選ドリーム                 H1800m  晴　  風  無風　 0m  波　  0cm,1312,,,,,,,,,,,,,,,,,,1,池 田 浩 二,3.0,1,,,4,吉 田 裕 平,14.0,2,,,5,北 野 輝 季,35.0,3,,,6,岩 瀬 裕 亮,32.0,4,,,3,杉 山 裕 也 1,44.0,5,,,2,仲 口 博 崇 7,12.0,6,,
2025-12-29,大村,01R,予選　　　　                 H1800m  晴　  風  北　　 1m  波　  1cm,131,,,,,,,,,,,,,,,,,,1,松 瀬 弘 美,50.0,1,,,5,柴 田 百 恵,55.0,2,,,3,土 屋 実沙希,10.0,3,,,4,森 下 愛 梨,14.0,4,,,2,池 田 浩 美 45,45.0,5,,,6,深 尾 巴 恵 32,53.0,6,,
2025-12-29,大村,02R,予選　　　　                 H1800m  晴　  風  北　　 1m  波　  1cm,132,,,,,,,,,,,,,,,,,,2,野 末 智 一,46.0,1,,,3,河 合 佑 樹,12.0,2,,,1,川 島 拓 郎,53.0,3,,,5,鈴 木 柊 介,3.0,4,,,4,本 田 愛 47,34.0,5,,,6,谷 野 錬 志 2,22.0,6,,
2025-12-29,大村,03R,予選　　　　                 H1800m  晴　  風  北西　 1m  波　  1cm,133,,,,,,,,,,,,,,,,,,1,渡 邉 英 児,31.0,1,,,4,堤 昇,11.0,2,,,6,服 部 幸 男,28.0,3,,,2,木 村 紗友希,49.0,4,,,3,横 澤 剛 治 6,54.0,5,,,5,安 藤 瑠 希 4,23.0,6,,
2025-12-29,大村,04R,予選　　　　                 H1800m  晴　  風  北西　 1m  波　  1cm,134,,,,,,,,,,,,,,,,,,3,山 田 雄 太,44.0,1,,,6,徳 増 秀 樹,60.0,2,,,5,宮 崎 奏 磨,36.0,3,,,2,野 中 義 生,26.0,4,,,4,吉 村 誠 40,61.0,5,,,1,渡 邊 裕 貴 56,12.0,6,,
2025-12-29,大村,05R,予選　　　　                 H1800m  晴　  風  西　　 1m  波　  1cm,135,,,,,,,,,,,,,,,,,,2,佐々木 康 幸,19.0,1,,,6,坪 井 康 晴,7.0,2,,,1,森 下 愛 梨,14.0,3,,,3,村 松 遥 輝,62.0,4,,,4,大 橋 純一郎 13,49.0,5,,,5,鈴 木 結平太 17,60.0,6,,
2025-12-29,大村,06R,ランチタイム                 H1800m  晴　  風  北西　 2m  波　  1cm,136,,,,,,,,,,,,,,,,,,3,服 部 剛,41.0,1,,,5,山 口 晃 朋,43.0,2,,,2,芹 澤 克 彦,22.0,3,,,4,川 島 拓 郎,53.0,4,,,1,松 下 一 也 65,66.0,5,,,6,藤 田 康 生 8,51.0,6,,
2025-12-29,大村,07R,予選　　　　                 H1800m  晴　  風  西　　 1m  波　  1cm,137,,,,,,,,,,,,,,,,,,1,大 場 敏,24.0,1,,,3,若 林 義 人,48.0,2,,,2,庄 司 孝 輔,37.0,3,,,5,後 藤 正 宗,25.0,4,,,4,松 瀬 弘 美 50,68.0,5,,,6,安 藤 瑠 希 4,23.0,6,,
