date,stadium,race_round,title,race_code,tansho,fukusho,wakren,fuku2,santan,sanfuku,santan_yosoku,sanfuku_yosoku,rentan,renfuku,rentan_yosoku,renfuku_yosoku,wide,wide_yosoku,trio,trio_yosoku,tiomate,r1_number,r1_name,r1_weight,r1_result,r1_time,r1_difference,r2_number,r2_name,r2_weight,r2_result,r2_time,r2_difference,r3_number,r3_name,r3_weight,r3_result,r3_time,r3_difference,r4_number,r4_name,r4_weight,r4_result,r4_time,r4_difference,r5_number,r5_name,r5_weight,r5_result,r5_time,r5_difference,r6_number,r6_name,r6_weight,r6_result,r6_time,r6_difference
2025-12-28,大村,11R,R       トライアル　                 H1800m  晴　  風  南東　 2m  波　  1cm,1311,,,,,,,,,,,,,,,,,,1,守 屋 美 穂,64.0,1,,,3,川 野 芽 唯,74.0,2,,,6,小 野 生 奈,21.0,3,,,2,平 高 奈 菜,23.0,4,,,5,平 山 智 加 58,45.0,5,,,4,西 橋 奈 未 65,61.0,6,,
2025-12-28,大村,12R,R       トライアル　                 H1800m  晴　  風  南東　 1m  波　  1cm,1312,,,,,,,,,,,,,,,,,,1,遠 藤 エ ミ,11.0,1,,,3,鎌 倉 涼,43.0,2,,,2,渡 邉 優 美,29.0,3,,,6,實 森 美 祐,60.0,4,,,4,浜 田 亜理沙 62,66.0,5,,,5,高 憧 四 季 20,18.0,6,,
2025-12-28,大村,01R,朝１戦　　　                 H1800m  晴　  風  南西　 4m  波　  4cm,131,,,,,,,,,,,,,,,,,,2,堤 啓 輔,13.0,1,,,4,小 玉 啓 太,29.0,2,,,3,深 山 祐 二,18.0,3,,,1,定 松 勇 樹,57.0,4,,,6,北 川 敏 弘,17.0,5,,,5,小 柳 勝 希,14.0,6,,
2025-12-28,大村,02R,モー２ング戦                 H1800m  晴　  風  南西　 3m  波　  3cm,132,,,,,,,,,,,,,,,,,,4,牧 山 敦 也,40.0,1,,,3,安河内 健,22.0,2,,,2,中 野 和 裕,41.0,3,,,1,酒 見 峻 介,35.0,4,,,6,上 之 晃 弘,7.0,5,,,5,吉 川 颯 汰,12.0,6,,
2025-12-28,大村,04R,おは４戦　　                 H1800m  晴　  風  南西　 4m  波　  4cm,134,,,,,,,,,,,,,,,,,,4,上 野 真之介,28.0,1,,,5,藤 田 浩 人,33.0,2,,,2,山 一 鉄 也,3.0,3,,,1,竹 田 広 樹,20.0,4,,,6,松 江 秀 徳,51.0,5,,,3,赤 峰 和 也,9.0,6,,
2025-12-28,大村,05R,レッツ５戦　                 H1800m  晴　  風  南西　 4m  波　  4cm,135,,,,,,,,,,,,,,,,,,2,森 永 淳,54.0,1,,,4,深 川 真 二,8.0,2,,,5,冨 成 謙 児,58.0,3,,,6,小 柳 勝 希,14.0,4,,,1,浦 田 晃 嗣,2.0,5,,,3,笠 雅 雄,23.0,6,,
2025-12-28,大村,06R,予選　　　　                 H1800m  晴　  風  南西　 4m  波　  4cm,136,,,,,,,,,,,,,,,,,,1,川 辺 郭 人,55.0,1,,,3,峰 竜 太,16.0,2,,,5,酒 見 峻 介,35.0,3,,,6,吉 田 光,24.0,4,,,2,杉 山 勝 匡,48.0,5,,,4,北 川 敏 弘,17.0,6,,
2025-12-28,大村,07R,予選　　　　                 H1800m  晴　  風  南西　 4m  波　  4cm,137,,,,,,,,,,,,,,,,,,3,古 賀 繁 輝,26.0,1,,,5,常 住 蓮,4.0,2,,,4,久 富 政 弘,59.0,3,,,6,富 永 夏哉人,27.0,4,,,1,中 野 和 裕,41.0,5,,,2,深 山 祐 二,18.0,6,,
2025-12-28,大村,09R,予選　　　　                 H1800m  晴　  風  無風　 0m  波　  1cm,139,,,,,,,,,,,,,,,,,,1,小 野 勇 作,10.0,1,,,2,安河内 健,22.0,2,,,4,横 田 貴 満,5.0,3,,,6,山 一 鉄 也,3.0,4,,,5,日 高 龍之介,44.0,5,,,3,小 玉 啓 太,29.0,6,,
2025-12-28,大村,10R,R       予選特賞　　                 H1800m  晴　  風  西　　 1m  波　  1cm,1310,,,,,,,,,,,,,,,,,,1,上 野 真之介,28.0,1,,,4,定 松 勇 樹,57.0,2,,,2,深 川 真 二,8.0,3,,,3,吉 田 光,24.0,4,,,5,田 中 宏 典,37.0,5,,,6,重 富 伸 也,1.0,6,,
2025-12-28,大村,11R,R       宝当特選　　                 H1800m  晴　  風  北　　 1m  波　  1cm,1311,,,,,,,,,,,,,,,,,,1,宮 地 元 輝,32.0,1,,,5,山 田 康 二,50.0,2,,,3,常 住 蓮,4.0,3,,,4,尾 崎 雄 二,38.0,4,,,6,武 富 智 亮,25.0,5,,,2,田 中 太一郎,49.0,6,,
2025-12-28,大村,12R,R       からっキー選                 H1800m  晴　  風  北　　 3m  波　  3cm,1312,,,,,,,,,,,,,,,,,,1,末 永 和 也,15.0,1,,,3,森 永 淳,54.0,2,,,5,峰 竜 太,16.0,3,,,6,牧 山 敦 也,40.0,4,,,2,古 賀 繁 輝,26.0,5,,,4,松 江 秀 徳,51.0,6,,
2025-12-28,大村,01R,カタメン１予                 H1800m  晴　  風  南　　 3m  波　  3cm,131,,,,,,,,,,,,,,,,,,2,熊 本 英 一,40.0,1,,,1,岡 村 将 也,46.0,2,,,4,村 本 大 成,61.0,3,,,5,中 尾 彩 香,65.0,4,,,6,江 藤 敦 宏 16,159.0,5,,,,,,,,
2025-12-28,大村,02R,予選　　　　                 H1800m  晴　  風  南　　 3m  波　  3cm,132,,,,,,,,,,,,,,,,,,2,谷 川 将 太,49.0,1,,,1,胡 本 悟 志,74.0,2,,,4,小 松 卓 司,45.0,3,,,3,北 村 寧 々,48.0,4,,,5,和 合 俊 介 44,152.0,5,,,6,山 本 幸 也 18,160.0,6,,
2025-12-28,大村,03R,カタメン３予                 H1800m  曇り  風  南　　 3m  波　  3cm,133,,,,,,,,,,,,,,,,,,1,橋 本 英 一,24.0,1,,,2,佃 來 紀,57.0,2,,,3,岡 村 仁,26.0,3,,,4,上 瀧 絢 也,71.0,4,,,6,菅 野 はやか 41,114.0,5,,,5,西 村 仁 吾 21,122.0,6,,
2025-12-28,大村,04R,予選　　　　                 H1800m  曇り  風  南　　 3m  波　  3cm,134,,,,,,,,,,,,,,,,,,2,村 上 遼,50.0,1,,,4,小 林 孝 弘,42.0,2,,,3,神 里 琴 音,11.0,3,,,1,高 木 圭 大,75.0,4,,,6,吉 原 快 誓 67,132.0,5,,,5,加 藤 雅 之 69,150.0,6,,
2025-12-28,大村,05R,予選　　　　                 H1800m  曇り  風  南　　 1m  波　  2cm,135,,,,,,,,,,,,,,,,,,5,田 頭 実,56.0,1,,,3,江 藤 敦 宏,16.0,2,,,4,出 畑 孝 成,25.0,3,,,2,池 田 剛 規,20.0,4,,,6,権 藤 俊 光 68,172.0,5,,,1,奥 村 明日香 38,168.0,6,,
2025-12-28,大村,06R,予選　　　　                 H1800m  曇り  風  南　　 1m  波　  2cm,136,,,,,,,,,,,,,,,,,,5,小 野 達 哉,66.0,1,,,1,中 島 友 和,63.0,2,,,3,真 子 奈津実,27.0,3,,,2,森 晋太郎,64.0,4,,,6,高 橋 龍 治 33,106.0,5,,,4,山 本 幸 也 18,160.0,6,,
2025-12-28,大村,07R,予選　　　　                 H1800m  晴　  風  南　　 1m  波　  2cm,137,,,,,,,,,,,,,,,,,,5,山 崎 郡,51.0,1,,,4,桂 林 寛,13.0,2,,,2,中 尾 彩 香,65.0,3,,,6,西 村 仁 吾,21.0,4,,,1,嶋 田 有 里 30,153.0,5,,,3,胡 本 悟 志 74,144.0,6,,
2025-12-28,大村,08R,予選　　　　                 H1800m  晴　  風  南　　 1m  波　  2cm,138,,,,,,,,,,,,,,,,,,2,和 合 俊 介,44.0,1,,,4,坪 口 竜 也,47.0,2,,,5,石 川 真 二,43.0,3,,,1,上 瀧 絢 也,71.0,4,,,6,村 本 大 成 61,121.0,5,,,3,小 林 孝 弘 42,164.0,6,,
2025-12-28,大村,09R,予選特賞　　                 H1800m  晴　  風  南　　 1m  波　  2cm,139,,,,,,,,,,,,,,,,,,2,権 藤 俊 光,68.0,1,,,5,熊 本 英 一,40.0,2,,,4,神 里 琴 音,11.0,3,,,6,小 林 文 彦,28.0,4,,,3,畑 和 宏 35,113.0,5,,,,,,,,
2025-12-28,大村,10R,R       予選特賞　　                 H1800m  晴　  風  南　　 1m  波　  2cm,1310,,,,,,,,,,,,,,,,,,1,小 野 達 哉,66.0,1,,,2,百 武 翔,70.0,2,,,5,橋 本 英 一,24.0,3,,,6,小 松 卓 司,45.0,4,,,3,池 田 剛 規 20,151.0,5,,,4,津 留 浩一郎 15,118.0,6,,
2025-12-28,大村,11R,R       予選特選　　                 H1800m  晴　  風  北　　 1m  波　  2cm,1311,,,,,,,,,,,,,,,,,,1,湯 川 浩 司,39.0,1,,,2,田 頭 実,56.0,2,,,5,村 上 遼,50.0,3,,,6,真 子 奈津実,27.0,4,,,3,嶋 田 有 里 30,153.0,5,,,4,北 村 寧 々 48,162.0,6,,
2025-12-28,大村,12R,R       福岡選抜　　                 H1800m  晴　  風  北　　 1m  波　  2cm,1312,,,,,,,,,,,,,,,,,,1,山 崎 郡,51.0,1,,,2,坪 口 竜 也,47.0,2,,,3,岡 村 将 也,46.0,3,,,6,佃 來 紀,57.0,4,,,5,谷 川 将 太 49,140.0,5,,,4,高 橋 龍 治 33,106.0,6,,
2025-12-28,大村,01R,予選　　　　                 H1800m  曇り  風  西　　 1m  波　  1cm,131,,,,,,,,,,,,,,,,,,4,江 本 真 治,34.0,1,,,3,栗 山 繁 洋,62.0,2,,,2,川 崎 誠 志,43.0,3,,,1,山 田 真 聖,13.0,4,,,6,田 中 博 子 16,13.0,5,,,5,原 村 百 那 59,60.0,6,,
2025-12-28,大村,02R,予選　　　　                 H1800m  曇り  風  北東　 3m  波　  3cm,132,,,,,,,,,,,,,,,,,,1,木 場 雄二郎,11.0,1,,,5,小 野 信 樹,30.0,2,,,4,貫地谷 直 人,32.0,3,,,2,瀬 川 大 地,23.0,4,,,,,,,,,,,,,,
2025-12-28,大村,03R,予選　　　　                 H1800m  曇り  風  北東　 2m  波　  2cm,133,,,,,,,,,,,,,,,,,,1,渡 邊 伸太郎,39.0,1,,,2,末 永 祐 輝,55.0,2,,,5,野 田 彩 加,31.0,3,,,4,柳 瀬 興 志,44.0,4,,,3,中 尾 優 香 63,25.0,5,,,6,東 潤 樹 65,53.0,6,,
2025-12-28,大村,04R,予選　　　　                 H1800m  曇り  風  北東　 3m  波　  3cm,134,,,,,,,,,,,,,,,,,,2,大 神 康 司,42.0,1,,,1,村 岡 賢,52.0,2,,,4,大 峯 豊,57.0,3,,,6,出 穂 和 鼓,26.0,4,,,3,藤 本 紗弥香 60,22.0,5,,,5,渡 邉 翼 53,45.0,6,,
2025-12-28,大村,05R,長州ファイブ                 H1800m  曇り  風  北東　 3m  波　  3cm,135,,,,,,,,,,,,,,,,,,1,佐々木 完 太,71.0,1,,,3,竹 田 辰 也,36.0,2,,,2,井 上 未 都,61.0,3,,,4,下 河 誉 史,70.0,4,,,,,,,,,,,,,,
2025-12-28,大村,06R,予選　　　　                 H1800m  曇り  風  北東　 2m  波　  2cm,136,,,,,,,,,,,,,,,,,,2,柳 生 泰 二,49.0,1,,,1,坂 口 貴 彦,14.0,2,,,3,武 重 雄 介,37.0,3,,,5,丸 山 祐 也,38.0,4,,,6,品 川 二千翔 72,62.0,5,,,4,庄 島 潤 成 47,11.0,6,,
2025-12-28,大村,07R,ふく〜る戦　                 H1800m  曇り  風  北東　 1m  波　  1cm,137,,,,,,,,,,,,,,,,,,1,小 野 信 樹,30.0,1,,,3,寺 田 祥,56.0,2,,,5,小 林 一 樹,19.0,3,,,4,岩 崎 正 哉,22.0,4,,,2,田 中 博 子 16,13.0,5,,,6,小 畑 楓 夏 29,58.0,6,,
2025-12-28,大村,08R,予選　　　　  進入固定       H1800m  曇り  風  北東　 1m  波　  1cm,138,,,,,,,,,,,,,,,,,,1,海 野 康志郎,64.0,1,,,2,東 潤 樹,65.0,2,,,3,村 上 彰 一,67.0,3,,,4,蒲 原 健 太,12.0,4,,,6,原 村 百 那 59,60.0,5,,,5,大 井 清 貴 28,50.0,6,,
2025-12-28,大村,09R,予選　　　　                 H1800m  曇り  風  北東　 1m  波　  1cm,139,,,,,,,,,,,,,,,,,,1,野 田 彩 加,31.0,1,,,2,寺 田 空 詩,45.0,2,,,4,井 上 未 都,61.0,3,,,3,土 屋 蘭,25.0,4,,,6,戸 田 海咲音 51,47.0,5,,,5,藤 本 紗弥香 60,22.0,6,,
2025-12-28,大村,10R,R       予選　　　　                 H1800m  曇り  風  南　　 1m  波　  1cm,1310,,,,,,,,,,,,,,,,,,1,江 本 真 治,34.0,1,,,3,渡 邊 伸太郎,39.0,2,,,2,品 川 二千翔,72.0,3,,,5,下 河 誉 史,70.0,4,,,6,瀬 川 大 地 23,20.0,5,,,4,村 岡 賢 52,29.0,6,,
2025-12-28,大村,11R,R       予選特選　　                 H1800m  曇り  風  北東　 1m  波　  1cm,1311,,,,,,,,,,,,,,,,,,1,竹 田 辰 也,36.0,1,,,2,渡 邉 翼,53.0,2,,,3,木 場 雄二郎,11.0,3,,,5,武 重 雄 介,37.0,4,,,6,中 尾 優 香 63,25.0,5,,,4,山 田 真 聖 13,61.0,6,,
2025-12-28,大村,12R,R       ドリーム戦　                 H1800m  曇り  風  北東　 2m  波　  2cm,1312,,,,,,,,,,,,,,,,,,4,柳 生 泰 二,49.0,1,,,1,寺 田 祥,56.0,2,,,2,大 峯 豊,57.0,3,,,5,佐々木 完 太,71.0,4,,,6,末 永 祐 輝 55,41.0,5,,,3,海 野 康志郎 64,57.0,6,,
2025-12-28,大村,01R,朝トク一般　                 H1800m  晴　  風  東　　 3m  波　  3cm,131,,,,,,,,,,,,,,,,,,1,今 井 貴 士,40.0,1,,,6,佐々木 裕 美,36.0,2,,,3,山 川 雄 大,63.0,3,,,2,松 本 弓 雄,34.0,4,,,4,飯 山 晃 三 75,33.0,5,,,5,梶 原 正 39,25.0,6,,
2025-12-28,大村,02R,決めトク一般                 H1800m  晴　  風  北東　 3m  波　  3cm,132,,,,,,,,,,,,,,,,,,5,川 田 正 人,58.0,1,,,4,廣 中 良 一,68.0,2,,,1,西 島 義 則,66.0,3,,,6,市 橋 卓 士,59.0,4,,,2,金 子 順 一 33,40.0,5,,,3,犬 童 千 秋 32,69.0,6,,
2025-12-28,大村,03R,ガチトク一般                 H1800m  晴　  風  北　　 2m  波　  2cm,133,,,,,,,,,,,,,,,,,,2,青 木 幸太郎,61.0,1,,,4,柴 田 朋 哉,42.0,2,,,1,石 倉 洋 行,48.0,3,,,3,正 木 聖 賢,74.0,4,,,5,喜多須 杏 奈 43,22.0,5,,,6,内 田 圭 72,56.0,6,,
2025-12-28,大村,04R,買っトク一般                 H1800m  晴　  風  北　　 3m  波　  3cm,134,,,,,,,,,,,,,,,,,,2,内 山 七 海,45.0,1,,,1,高 濱 芳 久,65.0,2,,,6,白 水 勝 也,37.0,3,,,5,柘 植 政 浩,69.0,4,,,4,茶 谷 信 次 54,54.0,5,,,3,岡 本 大 46,32.0,6,,
2025-12-28,大村,05R,一般　　　　                 H1800m  晴　  風  南　　 2m  波　  2cm,135,,,,,,,,,,,,,,,,,,1,枝 尾 賢,44.0,1,,,4,溝 口 海義也,70.0,2,,,6,松 村 敏,67.0,3,,,5,武 藤 綾 子,62.0,4,,,2,黒 田 剛 47,47.0,5,,,3,山 崎 鉄 平 56,53.0,6,,
2025-12-28,大村,06R,一般　　　　                 H1800m  晴　  風  南東　 2m  波　  2cm,136,,,,,,,,,,,,,,,,,,4,宮 田 龍 馬,41.0,1,,,6,中 辻 崇 人,55.0,2,,,3,伊 藤 玲 奈,52.0,3,,,1,中 嶋 誠一郎,49.0,4,,,5,常 盤 海 心 11,16.0,5,,,2,鶴 田 勇 雄 57,73.0,6,,
2025-12-28,大村,07R,一般　　　　                 H1800m  晴　  風  東　　 2m  波　  2cm,137,,,,,,,,,,,,,,,,,,1,廣 中 良 一,68.0,1,,,3,内 田 圭,72.0,2,,,4,武 田 信 一,73.0,3,,,2,犬 童 千 秋,32.0,4,,,5,金 子 猛 志 53,26.0,5,,,6,山 川 雄 大 63,38.0,6,,
2025-12-28,大村,08R,一般　　　　                 H1800m  晴　  風  西　　 2m  波　  2cm,138,,,,,,,,,,,,,,,,,,1,山 田 晃 大,71.0,1,,,2,喜多須 杏 奈,43.0,2,,,6,高 田 明,64.0,3,,,3,川 田 正 人,58.0,4,,,5,柴 田 朋 哉 42,24.0,5,,,4,岡 本 大 46,32.0,6,,
2025-12-28,大村,09R,狙いトク一般                 H1800m  晴　  風  西　　 3m  波　  3cm,139,,,,,,,,,,,,,,,,,,1,茶 谷 信 次,54.0,1,,,3,溝 口 海義也,70.0,2,,,2,佐々木 裕 美,36.0,3,,,4,梶 原 正,39.0,4,,,6,青 木 幸太郎 61,55.0,5,,,5,三 原 司 38,57.0,6,,
2025-12-28,大村,10R,R       準優勝戦　　                 H1800m  晴　  風  北西　 2m  波　  2cm,1310,,,,,,,,,,,,,,,,,,4,内 山 七 海,45.0,1,,,3,今 井 貴 士,40.0,2,,,1,市 橋 卓 士,59.0,3,,,2,宮 田 龍 馬,41.0,4,,,5,正 木 聖 賢 74,71.0,5,,,6,高 濱 芳 久 65,58.0,6,,
2025-12-28,大村,11R,R       準優勝戦　　                 H1800m  晴　  風  北西　 3m  波　  3cm,1311,,,,,,,,,,,,,,,,,,6,西 島 義 則,66.0,1,,,5,白 水 勝 也,37.0,2,,,1,中 辻 崇 人,55.0,3,,,2,石 倉 洋 行,48.0,4,,,4,山 崎 鉄 平 56,53.0,5,,,3,中 嶋 誠一郎 49,42.0,6,,
2025-12-28,大村,12R,R       準優勝戦　　                 H1800m  晴　  風  北西　 3m  波　  3cm,1312,,,,,,,,,,,,,,,,,,1,高 田 明,64.0,1,,,2,柘 植 政 浩,69.0,2,,,4,鶴 田 勇 雄,57.0,3,,,3,松 村 敏,67.0,4,,,6,枝 尾 賢 44,30.0,5,,,5,山 田 晃 大 71,46.0,6,,
2025-12-28,大村,01R,予選　　　　                 H1800m  晴　  風  北西　 1m  波　  1cm,131,,,,,,,,,,,,,,,,,,2,土 屋 南,51.0,1,,,4,金 田 幸 子,66.0,2,,,3,安 井 瑞 紀,34.0,3,,,6,長 尾 萌 加,64.0,4,,,5,藤 原 早 菜 68,68.0,5,,,1,福 島 陽 子 11,47.0,6,,
2025-12-28,大村,02R,予選　　　　                 H1800m  晴　  風  北西　 1m  波　  1cm,132,,,,,,,,,,,,,,,,,,1,森 智 哉,48.0,1,,,2,峰 重 侑 治,63.0,2,,,6,山 口 達 也,37.0,3,,,4,荒 井 輝 年,62.0,4,,,3,山 田 佑 樹 44,61.0,5,,,5,川 崎 智 稔 52,46.0,6,,
2025-12-28,大村,03R,予選　　　　                 H1800m  晴　  風  南西　 3m  波　  3cm,133,,,,,,,,,,,,,,,,,,3,福 嶋 智 之,28.0,1,,,4,柏 野 幸 二,17.0,2,,,5,岩 津 徹 郎,55.0,3,,,1,峰 重 力 也,36.0,4,,,6,三 村 岳 人 50,28.0,5,,,2,前 原 大 道 60,45.0,6,,
2025-12-28,大村,04R,予選　　　　                 H1800m  晴　  風  南西　 4m  波　  3cm,134,,,,,,,,,,,,,,,,,,2,妹 尾 忠 幸,39.0,1,,,6,平 尾 崇 典,57.0,2,,,5,山 地 正 樹,31.0,3,,,3,村 岡 賢 人,47.0,4,,,4,前 原 哉 70,11.0,5,,,1,佐 藤 太 亮 22,23.0,6,,
2025-12-28,大村,05R,予選　　　　                 H1800m  晴　  風  北西　 1m  波　  1cm,135,,,,,,,,,,,,,,,,,,3,林 祐 介,41.0,1,,,1,川 崎 智 幸,26.0,2,,,5,白 神 優,25.0,3,,,2,福 田 理,58.0,4,,,6,長谷川 暖 21,72.0,5,,,4,井 上 大 輔 54,19.0,6,,
2025-12-28,大村,06R,予選　　　　                 H1800m  晴　  風  南西　 2m  波　  3cm,136,,,,,,,,,,,,,,,,,,1,岡 瀬 正 人,42.0,1,,,6,渡 邉 和 将,56.0,2,,,3,金 田 大 輔,59.0,3,,,2,浮 田 圭 浩,65.0,4,,,5,小 林 愛 実 13,31.0,5,,,4,長谷川 雅 和 61,15.0,6,,
2025-12-28,大村,07R,予選　　　　                 H1800m  晴　  風  南西　 3m  波　  3cm,137,,,,,,,,,,,,,,,,,,1,岩 津 徹 郎,55.0,1,,,2,山 本 修 一,35.0,2,,,5,峰 重 侑 治,63.0,3,,,3,阪 本 勇 介,14.0,4,,,4,木 山 大 聖 40,70.0,5,,,6,藤 原 啓史朗 27,38.0,6,,
2025-12-28,大村,08R,予選　　　　                 H1800m  晴　  風  南東　 2m  波　  3cm,138,,,,,,,,,,,,,,,,,,2,吉 田 拡 郎,24.0,1,,,1,山 田 佑 樹,44.0,2,,,4,山 本 寛 久,46.0,3,,,5,佐 藤 太 亮,22.0,4,,,3,齋 藤 真 之 38,44.0,5,,,6,福 嶋 智 之 28,60.0,6,,
2025-12-28,大村,09R,予選　　　　                 H1800m  晴　  風  南　　 6m  波　  5cm,139,,,,,,,,,,,,,,,,,,1,村 岡 賢 人,47.0,1,,,3,荒 井 輝 年,62.0,2,,,5,安 井 瑞 紀,34.0,3,,,4,三 村 岳 人,50.0,4,,,6,守 屋 大 地 69,49.0,5,,,2,井 上 大 輔 54,19.0,6,,
2025-12-28,大村,10R,R       予選　　　　                 H1800m  晴　  風  南西　 3m  波　  3cm,1310,,,,,,,,,,,,,,,,,,1,森 定 晃 史,67.0,1,,,2,柏 野 幸 二,17.0,2,,,6,土 屋 南,51.0,3,,,4,川 崎 智 幸,26.0,4,,,3,妹 尾 忠 幸 39,75.0,5,,,5,森 智 哉 48,26.0,6,,
2025-12-28,大村,11R,R       鷲羽選抜　　                 H1800m  晴　  風  南　　 1m  波　  1cm,1311,,,,,,,,,,,,,,,,,,1,白 神 優,25.0,1,,,2,山 地 正 樹,31.0,2,,,5,岡 瀬 正 人,42.0,3,,,6,川 崎 智 稔,52.0,4,,,4,峰 重 力 也 36,14.0,5,,,3,金 田 幸 子 66,55.0,6,,
2025-12-28,大村,12R,R       ドリーム戦　                 H1800m  晴　  風  北西　 1m  波　  1cm,1312,,,,,,,,,,,,,,,,,,1,吉 田 拡 郎,24.0,1,,,3,山 口 達 也,37.0,2,,,6,前 原 大 道,60.0,3,,,5,藤 原 啓史朗,27.0,4,,,2,平 尾 崇 典 57,65.0,5,,,4,渡 邉 和 将 56,64.0,6,,
2025-12-28,大村,01R,朝からセンプ                 H1800m  晴　  風  無風　 0m  波　  0cm,131,,,,,,,,,,,,,,,,,,1,新 田 智 彰,8.0,1,,,3,稲 田 浩 二,24.0,2,,,4,稲 生 夏 季,13.0,3,,,2,野 相 弘 司,11.0,4,,,5,田 中 孝 明,14.0,5,,,6,鈴 木 成 美,43.0,6,,
2025-12-28,大村,02R,一般　　　　                 H1800m  晴　  風  南西　 1m  波　  0cm,132,,,,,,,,,,,,,,,,,,5,野見山 拓 己,58.0,1,,,2,山 本 浩 輔,46.0,2,,,1,加 木 郁,6.0,3,,,4,吉 永 則 雄,26.0,4,,,3,田 添 康 介,4.0,5,,,6,杉 山 太 陽,61.0,6,,
