レースコード,レース日,レース場,レース回,ステータス,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202404190201,2024-04-19,2,01R,1,3,一周,まわり足,直線,大澤 大夢,,5.81,7.29,花本 夏樹,,6.01,7.47,井上 尚悟,,6.06,7.17,岡部 哲,,5.63,7.33,西舘 健,,5.63,7.4,小澤 学,,5.76,7.41
202404190202,2024-04-19,2,02R,1,3,一周,まわり足,直線,品田 直樹,,6.91,7.46,丹下 健,,6.88,7.35,佐口 達也,,7.32,7.54,田中 和也,,6.7,8.42,藤岡 俊介,,6.26,7.7,三浦 裕貴,,6.73,7.38
202404190203,2024-04-19,2,03R,1,3,一周,まわり足,直線,大塚 康雅,,6.37,7.23,丸岡 正典,,6.3,7.4,多田 有佑,,6.33,7.45,岡部 貴司,,6.53,7.24,東本 勝利,,5.93,7.38,大串 重幸,,6.1,7.42
202404190204,2024-04-19,2,04R,1,3,一周,まわり足,直線,板倉 敦史,,6.16,7.4,関口 智久,,5.66,7.46,金山 立樹,,5.7,7.44,上條 嘉嗣,,5.68,7.37,一柳 和孝,,5.45,7.28,中嶋 達也,,6.3,7.23
202404190205,2024-04-19,2,05R,1,3,一周,まわり足,直線,平石 和男,,7.58,7.22,河合 三弘,,6.54,7.42,尾形 栄治,,6.57,7.45,石野 貴之,,7.04,7.47,大澤 大夢,,7.0,7.53,澤崎 雄哉,,7.78,7.56
202404190206,2024-04-19,2,06R,1,3,一周,まわり足,直線,鹿島 敏弘,,5.81,7.43,小澤 学,,6.13,7.41,三浦 裕貴,,5.87,7.15,浜野 孝志,,5.94,7.37,山崎 郡,,5.97,7.25,山本 浩次,,6.5,7.17
202404190207,2024-04-19,2,07R,1,3,一周,まわり足,直線,白神 優,,6.08,7.37,田中 豪,,6.6,7.34,土屋 太朗,,6.54,7.19,品田 直樹,,6.2,7.34,白井 友晴,,6.27,7.31,町田 洸希,,6.07,7.2
202404190208,2024-04-19,2,08R,1,3,一周,まわり足,直線,品川 賢次,,6.63,7.18,宮内 由紀英,,6.87,7.26,畑田 汰一,,6.24,7.29,別府 正幸,,6.26,7.33,南 佑典,,6.71,7.15,金山 立樹,,6.1,7.31
202404190209,2024-04-19,2,09R,1,3,一周,まわり足,直線,長谷川 充,,6.43,7.19,一柳 和孝,,5.84,7.27,西舘 健,,6.4,7.46,平石 和男,,6.63,7.85,多田 有佑,,6.18,7.39,木場 悠介,,6.23,7.27
202404190210,2024-04-19,2,10R,1,3,一周,まわり足,直線,河合 三弘,,6.0,7.3,田中 和也,,5.48,7.3,浜野 孝志,,5.51,7.37,板倉 敦史,,5.44,7.25,大塚 康雅,,6.28,7.2,廣瀬 将亨,,5.47,7.3
