レースコード,タイトル,レース日,レース場,レース回,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃),艇1_艇番,艇1_コース,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト調整,艇1_スタート展示,艇2_艇番,艇2_コース,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト調整,艇2_スタート展示,艇3_艇番,艇3_コース,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト調整,艇3_スタート展示,艇4_艇番,艇4_コース,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト調整,艇4_スタート展示,艇5_艇番,艇5_コース,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト調整,艇5_スタート展示,艇6_艇番,艇6_コース,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト調整,艇6_スタート展示
202308270101,オールレディース　第５６回日刊スポーツ杯,2023-08-27,1,01R,1.0,2,1.0,2,27.0,27.0,1,1,47.3,0.0,6.85,-0.5,0.38,2,2,48.2,0.0,6.74,-0.5,-0.01,3,3,48.8,0.0,6.75,-0.5,-0.1,4,4,45.5,1.5,6.9,-0.5,0.16,5,5,44.0,3.0,6.84,-0.5,0.08,6,6,47.0,0.0,6.77,-0.5,0.34
202308270102,オールレディース　第５６回日刊スポーツ杯,2023-08-27,1,02R,3.0,,2.0,1,30.0,28.0,1,1,48.7,0.0,6.8,0.0,-0.08,2,2,47.0,0.0,6.83,-0.5,-0.07,3,3,46.5,0.5,6.91,-0.5,-0.08,4,4,47.2,0.0,6.85,-0.5,-0.03,5,5,47.7,0.0,6.85,-0.5,0.08,6,6,44.5,2.5,6.74,-0.5,0.04
202308270103,オールレディース　第５６回日刊スポーツ杯,2023-08-27,1,03R,3.0,3,3.0,1,30.0,28.0,1,1,47.0,0.0,6.85,0.0,0.08,2,2,44.5,2.5,6.95,-0.5,-0.01,3,3,47.0,0.0,6.85,-0.5,-0.01,4,4,46.5,0.5,6.87,-0.5,-0.05,5,5,47.7,0.0,6.89,-0.5,-0.04,6,6,63.2,0.0,7.02,-0.5,-0.05
202308270104,オールレディース　第５６回日刊スポーツ杯,2023-08-27,1,04R,3.0,3,2.0,1,29.0,28.0,1,1,48.6,0.0,6.95,0.0,0.07,2,2,46.5,0.5,6.79,-0.5,0.01,3,3,46.0,1.0,6.9,-0.5,-0.02,4,4,48.3,0.0,6.86,-0.5,-0.01,5,5,46.0,1.0,6.95,-0.5,-0.01,6,6,47.0,0.0,6.91,-0.5,-0.15
202308270105,オールレディース　第５６回日刊スポーツ杯,2023-08-27,1,05R,2.0,3,2.0,1,29.0,28.0,1,1,47.8,0.0,6.8,-0.5,0.22,2,2,48.6,0.0,6.81,-0.5,0.22,3,3,45.0,2.0,6.84,-0.5,-0.03,4,4,49.1,0.0,6.87,-0.5,0.19,5,5,46.5,0.5,6.85,0.0,-0.08,6,6,46.0,1.0,6.92,-0.5,0.04
202308270106,オールレディース　第５６回日刊スポーツ杯,2023-08-27,1,06R,2.0,3,2.0,1,29.0,28.0,1,1,49.0,0.0,6.72,-0.5,0.12,2,2,52.9,0.0,6.87,0.0,-0.06,3,3,44.0,3.0,6.83,-0.5,-0.01,4,4,45.5,1.5,6.77,0.0,0.29,5,5,50.1,0.0,6.82,-0.5,0.13,6,6,48.7,0.0,6.86,-0.5,0.19
202308270107,オールレディース　第５６回日刊スポーツ杯,2023-08-27,1,07R,3.0,,2.0,2,29.0,28.0,1,2,43.5,3.5,6.84,-0.5,0.15,2,1,44.5,2.5,6.75,-0.5,0.04,3,3,45.0,2.0,6.84,-0.5,0.12,4,4,44.0,3.0,6.74,-0.5,0.16,5,5,47.0,0.0,6.83,0.0,0.19,6,6,45.0,2.0,6.86,0.0,0.15
202308270108,オールレディース　第５６回日刊スポーツ杯,2023-08-27,1,08R,2.0,1,1.0,2,28.0,28.0,1,1,44.5,2.5,6.74,0.0,0.06,2,3,48.2,0.0,6.82,0.0,0.03,3,5,47.7,0.0,6.8,-0.5,0.13,4,6,44.5,2.5,6.85,-0.5,0.19,5,2,44.0,3.0,6.85,-0.5,0.14,6,4,46.0,1.0,6.74,0.0,0.2
202308270109,オールレディース　第５６回日刊スポーツ杯,2023-08-27,1,09R,1.0,1,1.0,2,28.0,28.0,1,1,47.7,0.0,6.79,-0.5,0.13,2,2,47.0,0.0,6.89,-0.5,0.17,3,3,46.5,0.5,6.78,0.0,0.01,4,4,48.6,0.0,6.8,-0.5,0.11,5,5,48.6,0.0,6.79,0.0,-0.1,6,6,47.0,0.0,6.83,-0.5,-0.03
202308270110,オールレディース　第５６回日刊スポーツ杯,2023-08-27,1,10R,2.0,1,1.0,2,28.0,28.0,1,1,46.0,1.0,6.75,-0.5,0.08,2,2,47.0,0.0,6.74,-0.5,0.13,3,3,49.1,0.0,6.82,-0.5,0.16,4,4,49.0,0.0,6.81,-0.5,0.06,5,5,47.0,0.0,6.72,0.0,0.11,6,6,48.7,0.0,6.83,0.0,0.07
