レースコード,レース日,レース場コード,レース回,艇1_登録番号,艇1_選手名,艇1_期別,艇1_支部,艇1_出身地,艇1_年齢,艇1_級別,艇1_F本数,艇1_L本数,艇1_全国平均ST,艇1_全国勝率,艇1_全国2連対率,艇1_全国3連対率,艇1_当地勝率,艇1_当地2連対率,艇1_当地3連対率,艇1_モーターフラグ,艇1_モーター番号,艇1_モーター2連対率,艇1_モーター3連対率,艇1_ボートフラグ,艇1_ボート番号,艇1_ボート2連対率,艇1_ボート3連対率,艇1_早見,艇1_節D1走1_R番号,艇1_節D1走1_進入,艇1_節D1走1_枠,艇1_節D1走1_ST,艇1_節D1走1_着順,艇1_節D1走2_R番号,艇1_節D1走2_進入,艇1_節D1走2_枠,艇1_節D1走2_ST,艇1_節D1走2_着順,艇1_節D2走1_R番号,艇1_節D2走1_進入,艇1_節D2走1_枠,艇1_節D2走1_ST,艇1_節D2走1_着順,艇1_節D2走2_R番号,艇1_節D2走2_進入,艇1_節D2走2_枠,艇1_節D2走2_ST,艇1_節D2走2_着順,艇1_節D3走1_R番号,艇1_節D3走1_進入,艇1_節D3走1_枠,艇1_節D3走1_ST,艇1_節D3走1_着順,艇1_節D3走2_R番号,艇1_節D3走2_進入,艇1_節D3走2_枠,艇1_節D3走2_ST,艇1_節D3走2_着順,艇1_節D4走1_R番号,艇1_節D4走1_進入,艇1_節D4走1_枠,艇1_節D4走1_ST,艇1_節D4走1_着順,艇1_節D4走2_R番号,艇1_節D4走2_進入,艇1_節D4走2_枠,艇1_節D4走2_ST,艇1_節D4走2_着順,艇1_節D5走1_R番号,艇1_節D5走1_進入,艇1_節D5走1_枠,艇1_節D5走1_ST,艇1_節D5走1_着順,艇1_節D5走2_R番号,艇1_節D5走2_進入,艇1_節D5走2_枠,艇1_節D5走2_ST,艇1_節D5走2_着順,艇1_節D6走1_R番号,艇1_節D6走1_進入,艇1_節D6走1_枠,艇1_節D6走1_ST,艇1_節D6走1_着順,艇1_節D6走2_R番号,艇1_節D6走2_進入,艇1_節D6走2_枠,艇1_節D6走2_ST,艇1_節D6走2_着順,艇1_節D7走1_R番号,艇1_節D7走1_進入,艇1_節D7走1_枠,艇1_節D7走1_ST,艇1_節D7走1_着順,艇1_節D7走2_R番号,艇1_節D7走2_進入,艇1_節D7走2_枠,艇1_節D7走2_ST,艇1_節D7走2_着順,艇2_登録番号,艇2_選手名,艇2_期別,艇2_支部,艇2_出身地,艇2_年齢,艇2_級別,艇2_F本数,艇2_L本数,艇2_全国平均ST,艇2_全国勝率,艇2_全国2連対率,艇2_全国3連対率,艇2_当地勝率,艇2_当地2連対率,艇2_当地3連対率,艇2_モーターフラグ,艇2_モーター番号,艇2_モーター2連対率,艇2_モーター3連対率,艇2_ボートフラグ,艇2_ボート番号,艇2_ボート2連対率,艇2_ボート3連対率,艇2_早見,艇2_節D1走1_R番号,艇2_節D1走1_進入,艇2_節D1走1_枠,艇2_節D1走1_ST,艇2_節D1走1_着順,艇2_節D1走2_R番号,艇2_節D1走2_進入,艇2_節D1走2_枠,艇2_節D1走2_ST,艇2_節D1走2_着順,艇2_節D2走1_R番号,艇2_節D2走1_進入,艇2_節D2走1_枠,艇2_節D2走1_ST,艇2_節D2走1_着順,艇2_節D2走2_R番号,艇2_節D2走2_進入,艇2_節D2走2_枠,艇2_節D2走2_ST,艇2_節D2走2_着順,艇2_節D3走1_R番号,艇2_節D3走1_進入,艇2_節D3走1_枠,艇2_節D3走1_ST,艇2_節D3走1_着順,艇2_節D3走2_R番号,艇2_節D3走2_進入,艇2_節D3走2_枠,艇2_節D3走2_ST,艇2_節D3走2_着順,艇2_節D4走1_R番号,艇2_節D4走1_進入,艇2_節D4走1_枠,艇2_節D4走1_ST,艇2_節D4走1_着順,艇2_節D4走2_R番号,艇2_節D4走2_進入,艇2_節D4走2_枠,艇2_節D4走2_ST,艇2_節D4走2_着順,艇2_節D5走1_R番号,艇2_節D5走1_進入,艇2_節D5走1_枠,艇2_節D5走1_ST,艇2_節D5走1_着順,艇2_節D5走2_R番号,艇2_節D5走2_進入,艇2_節D5走2_枠,艇2_節D5走2_ST,艇2_節D5走2_着順,艇2_節D6走1_R番号,艇2_節D6走1_進入,艇2_節D6走1_枠,艇2_節D6走1_ST,艇2_節D6走1_着順,艇2_節D6走2_R番号,艇2_節D6走2_進入,艇2_節D6走2_枠,艇2_節D6走2_ST,艇2_節D6走2_着順,艇2_節D7走1_R番号,艇2_節D7走1_進入,艇2_節D7走1_枠,艇2_節D7走1_ST,艇2_節D7走1_着順,艇2_節D7走2_R番号,艇2_節D7走2_進入,艇2_節D7走2_枠,艇2_節D7走2_ST,艇2_節D7走2_着順,艇3_登録番号,艇3_選手名,艇3_期別,艇3_支部,艇3_出身地,艇3_年齢,艇3_級別,艇3_F本数,艇3_L本数,艇3_全国平均ST,艇3_全国勝率,艇3_全国2連対率,艇3_全国3連対率,艇3_当地勝率,艇3_当地2連対率,艇3_当地3連対率,艇3_モーターフラグ,艇3_モーター番号,艇3_モーター2連対率,艇3_モーター3連対率,艇3_ボートフラグ,艇3_ボート番号,艇3_ボート2連対率,艇3_ボート3連対率,艇3_早見,艇3_節D1走1_R番号,艇3_節D1走1_進入,艇3_節D1走1_枠,艇3_節D1走1_ST,艇3_節D1走1_着順,艇3_節D1走2_R番号,艇3_節D1走2_進入,艇3_節D1走2_枠,艇3_節D1走2_ST,艇3_節D1走2_着順,艇3_節D2走1_R番号,艇3_節D2走1_進入,艇3_節D2走1_枠,艇3_節D2走1_ST,艇3_節D2走1_着順,艇3_節D2走2_R番号,艇3_節D2走2_進入,艇3_節D2走2_枠,艇3_節D2走2_ST,艇3_節D2走2_着順,艇3_節D3走1_R番号,艇3_節D3走1_進入,艇3_節D3走1_枠,艇3_節D3走1_ST,艇3_節D3走1_着順,艇3_節D3走2_R番号,艇3_節D3走2_進入,艇3_節D3走2_枠,艇3_節D3走2_ST,艇3_節D3走2_着順,艇3_節D4走1_R番号,艇3_節D4走1_進入,艇3_節D4走1_枠,艇3_節D4走1_ST,艇3_節D4走1_着順,艇3_節D4走2_R番号,艇3_節D4走2_進入,艇3_節D4走2_枠,艇3_節D4走2_ST,艇3_節D4走2_着順,艇3_節D5走1_R番号,艇3_節D5走1_進入,艇3_節D5走1_枠,艇3_節D5走1_ST,艇3_節D5走1_着順,艇3_節D5走2_R番号,艇3_節D5走2_進入,艇3_節D5走2_枠,艇3_節D5走2_ST,艇3_節D5走2_着順,艇3_節D6走1_R番号,艇3_節D6走1_進入,艇3_節D6走1_枠,艇3_節D6走1_ST,艇3_節D6走1_着順,艇3_節D6走2_R番号,艇3_節D6走2_進入,艇3_節D6走2_枠,艇3_節D6走2_ST,艇3_節D6走2_着順,艇3_節D7走1_R番号,艇3_節D7走1_進入,艇3_節D7走1_枠,艇3_節D7走1_ST,艇3_節D7走1_着順,艇3_節D7走2_R番号,艇3_節D7走2_進入,艇3_節D7走2_枠,艇3_節D7走2_ST,艇3_節D7走2_着順,艇4_登録番号,艇4_選手名,艇4_期別,艇4_支部,艇4_出身地,艇4_年齢,艇4_級別,艇4_F本数,艇4_L本数,艇4_全国平均ST,艇4_全国勝率,艇4_全国2連対率,艇4_全国3連対率,艇4_当地勝率,艇4_当地2連対率,艇4_当地3連対率,艇4_モーターフラグ,艇4_モーター番号,艇4_モーター2連対率,艇4_モーター3連対率,艇4_ボートフラグ,艇4_ボート番号,艇4_ボート2連対率,艇4_ボート3連対率,艇4_早見,艇4_節D1走1_R番号,艇4_節D1走1_進入,艇4_節D1走1_枠,艇4_節D1走1_ST,艇4_節D1走1_着順,艇4_節D1走2_R番号,艇4_節D1走2_進入,艇4_節D1走2_枠,艇4_節D1走2_ST,艇4_節D1走2_着順,艇4_節D2走1_R番号,艇4_節D2走1_進入,艇4_節D2走1_枠,艇4_節D2走1_ST,艇4_節D2走1_着順,艇4_節D2走2_R番号,艇4_節D2走2_進入,艇4_節D2走2_枠,艇4_節D2走2_ST,艇4_節D2走2_着順,艇4_節D3走1_R番号,艇4_節D3走1_進入,艇4_節D3走1_枠,艇4_節D3走1_ST,艇4_節D3走1_着順,艇4_節D3走2_R番号,艇4_節D3走2_進入,艇4_節D3走2_枠,艇4_節D3走2_ST,艇4_節D3走2_着順,艇4_節D4走1_R番号,艇4_節D4走1_進入,艇4_節D4走1_枠,艇4_節D4走1_ST,艇4_節D4走1_着順,艇4_節D4走2_R番号,艇4_節D4走2_進入,艇4_節D4走2_枠,艇4_節D4走2_ST,艇4_節D4走2_着順,艇4_節D5走1_R番号,艇4_節D5走1_進入,艇4_節D5走1_枠,艇4_節D5走1_ST,艇4_節D5走1_着順,艇4_節D5走2_R番号,艇4_節D5走2_進入,艇4_節D5走2_枠,艇4_節D5走2_ST,艇4_節D5走2_着順,艇4_節D6走1_R番号,艇4_節D6走1_進入,艇4_節D6走1_枠,艇4_節D6走1_ST,艇4_節D6走1_着順,艇4_節D6走2_R番号,艇4_節D6走2_進入,艇4_節D6走2_枠,艇4_節D6走2_ST,艇4_節D6走2_着順,艇4_節D7走1_R番号,艇4_節D7走1_進入,艇4_節D7走1_枠,艇4_節D7走1_ST,艇4_節D7走1_着順,艇4_節D7走2_R番号,艇4_節D7走2_進入,艇4_節D7走2_枠,艇4_節D7走2_ST,艇4_節D7走2_着順,艇5_登録番号,艇5_選手名,艇5_期別,艇5_支部,艇5_出身地,艇5_年齢,艇5_級別,艇5_F本数,艇5_L本数,艇5_全国平均ST,艇5_全国勝率,艇5_全国2連対率,艇5_全国3連対率,艇5_当地勝率,艇5_当地2連対率,艇5_当地3連対率,艇5_モーターフラグ,艇5_モーター番号,艇5_モーター2連対率,艇5_モーター3連対率,艇5_ボートフラグ,艇5_ボート番号,艇5_ボート2連対率,艇5_ボート3連対率,艇5_早見,艇5_節D1走1_R番号,艇5_節D1走1_進入,艇5_節D1走1_枠,艇5_節D1走1_ST,艇5_節D1走1_着順,艇5_節D1走2_R番号,艇5_節D1走2_進入,艇5_節D1走2_枠,艇5_節D1走2_ST,艇5_節D1走2_着順,艇5_節D2走1_R番号,艇5_節D2走1_進入,艇5_節D2走1_枠,艇5_節D2走1_ST,艇5_節D2走1_着順,艇5_節D2走2_R番号,艇5_節D2走2_進入,艇5_節D2走2_枠,艇5_節D2走2_ST,艇5_節D2走2_着順,艇5_節D3走1_R番号,艇5_節D3走1_進入,艇5_節D3走1_枠,艇5_節D3走1_ST,艇5_節D3走1_着順,艇5_節D3走2_R番号,艇5_節D3走2_進入,艇5_節D3走2_枠,艇5_節D3走2_ST,艇5_節D3走2_着順,艇5_節D4走1_R番号,艇5_節D4走1_進入,艇5_節D4走1_枠,艇5_節D4走1_ST,艇5_節D4走1_着順,艇5_節D4走2_R番号,艇5_節D4走2_進入,艇5_節D4走2_枠,艇5_節D4走2_ST,艇5_節D4走2_着順,艇5_節D5走1_R番号,艇5_節D5走1_進入,艇5_節D5走1_枠,艇5_節D5走1_ST,艇5_節D5走1_着順,艇5_節D5走2_R番号,艇5_節D5走2_進入,艇5_節D5走2_枠,艇5_節D5走2_ST,艇5_節D5走2_着順,艇5_節D6走1_R番号,艇5_節D6走1_進入,艇5_節D6走1_枠,艇5_節D6走1_ST,艇5_節D6走1_着順,艇5_節D6走2_R番号,艇5_節D6走2_進入,艇5_節D6走2_枠,艇5_節D6走2_ST,艇5_節D6走2_着順,艇5_節D7走1_R番号,艇5_節D7走1_進入,艇5_節D7走1_枠,艇5_節D7走1_ST,艇5_節D7走1_着順,艇5_節D7走2_R番号,艇5_節D7走2_進入,艇5_節D7走2_枠,艇5_節D7走2_ST,艇5_節D7走2_着順,艇6_登録番号,艇6_選手名,艇6_期別,艇6_支部,艇6_出身地,艇6_年齢,艇6_級別,艇6_F本数,艇6_L本数,艇6_全国平均ST,艇6_全国勝率,艇6_全国2連対率,艇6_全国3連対率,艇6_当地勝率,艇6_当地2連対率,艇6_当地3連対率,艇6_モーターフラグ,艇6_モーター番号,艇6_モーター2連対率,艇6_モーター3連対率,艇6_ボートフラグ,艇6_ボート番号,艇6_ボート2連対率,艇6_ボート3連対率,艇6_早見,艇6_節D1走1_R番号,艇6_節D1走1_進入,艇6_節D1走1_枠,艇6_節D1走1_ST,艇6_節D1走1_着順,艇6_節D1走2_R番号,艇6_節D1走2_進入,艇6_節D1走2_枠,艇6_節D1走2_ST,艇6_節D1走2_着順,艇6_節D2走1_R番号,艇6_節D2走1_進入,艇6_節D2走1_枠,艇6_節D2走1_ST,艇6_節D2走1_着順,艇6_節D2走2_R番号,艇6_節D2走2_進入,艇6_節D2走2_枠,艇6_節D2走2_ST,艇6_節D2走2_着順,艇6_節D3走1_R番号,艇6_節D3走1_進入,艇6_節D3走1_枠,艇6_節D3走1_ST,艇6_節D3走1_着順,艇6_節D3走2_R番号,艇6_節D3走2_進入,艇6_節D3走2_枠,艇6_節D3走2_ST,艇6_節D3走2_着順,艇6_節D4走1_R番号,艇6_節D4走1_進入,艇6_節D4走1_枠,艇6_節D4走1_ST,艇6_節D4走1_着順,艇6_節D4走2_R番号,艇6_節D4走2_進入,艇6_節D4走2_枠,艇6_節D4走2_ST,艇6_節D4走2_着順,艇6_節D5走1_R番号,艇6_節D5走1_進入,艇6_節D5走1_枠,艇6_節D5走1_ST,艇6_節D5走1_着順,艇6_節D5走2_R番号,艇6_節D5走2_進入,艇6_節D5走2_枠,艇6_節D5走2_ST,艇6_節D5走2_着順,艇6_節D6走1_R番号,艇6_節D6走1_進入,艇6_節D6走1_枠,艇6_節D6走1_ST,艇6_節D6走1_着順,艇6_節D6走2_R番号,艇6_節D6走2_進入,艇6_節D6走2_枠,艇6_節D6走2_ST,艇6_節D6走2_着順,艇6_節D7走1_R番号,艇6_節D7走1_進入,艇6_節D7走1_枠,艇6_節D7走1_ST,艇6_節D7走1_着順,艇6_節D7走2_R番号,艇6_節D7走2_進入,艇6_節D7走2_枠,艇6_節D7走2_ST,艇6_節D7走2_着順
202506060301,2025-06-06,03,01R,4169,多田 有佑,90期,東京,山形,42,B1,,,0.15,4.12,22.6,36.0,4.46,25.4,42.8,0,46,20.0,45.0,0,43,30.7,38.4,,1,3,3,0.23,3,5,5,5,0.3,4,1,1,1,0.22,1,,,,,,3,2,2,0.16,2,,,,,,3,6,6,0.31,5,,,,,,3,4,4,0.01,Ｆ,9,3,3,0.18,4,1,6,6,0.26,4,5,5,5,0.39,4,,,,,,,,,,,5185,加藤 優弥,128期,福井,福井,25,A2,,,0.16,5.39,33.9,52.6,5.07,26.6,53.3,0,71,25.0,33.3,0,52,52.3,57.1,,3,4,4,0.15,5,,,,,,1,2,2,0.19,2,,,,,,,,,,,9,1,1,0.16,1,1,3,3,0.11,5,9,5,5,0.17,5,3,1,1,0.02,Ｆ,9,6,6,0.18,6,,,,,,7,6,6,0.24,4,,,,,,,,,,,5206,梅原 祥平,129期,岡山,鳥取,27,B1,,,0.14,5.03,27.6,47.6,4.13,13.3,40.0,0,14,5.0,20.0,0,67,25.0,33.3,,3,5,5,0.16,2,,,,,,1,3,3,0.18,5,5,1,1,0.13,5,,,,,,9,2,2,0.16,6,3,4,4,0.26,6,11,6,6,0.09,5,,,,,,7,6,6,0.17,6,5,1,1,0.24,1,,,,,,,,,,,,,,,,3557,太田 和美,69期,大阪,奈良,52,A1,,,0.14,6.75,48.7,67.8,7.8,60.0,60.0,0,12,21.0,57.8,0,35,38.4,53.8,,,,,,,,,,,,1,4,4,0.24,3,,,,,,,,,,,7,3,3,0.16,2,5,2,2,0.19,6,11,1,1,0.26,6,,,,,,7,5,5,0.13,3,,,,,,7,1,1,0.23,1,,,,,,,,,,,4189,川上 剛,91期,福岡,福岡,44,A2,,,0.15,6.41,46.8,67.1,6.06,47.0,64.7,0,16,28.5,42.8,0,37,28.5,42.8,,,,,,,,,,,,1,5,5,0.33,4,5,2,2,0.12,3,5,1,1,0.11,3,,,,,,5,6,6,0.17,5,9,4,4,0.15,1,7,2,2,0.11,4,11,5,5,0.11,4,,,,,,11,6,6,0.27,5,,,,,,,,,,,3868,尾形 栄治,79期,東京,東京,49,B1,,,0.18,4.62,24.7,43.0,5.08,28.2,51.2,0,63,15.3,23.0,0,16,25.0,43.7,,5,3,3,0.13,5,,,,,,1,6,6,0.34,6,7,4,4,0.39,3,,,,,,7,2,2,0.18,5,1,1,1,0.19,3,5,5,5,0.2,4,3,2,2,0.12,2,,,,,,3,1,1,0.07,1,,,,,,,,,,,,,,,
202506060302,2025-06-06,03,02R,4781,西舘 果里,113期,東京,神奈川,38,B1,,,0.19,4.64,23.1,46.3,4.81,25.0,40.6,0,56,75.0,75.0,0,46,50.0,71.4,,4,3,3,0.06,4,8,4,4,0.16,3,2,1,1,0.19,1,,,,,,6,2,2,0.07,3,,,,,,,,,,,12,5,5,0.09,4,4,1,1,0.08,2,12,6,6,0.05,2,,,,,,12,4,4,0.12,6,,,,,,,,,,,4519,清水 沙樹,103期,東京,千葉,38,B1,,,0.15,6.46,47.5,66.2,6.36,50.5,68.5,0,30,22.7,36.3,0,56,23.8,61.9,,,,,,,,,,,,2,2,2,0.23,2,6,6,6,0.07,3,,,,,,10,4,4,0.17,1,8,1,1,0.07,1,12,3,3,0.09,2,4,5,5,0.03,4,10,2,2,0.11,5,6,5,5,0.14,4,10,2,2,0.17,1,,,,,,,,,,,4844,村上 奈穂,115期,広島,島根,32,B1,,,0.19,4.18,16.3,36.7,0.0,0.0,0.0,0,17,76.1,85.7,0,39,61.5,69.2,,,,,,,8,6,6,0.28,5,2,3,3,0.32,6,,,,,,4,4,4,0.18,6,,,,,,4,1,1,0.17,4,8,5,5,0.07,5,2,3,3,0.08,5,,,,,,2,5,5,0.17,4,8,2,2,0.15,2,,,,,,,,,,,4764,小池 礼乃,112期,福岡,福岡,35,B1,,,0.17,5.31,35.2,50.5,4.22,33.3,33.3,0,61,21.4,50.0,0,17,26.3,57.8,,6,1,1,0.24,3,,,,,,2,4,4,0.21,3,,,,,,6,5,5,0.22,2,,,,,,2,6,6,0.11,2,6,3,3,0.18,1,6,4,4,0.24,2,10,3,3,0.1,1,,,,,,12,1,1,0.31,5,,,,,,,,,,,3994,小野 桜,83期,滋賀,東京,46,A2,,,0.2,5.06,30.1,45.6,4.63,22.8,42.8,0,13,15.7,36.8,0,51,84.6,84.6,,,,,,,,,,,,2,5,5,0.23,4,8,2,2,0.13,1,2,1,1,0.21,4,,,,,,2,3,3,0.12,3,8,4,4,0.06,4,,,,,,8,6,6,0.25,3,4,2,2,0.37,2,,,,,,,,,,,,,,,,5069,山崎 小葉音,123期,群馬,徳島,24,A2,,,0.13,5.03,32.6,49.4,4.63,25.0,45.8,0,68,33.3,41.6,0,30,31.5,42.1,,,,,,,,,,,,2,6,6,0.36,5,,,,,,,,,,,8,4,4,0.27,5,4,3,3,0.16,1,12,2,2,0.07,3,6,1,1,0.18,1,,,,,,2,1,1,0.15,3,10,6,6,0.21,6,,,,,,,,,,
202506060303,2025-06-06,03,03R,5038,金田 智博,122期,福井,石川,27,A2,,,0.16,5.65,33.6,56.3,6.22,39.1,60.8,0,64,16.6,66.6,0,19,26.3,47.3,,,,,,,,,,,,3,1,1,0.08,1,7,2,2,0.29,5,3,6,6,0.27,5,,,,,,7,3,3,0.13,6,11,5,5,0.14,3,,,,,,7,4,4,0.06,2,3,3,3,0.16,2,,,,,,,,,,,,,,,,3775,泉 啓文,76期,岡山,岡山,50,B1,,,0.17,4.32,24.2,34.7,5.18,32.5,50.0,0,66,46.6,66.6,0,49,15.3,38.4,,,,,,,7,1,1,0.08,2,3,2,2,0.07,2,,,,,,,,,,,9,3,3,0.24,2,1,5,5,0.2,2,7,6,6,0.15,4,1,4,4,0.24,5,11,3,3,0.09,6,3,4,4,0.18,4,9,3,3,0.22,4,,,,,,,,,,,4467,渡邉 俊介,101期,愛知,岐阜,38,B1,,,0.13,5.71,36.8,59.2,6.0,39.0,60.9,0,11,31.5,47.3,0,59,66.6,71.4,,5,1,1,0.11,2,,,,,,3,3,3,0.08,4,,,,,,3,5,5,0.19,6,,,,,,5,4,4,0.09,3,9,6,6,0.15,3,5,2,2,0.17,2,,,,,,3,2,2,0.15,6,9,5,5,0.21,3,,,,,,,,,,,4644,山田 亮太,108期,東京,東京,46,A2,,,0.17,5.1,31.9,48.9,5.43,31.2,46.8,0,10,30.7,46.1,0,34,43.7,50.0,,,,,,,,,,,,3,4,4,0.09,3,,,,,,5,6,6,0.13,6,,,,,,3,2,2,0.19,3,7,5,5,0.09,2,1,2,2,0.17,1,9,5,5,0.12,5,5,6,6,0.33,3,9,1,1,0.08,1,,,,,,,,,,,4277,金田 大輔,94期,岡山,岡山,41,B1,,,0.16,4.82,31.0,40.5,5.04,42.3,46.1,0,59,50.0,75.0,0,71,61.5,69.2,,1,4,4,0.35,5,7,6,6,0.09,6,3,5,5,0.09,6,,,,,,3,3,3,0.12,1,7,1,1,0.06,1,,,,,,7,2,2,0.14,5,3,3,3,0.04,1,,,,,,1,4,4,0.11,2,7,3,3,0.21,3,,,,,,,,,,,4269,杉山 裕也,93期,愛知,愛知,39,A1,,,0.14,6.81,48.7,71.7,7.23,52.5,75.0,0,24,28.5,33.3,0,60,16.6,38.8,,7,3,3,0.05,4,,,,,,3,6,6,0.15,5,,,,,,7,5,5,0.1,4,,,,,,,,,,,9,2,2,0.14,2,,,,,,7,1,1,0.09,1,5,3,3,0.21,2,9,4,4,0.22,2,,,,,,,,,,
202506060304,2025-06-06,03,04R,5322,根岸 真優,133期,埼玉,埼玉,23,B2,,,0.21,1.55,0.0,2.6,1.33,0.0,0.0,0,35,38.4,76.9,0,20,36.8,57.8,,2,4,4,0.34,6,6,6,6,0.13,6,4,1,1,0.24,4,,,,,,6,3,3,0.23,5,,,,,,6,5,5,0.19,6,,,,,,4,2,2,0.19,6,,,,,,4,3,3,0.34,6,8,5,5,0.11,6,,,,,,,,,,,4408,仁科 さやか,99期,長崎,長崎,39,B2,,,0.0,4.34,26.3,39.4,0.0,0.0,0.0,0,67,33.3,50.0,0,68,61.5,69.2,,4,6,6,0.17,6,,,,,,4,2,2,0.2,2,8,3,3,0.15,6,,,,,,8,5,5,0.27,6,6,1,1,0.16,2,12,4,4,0.15,5,,,,,,8,1,1,0.24,6,,,,,,8,6,6,0.18,5,,,,,,,,,,,4243,西村 歩,92期,大阪,大阪,39,B1,,,0.17,5.49,33.7,54.2,0.0,0.0,0.0,0,36,65.0,75.0,0,40,23.0,53.8,,6,5,5,0.13,4,,,,,,4,3,3,0.17,5,,,,,,2,2,2,0.22,5,8,1,1,0.18,2,,,,,,8,6,6,0.02,6,,,,,,8,3,3,0.16,4,2,2,2,0.23,2,6,4,4,0.16,3,,,,,,,,,,,5129,山口 真喜子,126期,長崎,長崎,28,A2,,,0.16,6.06,42.3,61.0,7.4,50.0,90.0,0,65,16.6,25.0,0,33,25.0,25.0,,,,,,,,,,,,4,4,4,0.17,1,,,,,,,,,,,10,1,1,0.27,4,6,2,2,0.16,3,10,3,3,0.08,3,4,3,3,0.14,1,10,4,4,0.08,4,4,6,6,0.33,4,10,1,1,0.16,2,,,,,,,,,,,5347,井澤 聖奈,134期,愛知,長野,21,B2,,,0.26,1.42,0.0,1.3,0.0,0.0,0.0,0,62,66.6,75.0,0,10,31.5,78.9,,4,4,4,0.18,5,,,,,,4,5,5,0.3,6,,,,,,4,6,6,0.28,5,,,,,,2,5,5,0.15,6,6,4,4,0.19,5,4,4,4,0.21,5,,,,,,6,6,6,0.17,5,,,,,,,,,,,,,,,,3302,谷川 里江,60期,愛知,愛知,57,B1,,,0.17,4.74,30.2,42.1,0.0,0.0,0.0,0,37,30.7,46.1,0,70,7.6,23.0,,2,5,5,0.19,2,,,,,,4,6,6,0.34,3,,,,,,4,1,1,0.26,3,10,3,3,0.27,3,4,4,4,0.15,3,,,,,,,,,,,8,2,2,0.16,1,4,5,5,0.22,3,8,1,1,0.14,1,,,,,,,,,,
202506060305,2025-06-06,03,05R,5206,梅原 祥平,129期,岡山,鳥取,27,B1,,,0.14,5.03,27.6,47.6,4.13,13.3,40.0,0,14,5.0,20.0,0,67,25.0,33.3,,3,5,5,0.16,2,,,,,,1,3,3,0.18,5,5,1,1,0.13,5,,,,,,9,2,2,0.16,6,3,4,4,0.26,6,11,6,6,0.09,5,,,,,,7,6,6,0.17,6,5,1,1,0.24,1,,,,,,,,,,,,,,,,4189,川上 剛,91期,福岡,福岡,44,A2,,,0.15,6.41,46.8,67.1,6.06,47.0,64.7,0,16,28.5,42.8,0,37,28.5,42.8,,,,,,,,,,,,1,5,5,0.33,4,5,2,2,0.12,3,5,1,1,0.11,3,,,,,,5,6,6,0.17,5,9,4,4,0.15,1,7,2,2,0.11,4,11,5,5,0.11,4,,,,,,11,6,6,0.27,5,,,,,,,,,,,5058,前原 大道,123期,岡山,岡山,28,A2,,,0.18,6.79,48.3,74.5,7.27,54.5,81.8,0,69,41.6,58.3,0,57,6.2,31.2,,5,2,2,0.12,1,,,,,,5,3,3,0.11,2,,,,,,,,,,,7,6,6,0.1,3,3,1,1,0.18,1,11,4,4,0.09,2,5,5,5,0.19,5,9,2,2,0.09,2,,,,,,11,3,3,0.15,2,,,,,,,,,,,5178,成貞 琳平,128期,愛知,岡山,28,B1,,,0.17,3.76,12.6,32.9,3.23,5.7,22.8,0,38,23.0,30.7,0,61,40.0,53.3,,1,6,6,0.51,6,,,,,,5,4,4,0.44,4,,,,,,3,1,1,0.18,4,9,5,5,0.29,4,,,,,,9,3,3,0.18,4,1,5,5,0.3,4,,,,,,1,3,3,0.23,6,5,2,2,0.25,6,,,,,,,,,,,3876,中辻 崇人,79期,福岡,福岡,48,A1,,,0.12,8.31,75.4,87.2,7.94,74.1,83.8,0,60,30.7,38.4,0,62,26.6,33.3,,,,,,,,,,,,5,5,5,0.04,1,,,,,,3,4,4,0.17,3,,,,,,1,2,2,0.12,1,11,3,3,0.11,1,5,6,6,0.11,4,9,1,1,0.04,1,,,,,,11,2,2,0.14,1,,,,,,,,,,,4093,吉田 宗弘,87期,東京,東京,44,B1,,,0.2,4.13,21.3,37.0,5.24,32.3,54.5,0,34,47.3,63.1,0,12,47.3,63.1,,3,3,3,0.07,1,7,5,5,0.16,5,5,6,6,0.16,6,,,,,,1,1,1,0.15,4,5,2,2,0.19,2,1,4,4,0.22,4,,,,,,5,4,4,0.12,6,,,,,,1,2,2,0.19,5,7,4,4,0.12,5,,,,,,,,,,
