レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,2枠_登録番号,2枠_推定ST,3枠_登録番号,3枠_推定ST,4枠_登録番号,4枠_推定ST,5枠_登録番号,5枠_推定ST,6枠_登録番号,6枠_推定ST
202608070201,2026-08-07,02,01R,3772,0.1398,3652,0.1801,3891,0.1638,3642,0.1969,3842,0.1868,5419,0.2355
202608070202,2026-08-07,02,02R,3939,0.1343,4111,0.1576,5224,0.1308,5304,0.2006,4811,0.1577,3605,0.2037
202608070203,2026-08-07,02,03R,5185,0.1439,3439,0.146,4659,0.1314,5077,0.1791,4511,0.1673,5466,0.1981
202608070204,2026-08-07,02,04R,5100,0.1639,4907,0.1301,4044,0.1223,5246,0.1495,3771,0.1307,4405,0.1672
202608070205,2026-08-07,02,05R,5032,0.1483,4197,0.184,5044,0.1318,4030,0.1315,3808,0.1603,3945,0.2006
202608070206,2026-08-07,02,06R,3478,0.1464,4739,0.1418,5304,0.1976,3546,0.1727,3891,0.1697,4415,0.1408
202608070207,2026-08-07,02,07R,5224,0.1293,4274,0.1581,5167,0.1448,3772,0.1443,5185,0.1513,5190,0.1822
202608070208,2026-08-07,02,08R,4416,0.1705,4292,0.1292,5100,0.1654,5419,0.2191,3939,0.1417,4311,0.1787
202608070209,2026-08-07,02,09R,5036,0.1387,5032,0.1558,4210,0.1535,3842,0.1839,5466,0.1846,4044,0.1417
202608070210,2026-08-07,02,10R,5246,0.145,3642,0.1999,3605,0.1843,4415,0.1244,4197,0.1839,3439,0.1594
202608070211,2026-08-07,02,11R,4907,0.1226,4109,0.1382,3652,0.1741,3808,0.1574,4111,0.1575,4659,0.1508
202608070212,2026-08-07,02,12R,4030,0.127,4811,0.1578,4274,0.1521,4711,0.1453,4292,0.1291,4739,0.1552
202608070401,2026-08-07,04,01R,4911,0.1462,4583,0.138,3161,0.1618,4329,0.1633,4549,0.1841,3664,0.1814
202608070402,2026-08-07,04,02R,4128,0.1545,4669,0.1485,3226,0.176,5076,0.1522,4067,0.1548,3434,0.1887
202608070403,2026-08-07,04,03R,4314,0.1325,3268,0.1571,3912,0.1223,4113,0.1642,4639,0.1563,4188,0.1285
202608070404,2026-08-07,04,04R,3907,0.1457,4215,0.1534,3590,0.1332,4710,0.1276,4471,0.1511,4177,0.1821
202608070405,2026-08-07,04,05R,4684,0.1218,4930,0.1483,4114,0.1724,4483,0.1287,4397,0.131,4939,0.135
202608070406,2026-08-07,04,06R,4156,0.1367,4504,0.1303,4269,0.1352,3161,0.1648,4216,0.1356,4898,0.1584
202608070407,2026-08-07,04,07R,4539,0.1202,4067,0.1549,4329,0.1603,4911,0.1507,4821,0.1842,3898,0.1484
202608070408,2026-08-07,04,08R,3912,0.1208,4639,0.1564,4128,0.156,4669,0.1455,4583,0.1379,4532,0.1505
202608070409,2026-08-07,04,09R,4073,0.1356,4549,0.1842,4085,0.1938,3268,0.1541,5076,0.1551,4863,0.1932
202608070410,2026-08-07,04,10R,4188,0.1076,4397,0.1311,4113,0.1612,3590,0.1362,4215,0.1533,4684,0.1427
202608070411,2026-08-07,04,11R,4939,0.1141,4471,0.1512,4710,0.1246,4269,0.1382,4930,0.1482,4156,0.1576
