レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,1枠_推定ST_p25,1枠_推定ST_p75,2枠_登録番号,2枠_推定ST,2枠_推定ST_p25,2枠_推定ST_p75,3枠_登録番号,3枠_推定ST,3枠_推定ST_p25,3枠_推定ST_p75,4枠_登録番号,4枠_推定ST,4枠_推定ST_p25,4枠_推定ST_p75,5枠_登録番号,5枠_推定ST,5枠_推定ST_p25,5枠_推定ST_p75,6枠_登録番号,6枠_推定ST,6枠_推定ST_p25,6枠_推定ST_p75
202608180501,2026-08-18,05,01R,3293,0.1708,0.1268,0.2148,4911,0.1595,0.1199,0.199,4883,0.1358,0.0969,0.1747,3863,0.1537,0.1147,0.1926,4875,0.1615,0.1202,0.2028,3377,0.2173,0.1692,0.2654
202608180502,2026-08-18,05,02R,5242,0.1855,0.1316,0.2394,3613,0.143,0.1081,0.1779,4114,0.1684,0.1296,0.2072,3641,0.1681,0.1276,0.2086,5006,0.1855,0.139,0.232,3467,0.1869,0.1456,0.2281
202608180503,2026-08-18,05,03R,4177,0.1479,0.1039,0.1918,4939,0.1241,0.0877,0.1605,4468,0.1476,0.1096,0.1856,4626,0.2,0.1472,0.2527,3889,0.1521,0.1133,0.191,2538,0.2177,0.1608,0.2746
202608180504,2026-08-18,05,04R,4995,0.164,0.1235,0.2046,3868,0.1762,0.1376,0.2147,4928,0.1416,0.0983,0.1849,5201,0.1657,0.1267,0.2047,4083,0.1456,0.1087,0.1825,4863,0.1948,0.1537,0.236
202608180505,2026-08-18,05,05R,4274,0.1416,0.1019,0.1813,4335,0.1329,0.0984,0.1675,5285,0.1764,0.1281,0.2246,4875,0.1586,0.1173,0.1999,3922,0.1817,0.145,0.2185,4298,0.1748,0.1401,0.2094
202608180506,2026-08-18,05,06R,4883,0.1343,0.0954,0.1732,3072,0.1634,0.1239,0.2029,4688,0.1247,0.0875,0.1619,4114,0.1714,0.1326,0.2102,4528,0.1672,0.1195,0.2148,4203,0.1738,0.1382,0.2093
202608180507,2026-08-18,05,07R,3505,0.1292,0.0883,0.17,4626,0.203,0.1502,0.2557,4644,0.1306,0.0974,0.1639,3613,0.14,0.1051,0.1749,3293,0.1782,0.1342,0.2222,5211,0.1828,0.1365,0.2292
202608180508,2026-08-18,05,08R,4083,0.1382,0.1013,0.1751,4081,0.1661,0.1244,0.2079,4906,0.1494,0.1134,0.1853,2538,0.2013,0.1444,0.2582,3590,0.1319,0.0889,0.175,5331,0.1438,0.0995,0.1882
202608180509,2026-08-18,05,09R,4939,0.1166,0.0802,0.153,4134,0.1707,0.1296,0.2118,4335,0.1269,0.0924,0.1615,5006,0.1826,0.1361,0.2291,5424,0.1934,0.1444,0.2424,3863,0.1701,0.1311,0.209
202608180510,2026-08-18,05,10R,4688,0.1232,0.086,0.1604,4305,0.1349,0.0925,0.1773,3641,0.1651,0.1246,0.2056,4274,0.1461,0.1064,0.1858,3868,0.1761,0.1375,0.2146,4911,0.1729,0.1333,0.2124
202608180511,2026-08-18,05,11R,4468,0.1461,0.1081,0.1841,4928,0.1476,0.1043,0.1909,3792,0.1601,0.1257,0.1945,5242,0.19,0.1361,0.2439,3072,0.1633,0.1238,0.2028,4109,0.1516,0.1141,0.1892
202608180512,2026-08-18,05,12R,3590,0.1245,0.0815,0.1676,4528,0.1673,0.1196,0.2149,3467,0.1675,0.1262,0.2087,4535,0.1564,0.118,0.1947,5285,0.1823,0.134,0.2305,4644,0.15,0.1168,0.1833
202608180901,2026-08-18,09,01R,4156,0.1359,0.0972,0.1745,4689,0.1579,0.1191,0.1966,3605,0.1792,0.1381,0.2204,5183,0.1419,0.1119,0.1719,2878,0.1688,0.1254,0.2123,5461,0.1897,0.1346,0.2447
202608180902,2026-08-18,09,02R,3852,0.1897,0.1459,0.2335,4623,0.1481,0.1098,0.1863,4962,0.1474,0.1071,0.1877,4579,0.1455,0.1083,0.1828,5416,0.1303,0.0896,0.171,4273,0.1953,0.1521,0.2386
202608180903,2026-08-18,09,03R,4358,0.2092,0.1667,0.2517,4494,0.1611,0.1172,0.205,4261,0.154,0.12,0.1881,3582,0.1472,0.1089,0.1856,4181,0.1939,0.149,0.2388,5445,0.188,0.1476,0.2285
202608180904,2026-08-18,09,04R,4229,0.1753,0.138,0.2127,4357,0.162,0.1229,0.201,4431,0.1624,0.1124,0.2124,4808,0.1532,0.1108,0.1957,4796,0.1491,0.1099,0.1882,5399,0.237,0.1936,0.2804
202608180905,2026-08-18,09,05R,3984,0.1447,0.1127,0.1767,3392,0.1897,0.1455,0.2338,4244,0.1327,0.0977,0.1678,3605,0.1822,0.1411,0.2234,3842,0.1806,0.1373,0.224,3904,0.1864,0.1459,0.2269
202608180906,2026-08-18,09,06R,5354,0.1581,0.1136,0.2027,4754,0.1506,0.1173,0.184,4207,0.1347,0.0928,0.1766,5204,0.1659,0.1212,0.2106,4024,0.1637,0.1273,0.2001,5416,0.1438,0.1031,0.1845
202608180907,2026-08-18,09,07R,5130,0.1595,0.1205,0.1986,3931,0.1333,0.0946,0.172,4856,0.1346,0.0977,0.1715,3918,0.1614,0.1209,0.2019,5461,0.1762,0.1211,0.2312,3268,0.1698,0.1317,0.2079
202608180908,2026-08-18,09,08R,4181,0.1865,0.1416,0.2314,4273,0.1819,0.1387,0.2252,4049,0.1495,0.1071,0.192,4431,0.1654,0.1154,0.2154,4344,0.1198,0.0817,0.1578,4594,0.1613,0.1234,0.1992
202608180909,2026-08-18,09,09R,4962,0.1459,0.1056,0.1862,5183,0.1449,0.1149,0.1749,4494,0.1551,0.1112,0.199,4229,0.1798,0.1425,0.2172,3984,0.1521,0.1201,0.1841,5344,0.1474,0.1076,0.1873
202608180910,2026-08-18,09,10R,4024,0.1563,0.1199,0.1927,4261,0.16,0.126,0.1941,4156,0.1374,0.0987,0.176,4244,0.1357,0.1007,0.1708,4270,0.1612,0.1184,0.2039,5010,0.1537,0.1157,0.1917
202608180911,2026-08-18,09,11R,4808,0.1487,0.1063,0.1912,4804,0.1731,0.1333,0.2128,3582,0.1442,0.1059,0.1826,3852,0.1942,0.1504,0.238,4856,0.1405,0.1036,0.1774,2878,0.1823,0.1389,0.2258
202608180912,2026-08-18,09,12R,4344,0.1124,0.0743,0.1504,4579,0.1485,0.1113,0.1858,4796,0.1432,0.104,0.1823,4754,0.1476,0.1143,0.181,3931,0.1332,0.0945,0.1719,3842,0.1941,0.1508,0.2375
202608181001,2026-08-18,10,01R,4828,0.163,0.1242,0.2017,4650,0.1353,0.0893,0.1812,5185,0.1421,0.105,0.1792,4663,0.155,0.1168,0.1933,3870,0.1768,0.139,0.2145,3620,0.1858,0.1519,0.2197
202608181002,2026-08-18,10,02R,4369,0.1348,0.089,0.1807,4520,0.1436,0.1004,0.1869,5114,0.157,0.1241,0.1898,5282,0.144,0.0938,0.1943,3814,0.1856,0.1446,0.2265,4339,0.1899,0.1454,0.2344
202608181003,2026-08-18,10,03R,4384,0.1481,0.1052,0.1911,4405,0.1705,0.1282,0.2129,5038,0.1298,0.0918,0.1679,3692,0.1365,0.0993,0.1737,3957,0.1707,0.1302,0.2112,5465,0.2257,0.1794,0.2719
202608181004,2026-08-18,10,04R,4228,0.1604,0.1283,0.1924,4003,0.1547,0.1169,0.1926,4666,0.1464,0.1045,0.1882,4210,0.1503,0.1107,0.1899,3455,0.1685,0.1039,0.2331,4013,0.1624,0.1184,0.2064
202608181005,2026-08-18,10,05R,3713,0.1706,0.1313,0.2098,3620,0.1724,0.1385,0.2063,3891,0.1612,0.1231,0.1993,4797,0.1989,0.1439,0.2539,3654,0.147,0.0984,0.1955,4061,0.1385,0.1046,0.1724
202608181006,2026-08-18,10,06R,4254,0.1367,0.0988,0.1745,4824,0.1226,0.0832,0.162,4904,0.1534,0.1095,0.1973,4930,0.1305,0.0896,0.1714,3556,0.1411,0.1053,0.1769,5366,0.1999,0.1368,0.263
202608181007,2026-08-18,10,07R,3635,0.1564,0.1172,0.1957,3870,0.1769,0.1391,0.2146,5282,0.141,0.0908,0.1913,4400,0.1862,0.1397,0.2326,4405,0.1704,0.1281,0.2128,5355,0.1867,0.1409,0.2326
202608181008,2026-08-18,10,08R,3692,0.132,0.0948,0.1692,3455,0.1686,0.104,0.2332,5085,0.1771,0.1357,0.2186,4711,0.1372,0.1006,0.1738,4650,0.1352,0.0892,0.1811,4391,0.163,0.1267,0.1993
202608181009,2026-08-18,10,09R,4339,0.169,0.1245,0.2135,3957,0.1708,0.1303,0.2113,4587,0.1507,0.1018,0.1997,3548,0.1161,0.0851,0.1471,4003,0.1546,0.1168,0.1925,4415,0.1547,0.1162,0.1933
202608181010,2026-08-18,10,10R,4013,0.1415,0.0975,0.1855,3556,0.1412,0.1054,0.177,4663,0.152,0.1138,0.1903,5114,0.16,0.1271,0.1928,4384,0.1555,0.1126,0.1985,3713,0.1915,0.1522,0.2307
202608181011,2026-08-18,10,11R,4061,0.1176,0.0837,0.1515,3654,0.1471,0.0985,0.1956,4930,0.1275,0.0866,0.1684,3635,0.1609,0.1217,0.2002,4228,0.1678,0.1357,0.1998,4369,0.1557,0.1099,0.2016
202608181012,2026-08-18,10,12R,4391,0.1421,0.1058,0.1784,3814,0.1857,0.1447,0.2266,4210,0.1473,0.1077,0.1869,5038,0.1328,0.0948,0.1709,4254,0.1441,0.1062,0.1819,4828,0.1839,0.1451,0.2226
202608181101,2026-08-18,11,01R,5400,0.1497,0.1092,0.1902,5379,0.1747,0.1149,0.2345,4120,0.1516,0.1181,0.185,4761,0.1244,0.0903,0.1585,3761,0.1583,0.1173,0.1992,5471,0.1889,0.1438,0.234
202608181102,2026-08-18,11,02R,4649,0.1151,0.0803,0.1499,5280,0.1518,0.109,0.1946,5050,0.1424,0.1047,0.1801,3951,0.2035,0.1573,0.2497,5057,0.149,0.1126,0.1855,4448,0.1603,0.1173,0.2033
202608181103,2026-08-18,11,03R,5323,0.1515,0.1051,0.1979,5235,0.1724,0.1281,0.2167,3557,0.1344,0.0932,0.1756,4137,0.1239,0.0897,0.1581,3606,0.1565,0.1221,0.191,5460,0.1856,0.1382,0.233
202608181104,2026-08-18,11,04R,4664,0.1778,0.1378,0.2179,4677,0.1387,0.1041,0.1732,4012,0.1412,0.0989,0.1834,4146,0.1463,0.1022,0.1905,5157,0.1633,0.1221,0.2046,5151,0.2232,0.1811,0.2652
202608181105,2026-08-18,11,05R,3721,0.1086,0.0767,0.1405,4941,0.2091,0.1705,0.2477,5400,0.1512,0.1107,0.1917,5017,0.1171,0.0821,0.152,3769,0.1595,0.1171,0.2019,3432,0.1969,0.1531,0.2407
202608181106,2026-08-18,11,06R,5229,0.1637,0.1254,0.202,3965,0.1706,0.1155,0.2258,4382,0.1617,0.1249,0.1986,5115,0.1352,0.0961,0.1743,4325,0.1535,0.1166,0.1905,4120,0.171,0.1375,0.2044
202608181107,2026-08-18,11,07R,4692,0.1495,0.1061,0.1929,4448,0.1469,0.1039,0.1899,4388,0.1475,0.1091,0.1859,3580,0.1751,0.1304,0.2197,5471,0.1754,0.1303,0.2205,4686,0.1389,0.1035,0.1742
202608181108,2026-08-18,11,08R,4146,0.1418,0.0977,0.186,4743,0.1326,0.097,0.1682,5323,0.153,0.1066,0.1994,4649,0.1196,0.0848,0.1544,4262,0.1361,0.1036,0.1685,4182,0.187,0.1425,0.2315
202608181109,2026-08-18,11,09R,5017,0.1126,0.0776,0.1475,3557,0.1404,0.0992,0.1816,4664,0.1793,0.1393,0.2194,4253,0.1694,0.1301,0.2086,5379,0.1746,0.1148,0.2344,4218,0.1687,0.1339,0.2034
202608181110,2026-08-18,11,10R,4502,0.1387,0.093,0.1844,3951,0.2065,0.1603,0.2527,5229,0.1652,0.1269,0.2035,4677,0.1357,0.1011,0.1702,5235,0.1723,0.128,0.2166,4941,0.2225,0.1839,0.2611
202608181111,2026-08-18,11,11R,4137,0.1194,0.0852,0.1536,4388,0.1535,0.1151,0.1919,3721,0.1101,0.0782,0.142,5157,0.1604,0.1192,0.2017,5280,0.1517,0.1089,0.1945,5115,0.1516,0.1125,0.1907
202608181112,2026-08-18,11,12R,4262,0.1287,0.0962,0.1611,4012,0.1472,0.1049,0.1894,4692,0.151,0.1076,0.1944,5050,0.1454,0.1077,0.1831,4382,0.1676,0.1308,0.2045,4761,0.1408,0.1067,0.1749
202608181201,2026-08-18,12,01R,4977,0.1393,0.096,0.1826,3977,0.1518,0.1104,0.1931,4639,0.1539,0.1079,0.1999,4514,0.1784,0.1352,0.2215,5463,0.1863,0.1425,0.23,4561,0.2762,0.2129,0.3395
202608181202,2026-08-18,12,02R,4834,0.1229,0.0834,0.1624,4319,0.1622,0.1254,0.1991,5325,0.1395,0.1,0.179,4788,0.1357,0.0963,0.1752,4489,0.1429,0.1023,0.1835,5393,0.2103,0.1607,0.2599
202608181203,2026-08-18,12,03R,4422,0.1554,0.114,0.1967,4377,0.1389,0.0972,0.1806,5302,0.1613,0.1201,0.2025,4905,0.1801,0.1421,0.2181,3963,0.1596,0.1127,0.2065,4631,0.1749,0.133,0.2168
202608181204,2026-08-18,12,04R,5036,0.1301,0.0903,0.17,4389,0.1817,0.146,0.2173,3507,0.1823,0.1316,0.233,5004,0.133,0.0915,0.1745,5267,0.1401,0.1032,0.177,5450,0.1955,0.1452,0.2459
202608181205,2026-08-18,12,05R,4436,0.1646,0.1287,0.2004,5376,0.1643,0.1187,0.2099,4572,0.1379,0.0984,0.1775,5046,0.1986,0.155,0.2422,3977,0.1517,0.1103,0.193,3997,0.1632,0.1271,0.1992
202608181206,2026-08-18,12,06R,4934,0.1518,0.1146,0.1891,4489,0.143,0.1024,0.1836,4168,0.1621,0.1207,0.2035,4659,0.1345,0.0973,0.1717,4834,0.1303,0.0908,0.1698,5467,0.2036,0.1449,0.2622
202608181207,2026-08-18,12,07R,5289,0.1349,0.0867,0.1831,4788,0.1387,0.0993,0.1782,4514,0.1754,0.1322,0.2185,5302,0.1643,0.1231,0.2055,4427,0.1303,0.0957,0.1649,5463,0.1998,0.156,0.2435
202608181208,2026-08-18,12,08R,4967,0.1452,0.1043,0.186,5004,0.136,0.0945,0.1775,4905,0.1771,0.1391,0.2151,3882,0.1563,0.1149,0.1977,4319,0.1621,0.1253,0.199,4826,0.1419,0.1059,0.1779
202608181209,2026-08-18,12,09R,4311,0.1631,0.1225,0.2037,5325,0.1455,0.106,0.185,5046,0.1956,0.152,0.2392,4639,0.1569,0.1109,0.2029,4389,0.1816,0.1459,0.2172,4907,0.1449,0.1173,0.1724
202608181210,2026-08-18,12,10R,3963,0.1522,0.1053,0.1991,4436,0.1721,0.1362,0.2079,4659,0.1315,0.0943,0.1687,5036,0.1346,0.0948,0.1745,4168,0.168,0.1266,0.2094,5376,0.1777,0.1321,0.2233
202608181211,2026-08-18,12,11R,4427,0.1229,0.0883,0.1575,5267,0.1402,0.1033,0.1771,5289,0.1364,0.0882,0.1846,4572,0.1409,0.1014,0.1805,4422,0.1628,0.1214,0.2041,4377,0.1523,0.1106,0.194
202608181212,2026-08-18,12,12R,4760,0.1222,0.0874,0.157,4959,0.1374,0.1044,0.1704,4719,0.1228,0.0909,0.1547,4397,0.1215,0.0853,0.1578,3415,0.1353,0.0996,0.171,4832,0.1578,0.1181,0.1976
202608181301,2026-08-18,13,01R,3370,0.191,0.1463,0.2356,5133,0.2089,0.1704,0.2474,4352,0.1328,0.0955,0.1701,3776,0.1764,0.1247,0.2281,3928,0.1556,0.1149,0.1962,5396,0.1986,0.1529,0.2443
202608181302,2026-08-18,13,02R,5377,0.1461,0.1096,0.1826,3564,0.156,0.1166,0.1954,5049,0.1815,0.1382,0.2249,3839,0.1687,0.1196,0.2178,5011,0.1509,0.1074,0.1943,4848,0.1604,0.119,0.2019
202608181303,2026-08-18,13,03R,4368,0.1771,0.1287,0.2255,3955,0.1876,0.1444,0.2308,4588,0.1278,0.087,0.1685,4715,0.1291,0.0888,0.1694,5300,0.1669,0.1233,0.2104,3572,0.2012,0.1532,0.2493
