レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,1枠_推定ST_p25,1枠_推定ST_p75,2枠_登録番号,2枠_推定ST,2枠_推定ST_p25,2枠_推定ST_p75,3枠_登録番号,3枠_推定ST,3枠_推定ST_p25,3枠_推定ST_p75,4枠_登録番号,4枠_推定ST,4枠_推定ST_p25,4枠_推定ST_p75,5枠_登録番号,5枠_推定ST,5枠_推定ST_p25,5枠_推定ST_p75,6枠_登録番号,6枠_推定ST,6枠_推定ST_p25,6枠_推定ST_p75
202608240301,2026-08-24,03,01R,3812,0.1557,0.1066,0.2048,5101,0.1847,0.1357,0.2337,4705,0.1636,0.114,0.2131,4169,0.1786,0.1358,0.2215,5181,0.1661,0.1284,0.2039,4943,0.148,0.1061,0.19
202608240302,2026-08-24,03,02R,4161,0.1423,0.1043,0.1802,3715,0.1705,0.1294,0.2116,5132,0.1335,0.0958,0.1711,5249,0.1341,0.0924,0.1759,5312,0.1822,0.1304,0.234,4041,0.2247,0.168,0.2814
202608240303,2026-08-24,03,03R,5100,0.1793,0.1309,0.2277,5199,0.1051,0.073,0.1371,5329,0.1587,0.1181,0.1992,5252,0.1307,0.0948,0.1667,4028,0.1519,0.1138,0.1899,5307,0.1836,0.1269,0.2404
202608240304,2026-08-24,03,04R,5259,0.1507,0.104,0.1974,4933,0.129,0.094,0.164,5261,0.1566,0.1185,0.1948,4213,0.1731,0.1264,0.2199,5028,0.1436,0.0946,0.1926,5388,0.2442,0.1939,0.2945
202608240305,2026-08-24,03,05R,5065,0.1182,0.0855,0.1508,4737,0.1805,0.1353,0.2258,3935,0.134,0.0943,0.1737,5253,0.2406,0.1979,0.2832,3812,0.1631,0.114,0.2122,4167,0.1538,0.114,0.1936
202608240306,2026-08-24,03,06R,5181,0.1587,0.121,0.1965,5276,0.1414,0.1004,0.1823,4857,0.1306,0.0927,0.1686,4041,0.2083,0.1516,0.265,4895,0.1465,0.1044,0.1886,4693,0.1963,0.1563,0.2363
202608240307,2026-08-24,03,07R,4124,0.1718,0.1295,0.2142,5132,0.1395,0.1018,0.1771,5103,0.1864,0.1311,0.2416,5101,0.1817,0.1327,0.2307,4129,0.17,0.1161,0.2239,5329,0.1781,0.1375,0.2186
202608240308,2026-08-24,03,08R,5261,0.1551,0.117,0.1933,5063,0.167,0.1293,0.2047,5210,0.1274,0.0941,0.1608,4118,0.1507,0.1124,0.189,5199,0.105,0.0729,0.137,4705,0.183,0.1334,0.2325
202608240309,2026-08-24,03,09R,5028,0.1362,0.0872,0.1852,5048,0.1784,0.1384,0.2185,5252,0.1277,0.0918,0.1637,5312,0.1793,0.1275,0.2311,4169,0.1815,0.1387,0.2244,4403,0.1439,0.1071,0.1808
202608240310,2026-08-24,03,10R,4737,0.173,0.1278,0.2183,4161,0.1498,0.1118,0.1877,4475,0.133,0.0956,0.1703,5100,0.1838,0.1354,0.2322,5259,0.1581,0.1114,0.2048,4895,0.16,0.1179,0.2021
202608240311,2026-08-24,03,11R,4028,0.1445,0.1064,0.1825,4693,0.1829,0.1429,0.2229,4213,0.1701,0.1234,0.2169,3715,0.1675,0.1264,0.2086,5253,0.2435,0.2008,0.2861,4790,0.1803,0.1424,0.2182
202608240312,2026-08-24,03,12R,4504,0.1204,0.0875,0.1532,5137,0.1585,0.1026,0.2143,5249,0.1311,0.0894,0.1729,5307,0.1672,0.1105,0.224,4118,0.1536,0.1153,0.1919,4933,0.1424,0.1074,0.1774
202608240601,2026-08-24,06,01R,3642,0.1812,0.1347,0.2277,4199,0.1505,0.1138,0.1871,4979,0.1555,0.1121,0.1988,4258,0.1845,0.1286,0.2404,3976,0.1732,0.1271,0.2192,5466,0.1918,0.1421,0.2415
202608240602,2026-08-24,06,02R,5268,0.187,0.1314,0.2427,5269,0.1289,0.0885,0.1692,4966,0.1709,0.1326,0.2092,4809,0.1484,0.1085,0.1883,3911,0.1697,0.1267,0.2126,4057,0.1621,0.1293,0.195
202608240603,2026-08-24,06,03R,3867,0.1722,0.1175,0.2269,4106,0.1837,0.1421,0.2253,4553,0.151,0.1165,0.1856,4700,0.1431,0.0994,0.1868,5053,0.1899,0.1489,0.231,3825,0.1501,0.1052,0.195
202608240604,2026-08-24,06,04R,5026,0.1543,0.1003,0.2082,3893,0.1635,0.1221,0.2049,4197,0.181,0.1406,0.2215,3981,0.1721,0.1374,0.2067,4785,0.1823,0.1318,0.2329,3546,0.1927,0.1445,0.241
202608240605,2026-08-24,06,05R,4979,0.154,0.1106,0.1973,3930,0.1278,0.0887,0.1668,4323,0.1397,0.0984,0.181,4365,0.1604,0.1128,0.208,3583,0.1909,0.143,0.2388,3876,0.1791,0.1363,0.222
202608240606,2026-08-24,06,06R,4332,0.2052,0.1618,0.2487,4133,0.1486,0.1028,0.1945,4199,0.1445,0.1078,0.1811,5071,0.1387,0.0933,0.1842,5315,0.1838,0.1331,0.2344,3800,0.1715,0.1297,0.2133
