レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,1枠_推定ST_p25,1枠_推定ST_p75,2枠_登録番号,2枠_推定ST,2枠_推定ST_p25,2枠_推定ST_p75,3枠_登録番号,3枠_推定ST,3枠_推定ST_p25,3枠_推定ST_p75,4枠_登録番号,4枠_推定ST,4枠_推定ST_p25,4枠_推定ST_p75,5枠_登録番号,5枠_推定ST,5枠_推定ST_p25,5枠_推定ST_p75,6枠_登録番号,6枠_推定ST,6枠_推定ST_p25,6枠_推定ST_p75
202608250101,2026-08-25,01,01R,4939,0.1201,0.0837,0.1565,4013,0.1471,0.1042,0.19,4337,0.1158,0.0815,0.1501,4205,0.1225,0.0907,0.1542,4237,0.1458,0.0982,0.1935,4350,0.145,0.1154,0.1745
202608250102,2026-08-25,01,02R,4848,0.1414,0.0998,0.1831,4061,0.1282,0.0936,0.1628,4030,0.128,0.0958,0.1603,4686,0.1244,0.088,0.1609,4497,0.1378,0.0993,0.1764,4361,0.1514,0.1147,0.1881
202608250103,2026-08-25,01,03R,4446,0.1372,0.1012,0.1732,4586,0.1203,0.0878,0.1528,4366,0.1562,0.115,0.1974,3897,0.1158,0.0808,0.1509,4547,0.15,0.1077,0.1924,5224,0.1533,0.1179,0.1887
202608250104,2026-08-25,01,04R,4682,0.1264,0.094,0.1589,4344,0.1403,0.0962,0.1844,3716,0.117,0.0847,0.1493,4851,0.123,0.0889,0.157,4604,0.143,0.1069,0.1792,4444,0.1395,0.1003,0.1788
202608250105,2026-08-25,01,05R,4477,0.1279,0.0915,0.1642,3959,0.1405,0.1013,0.1797,4352,0.1296,0.0946,0.1646,4262,0.1324,0.0993,0.1655,3854,0.1578,0.1131,0.2025,4166,0.1372,0.1015,0.173
202608250106,2026-08-25,01,06R,4024,0.1517,0.1156,0.1878,4350,0.1316,0.102,0.1611,4685,0.1541,0.118,0.1901,5121,0.1438,0.105,0.1826,4362,0.1426,0.1087,0.1765,3942,0.1562,0.1216,0.1908
202608250107,2026-08-25,01,07R,4337,0.1143,0.08,0.1486,4445,0.127,0.0894,0.1646,4571,0.1487,0.1043,0.1932,3415,0.132,0.0964,0.1676,4266,0.1559,0.0954,0.2165,4831,0.1616,0.1288,0.1945
202608250108,2026-08-25,01,08R,3590,0.1248,0.0834,0.1661,4361,0.138,0.1013,0.1747,4787,0.1209,0.0822,0.1597,4604,0.1401,0.104,0.1763,3783,0.1475,0.1063,0.1886,4013,0.1605,0.1176,0.2034
202608250109,2026-08-25,01,09R,4686,0.1199,0.0835,0.1564,4371,0.1291,0.089,0.1691,4847,0.1286,0.0913,0.1659,4444,0.1231,0.0839,0.1624,4586,0.1202,0.0877,0.1527,4205,0.1389,0.1071,0.1706
202608250110,2026-08-25,01,10R,3897,0.1113,0.0763,0.1464,4166,0.1238,0.0881,0.1596,4851,0.12,0.0859,0.154,4494,0.1547,0.1119,0.1976,4939,0.1275,0.0911,0.1639,4685,0.1735,0.1374,0.2095
202608250111,2026-08-25,01,11R,5121,0.1393,0.1005,0.1781,4262,0.1354,0.1023,0.1685,4237,0.1399,0.0923,0.1876,5224,0.1369,0.1015,0.1723,4848,0.1488,0.1072,0.1905,4344,0.1537,0.1096,0.1978
202608250112,2026-08-25,01,12R,4238,0.1329,0.0971,0.1688,4418,0.1231,0.087,0.1591,4320,0.119,0.0774,0.1606,3941,0.1238,0.09,0.1576,4719,0.1297,0.0976,0.1618,4188,0.1273,0.0908,0.1639
202608250301,2026-08-25,03,01R,5063,0.1595,0.1222,0.1967,4161,0.1491,0.1115,0.1868,4943,0.1334,0.0887,0.178,3812,0.1611,0.113,0.2092,4213,0.1784,0.1326,0.2242,5388,0.2487,0.198,0.2995
202608250302,2026-08-25,03,02R,4167,0.132,0.0927,0.1714,5048,0.1777,0.1382,0.2172,4737,0.1733,0.1287,0.2179,5210,0.1286,0.0948,0.1623,4129,0.1822,0.1283,0.236,4705,0.1839,0.1356,0.2322
202608250303,2026-08-25,03,03R,4124,0.1701,0.1278,0.2124,5199,0.1035,0.0718,0.1353,4693,0.18,0.1403,0.2197,5137,0.1543,0.099,0.2097,4857,0.1369,0.0993,0.1744,5253,0.2624,0.2177,0.3071
