レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,2枠_登録番号,2枠_推定ST,3枠_登録番号,3枠_推定ST,4枠_登録番号,4枠_推定ST,5枠_登録番号,5枠_推定ST,6枠_登録番号,6枠_推定ST
202608020101,2026-08-02,01,01R,5184,0.179,5117,0.1877,4987,0.1538,3518,0.186,4947,0.1866,4300,0.1799
202608020102,2026-08-02,01,02R,3175,0.1489,4240,0.1587,4784,0.2249,3509,0.1496,5182,0.1493,4275,0.2185
202608020103,2026-08-02,01,03R,3474,0.1665,3470,0.1699,4901,0.1533,5003,0.1664,3778,0.2072,5129,0.1603
202608020104,2026-08-02,01,04R,3355,0.2405,5340,0.1579,4071,0.1621,4045,0.1482,4589,0.1729,4885,0.1548
202608020105,2026-08-02,01,05R,5291,0.1945,5069,0.1651,4927,0.1432,3528,0.1873,4965,0.1637,5390,0.179
202608020106,2026-08-02,01,06R,3334,0.1862,4987,0.1598,5204,0.1597,4784,0.2279,5108,0.239,4408,0.199
202608020107,2026-08-02,01,07R,4773,0.1701,3302,0.1699,5129,0.1409,5123,0.1695,5117,0.1876,5416,0.1391
202608020108,2026-08-02,01,08R,4240,0.1512,4990,0.2084,4947,0.1807,4901,0.1563,4014,0.1752,4045,0.1646
202608020109,2026-08-02,01,09R,3604,0.1813,4071,0.1681,3778,0.2013,4936,0.206,3528,0.1902,3845,0.2139
202608020110,2026-08-02,01,10R,5003,0.1619,4927,0.1492,5180,0.1903,4589,0.17,3334,0.1936,3509,0.166
202608020111,2026-08-02,01,11R,5069,0.1576,3518,0.189,4733,0.1469,4885,0.1384,3175,0.1563,3470,0.1833
202608020112,2026-08-02,01,12R,5163,0.1759,4014,0.1753,4965,0.1578,5340,0.1549,3474,0.1739,3302,0.1833
202608020501,2026-08-02,05,01R,5153,0.1838,5082,0.1744,4182,0.1697,3306,0.1467,4356,0.1577,4997,0.1831
202608020502,2026-08-02,05,02R,4548,0.2452,5216,0.1562,5057,0.136,3256,0.1429,5360,0.1982,3850,0.1549
202608020503,2026-08-02,05,03R,3994,0.1707,4581,0.1586,4084,0.1436,4228,0.1661,4568,0.1409,4340,0.2229
202608020504,2026-08-02,05,04R,5230,0.183,4362,0.1446,5004,0.1292,4540,0.1311,4076,0.1928,5454,0.2248
202608020505,2026-08-02,05,05R,4119,0.1654,5232,0.1489,4834,0.1263,3436,0.1513,4754,0.1497,3643,0.1822
202608020506,2026-08-02,05,06R,4182,0.1682,4384,0.168,4728,0.1981,3659,0.1545,4444,0.134,5434,0.1619
202608020507,2026-08-02,05,07R,5216,0.1487,4518,0.1954,4306,0.1893,5153,0.1883,4095,0.1338,5383,0.1584
202608020508,2026-08-02,05,08R,4759,0.1485,4526,0.1447,3339,0.161,4548,0.2497,4836,0.1478,4084,0.163
202608020509,2026-08-02,05,09R,4754,0.1423,3850,0.1415,5082,0.1684,4389,0.1776,4340,0.2094,4362,0.158
202608020510,2026-08-02,05,10R,4053,0.1792,4228,0.1691,4254,0.1358,5004,0.1322,3306,0.1496,5232,0.1623
202608020511,2026-08-02,05,11R,3256,0.1384,4356,0.1578,4581,0.1526,5434,0.1455,5230,0.1904,3436,0.1677
202608020512,2026-08-02,05,12R,4095,0.1264,4444,0.1341,4076,0.1869,5057,0.139,4834,0.1322,4526,0.1581
202608020601,2026-08-02,06,01R,3563,0.138,3870,0.1796,3562,0.1519,3940,0.1403,3882,0.163,3718,0.1708
202608020602,2026-08-02,06,02R,3315,0.1474,4025,0.1681,4006,0.1612,4152,0.1535,4010,0.1598,3984,0.1689
202608020603,2026-08-02,06,03R,3742,0.168,4040,0.151,3612,0.1217,4064,0.1653,4007,0.1336,3690,0.2055
202608020604,2026-08-02,06,04R,3909,0.1009,3998,0.1685,3630,0.1468,3712,0.1618,3730,0.1463,3459,0.1704
202608020605,2026-08-02,06,05R,3564,0.1535,3854,0.1694,3931,0.1296,3445,0.1839,3352,0.1659,3956,0.1753
202608020606,2026-08-02,06,06R,3953,0.1882,3319,0.1534,3563,0.1395,3713,0.1772,4086,0.1287,3054,0.2057
202608020607,2026-08-02,06,07R,3882,0.1556,3612,0.1277,3934,0.157,3710,0.171,4061,0.1223,4152,0.1699
202608020608,2026-08-02,06,08R,3940,0.1358,3315,0.1549,3690,0.1861,3983,0.1414,3990,0.1473,3928,0.1765
202608020609,2026-08-02,06,09R,3541,0.1589,4064,0.1683,3730,0.1404,3562,0.1549,3984,0.1554,3352,0.1794
202608020610,2026-08-02,06,10R,4025,0.1606,3997,0.1606,3742,0.1695,3956,0.1589,3988,0.1303,3712,0.1782
202608020611,2026-08-02,06,11R,3744,0.1126,3931,0.1356,3718,0.1514,3998,0.1655,4040,0.1509,3713,0.1936
202608020612,2026-08-02,06,12R,4061,0.1149,4010,0.1599,3983,0.1384,3909,0.1054,3319,0.1533,4007,0.1471
202608020801,2026-08-02,08,01R,5299,0.1279,5201,0.1716,5135,0.1623,5219,0.1581,5271,0.1543,5404,0.1826
202608020802,2026-08-02,08,02R,5407,0.1745,5252,0.134,5279,0.1457,5226,0.1442,5280,0.1543,5379,0.1803
202608020803,2026-08-02,08,03R,5286,0.1387,5364,0.1484,5137,0.1559,5432,0.1522,5034,0.1279,5376,0.1717
202608020804,2026-08-02,08,04R,5243,0.1442,4983,0.1442,5228,0.1412,5127,0.1978,5085,0.1898,5308,0.1628
202608020805,2026-08-02,08,05R,5066,0.1383,5368,0.1457,5092,0.1529,5134,0.138,5352,0.1696,5253,0.258
202608020806,2026-08-02,08,06R,5150,0.1442,5197,0.1725,5271,0.1484,5289,0.1488,5407,0.1819,5222,0.1964
202608020807,2026-08-02,08,07R,5288,0.1271,5135,0.1683,5212,0.1199,5300,0.1616,5234,0.1324,5432,0.1686
202608020808,2026-08-02,08,08R,5145,0.1466,5379,0.1669,5364,0.1424,5085,0.1869,5132,0.1479,5394,0.1932
202608020809,2026-08-02,08,09R,5201,0.1641,5134,0.141,5348,0.1409,5286,0.1432,4983,0.1441,5252,0.1474
202608020810,2026-08-02,08,10R,5280,0.1469,5092,0.1589,5345,0.1768,5150,0.1487,5243,0.1516,5219,0.1745
202608020811,2026-08-02,08,11R,5034,0.1205,5222,0.183,5368,0.1397,5234,0.1295,5282,0.1519,5228,0.1606
202608020812,2026-08-02,08,12R,5132,0.1405,5376,0.1583,5299,0.1294,5279,0.1487,5066,0.1457,5289,0.1652
202608021101,2026-08-02,11,01R,4959,0.1389,4477,0.1351,4757,0.1293,4851,0.1254,4166,0.1246,3779,0.1381
202608021102,2026-08-02,11,02R,4914,0.1248,4075,0.1249,4344,0.1064,4932,0.1409,4266,0.1617,4933,0.1372
202608021103,2026-08-02,11,03R,4044,0.1149,3960,0.1104,4659,0.1272,4337,0.1222,3719,0.1456,4371,0.1361
202608021104,2026-08-02,11,04R,4418,0.114,3959,0.1398,4719,0.1205,3897,0.1192,3978,0.1813,4503,0.1224
202608021105,2026-08-02,11,05R,4980,0.1389,4030,0.1367,3716,0.1207,4886,0.1419,4760,0.1363,4290,0.135
202608021106,2026-08-02,11,06R,3941,0.1175,4166,0.1247,4590,0.1579,4586,0.1189,4847,0.1356,4024,0.1765
202608021107,2026-08-02,11,07R,4262,0.1228,4832,0.1494,3783,0.1308,4757,0.1323,4075,0.1248,4573,0.1653
202608021108,2026-08-02,11,08R,4337,0.1177,3415,0.1408,4604,0.1324,4266,0.1588,3959,0.1397,4205,0.1421
202608021109,2026-08-02,11,09R,4503,0.1015,4502,0.1407,4371,0.1167,3779,0.1217,4932,0.1438,4459,0.1484
202608021110,2026-08-02,11,10R,3897,0.1147,4659,0.1332,4477,0.1291,4980,0.1434,4914,0.1322,3941,0.1384
202608021111,2026-08-02,11,11R,4586,0.1144,4344,0.1124,4044,0.1164,4418,0.1185,4262,0.1302,4959,0.1598
202608021112,2026-08-02,11,12R,5121,0.1343,4320,0.126,4848,0.1434,4686,0.1156,5224,0.1376,4682,0.1452
