レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,2枠_登録番号,2枠_推定ST,3枠_登録番号,3枠_推定ST,4枠_登録番号,4枠_推定ST,5枠_登録番号,5枠_推定ST,6枠_登録番号,6枠_推定ST
202608040101,2026-08-04,01,01R,4987,0.1519,3778,0.2109,4990,0.2026,4275,0.2008,3355,0.2624,5390,0.1745
202608040102,2026-08-04,01,02R,3175,0.1526,4071,0.1684,3470,0.1689,3474,0.1717,4240,0.1594,5180,0.2119
202608040103,2026-08-04,01,03R,3604,0.1822,4965,0.1647,5340,0.1497,4733,0.1492,3518,0.1902,5129,0.1592
202608040104,2026-08-04,01,04R,5069,0.1592,4045,0.1507,3334,0.1882,3302,0.1706,3845,0.2017,5291,0.2196
202608040105,2026-08-04,01,05R,5182,0.1441,5204,0.1682,4784,0.223,4947,0.1822,5003,0.1712,5163,0.1966
202608040106,2026-08-04,01,06R,4927,0.1457,3470,0.1749,4300,0.1624,4408,0.1945,4990,0.2085,5108,0.2563
202608040107,2026-08-04,01,07R,4014,0.1749,3528,0.1922,4885,0.1371,3509,0.1512,5117,0.1833,5416,0.1445
202608040108,2026-08-04,01,08R,4773,0.1704,3518,0.1903,4589,0.1641,4901,0.1575,4936,0.2116,5123,0.1837
202608040109,2026-08-04,01,09R,5163,0.1757,3845,0.2018,3474,0.1687,4045,0.1477,5204,0.1681,3604,0.2031
202608040110,2026-08-04,01,10R,3334,0.1867,4240,0.1595,4733,0.1462,4927,0.1502,4965,0.1646,3175,0.1735
202608040111,2026-08-04,01,11R,4885,0.1356,5069,0.1667,3302,0.1676,5340,0.1527,4014,0.1823,5182,0.165
202608040112,2026-08-04,01,12R,4300,0.1609,3509,0.1542,5117,0.1774,5180,0.1955,4947,0.1851,4589,0.1835
202608040401,2026-08-04,04,01R,4863,0.1701,3434,0.1846,4216,0.1316,4911,0.1539,4177,0.1707,4549,0.2004
202608040402,2026-08-04,04,02R,5051,0.1449,4114,0.183,4639,0.1455,3907,0.1533,3268,0.1569,4898,0.1447
202608040403,2026-08-04,04,03R,4128,0.1629,5076,0.1594,4215,0.153,4329,0.1625,4067,0.1546,4532,0.1561
202608040404,2026-08-04,04,04R,4821,0.1775,4471,0.1539,4669,0.1493,4939,0.1155,4930,0.1434,4684,0.1437
202608040405,2026-08-04,04,05R,4085,0.1932,4397,0.126,4314,0.1384,3664,0.1671,4631,0.1457,3898,0.1459
202608040406,2026-08-04,04,06R,3912,0.1263,4269,0.1427,4504,0.124,3434,0.1816,4539,0.1306,3161,0.1903
202608040407,2026-08-04,04,07R,4114,0.1755,4978,0.1598,4073,0.1384,4549,0.184,4113,0.1727,3590,0.1555
202608040408,2026-08-04,04,08R,4710,0.1296,4177,0.1708,3268,0.151,4188,0.1172,5076,0.1593,3226,0.1978
202608040409,2026-08-04,04,09R,4669,0.1478,4532,0.1427,5051,0.1464,4863,0.1746,4583,0.14,3833,0.1398
202608040410,2026-08-04,04,10R,4483,0.1279,4898,0.1313,4067,0.1487,4216,0.1346,4397,0.1259,4156,0.1616
202608040411,2026-08-04,04,11R,4939,0.111,4314,0.1444,4329,0.1595,4539,0.1277,4911,0.1568,4639,0.1649
202608040412,2026-08-04,04,12R,4504,0.1225,4930,0.1435,3907,0.1503,3898,0.1295,4215,0.1589,4978,0.1732
202608040501,2026-08-04,05,01R,4182,0.1726,5153,0.1906,4340,0.2035,3339,0.1582,5230,0.1896,4540,0.1469
202608040502,2026-08-04,05,02R,5232,0.1429,4834,0.1299,3256,0.1381,5434,0.1421,4306,0.1926,4759,0.1654
202608040503,2026-08-04,05,03R,4389,0.1712,5360,0.1891,3436,0.1456,5057,0.1379,5082,0.1774,4362,0.1591
202608040504,2026-08-04,05,04R,4254,0.1324,4568,0.1392,4526,0.1352,3659,0.1551,3306,0.1524,4228,0.1801
202608040505,2026-08-04,05,05R,4518,0.1861,4728,0.2075,4836,0.1395,4356,0.1571,5383,0.1367,4095,0.1423
202608040506,2026-08-04,05,06R,4076,0.1841,4581,0.1573,3850,0.1336,4119,0.1649,5216,0.1563,4444,0.143
