レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,2枠_登録番号,2枠_推定ST,3枠_登録番号,3枠_推定ST,4枠_登録番号,4枠_推定ST,5枠_登録番号,5枠_推定ST,6枠_登録番号,6枠_推定ST
202608030101,2026-08-03,01,01R,3778,0.1994,4408,0.1883,3355,0.2431,5416,0.1235,3470,0.1695,5180,0.2073
202608030102,2026-08-03,01,02R,4275,0.1981,3334,0.1929,4589,0.1639,4990,0.2054,3604,0.1912,4733,0.1673
202608030103,2026-08-03,01,03R,4947,0.181,5291,0.2032,5003,0.1637,5390,0.1593,5129,0.1476,4071,0.186
202608030104,2026-08-03,01,04R,5123,0.1643,5108,0.2391,3175,0.1545,4965,0.1615,3845,0.2027,5069,0.182
202608030105,2026-08-03,01,05R,5340,0.1503,5182,0.1511,4045,0.1443,4773,0.1752,5416,0.1264,4936,0.2232
202608030106,2026-08-03,01,06R,4408,0.1808,3528,0.1869,4014,0.1734,5204,0.1635,4240,0.1582,3474,0.1876
202608030107,2026-08-03,01,07R,4784,0.2244,5180,0.1939,3302,0.1685,3604,0.1883,5163,0.1839,4927,0.1647
202608030108,2026-08-03,01,08R,3509,0.1463,4885,0.1408,3518,0.187,4275,0.2026,5123,0.1717,4987,0.1736
202608030109,2026-08-03,01,09R,4990,0.2009,4901,0.16,4936,0.2038,5291,0.2002,3355,0.249,5108,0.2525
202608030110,2026-08-03,01,10R,5204,0.159,3845,0.2028,4773,0.1722,4300,0.1644,5390,0.1622,5117,0.1979
202608030111,2026-08-03,01,11R,5129,0.1402,5163,0.184,5069,0.1626,4733,0.1509,5182,0.151,4014,0.1928
202608030112,2026-08-03,01,12R,4885,0.1333,4927,0.1513,4965,0.1585,4240,0.1553,4045,0.1502,3334,0.2063
202608030401,2026-08-03,04,01R,3664,0.1633,3161,0.1809,4113,0.1684,4033,0.136,4863,0.1744,4471,0.1672
202608030402,2026-08-03,04,02R,4397,0.1229,4684,0.1326,3912,0.131,4177,0.1704,4128,0.1747,4583,0.1528
202608030403,2026-08-03,04,03R,4631,0.14,3226,0.188,4269,0.1391,5051,0.153,3898,0.1315,4216,0.1504
202608030404,2026-08-03,04,04R,4329,0.1594,4156,0.1498,4114,0.1789,4821,0.1829,4073,0.1478,4188,0.1359
202608030405,2026-08-03,04,05R,4639,0.1444,3833,0.1276,4085,0.1975,5076,0.1589,4504,0.1344,4483,0.1492
202608030406,2026-08-03,04,06R,4978,0.1532,4939,0.1216,4710,0.1324,4067,0.1523,3664,0.1707,4669,0.1684
202608030407,2026-08-03,04,07R,4314,0.1379,4583,0.1394,3590,0.1383,4898,0.1324,3161,0.1808,4930,0.159
202608030408,2026-08-03,04,08R,4911,0.1504,4113,0.1744,4631,0.1415,4532,0.1394,4684,0.1325,3268,0.1706
202608030409,2026-08-03,04,09R,4549,0.1811,4539,0.1295,4156,0.1438,4128,0.1718,4269,0.145,3907,0.1709
202608030410,2026-08-03,04,10R,4073,0.1404,4215,0.1622,4471,0.1478,3226,0.185,3833,0.1275,3434,0.1988
202608030411,2026-08-03,04,11R,3898,0.1241,4821,0.1859,4483,0.1298,4710,0.1354,3912,0.1369,4033,0.1524
202608030412,2026-08-03,04,12R,3590,0.1368,4188,0.1225,4397,0.1244,4504,0.1315,5051,0.1559,4939,0.135
202608030501,2026-08-03,05,01R,5360,0.1891,3339,0.1669,4540,0.1292,5383,0.1384,5082,0.1797,4053,0.1962
202608030502,2026-08-03,05,02R,3850,0.1337,4254,0.1409,4568,0.1359,4095,0.1262,3994,0.1784,4306,0.2096
202608030503,2026-08-03,05,03R,4836,0.1408,3659,0.1564,4754,0.145,3643,0.1726,4728,0.2083,5454,0.2264
202608030504,2026-08-03,05,04R,4340,0.2031,4581,0.1611,4759,0.1495,4076,0.1879,4362,0.147,4548,0.2703
202608030505,2026-08-03,05,05R,4356,0.1548,5004,0.1339,4518,0.1906,4526,0.1406,5153,0.1951,4119,0.1867
202608030506,2026-08-03,05,06R,3256,0.1372,4084,0.1486,4389,0.1756,4384,0.1655,3339,0.1668,5230,0.2058
202608030507,2026-08-03,05,07R,3436,0.1455,4053,0.1828,4444,0.1245,4306,0.1932,5434,0.1473,5454,0.2264
202608030508,2026-08-03,05,08R,4228,0.1607,5216,0.1561,3994,0.1725,4728,0.2054,5232,0.1493,4182,0.1926
202608030509,2026-08-03,05,09R,4362,0.1396,4834,0.1307,3306,0.1486,5360,0.1936,4119,0.1732,3659,0.1698
202608030510,2026-08-03,05,10R,4084,0.1411,4754,0.151,4356,0.1563,4568,0.1389,4759,0.1554,5383,0.1548
202608030511,2026-08-03,05,11R,4095,0.1217,4384,0.1685,4526,0.1376,4836,0.1453,4540,0.1351,4581,0.1745
202608030512,2026-08-03,05,12R,4444,0.123,4389,0.1816,4228,0.1622,4254,0.1379,5057,0.1414,4518,0.21
202608030601,2026-08-03,06,01R,3990,0.1395,3612,0.1291,3713,0.1776,3564,0.1604,3928,0.1643,3934,0.177
202608030602,2026-08-03,06,02R,3870,0.1734,3988,0.1315,4040,0.1468,3997,0.1563,3459,0.1558,3563,0.1606
202608030603,2026-08-03,06,03R,3054,0.1841,3744,0.1204,3541,0.1587,3690,0.1853,4006,0.1698,3931,0.1498
202608030604,2026-08-03,06,04R,4061,0.1189,3718,0.1582,3710,0.1706,4010,0.1585,3445,0.186,3630,0.1652
202608030605,2026-08-03,06,05R,4086,0.1221,4007,0.1297,3742,0.1667,4025,0.1668,3909,0.1045,3352,0.1832
202608030606,2026-08-03,06,06R,3928,0.1569,3983,0.1443,3882,0.1581,3319,0.1508,3854,0.1685,3953,0.2078
202608030607,2026-08-03,06,07R,3730,0.139,3956,0.1628,3712,0.1567,3713,0.1806,3940,0.1426,4006,0.1833
202608030608,2026-08-03,06,08R,3562,0.1495,3990,0.147,3054,0.1856,3984,0.1556,3870,0.1808,3710,0.19
202608030609,2026-08-03,06,09R,4152,0.1538,3630,0.1518,3564,0.1574,3742,0.1697,3744,0.1203,3997,0.1727
