レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,1枠_推定ST_p25,1枠_推定ST_p75,2枠_登録番号,2枠_推定ST,2枠_推定ST_p25,2枠_推定ST_p75,3枠_登録番号,3枠_推定ST,3枠_推定ST_p25,3枠_推定ST_p75,4枠_登録番号,4枠_推定ST,4枠_推定ST_p25,4枠_推定ST_p75,5枠_登録番号,5枠_推定ST,5枠_推定ST_p25,5枠_推定ST_p75,6枠_登録番号,6枠_推定ST,6枠_推定ST_p25,6枠_推定ST_p75
202608260101,2026-08-26,01,01R,3959,0.1323,0.0935,0.171,4682,0.132,0.0989,0.165,3783,0.1418,0.1012,0.1824,4847,0.133,0.0957,0.1703,4446,0.1444,0.1089,0.1798,4445,0.1377,0.0995,0.176
202608260102,2026-08-26,01,02R,4685,0.147,0.1097,0.1843,4787,0.1259,0.0875,0.1643,4061,0.1212,0.0868,0.1556,4719,0.127,0.0954,0.1587,4262,0.1335,0.1007,0.1663,4266,0.1671,0.1069,0.2273
202608260103,2026-08-26,01,03R,4497,0.1309,0.0928,0.169,3590,0.1317,0.0907,0.1726,4418,0.1148,0.0782,0.1515,4477,0.1303,0.0936,0.1671,4851,0.1235,0.0893,0.1577,4337,0.1324,0.0971,0.1678
202608260104,2026-08-26,01,04R,4362,0.1333,0.099,0.1677,4547,0.1504,0.1086,0.1921,4939,0.1218,0.0857,0.1579,3854,0.1532,0.1085,0.1978,4831,0.147,0.1142,0.1797,3941,0.1393,0.1057,0.1729
202608260105,2026-08-26,01,05R,4604,0.1346,0.0992,0.1699,4494,0.1568,0.1145,0.199,4188,0.109,0.0726,0.1453,4030,0.1297,0.0973,0.1622,4024,0.1585,0.1228,0.1943,4371,0.1434,0.1039,0.1828
202608260106,2026-08-26,01,06R,3415,0.1241,0.0866,0.1617,3942,0.1417,0.1073,0.1761,3959,0.1338,0.095,0.1725,4848,0.145,0.1041,0.1858,4013,0.1469,0.1052,0.1886,4238,0.1512,0.1145,0.188
202608260107,2026-08-26,01,07R,3783,0.1403,0.0997,0.1809,4266,0.1537,0.0935,0.2139,4205,0.1218,0.0899,0.1538,4320,0.1203,0.0789,0.1617,4352,0.1351,0.1005,0.1697,3897,0.1329,0.0983,0.1675
202608260108,2026-08-26,01,08R,3854,0.1487,0.104,0.1933,4686,0.1269,0.0907,0.1631,4719,0.124,0.0924,0.1557,4366,0.1593,0.1186,0.2,5121,0.1442,0.1059,0.1825,4571,0.1645,0.1189,0.21
202608260109,2026-08-26,01,09R,4237,0.1376,0.0905,0.1848,3941,0.1259,0.0923,0.1595,4444,0.1202,0.0814,0.159,4445,0.1213,0.0831,0.1596,4787,0.1258,0.0874,0.1642,4477,0.1467,0.11,0.1835
202608260110,2026-08-26,01,10R,4188,0.1075,0.0711,0.1438,4831,0.1471,0.1143,0.1798,4446,0.1385,0.103,0.1739,4344,0.1441,0.0971,0.1911,4166,0.1221,0.0869,0.1572,3590,0.1451,0.1041,0.186
