レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,1枠_推定ST_p25,1枠_推定ST_p75,2枠_登録番号,2枠_推定ST,2枠_推定ST_p25,2枠_推定ST_p75,3枠_登録番号,3枠_推定ST,3枠_推定ST_p25,3枠_推定ST_p75,4枠_登録番号,4枠_推定ST,4枠_推定ST_p25,4枠_推定ST_p75,5枠_登録番号,5枠_推定ST,5枠_推定ST_p25,5枠_推定ST_p75,6枠_登録番号,6枠_推定ST,6枠_推定ST_p25,6枠_推定ST_p75
202608220201,2026-08-22,02,01R,3445,0.1728,0.1275,0.2181,5131,0.1665,0.1226,0.2103,4432,0.1293,0.0883,0.1703,5383,0.1462,0.0978,0.1946,5405,0.1787,0.1297,0.2277,5120,0.1779,0.1336,0.2221
202608220202,2026-08-22,02,02R,5070,0.1852,0.1389,0.2315,4191,0.143,0.1048,0.1812,4201,0.1443,0.1007,0.1879,4782,0.2013,0.1494,0.2531,3888,0.149,0.1135,0.1845,3294,0.1842,0.1404,0.2279
202608220203,2026-08-22,02,03R,4439,0.1795,0.139,0.2199,4089,0.1632,0.1217,0.2048,5098,0.123,0.0834,0.1627,4189,0.1744,0.1376,0.2113,3105,0.1563,0.1196,0.1929,4581,0.1627,0.1215,0.204
202608220204,2026-08-22,02,04R,4618,0.1735,0.1362,0.2108,4215,0.1543,0.1109,0.1977,4066,0.16,0.1166,0.2034,5058,0.168,0.122,0.2141,5374,0.1189,0.0776,0.1602,4551,0.1709,0.1165,0.2254
202608220205,2026-08-22,02,05R,4394,0.1223,0.0866,0.158,3503,0.1535,0.1116,0.1954,3445,0.1743,0.129,0.2196,5142,0.1444,0.104,0.1848,3517,0.1352,0.0981,0.1723,5430,0.1957,0.1503,0.241
202608220206,2026-08-22,02,06R,3313,0.158,0.115,0.2009,3664,0.162,0.128,0.196,5070,0.1867,0.1404,0.233,4472,0.1337,0.096,0.1714,5034,0.1183,0.0805,0.1562,4942,0.164,0.124,0.2041
202608220207,2026-08-22,02,07R,4496,0.1556,0.1151,0.1961,4439,0.187,0.1465,0.2274,3294,0.1648,0.121,0.2085,5374,0.116,0.0747,0.1573,5383,0.1491,0.1007,0.1975,4234,0.1744,0.1308,0.2181
202608220208,2026-08-22,02,08R,5131,0.159,0.1151,0.2028,4618,0.181,0.1437,0.2183,4189,0.1714,0.1346,0.2083,4201,0.1473,0.1037,0.1909,5430,0.1822,0.1368,0.2275,3508,0.1986,0.1621,0.2351
202608220209,2026-08-22,02,09R,4066,0.1585,0.1151,0.2019,3517,0.1353,0.0982,0.1724,4191,0.137,0.0988,0.1752,5405,0.1758,0.1268,0.2248,5098,0.1289,0.0893,0.1686,4540,0.149,0.0997,0.1983
202608220210,2026-08-22,02,10R,4215,0.1468,0.1034,0.1902,4581,0.1493,0.1081,0.1906,5142,0.1414,0.101,0.1818,3664,0.159,0.125,0.193,4432,0.1352,0.0942,0.1762,3286,0.1704,0.1271,0.2136
202608220211,2026-08-22,02,11R,4472,0.1292,0.0915,0.1669,3888,0.1491,0.1136,0.1846,3503,0.1475,0.1056,0.1894,3105,0.1534,0.1167,0.19,5058,0.1709,0.1249,0.217,4287,0.158,0.1273,0.1888
202608220212,2026-08-22,02,12R,5034,0.1109,0.0731,0.1488,3508,0.1852,0.1487,0.2217,5120,0.1585,0.1142,0.2027,4496,0.1601,0.1196,0.2006,4551,0.1574,0.103,0.2119,4782,0.2177,0.1658,0.2695
202608220301,2026-08-22,03,01R,5063,0.159,0.1198,0.1982,5312,0.1797,0.1267,0.2328,4213,0.1697,0.121,0.2184,4169,0.1794,0.1351,0.2237,5259,0.1524,0.1103,0.1945,5100,0.1994,0.1513,0.2475
202608220302,2026-08-22,03,02R,5101,0.1746,0.1238,0.2254,5307,0.1726,0.1142,0.231,3812,0.1512,0.1074,0.195,3989,0.1934,0.1508,0.236,5210,0.1353,0.1004,0.1703,5137,0.1803,0.1255,0.2351
202608220303,2026-08-22,03,03R,4129,0.1738,0.1224,0.2253,4705,0.1622,0.1183,0.2062,3715,0.1677,0.1252,0.2101,4737,0.1727,0.1297,0.2157,5253,0.249,0.2064,0.2916,5181,0.1756,0.1379,0.2133
202608220304,2026-08-22,03,04R,3652,0.168,0.1195,0.2165,4943,0.14,0.0981,0.182,5329,0.1578,0.1168,0.1989,4504,0.1248,0.091,0.1585,5252,0.1326,0.0967,0.1686,5388,0.2305,0.1791,0.2819
