レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,1枠_推定ST_p25,1枠_推定ST_p75,2枠_登録番号,2枠_推定ST,2枠_推定ST_p25,2枠_推定ST_p75,3枠_登録番号,3枠_推定ST,3枠_推定ST_p25,3枠_推定ST_p75,4枠_登録番号,4枠_推定ST,4枠_推定ST_p25,4枠_推定ST_p75,5枠_登録番号,5枠_推定ST,5枠_推定ST_p25,5枠_推定ST_p75,6枠_登録番号,6枠_推定ST,6枠_推定ST_p25,6枠_推定ST_p75
202608110101,2026-08-11,01,01R,3850,0.1302,0.0938,0.1666,4407,0.162,0.1206,0.2034,5150,0.1402,0.0953,0.1851,4240,0.1487,0.107,0.1904,4281,0.1553,0.1129,0.1977,5455,0.1959,0.1416,0.2501
202608110102,2026-08-11,01,02R,4113,0.1545,0.1183,0.1907,4888,0.1774,0.1336,0.2212,3805,0.1167,0.0833,0.1501,4550,0.1605,0.1226,0.1985,4766,0.1159,0.0787,0.1531,5141,0.1652,0.1301,0.2003
202608110103,2026-08-11,01,03R,3406,0.1528,0.1121,0.1934,3441,0.1863,0.1391,0.2334,4420,0.1468,0.1059,0.1876,3655,0.1867,0.1486,0.2248,5364,0.1432,0.0981,0.1882,4645,0.1467,0.1068,0.1866
202608110104,2026-08-11,01,04R,4491,0.1797,0.1343,0.2251,3475,0.1767,0.1374,0.216,3740,0.1446,0.1037,0.1855,4880,0.1534,0.1169,0.1899,3482,0.1385,0.1014,0.1756,5065,0.1347,0.1028,0.1666
202608110105,2026-08-11,01,05R,4568,0.1307,0.0959,0.1656,5234,0.1316,0.0912,0.1719,3532,0.1618,0.1221,0.2015,5090,0.1677,0.1289,0.2064,4486,0.1572,0.116,0.1984,3860,0.2108,0.1665,0.255
202608110106,2026-08-11,01,06R,4188,0.1032,0.0668,0.1395,3827,0.1686,0.1248,0.2124,3947,0.1701,0.1257,0.2145,3973,0.1945,0.1553,0.2338,3850,0.1376,0.1012,0.174,4888,0.1908,0.147,0.2346
202608110107,2026-08-11,01,07R,4540,0.1194,0.0769,0.162,4281,0.1554,0.113,0.1978,4238,0.1341,0.0963,0.1719,3406,0.1573,0.1166,0.1979,4113,0.1619,0.1257,0.1981,5301,0.1717,0.1363,0.2072
202608110108,2026-08-11,01,08R,4550,0.156,0.1181,0.194,3655,0.1897,0.1516,0.2278,4880,0.1504,0.1139,0.1869,4407,0.159,0.1176,0.2004,4851,0.1266,0.0911,0.1621,5103,0.2189,0.1687,0.2692
202608110109,2026-08-11,01,09R,4987,0.1535,0.1175,0.1894,5153,0.1886,0.1411,0.236,4240,0.1457,0.104,0.1874,5320,0.1624,0.1209,0.2039,5390,0.1585,0.1171,0.1998,4940,0.1909,0.1405,0.2412
202608110110,2026-08-11,01,10R,4539,0.1164,0.0837,0.149,3659,0.1615,0.1265,0.1964,3475,0.1707,0.1314,0.21,5141,0.1488,0.1137,0.1839,4568,0.1381,0.1033,0.173,5216,0.1702,0.133,0.2073
202608110111,2026-08-11,01,11R,3740,0.1431,0.1022,0.184,4645,0.1333,0.0934,0.1732,5090,0.1647,0.1259,0.2034,4540,0.1239,0.0814,0.1665,3805,0.1226,0.0892,0.156,5150,0.1596,0.1147,0.2045
202608110112,2026-08-11,01,12R,4238,0.1326,0.0948,0.1704,4188,0.1107,0.0743,0.147,4851,0.1207,0.0852,0.1562,4787,0.1267,0.0876,0.1657,4362,0.1427,0.1077,0.1778,5234,0.145,0.1046,0.1853
202608110401,2026-08-11,04,01R,4283,0.166,0.1172,0.2147,5365,0.2006,0.1542,0.2471,4484,0.1867,0.1398,0.2336,5436,0.1957,0.1504,0.2411,4680,0.1892,0.1421,0.2363,5415,0.2569,0.2101,0.3036
202608110402,2026-08-11,04,02R,4496,0.1472,0.1063,0.1881,5226,0.1484,0.105,0.1918,3992,0.1438,0.1059,0.1817,5175,0.1627,0.1186,0.2069,4779,0.1507,0.1133,0.1882,4660,0.1968,0.1531,0.2405
202608110403,2026-08-11,04,03R,4813,0.1906,0.1505,0.2308,4488,0.1546,0.1191,0.1902,4460,0.1383,0.0971,0.1795,3385,0.1495,0.1089,0.1901,4728,0.2042,0.1605,0.2479,4619,0.1666,0.1166,0.2166
202608110404,2026-08-11,04,04R,4421,0.1829,0.1335,0.2322,4297,0.1204,0.085,0.1558,4152,0.1539,0.1156,0.1923,3319,0.1555,0.1185,0.1925,5135,0.167,0.1197,0.2143,5449,0.1887,0.1414,0.236
202608110405,2026-08-11,04,05R,4104,0.1261,0.0867,0.1656,3857,0.1862,0.1429,0.2295,4759,0.1439,0.1052,0.1826,3859,0.1435,0.1011,0.1859,5005,0.146,0.101,0.191,5422,0.1919,0.1523,0.2315
202608110406,2026-08-11,04,06R,3353,0.1446,0.0936,0.1957,4895,0.1301,0.0905,0.1697,5047,0.153,0.1035,0.2025,4283,0.1705,0.1217,0.2192,5427,0.2103,0.1634,0.2572,3966,0.1757,0.1389,0.2125
202608110407,2026-08-11,04,07R,4676,0.167,0.1235,0.2105,3463,0.1871,0.1465,0.2278,4211,0.1218,0.0839,0.1596,3992,0.1468,0.1089,0.1847,5436,0.1986,0.1533,0.244,3256,0.1551,0.1135,0.1968
202608110408,2026-08-11,04,08R,3385,0.145,0.1044,0.1856,5292,0.195,0.1403,0.2496,5365,0.1946,0.1482,0.2411,4036,0.1534,0.1141,0.1928,5226,0.1483,0.1049,0.1917,5253,0.2597,0.2192,0.3002
202608110409,2026-08-11,04,09R,5228,0.154,0.1157,0.1922,3319,0.1585,0.1215,0.1955,4560,0.1495,0.1082,0.1908,4779,0.1478,0.1104,0.1853,4619,0.1531,0.1031,0.2031,4484,0.2061,0.1592,0.253
202608110410,2026-08-11,04,10R,4680,0.1818,0.1347,0.2289,3826,0.1507,0.1101,0.1913,4728,0.1983,0.1546,0.242,4191,0.1536,0.1152,0.192,3857,0.1861,0.1428,0.2294,4152,0.1733,0.135,0.2117
202608110411,2026-08-11,04,11R,5005,0.1386,0.0936,0.1836,5135,0.1671,0.1198,0.2144,4053,0.1701,0.1223,0.2178,4895,0.1271,0.0875,0.1667,4460,0.1442,0.103,0.1854,5175,0.1791,0.135,0.2233
202608110412,2026-08-11,04,12R,4759,0.1424,0.1037,0.1811,3256,0.1417,0.1001,0.1834,3966,0.1563,0.1195,0.1931,4297,0.1174,0.082,0.1528,4496,0.1546,0.1137,0.1955,4488,0.168,0.1325,0.2036
202608110501,2026-08-11,05,01R,3867,0.1691,0.1116,0.2266,3251,0.1893,0.1508,0.2278,3391,0.1744,0.1322,0.2166,3550,0.1448,0.1072,0.1824,4169,0.1828,0.1362,0.2294,3896,0.164,0.1206,0.2075
202608110502,2026-08-11,05,02R,3583,0.1799,0.1309,0.2289,3769,0.163,0.1216,0.2045,3838,0.1362,0.1017,0.1708,4677,0.1313,0.0953,0.1672,4449,0.1591,0.1094,0.2087,5293,0.1884,0.1437,0.2331
202608110503,2026-08-11,05,03R,5204,0.1554,0.1126,0.1982,5314,0.1703,0.1259,0.2148,4569,0.1701,0.1293,0.2109,4414,0.1783,0.1283,0.2284,5361,0.1971,0.1467,0.2475,5322,0.1693,0.1226,0.2159
202608110504,2026-08-11,05,04R,5315,0.1929,0.1413,0.2446,3681,0.1729,0.1342,0.2116,3981,0.1722,0.1354,0.2091,4579,0.144,0.106,0.182,4943,0.1404,0.1004,0.1805,3800,0.1673,0.124,0.2106
202608110505,2026-08-11,05,05R,3591,0.1722,0.121,0.2234,3905,0.1452,0.1066,0.1838,4161,0.1475,0.1074,0.1876,5075,0.1729,0.1241,0.2216,3391,0.1803,0.1381,0.2225,4261,0.1731,0.1412,0.2049
202608110506,2026-08-11,05,06R,5293,0.1675,0.1228,0.2122,4012,0.1387,0.0998,0.1775,3550,0.1418,0.1042,0.1794,4129,0.1711,0.1242,0.218,4700,0.1476,0.1021,0.1931,5157,0.1708,0.1319,0.2097
202608110507,2026-08-11,05,07R,5322,0.1484,0.1017,0.195,4357,0.1646,0.1232,0.206,4169,0.1769,0.1303,0.2235,5266,0.1581,0.116,0.2002,5314,0.1702,0.1258,0.2147,4904,0.1688,0.125,0.2125
202608110508,2026-08-11,05,08R,5361,0.1897,0.1393,0.2401,4943,0.1405,0.1005,0.1806,4856,0.1347,0.0988,0.1707,4750,0.1471,0.1079,0.1863,4569,0.176,0.1352,0.2168,3867,0.19,0.1325,0.2475
202608110509,2026-08-11,05,09R,3800,0.1464,0.1031,0.1897,5315,0.2004,0.1488,0.2521,4677,0.1283,0.0923,0.1642,4161,0.1505,0.1104,0.1906,3769,0.1629,0.1215,0.2044,3251,0.2027,0.1642,0.2412
202608110510,2026-08-11,05,10R,4261,0.1522,0.1203,0.184,5157,0.1574,0.1185,0.1963,4579,0.141,0.103,0.179,3838,0.1392,0.1047,0.1738,3681,0.1728,0.1341,0.2115,3905,0.1586,0.12,0.1972
202608110511,2026-08-11,05,11R,4904,0.1479,0.1041,0.1916,4700,0.1477,0.1022,0.1932,5075,0.1699,0.1211,0.2186,5204,0.1599,0.1171,0.2027,4357,0.1645,0.1231,0.2059,4012,0.1521,0.1132,0.1909
202608110512,2026-08-11,05,12R,3484,0.1739,0.1337,0.214,5017,0.1202,0.0836,0.1567,4024,0.1619,0.124,0.1997,4262,0.131,0.0989,0.1631,5331,0.1295,0.0837,0.1753,3557,0.1547,0.1131,0.1963
202608110601,2026-08-11,06,01R,5332,0.156,0.1108,0.2011,4150,0.1249,0.0894,0.1604,5385,0.1348,0.0896,0.18,4581,0.1511,0.113,0.1892,4216,0.1327,0.1015,0.1638,5294,0.1677,0.1283,0.2072
202608110602,2026-08-11,06,02R,4840,0.1575,0.1138,0.2013,4360,0.1656,0.1247,0.2066,4076,0.1895,0.1475,0.2314,5432,0.1525,0.1067,0.1983,3563,0.1437,0.1081,0.1792,3744,0.1333,0.0942,0.1724
