レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,1枠_推定ST_p25,1枠_推定ST_p75,2枠_登録番号,2枠_推定ST,2枠_推定ST_p25,2枠_推定ST_p75,3枠_登録番号,3枠_推定ST,3枠_推定ST_p25,3枠_推定ST_p75,4枠_登録番号,4枠_推定ST,4枠_推定ST_p25,4枠_推定ST_p75,5枠_登録番号,5枠_推定ST,5枠_推定ST_p25,5枠_推定ST_p75,6枠_登録番号,6枠_推定ST,6枠_推定ST_p25,6枠_推定ST_p75
202608230201,2026-08-23,02,01R,4201,0.143,0.1002,0.1857,5120,0.1704,0.1245,0.2163,4186,0.1351,0.0907,0.1794,5098,0.1242,0.0848,0.1636,5374,0.1193,0.0785,0.1601,5070,0.2037,0.1583,0.249
202608230202,2026-08-23,02,02R,3445,0.1732,0.1288,0.2175,3888,0.153,0.1135,0.1926,4540,0.1322,0.0826,0.1818,5383,0.1471,0.0996,0.1946,4618,0.1867,0.1482,0.2252,3503,0.1699,0.1256,0.2143
202608230203,2026-08-23,02,03R,3508,0.1801,0.1416,0.2186,4496,0.1703,0.124,0.2166,4439,0.1754,0.1345,0.2164,5405,0.1762,0.1285,0.224,3664,0.1622,0.1293,0.1951,5131,0.1851,0.1394,0.2307
202608230204,2026-08-23,02,04R,3294,0.1622,0.1198,0.2045,5142,0.1456,0.1058,0.1854,4287,0.1396,0.1089,0.1703,5411,0.1604,0.117,0.2038,4782,0.2111,0.1558,0.2664,4234,0.1753,0.1322,0.2183
202608230205,2026-08-23,02,05R,4394,0.1219,0.0866,0.1572,5098,0.1272,0.0878,0.1666,3105,0.1527,0.1163,0.1891,5034,0.1194,0.08,0.1589,4432,0.1364,0.0963,0.1766,3313,0.1787,0.1363,0.2211
202608230206,2026-08-23,02,06R,3503,0.149,0.1047,0.1934,3286,0.158,0.1154,0.2007,5058,0.1637,0.1182,0.2093,4551,0.1577,0.102,0.2134,5383,0.15,0.1025,0.1975,4089,0.1769,0.1358,0.218
202608230207,2026-08-23,02,07R,4472,0.1336,0.0943,0.1728,3664,0.1623,0.1294,0.1952,5131,0.1657,0.12,0.2113,4186,0.1381,0.0937,0.1824,5120,0.1703,0.1244,0.2162,5430,0.1975,0.1527,0.2423
202608230208,2026-08-23,02,08R,4540,0.1307,0.0811,0.1803,4782,0.2112,0.1559,0.2665,5070,0.1843,0.1389,0.2296,5374,0.1164,0.0756,0.1572,4439,0.1813,0.1404,0.2223,3445,0.1941,0.1497,0.2384
202608230209,2026-08-23,02,09R,4287,0.1381,0.1074,0.1688,4618,0.1868,0.1483,0.2253,4432,0.1305,0.0904,0.1707,4394,0.1264,0.0911,0.1617,4201,0.1504,0.1076,0.1931,5411,0.1768,0.1334,0.2202
202608230210,2026-08-23,02,10R,4551,0.1532,0.0975,0.2089,5058,0.1697,0.1242,0.2153,4496,0.1643,0.118,0.2106,3888,0.15,0.1105,0.1896,5405,0.1791,0.1314,0.2269,3294,0.1831,0.1407,0.2254
202608230211,2026-08-23,02,11R,5034,0.1149,0.0755,0.1544,3105,0.1587,0.1223,0.1951,5142,0.1396,0.0998,0.1794,3286,0.155,0.1124,0.1977,4472,0.141,0.1017,0.1802,3508,0.201,0.1625,0.2395
202608230212,2026-08-23,02,12R,4581,0.1411,0.1008,0.1815,4191,0.1423,0.1048,0.1797,4189,0.1756,0.1374,0.2137,4942,0.1456,0.1053,0.186,4066,0.1633,0.1202,0.2065,3517,0.1466,0.1095,0.1837
202608230301,2026-08-23,03,01R,5253,0.2363,0.193,0.2796,5103,0.1944,0.1383,0.2504,5259,0.1521,0.1045,0.1996,5101,0.179,0.129,0.2289,5276,0.1426,0.1015,0.1836,3652,0.1849,0.1353,0.2344
202608230302,2026-08-23,03,02R,4041,0.2042,0.1494,0.259,5028,0.1475,0.0986,0.1964,4167,0.1375,0.0985,0.1765,4129,0.1739,0.1212,0.2267,5137,0.1651,0.1114,0.2189,5312,0.1967,0.1443,0.2491
202608230303,2026-08-23,03,03R,3935,0.1349,0.0954,0.1743,4213,0.1755,0.1281,0.223,5199,0.0984,0.0654,0.1313,4943,0.1334,0.0904,0.1764,4504,0.1277,0.0946,0.1609,5065,0.1392,0.1058,0.1725
202608230304,2026-08-23,03,04R,3715,0.1648,0.1234,0.2062,4403,0.1313,0.0938,0.1688,4169,0.1764,0.1329,0.2198,4790,0.1624,0.1237,0.201,5307,0.1701,0.1126,0.2277,5388,0.2393,0.1875,0.2911
202608230305,2026-08-23,03,05R,5249,0.134,0.0928,0.1753,3812,0.1634,0.1135,0.2132,5132,0.1342,0.0961,0.1724,3652,0.1685,0.1189,0.218,4693,0.1833,0.1427,0.2238,4475,0.1531,0.1154,0.1907
202608230306,2026-08-23,03,06R,5103,0.1869,0.1308,0.2429,5210,0.1343,0.1001,0.1684,5181,0.1604,0.1221,0.1988,5048,0.1753,0.1346,0.2161,5329,0.163,0.1225,0.2035,4737,0.1889,0.1471,0.2308
202608230307,2026-08-23,03,07R,5252,0.1257,0.0894,0.162,4857,0.1365,0.0979,0.1752,5101,0.176,0.126,0.2259,5261,0.1604,0.1217,0.1991,5065,0.1257,0.0923,0.159,5063,0.1799,0.1412,0.2185
202608230308,2026-08-23,03,08R,4705,0.1565,0.1108,0.2021,4504,0.1278,0.0947,0.161,4933,0.1222,0.0869,0.1575,4041,0.2087,0.1539,0.2635,5100,0.1831,0.1355,0.2306,4124,0.1899,0.1483,0.2315
202608230309,2026-08-23,03,09R,5137,0.1577,0.104,0.2115,4895,0.1344,0.0924,0.1765,5249,0.1355,0.0943,0.1768,5276,0.1397,0.0986,0.1807,4943,0.1363,0.0933,0.1793,4028,0.1667,0.1284,0.2049
202608230310,2026-08-23,03,10R,4118,0.1486,0.1112,0.186,4790,0.1654,0.1267,0.204,5048,0.1723,0.1316,0.2131,3935,0.1394,0.0999,0.1788,5132,0.1401,0.102,0.1783,4129,0.1903,0.1376,0.2431
202608230311,2026-08-23,03,11R,5028,0.14,0.0911,0.1889,4475,0.1397,0.102,0.1773,4161,0.1449,0.1067,0.183,5210,0.1313,0.0971,0.1654,5063,0.1664,0.1277,0.205,5388,0.2393,0.1875,0.2911
202608230312,2026-08-23,03,12R,4857,0.129,0.0904,0.1677,4167,0.1435,0.1045,0.1825,4403,0.1253,0.0878,0.1628,5329,0.1601,0.1196,0.2006,4124,0.1764,0.1348,0.218,5199,0.1178,0.0848,0.1507
202608230401,2026-08-23,04,01R,3982,0.1541,0.1144,0.1938,3339,0.1513,0.1079,0.1947,3685,0.1532,0.1109,0.1955,5178,0.1813,0.1378,0.2247,4345,0.1586,0.1197,0.1976,5138,0.1896,0.1489,0.2302
202608230402,2026-08-23,04,02R,5349,0.1965,0.1531,0.2399,5073,0.1758,0.1353,0.2163,4944,0.15,0.1112,0.1888,4095,0.1724,0.1349,0.2099,4632,0.1736,0.1257,0.2214,3419,0.2268,0.1727,0.281
202608230403,2026-08-23,04,03R,3544,0.1713,0.1272,0.2155,4105,0.1884,0.1469,0.2298,3277,0.1614,0.1196,0.2031,4815,0.1796,0.1316,0.2276,4661,0.1681,0.1281,0.2082,3717,0.1619,0.1219,0.2019
202608230404,2026-08-23,04,04R,4202,0.1738,0.1306,0.217,3412,0.1498,0.1161,0.1835,5301,0.1491,0.1168,0.1815,3202,0.1845,0.1375,0.2314,5167,0.1436,0.1001,0.1871,3461,0.189,0.1465,0.2314
202608230405,2026-08-23,04,05R,4252,0.1545,0.1107,0.1983,3933,0.1688,0.1309,0.2066,5125,0.1908,0.1442,0.2375,4295,0.1269,0.0893,0.1644,4917,0.139,0.1033,0.1747,4533,0.1872,0.1434,0.231
202608230406,2026-08-23,04,06R,3790,0.1629,0.1215,0.2044,4345,0.1587,0.1198,0.1977,4306,0.1784,0.1409,0.2158,4522,0.138,0.0999,0.1761,4413,0.1592,0.1231,0.1952,3982,0.175,0.1353,0.2147
202608230407,2026-08-23,04,07R,4729,0.172,0.1339,0.2102,4944,0.156,0.1172,0.1948,5178,0.1783,0.1348,0.2217,3339,0.1483,0.1049,0.1917,4095,0.1753,0.1378,0.2128,5245,0.1847,0.144,0.2253
202608230408,2026-08-23,04,08R,5138,0.1687,0.128,0.2093,3277,0.1674,0.1256,0.2091,4779,0.1365,0.0992,0.1738,3685,0.1562,0.1139,0.1985,3544,0.1787,0.1346,0.2229,5349,0.2174,0.174,0.2608
202608230409,2026-08-23,04,09R,4661,0.1607,0.1207,0.2008,4632,0.1737,0.1258,0.2215,4815,0.1766,0.1286,0.2246,5125,0.1938,0.1472,0.2405,5073,0.1757,0.1352,0.2162,4202,0.1947,0.1515,0.2379
202608230410,2026-08-23,04,10R,4917,0.1316,0.0959,0.1673,5167,0.1437,0.1002,0.1872,4522,0.135,0.0969,0.1731,4105,0.1854,0.1439,0.2268,3412,0.1497,0.116,0.1834,4252,0.1754,0.1316,0.2192
202608230411,2026-08-23,04,11R,4413,0.1518,0.1157,0.1878,4295,0.1299,0.0923,0.1674,3202,0.1815,0.1345,0.2284,4729,0.1765,0.1384,0.2147,3933,0.1687,0.1308,0.2065,3790,0.1838,0.1424,0.2253
202608230412,2026-08-23,04,12R,3960,0.0969,0.0674,0.1264,4503,0.1134,0.0796,0.1472,4075,0.1171,0.0809,0.1533,4886,0.1475,0.1046,0.1904,4545,0.1323,0.0898,0.1748,3940,0.1532,0.1186,0.1877
202608230601,2026-08-23,06,01R,3583,0.1839,0.1353,0.2326,3867,0.1817,0.127,0.2364,3233,0.1784,0.1343,0.2226,4197,0.1841,0.143,0.2251,4332,0.2123,0.1672,0.2574,4809,0.1656,0.1247,0.2065
202608230602,2026-08-23,06,02R,3825,0.1134,0.0701,0.1567,4074,0.1357,0.098,0.1734,3981,0.169,0.1333,0.2046,4435,0.1668,0.1231,0.2105,3546,0.1748,0.1271,0.2225,4258,0.2001,0.1435,0.2568
202608230603,2026-08-23,06,03R,4785,0.1767,0.1256,0.2278,4133,0.1508,0.1041,0.1974,5026,0.1567,0.1024,0.2111,5315,0.1892,0.1402,0.2381,4700,0.1503,0.1072,0.1934,5263,0.1776,0.1386,0.2165
202608230604,2026-08-23,06,04R,4199,0.1427,0.1057,0.1797,3911,0.1693,0.1258,0.2128,5053,0.1842,0.1424,0.226,4323,0.1466,0.1055,0.1877,4214,0.1652,0.1258,0.2045,4465,0.201,0.142,0.2601
