レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,1枠_推定ST_p25,1枠_推定ST_p75,2枠_登録番号,2枠_推定ST,2枠_推定ST_p25,2枠_推定ST_p75,3枠_登録番号,3枠_推定ST,3枠_推定ST_p25,3枠_推定ST_p75,4枠_登録番号,4枠_推定ST,4枠_推定ST_p25,4枠_推定ST_p75,5枠_登録番号,5枠_推定ST,5枠_推定ST_p25,5枠_推定ST_p75,6枠_登録番号,6枠_推定ST,6枠_推定ST_p25,6枠_推定ST_p75
202608150101,2026-08-15,01,01R,3827,0.1612,0.1152,0.2072,5103,0.2113,0.1573,0.2654,3850,0.127,0.0917,0.1622,4987,0.1585,0.1238,0.1932,5455,0.1806,0.1287,0.2324,5320,0.1795,0.1382,0.2208
202608150102,2026-08-15,01,02R,3947,0.166,0.1238,0.2082,5364,0.1514,0.1007,0.2021,3659,0.1574,0.1234,0.1913,3860,0.1961,0.1533,0.2389,5153,0.1847,0.1362,0.2333,3973,0.2104,0.1719,0.2489
202608150103,2026-08-15,01,03R,3655,0.1868,0.1489,0.2247,4540,0.1397,0.0886,0.1908,5301,0.1516,0.1177,0.1856,4940,0.168,0.1176,0.2184,4568,0.1337,0.1005,0.1668,4550,0.175,0.1383,0.2117
202608150104,2026-08-15,01,04R,3475,0.1701,0.1331,0.2072,4766,0.1116,0.0748,0.1485,4486,0.1471,0.1059,0.1883,5390,0.1539,0.1149,0.1929,4281,0.1554,0.1131,0.1977,5150,0.1938,0.1477,0.2399
202608150105,2026-08-15,01,05R,3850,0.1255,0.0902,0.1607,4880,0.1583,0.1225,0.194,5090,0.1622,0.1263,0.1981,5065,0.1182,0.0867,0.1497,4645,0.1379,0.0994,0.1763,4987,0.1749,0.1402,0.2096
202608150106,2026-08-15,01,06R,5141,0.1436,0.1096,0.1776,4113,0.1632,0.1272,0.1991,3860,0.1931,0.1503,0.2359,5153,0.1818,0.1333,0.2304,5103,0.2112,0.1572,0.2653,5455,0.1941,0.1422,0.2459
202608150107,2026-08-15,01,07R,3659,0.1559,0.1219,0.1898,5301,0.1576,0.1237,0.1916,4550,0.1556,0.1189,0.1923,5320,0.1631,0.1218,0.2044,3947,0.1734,0.1312,0.2156,3827,0.1821,0.1361,0.2281
202608150108,2026-08-15,01,08R,4486,0.1456,0.1044,0.1868,4281,0.1555,0.1132,0.1978,3973,0.191,0.1525,0.2295,4568,0.1308,0.0976,0.1639,4540,0.1396,0.0885,0.1907,5364,0.1648,0.1141,0.2155
202608150109,2026-08-15,01,09R,4362,0.1342,0.1001,0.1683,4851,0.1256,0.0912,0.1601,5216,0.147,0.1094,0.1846,4787,0.1239,0.086,0.1617,4407,0.1574,0.1181,0.1967,3441,0.1916,0.1438,0.2394
202608150110,2026-08-15,01,10R,4188,0.1055,0.0686,0.1424,3740,0.1576,0.1152,0.2001,4240,0.1372,0.0967,0.1776,3406,0.1538,0.1117,0.1959,5234,0.1345,0.095,0.1741,4491,0.1977,0.1535,0.242
202608150111,2026-08-15,01,11R,4238,0.1343,0.0983,0.1703,4420,0.1542,0.1152,0.1932,4539,0.1202,0.0887,0.1517,4888,0.1654,0.124,0.2068,3805,0.1221,0.0896,0.1546,3482,0.149,0.1125,0.1854
202608150112,2026-08-15,01,12R,4645,0.1305,0.092,0.1689,5090,0.1682,0.1323,0.2041,4940,0.165,0.1146,0.2154,5141,0.1481,0.1141,0.1821,4766,0.1115,0.0747,0.1484,5390,0.1703,0.1313,0.2093
202608150201,2026-08-15,02,01R,3075,0.1189,0.0751,0.1627,4532,0.1388,0.102,0.1757,4110,0.1779,0.1401,0.2158,5194,0.1638,0.1225,0.205,5454,0.2047,0.1593,0.2501,4637,0.1794,0.1411,0.2177
