レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,1枠_推定ST_p25,1枠_推定ST_p75,2枠_登録番号,2枠_推定ST,2枠_推定ST_p25,2枠_推定ST_p75,3枠_登録番号,3枠_推定ST,3枠_推定ST_p25,3枠_推定ST_p75,4枠_登録番号,4枠_推定ST,4枠_推定ST_p25,4枠_推定ST_p75,5枠_登録番号,5枠_推定ST,5枠_推定ST_p25,5枠_推定ST_p75,6枠_登録番号,6枠_推定ST,6枠_推定ST_p25,6枠_推定ST_p75
202608270101,2026-08-27,01,01R,3942,0.134,0.1001,0.1679,4366,0.1593,0.1174,0.2012,4477,0.1253,0.0891,0.1615,4352,0.132,0.0979,0.1662,4494,0.159,0.1175,0.2005,4362,0.1534,0.1193,0.1875
202608270102,2026-08-27,01,02R,4571,0.1469,0.1006,0.1932,4851,0.1231,0.0894,0.1569,4831,0.1394,0.1071,0.1718,4237,0.1416,0.0951,0.1882,4847,0.1361,0.0992,0.1729,4024,0.1734,0.1376,0.2092
202608270103,2026-08-27,01,03R,4344,0.1386,0.0921,0.1852,4030,0.1349,0.1015,0.1683,4266,0.1481,0.089,0.2072,4013,0.1413,0.0989,0.1836,4361,0.1368,0.1013,0.1723,4418,0.1328,0.0969,0.1687
202608270104,2026-08-27,01,04R,4547,0.1453,0.1031,0.1875,3716,0.1239,0.0919,0.1559,4604,0.1354,0.1003,0.1705,4497,0.1338,0.0957,0.172,4238,0.1342,0.0973,0.1711,4262,0.148,0.1153,0.1807
202608270105,2026-08-27,01,05R,5224,0.1287,0.0934,0.164,4939,0.1291,0.093,0.1651,4848,0.1388,0.0964,0.1813,4682,0.1297,0.0974,0.162,4686,0.1258,0.0898,0.1617,3415,0.1444,0.1073,0.1816
202608270106,2026-08-27,01,06R,4061,0.1222,0.0874,0.157,4205,0.1276,0.096,0.1591,4445,0.115,0.0766,0.1535,3942,0.1385,0.1046,0.1724,4188,0.1154,0.0794,0.1514,4586,0.1333,0.1013,0.1653
202608270107,2026-08-27,01,07R,4371,0.126,0.0864,0.1657,4446,0.1435,0.109,0.1781,3897,0.1135,0.0793,0.1477,4571,0.1514,0.1051,0.1977,3941,0.1253,0.0924,0.1582,3959,0.1545,0.1156,0.1934
202608270108,2026-08-27,01,08R,4352,0.1275,0.0934,0.1617,4024,0.16,0.1242,0.1958,5121,0.1381,0.1004,0.1759,4418,0.1164,0.0805,0.1523,3716,0.1238,0.0918,0.1558,4787,0.1386,0.1003,0.1769
202608270109,2026-08-27,01,09R,4166,0.1142,0.0794,0.149,4847,0.1362,0.0993,0.173,4238,0.1283,0.0914,0.1652,4350,0.1269,0.0974,0.1565,4337,0.1201,0.0848,0.1553,3854,0.1664,0.1218,0.211
202608270110,2026-08-27,01,10R,4851,0.1156,0.0819,0.1494,3415,0.131,0.0939,0.1682,4344,0.1401,0.0936,0.1867,4547,0.1498,0.1076,0.192,4366,0.1592,0.1173,0.2011,4320,0.1352,0.0947,0.1757
202608270111,2026-08-27,01,11R,4719,0.1219,0.0896,0.1541,4444,0.1262,0.0882,0.1643,4262,0.1286,0.0959,0.1613,4362,0.137,0.1029,0.1711,4030,0.1348,0.1014,0.1682,3783,0.1616,0.122,0.2013
202608270112,2026-08-27,01,12R,3941,0.1179,0.085,0.1508,4685,0.1531,0.1162,0.1899,4497,0.1308,0.0927,0.169,3590,0.1269,0.0865,0.1672,4205,0.1275,0.0959,0.159,5121,0.1575,0.1198,0.1953
202608270401,2026-08-27,04,01R,4733,0.1391,0.1014,0.1767,3306,0.1443,0.1031,0.1856,4944,0.1484,0.1101,0.1866,4899,0.1437,0.1021,0.1854,4241,0.1618,0.1131,0.2105,3965,0.1794,0.1248,0.234
202608270402,2026-08-27,04,02R,4828,0.1627,0.1248,0.2006,4339,0.1752,0.1323,0.2181,4022,0.1383,0.1008,0.1759,3175,0.1552,0.1135,0.1969,3957,0.1736,0.1343,0.2129,3696,0.1773,0.1417,0.2129
202608270403,2026-08-27,04,03R,4957,0.1447,0.103,0.1864,4437,0.1618,0.1239,0.1998,5221,0.1412,0.1,0.1824,4430,0.1521,0.1138,0.1904,3333,0.1503,0.1093,0.1912,5399,0.2358,0.1917,0.2798
202608270404,2026-08-27,04,04R,3615,0.133,0.101,0.165,3792,0.1628,0.1279,0.1978,3931,0.1289,0.0911,0.1668,5056,0.1776,0.1398,0.2154,3837,0.1595,0.1212,0.1977,4189,0.1935,0.1553,0.2317
202608270405,2026-08-27,04,05R,4909,0.1671,0.1284,0.2058,4207,0.1373,0.0953,0.1792,4688,0.1279,0.0898,0.166,5010,0.1364,0.0985,0.1743,3589,0.1712,0.1247,0.2176,4003,0.169,0.1326,0.2055
202608270406,2026-08-27,04,06R,4241,0.1544,0.1057,0.2031,3797,0.193,0.1543,0.2318,5153,0.1748,0.1279,0.2216,5172,0.1732,0.1306,0.2159,4797,0.2028,0.1488,0.2569,3557,0.156,0.1129,0.1992
202608270407,2026-08-27,04,07R,4376,0.1442,0.1136,0.1747,4482,0.1731,0.1327,0.2135,3696,0.1579,0.1223,0.1935,3455,0.1737,0.1106,0.2368,4593,0.1564,0.1162,0.1965,4944,0.1678,0.1295,0.206
202608270408,2026-08-27,04,08R,4230,0.1545,0.1167,0.1923,3175,0.1582,0.1165,0.1999,4899,0.1407,0.0991,0.1824,3333,0.1474,0.1064,0.1883,4747,0.175,0.1355,0.2145,4835,0.1542,0.1215,0.1868
202608270409,2026-08-27,04,09R,4816,0.1447,0.1034,0.186,3965,0.166,0.1114,0.2206,4474,0.1857,0.14,0.2314,4437,0.1588,0.1209,0.1968,4339,0.1751,0.1322,0.218,3931,0.1483,0.1105,0.1862
202608270410,2026-08-27,04,10R,5010,0.1319,0.094,0.1698,4430,0.1551,0.1168,0.1934,3957,0.1677,0.1284,0.207,4733,0.1436,0.1059,0.1812,4189,0.18,0.1418,0.2182,4428,0.1284,0.095,0.1618
202608270411,2026-08-27,04,11R,4207,0.1298,0.0878,0.1717,4593,0.1565,0.1163,0.1966,4797,0.1969,0.1429,0.251,3306,0.1413,0.1001,0.1826,4957,0.1521,0.1104,0.1938,3837,0.173,0.1347,0.2112
202608270412,2026-08-27,04,12R,4688,0.1264,0.0883,0.1645,3557,0.1426,0.0995,0.1858,4482,0.1671,0.1267,0.2075,5221,0.1442,0.103,0.1854,4828,0.1701,0.1322,0.208,3792,0.1762,0.1413,0.2112
202608270701,2026-08-27,07,01R,3922,0.1754,0.1383,0.2125,4216,0.1449,0.107,0.1829,4834,0.1373,0.0981,0.1766,4090,0.1445,0.1113,0.1777,4727,0.1504,0.1044,0.1965,5455,0.1873,0.1336,0.2409
202608270702,2026-08-27,07,02R,4201,0.1401,0.0973,0.1829,3813,0.1645,0.1219,0.207,3392,0.1831,0.1392,0.227,4009,0.1242,0.0936,0.1547,3973,0.1933,0.155,0.2317,5404,0.1819,0.1451,0.2186
202608270703,2026-08-27,07,03R,5339,0.149,0.1081,0.1899,4724,0.1716,0.1265,0.2168,5009,0.1789,0.1346,0.2231,4818,0.15,0.1088,0.1911,3297,0.2008,0.1559,0.2457,4218,0.1657,0.1309,0.2005
202608270704,2026-08-27,07,04R,3793,0.1347,0.0902,0.1792,5139,0.1686,0.1209,0.2164,4451,0.1457,0.0995,0.1919,3714,0.1413,0.1006,0.1819,4761,0.1247,0.0906,0.1588,3827,0.18,0.1337,0.2263
