レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,2枠_登録番号,2枠_推定ST,3枠_登録番号,3枠_推定ST,4枠_登録番号,4枠_推定ST,5枠_登録番号,5枠_推定ST,6枠_登録番号,6枠_推定ST
202608090201,2026-08-09,02,01R,3808,0.1575,4274,0.152,3842,0.1867,3771,0.1314,5466,0.1801,3939,0.1742
202608090202,2026-08-09,02,02R,4197,0.1732,4030,0.1381,5100,0.1746,5419,0.2179,5077,0.1918,3891,0.1827
202608090203,2026-08-09,02,03R,3652,0.1702,5032,0.1537,3478,0.1477,5036,0.1415,3546,0.1726,5246,0.1653
202608090204,2026-08-09,02,04R,3772,0.1371,4210,0.1605,4511,0.1592,4811,0.1522,4111,0.1581,5304,0.2285
202608090205,2026-08-09,02,05R,4415,0.1209,3605,0.187,5190,0.1622,4044,0.1323,5167,0.1533,5466,0.1936
202608090206,2026-08-09,02,06R,4416,0.1659,4109,0.1399,3771,0.1284,4711,0.1411,5419,0.2208,4405,0.1811
202608090207,2026-08-09,02,07R,3439,0.1362,3842,0.1927,3546,0.1667,5100,0.1776,3478,0.1536,5077,0.2053
202608090208,2026-08-09,02,08R,5246,0.1444,3891,0.1693,4274,0.146,4511,0.1622,3808,0.1649,4292,0.1524
202608090209,2026-08-09,02,09R,4111,0.1507,5190,0.1682,5167,0.1474,4210,0.1575,3652,0.1776,4197,0.1941
202608090210,2026-08-09,02,10R,4811,0.1477,4044,0.1353,4109,0.1339,5032,0.1507,3772,0.1445,4416,0.1868
202608090211,2026-08-09,02,11R,5036,0.137,4711,0.1441,4030,0.1321,3605,0.184,3439,0.1436,4415,0.1418
202608090212,2026-08-09,02,12R,4659,0.1339,4739,0.1358,5224,0.1287,4907,0.1288,5185,0.1489,4311,0.1813
202608090301,2026-08-09,03,01R,5279,0.1395,3569,0.1727,4438,0.1094,4145,0.2487,4723,0.1523,4245,0.1885
202608090302,2026-08-09,03,02R,3202,0.1847,4976,0.1917,4608,0.146,5070,0.1993,5411,0.1604,5095,0.162
202608090303,2026-08-09,03,03R,4954,0.1673,3303,0.1884,3940,0.1339,4379,0.1516,3340,0.1803,5371,0.1984
202608090304,2026-08-09,03,04R,3313,0.1652,4748,0.172,4615,0.1698,4077,0.1685,3911,0.1728,5433,0.2472
202608090305,2026-08-09,03,05R,3277,0.175,5096,0.1416,4598,0.1351,4095,0.1262,3517,0.1395,4815,0.2057
202608090306,2026-08-09,03,06R,3105,0.1515,4769,0.1138,4075,0.1198,4945,0.1691,4438,0.1153,5007,0.2025
202608090307,2026-08-09,03,07R,4465,0.1846,3602,0.1964,4086,0.1255,4847,0.1321,4145,0.2516,5411,0.1739
202608090308,2026-08-09,03,08R,4379,0.1471,5095,0.1486,4245,0.1691,4610,0.1596,5433,0.2337,4440,0.1812
202608090309,2026-08-09,03,09R,4345,0.1325,3888,0.1361,3202,0.1862,5371,0.182,4748,0.1719,3569,0.1861
202608090310,2026-08-09,03,10R,3940,0.1324,3517,0.1396,4723,0.1464,4608,0.149,4430,0.1655,4615,0.1892
202608090311,2026-08-09,03,11R,4769,0.1063,5023,0.1421,4976,0.1857,5096,0.1386,3313,0.1726,3303,0.2018
202608090312,2026-08-09,03,12R,3716,0.1187,4075,0.1258,4095,0.1232,4266,0.1589,4366,0.161,4847,0.1485
202608090501,2026-08-09,05,01R,4129,0.1666,4161,0.1515,3681,0.1658,4169,0.1851,5157,0.1645,4856,0.1549
202608090502,2026-08-09,05,02R,5331,0.134,4750,0.1535,3867,0.177,3896,0.15,3557,0.1451,3769,0.1757
202608090503,2026-08-09,05,03R,4943,0.1365,5204,0.1656,3591,0.1797,4677,0.1326,3251,0.1919,3391,0.1923
202608090504,2026-08-09,05,04R,4449,0.1541,3838,0.1417,4262,0.1282,5322,0.1579,4904,0.1632,4579,0.1638
202608090505,2026-08-09,05,05R,3550,0.1394,4357,0.1655,5314,0.1647,5315,0.2054,4012,0.1404,3800,0.1692
202608090506,2026-08-09,05,06R,3981,0.1698,5075,0.1736,4414,0.1628,4856,0.1385,3905,0.1478,5266,0.169
202608090507,2026-08-09,05,07R,4569,0.1684,3583,0.1883,4129,0.1681,4750,0.1505,4024,0.1635,4261,0.1736
202608090508,2026-08-09,05,08R,3251,0.1845,5361,0.2006,4449,0.1556,3557,0.1422,5017,0.1196,4169,0.2015
202608090509,2026-08-09,05,09R,4012,0.133,5293,0.1785,5204,0.1596,4262,0.1312,3867,0.1829,3681,0.1852
202608090510,2026-08-09,05,10R,4357,0.158,5157,0.1646,3905,0.1419,4904,0.1603,4700,0.1517,3896,0.1664
202608090511,2026-08-09,05,11R,4677,0.1281,3769,0.1623,3484,0.1754,5266,0.1526,4579,0.1503,4161,0.1649
202608090512,2026-08-09,05,12R,4024,0.1561,3800,0.1558,5331,0.1355,5017,0.1167,5075,0.1735,3838,0.1551
202608090901,2026-08-09,09,01R,5136,0.1209,3692,0.1377,5183,0.1374,4693,0.1834,5033,0.1905,3516,0.1795
202608090902,2026-08-09,09,02R,3635,0.1539,4220,0.1589,3814,0.1745,5101,0.1739,4864,0.1755,3543,0.1796
202608090903,2026-08-09,09,03R,4258,0.1718,4649,0.1248,4146,0.1477,4926,0.1331,3747,0.1546,5209,0.2058
202608090904,2026-08-09,09,04R,4339,0.1689,3568,0.1633,3505,0.1386,5038,0.1301,5257,0.1439,5430,0.2154
202608090905,2026-08-09,09,05R,4505,0.1386,4466,0.1626,4952,0.1787,4803,0.1877,5424,0.1996,4429,0.1962
202608090906,2026-08-09,09,06R,4643,0.1263,3948,0.1873,4864,0.1696,4401,0.1358,4398,0.1377,3620,0.1853
202608090907,2026-08-09,09,07R,4623,0.1438,4099,0.1535,4220,0.1529,4794,0.1397,4953,0.1531,5259,0.1675
202608090908,2026-08-09,09,08R,3747,0.1472,3543,0.1662,3516,0.1601,4391,0.1456,3568,0.1632,4146,0.1671
202608090909,2026-08-09,09,09R,3505,0.1371,4163,0.1616,5033,0.1846,4656,0.1476,3814,0.1804,4797,0.1969
202608090910,2026-08-09,09,10R,5257,0.1365,4926,0.1361,4466,0.1566,3692,0.1347,4643,0.1337,4258,0.1927
202608090911,2026-08-09,09,11R,4953,0.1457,5038,0.1331,4794,0.1367,4505,0.1431,4649,0.1247,4339,0.1898
202608090912,2026-08-09,09,12R,4391,0.1411,4401,0.1388,4398,0.1318,4099,0.1505,5136,0.1283,4623,0.1647
202608091001,2026-08-09,10,01R,4991,0.1568,5020,0.1704,5369,0.1435,4876,0.1541,5169,0.1896,4896,0.2062
202608091002,2026-08-09,10,02R,4561,0.2223,4469,0.166,3745,0.1564,5006,0.1846,3660,0.1955,4154,0.1939
202608091003,2026-08-09,10,03R,4967,0.1421,4226,0.1508,4906,0.1486,3834,0.1715,5425,0.226,4211,0.1436
202608091004,2026-08-09,10,04R,4523,0.1411,3889,0.1545,4181,0.196,5015,0.1346,4905,0.1902,4134,0.1813
202608091005,2026-08-09,10,05R,4688,0.1175,4219,0.2182,5178,0.1741,4495,0.144,4977,0.1481,5020,0.1838
202608091006,2026-08-09,10,06R,3660,0.1881,5166,0.1488,5350,0.1633,5369,0.1465,3963,0.1671,4557,0.2008
202608091007,2026-08-09,10,07R,3721,0.1095,5169,0.1897,4632,0.1712,3745,0.1594,4226,0.1507,4561,0.2432
202608091008,2026-08-09,10,08R,4154,0.173,3834,0.1745,4876,0.1511,4181,0.199,3889,0.1544,5425,0.2395
202608091009,2026-08-09,10,09R,4905,0.1828,5006,0.1876,4514,0.1864,5178,0.1771,4219,0.2181,4523,0.162
202608091010,2026-08-09,10,10R,3963,0.1597,4495,0.147,4688,0.119,5350,0.1663,4967,0.1495,4991,0.1777
202608091011,2026-08-09,10,11R,4977,0.1407,3721,0.117,5015,0.1316,5166,0.1458,4469,0.1659,4906,0.168
202608091012,2026-08-09,10,12R,4529,0.1265,4239,0.1453,5091,0.1381,5267,0.1437,4826,0.1295,3918,0.1748
202608091201,2026-08-09,12,01R,5235,0.1602,3392,0.1915,4944,0.1564,5244,0.1712,5131,0.1735,4457,0.1975
202608091202,2026-08-09,12,02R,5301,0.1514,3797,0.1972,5143,0.1843,5186,0.1638,3976,0.1769,4644,0.1524
202608091203,2026-08-09,12,03R,4158,0.1577,4348,0.1574,3412,0.1476,4890,0.1281,4195,0.1478,4083,0.1603
202608091204,2026-08-09,12,04R,3699,0.1874,5298,0.1335,4458,0.1467,4203,0.1614,4828,0.1705,5031,0.1755
202608091205,2026-08-09,12,05R,4120,0.1507,3538,0.2066,4231,0.1594,3790,0.1769,4944,0.1623,4796,0.1616
202608091206,2026-08-09,12,06R,4233,0.1565,4411,0.1783,3653,0.2157,5138,0.177,3797,0.1971,4335,0.1476
202608091207,2026-08-09,12,07R,4175,0.109,4234,0.154,5186,0.1608,5354,0.1657,4348,0.1573,4950,0.1645
202608091208,2026-08-09,12,08R,4644,0.1315,4203,0.1644,4890,0.1251,3412,0.1506,4081,0.17,5235,0.1811
202608091209,2026-08-09,12,09R,4083,0.1394,4828,0.1706,5244,0.1682,4195,0.1449,5298,0.1334,5301,0.1723
202608091210,2026-08-09,12,10R,5031,0.1546,4120,0.1582,4233,0.158,4458,0.1497,4796,0.1481,4411,0.1917
202608091211,2026-08-09,12,11R,4335,0.1267,4158,0.1652,4175,0.1105,4231,0.1624,4950,0.151,3699,0.2083
202608091212,2026-08-09,12,12R,4883,0.1311,4350,0.1272,3965,0.1484,4761,0.1263,4305,0.1477,4137,0.1396
202608091301,2026-08-09,13,01R,5297,0.1967,4133,0.1525,4648,0.1377,3612,0.1255,4105,0.181,5456,0.1654
202608091302,2026-08-09,13,02R,4725,0.1564,4040,0.1508,5329,0.1678,5003,0.1688,5470,0.2146,4002,0.159
202608091303,2026-08-09,13,03R,4735,0.1406,4857,0.1445,4902,0.1875,4025,0.168,5333,0.194,4965,0.1791
202608091304,2026-08-09,13,04R,5179,0.1773,4512,0.1449,3828,0.1723,3577,0.1463,4278,0.1143,5440,0.1963
202608091305,2026-08-09,13,05R,4365,0.162,5324,0.2011,5060,0.147,5396,0.1829,4446,0.1477,4982,0.1836
202608091306,2026-08-09,13,06R,4290,0.1131,5247,0.1558,4543,0.1803,5273,0.1706,4381,0.1651,5421,0.2407
202608091307,2026-08-09,13,07R,5161,0.1381,5003,0.1718,4105,0.1751,3854,0.1648,4735,0.148,4790,0.1792
202608091308,2026-08-09,13,08R,4295,0.1255,4925,0.139,4965,0.1597,4472,0.1374,4725,0.1638,5386,0.1806
202608091309,2026-08-09,13,09R,5126,0.1398,4633,0.1565,3577,0.1433,4654,0.1468,5329,0.1737,4133,0.1659
202608091310,2026-08-09,13,10R,4877,0.1267,4002,0.1456,4025,0.165,3828,0.1753,4375,0.1517,4648,0.1571
202608091311,2026-08-09,13,11R,3612,0.121,4982,0.1702,4278,0.1084,4543,0.1833,4040,0.1507,4902,0.2069
202608091312,2026-08-09,13,12R,3854,0.1603,4446,0.1478,4290,0.1146,4512,0.1419,4295,0.1329,4857,0.1579
202608091401,2026-08-09,14,01R,5016,0.129,4708,0.192,3458,0.1602,4367,0.2033,4039,0.1428,4247,0.1726
202608091402,2026-08-09,14,02R,4596,0.1578,4672,0.1673,4732,0.1077,5249,0.143,3572,0.1787,4063,0.1359
202608091403,2026-08-09,14,03R,4383,0.178,5154,0.1585,4636,0.1787,4055,0.157,4865,0.1889,3743,0.1598
202608091404,2026-08-09,14,04R,4704,0.1218,5199,0.104,3305,0.1512,3282,0.1787,3584,0.1725,3333,0.1638
202608091405,2026-08-09,14,05R,3841,0.1451,3950,0.1491,3523,0.1746,4343,0.164,4812,0.1392,5388,0.2338
202608091406,2026-08-09,14,06R,4564,0.1597,4039,0.1429,4167,0.1347,5343,0.1555,4839,0.1291,4028,0.1696
202608091407,2026-08-09,14,07R,4000,0.1563,4367,0.2063,3616,0.1392,3572,0.1758,4571,0.1668,4374,0.1655
202608091408,2026-08-09,14,08R,3361,0.1529,4636,0.1847,4247,0.1532,3853,0.1736,4708,0.1919,3304,0.1737
202608091409,2026-08-09,14,09R,3477,0.171,5249,0.146,4865,0.183,3757,0.1626,4672,0.1672,5423,0.2375
202608091410,2026-08-09,14,10R,4812,0.1318,3333,0.1504,4704,0.1233,3841,0.1496,4596,0.1652,4383,0.1989
202608091411,2026-08-09,14,11R,4063,0.115,4839,0.1292,4055,0.154,4732,0.1107,5199,0.1039,4564,0.1806
202608091412,2026-08-09,14,12R,4571,0.1594,3743,0.1464,4028,0.1502,3361,0.1574,5016,0.1364,4000,0.1772
202608091501,2026-08-09,15,01R,4479,0.182,4603,0.15,4020,0.1529,3401,0.1992,4315,0.1619,4272,0.1645
202608091502,2026-08-09,15,02R,4327,0.182,4765,0.1458,4878,0.1655,4331,0.1499,4319,0.1648,4041,0.1981
202608091503,2026-08-09,15,03R,4730,0.1451,5353,0.1941,4703,0.1405,5310,0.1916,5453,0.1737,4180,0.1719
202608091504,2026-08-09,15,04R,4260,0.161,3968,0.179,3773,0.1551,4776,0.1494,3327,0.1625,4714,0.1834
202608091505,2026-08-09,15,05R,3362,0.1686,3872,0.1767,3852,0.1824,4298,0.1575,5170,0.1429,4908,0.1389
202608091506,2026-08-09,15,06R,4043,0.1519,4272,0.1511,4886,0.1426,5261,0.1573,4237,0.1314,5403,0.1895
202608091507,2026-08-09,15,07R,4015,0.135,4180,0.1585,4327,0.1835,4020,0.1559,4757,0.1398,5387,0.2298
202608091508,2026-08-09,15,08R,4174,0.1439,3885,0.1674,5078,0.1806,3968,0.176,4041,0.1846,5453,0.1872
202608091509,2026-08-09,15,09R,3327,0.1551,3852,0.1884,4315,0.156,4703,0.1435,4331,0.1528,4270,0.1805
202608091510,2026-08-09,15,10R,3703,0.1753,4886,0.1486,4260,0.1625,4908,0.1225,4765,0.1457,4603,0.1634
202608091511,2026-08-09,15,11R,4237,0.124,4757,0.1399,3401,0.1962,4714,0.167,4298,0.1604,4319,0.1783
202608091512,2026-08-09,15,12R,4776,0.1449,4174,0.1514,4015,0.1365,4730,0.1496,4043,0.1593,3872,0.1901
202608091601,2026-08-09,16,01R,3949,0.1631,4909,0.1738,4782,0.207,4202,0.1865,4558,0.1896,5447,0.2011
202608091602,2026-08-09,16,02R,4410,0.1582,5317,0.1522,4683,0.1256,3982,0.1497,4635,0.1126,4054,0.1663
202608091603,2026-08-09,16,03R,5109,0.1198,4323,0.1515,3787,0.186,3158,0.1449,4089,0.1639,3933,0.1775
202608091604,2026-08-09,16,04R,5058,0.1622,4097,0.204,3357,0.1895,4533,0.1665,5111,0.1386,4562,0.201
202608091605,2026-08-09,16,05R,4558,0.1822,4277,0.1646,4762,0.1152,3746,0.1562,3411,0.1734,4214,0.1751
202608091606,2026-08-09,16,06R,3935,0.1444,5165,0.1631,4166,0.1186,5374,0.126,4713,0.1239,4202,0.2029
202608091607,2026-08-09,16,07R,4580,0.1538,3874,0.1493,3949,0.1646,4410,0.1627,4853,0.194,4537,0.1515
202608091608,2026-08-09,16,08R,4097,0.1965,3717,0.1584,5109,0.1213,5317,0.1492,5181,0.1503,4584,0.1456
202608091609,2026-08-09,16,09R,4441,0.1052,4173,0.1668,4214,0.1557,4562,0.1846,5447,0.1876,4418,0.137
202608091610,2026-08-09,16,10R,4635,0.1052,3822,0.1469,4277,0.1586,4370,0.1438,3357,0.1954,3158,0.1613
202608091611,2026-08-09,16,11R,4762,0.1137,3933,0.1641,4713,0.118,3874,0.1463,5058,0.1696,3982,0.1661
202608091612,2026-08-09,16,12R,4166,0.1171,4089,0.164,4537,0.1321,4584,0.1292,3746,0.1591,5111,0.1521
202608091801,2026-08-09,18,01R,4963,0.1339,3435,0.1528,4373,0.1715,3900,0.1794,4804,0.1802,4190,0.1688
202608091802,2026-08-09,18,02R,4823,0.1454,4123,0.1908,4611,0.1367,4225,0.1403,4482,0.177,4546,0.1634
202608091803,2026-08-09,18,03R,4964,0.1344,4938,0.1407,3618,0.1788,4974,0.1869,4590,0.1612,4347,0.1765
202608091804,2026-08-09,18,04R,4536,0.1388,4556,0.1603,4208,0.1414,4243,0.1939,4456,0.1795,5188,0.1694
202608091805,2026-08-09,18,05R,4289,0.1519,5193,0.1533,4825,0.13,5045,0.2065,4050,0.1504,3232,0.1715
202608091806,2026-08-09,18,06R,4530,0.1433,4373,0.1775,4502,0.1299,4893,0.142,4642,0.1641,4117,0.2162
202608091807,2026-08-09,18,07R,4478,0.1402,4190,0.1554,4819,0.1705,4845,0.1965,4961,0.1525,3611,0.1449
202608091808,2026-08-09,18,08R,5189,0.186,3618,0.1848,4123,0.1848,4224,0.2178,3900,0.1823,5088,0.1764
202608091809,2026-08-09,18,09R,4938,0.1332,4456,0.1796,4994,0.1564,3435,0.1498,4611,0.1426,4011,0.1547
202608091810,2026-08-09,18,10R,5155,0.1207,4387,0.1443,4804,0.1743,4823,0.1499,4825,0.1359,5205,0.1862
202608091811,2026-08-09,18,11R,4482,0.1696,4208,0.1474,4642,0.1582,4313,0.1395,4963,0.1413,5193,0.1667
202608091812,2026-08-09,18,12R,4961,0.1451,4546,0.15,4433,0.1656,5281,0.1499,4556,0.1602,4775,0.1484
202608092001,2026-08-09,20,01R,4638,0.1746,5223,0.1517,5258,0.144,5426,0.1684,5198,0.1918,4942,0.1603
202608092002,2026-08-09,20,02R,4521,0.1961,4958,0.1437,4403,0.1268,4487,0.1745,4204,0.1776,5398,0.1955
202608092003,2026-08-09,20,03R,5177,0.1879,4679,0.1549,4892,0.1648,4874,0.1512,5413,0.121,4256,0.1609
202608092004,2026-08-09,20,04R,4753,0.1529,5028,0.1432,4364,0.123,4697,0.1637,5389,0.1682,5464,0.2111
202608092005,2026-08-09,20,05R,4402,0.1559,4848,0.1471,4694,0.1632,4148,0.1336,5258,0.1499,5446,0.2215
202608092006,2026-08-09,20,06R,5303,0.1489,4413,0.1616,4638,0.1761,4932,0.1362,4729,0.1781,5351,0.1788
202608092007,2026-08-09,20,07R,5158,0.134,4204,0.1777,4545,0.1241,5223,0.1487,5104,0.1535,5102,0.2016
202608092008,2026-08-09,20,08R,4861,0.1444,4364,0.129,4155,0.1481,5200,0.1855,5426,0.1713,4892,0.1842
202608092009,2026-08-09,20,09R,4607,0.1567,4694,0.1692,4679,0.1489,3783,0.1395,5464,0.1976,4487,0.1909
202608092010,2026-08-09,20,10R,4932,0.1317,5198,0.1919,4521,0.1976,4256,0.1445,4753,0.1603,4148,0.15
202608092011,2026-08-09,20,11R,4545,0.1226,4402,0.1634,4729,0.1722,4403,0.1298,4942,0.1468,5028,0.1566
202608092012,2026-08-09,20,12R,4848,0.1396,4697,0.1667,4861,0.1459,5158,0.1385,4413,0.1615,4958,0.1571
202608092301,2026-08-09,23,01R,4734,0.1376,5307,0.1743,4006,0.1649,4143,0.1518,5124,0.1539,5428,0.2188
202608092302,2026-08-09,23,02R,4445,0.1148,5214,0.1798,4515,0.1606,4879,0.1631,4100,0.1498,5412,0.1795
202608092303,2026-08-09,23,03R,4661,0.162,4652,0.1589,5270,0.1795,5142,0.1282,5451,0.2577,5312,0.2127
202608092304,2026-08-09,23,04R,3809,0.1854,5026,0.1508,3566,0.1845,4500,0.1198,5268,0.1842,3211,0.1742
202608092305,2026-08-09,23,05R,4720,0.1975,4552,0.1694,3752,0.1525,3623,0.1552,3825,0.1221,4531,0.157
202608092306,2026-08-09,23,06R,5263,0.156,4503,0.1072,3617,0.1977,4072,0.1219,4252,0.1595,5462,0.2162
202608092307,2026-08-09,23,07R,3998,0.1571,4143,0.1548,5121,0.1343,3974,0.1621,5412,0.166,4718,0.1709
202608092308,2026-08-09,23,08R,4652,0.1514,5268,0.1843,3784,0.1447,4320,0.122,3722,0.1707,5307,0.1877
202608092309,2026-08-09,23,09R,4879,0.1586,5124,0.154,5026,0.1448,3752,0.1555,3508,0.1868,5451,0.2712
202608092310,2026-08-09,23,10R,4100,0.1424,4294,0.1296,4661,0.1635,4720,0.202,4503,0.1071,4006,0.1843
202608092311,2026-08-09,23,11R,3623,0.1507,4718,0.1575,4072,0.1189,5214,0.1768,4499,0.2016,5270,0.1989
202608092312,2026-08-09,23,12R,4320,0.1175,4500,0.1228,4445,0.1163,5121,0.1373,4734,0.145,5142,0.1446
202608092401,2026-08-09,24,01R,5048,0.1684,3527,0.1531,4948,0.1375,4969,0.1634,3843,0.1592,5395,0.1879
202608092402,2026-08-09,24,02R,5011,0.1462,4248,0.1633,4299,0.146,5384,0.2094,4004,0.1664,3892,0.1825
202608092403,2026-08-09,24,03R,3284,0.1971,4164,0.1782,4287,0.141,4553,0.1542,4241,0.1671,5443,0.2362
202608092404,2026-08-09,24,04R,4715,0.1313,3964,0.2093,3777,0.1766,4259,0.1391,4497,0.14,4705,0.1703
202608092405,2026-08-09,24,05R,4624,0.1847,4092,0.1664,3473,0.1262,3576,0.174,5055,0.1385,4213,0.1913
202608092406,2026-08-09,24,06R,4352,0.1341,3224,0.1856,4949,0.1481,3349,0.1458,4096,0.1411,5048,0.1893
202608092407,2026-08-09,24,07R,4171,0.1721,4969,0.1664,3574,0.137,4948,0.1405,4299,0.1519,4498,0.1871
202608092408,2026-08-09,24,08R,4241,0.1597,4588,0.1365,4695,0.1303,3527,0.1501,5457,0.2109,5086,0.2204
202608092409,2026-08-09,24,09R,4497,0.1326,4715,0.1388,4553,0.1512,4287,0.144,3576,0.1769,4624,0.2056
202608092410,2026-08-09,24,10R,3473,0.1247,4352,0.1416,4259,0.1361,4949,0.1511,3777,0.1825,5011,0.1671
202608092411,2026-08-09,24,11R,4096,0.1337,5055,0.1386,3349,0.1428,4171,0.1766,4092,0.1663,3284,0.218
