レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,1枠_推定ST_p25,1枠_推定ST_p75,2枠_登録番号,2枠_推定ST,2枠_推定ST_p25,2枠_推定ST_p75,3枠_登録番号,3枠_推定ST,3枠_推定ST_p25,3枠_推定ST_p75,4枠_登録番号,4枠_推定ST,4枠_推定ST_p25,4枠_推定ST_p75,5枠_登録番号,5枠_推定ST,5枠_推定ST_p25,5枠_推定ST_p75,6枠_登録番号,6枠_推定ST,6枠_推定ST_p25,6枠_推定ST_p75
202608300101,2026-08-30,01,01R,4939,0.1199,0.0849,0.1548,4848,0.1425,0.101,0.1841,4361,0.1309,0.0942,0.1675,4444,0.1212,0.0847,0.1578,3590,0.1264,0.0864,0.1663,4166,0.1344,0.1007,0.1681
202608300102,2026-08-30,01,02R,4682,0.1254,0.0933,0.1574,3716,0.1236,0.0922,0.1551,4851,0.1124,0.0785,0.1463,3415,0.1297,0.0928,0.1665,4030,0.1322,0.0997,0.1648,3854,0.1624,0.1183,0.2065
202608300103,2026-08-30,01,03R,4013,0.1318,0.0893,0.1742,4344,0.1446,0.099,0.1902,4205,0.1164,0.0845,0.1483,3783,0.1465,0.1082,0.1849,4847,0.136,0.1003,0.1717,4237,0.1566,0.1116,0.2017
202608300104,2026-08-30,01,04R,4445,0.1102,0.0725,0.148,4362,0.1348,0.1005,0.1691,4352,0.1265,0.0933,0.1597,4446,0.1361,0.1013,0.1708,3942,0.1411,0.1086,0.1736,4266,0.1621,0.1044,0.2197
202608300105,2026-08-30,01,05R,4188,0.1068,0.0706,0.1431,4571,0.1497,0.1048,0.1947,4262,0.1294,0.0979,0.161,4494,0.157,0.1173,0.1967,4371,0.1289,0.0892,0.1685,4547,0.1617,0.1193,0.204
202608300106,2026-08-30,01,06R,4719,0.1182,0.0866,0.1497,4685,0.1507,0.1148,0.1866,4477,0.1236,0.0884,0.1588,4497,0.1301,0.0923,0.1679,4337,0.1194,0.0846,0.1543,4061,0.142,0.1082,0.1758
202608300107,2026-08-30,01,07R,3959,0.132,0.0941,0.1699,5224,0.1336,0.0978,0.1693,4444,0.1182,0.0817,0.1548,4831,0.1398,0.1069,0.1728,4851,0.1183,0.0844,0.1522,4344,0.158,0.1124,0.2036
202608300108,2026-08-30,01,08R,4787,0.1166,0.079,0.1541,4604,0.1373,0.102,0.1727,4024,0.1517,0.1163,0.1871,4352,0.1295,0.0963,0.1627,4366,0.159,0.1183,0.1998,4205,0.1358,0.1039,0.1677
202608300109,2026-08-30,01,09R,4547,0.1408,0.0984,0.1831,4266,0.1487,0.091,0.2063,4350,0.1211,0.09,0.1521,4686,0.1237,0.088,0.1593,3783,0.1494,0.1111,0.1878,3716,0.137,0.1056,0.1685
202608300110,2026-08-30,01,10R,4262,0.1279,0.0964,0.1595,4477,0.1296,0.0944,0.1648,4682,0.1269,0.0948,0.1589,4719,0.1227,0.0911,0.1542,4188,0.1142,0.078,0.1505,4445,0.1311,0.0934,0.1689
202608300111,2026-08-30,01,11R,4362,0.1273,0.093,0.1616,4831,0.1428,0.1099,0.1758,4787,0.1181,0.0805,0.1556,4013,0.1363,0.0938,0.1787,4939,0.1273,0.0923,0.1622,3959,0.1529,0.115,0.1908
