レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,1枠_推定ST_p25,1枠_推定ST_p75,2枠_登録番号,2枠_推定ST,2枠_推定ST_p25,2枠_推定ST_p75,3枠_登録番号,3枠_推定ST,3枠_推定ST_p25,3枠_推定ST_p75,4枠_登録番号,4枠_推定ST,4枠_推定ST_p25,4枠_推定ST_p75,5枠_登録番号,5枠_推定ST,5枠_推定ST_p25,5枠_推定ST_p75,6枠_登録番号,6枠_推定ST,6枠_推定ST_p25,6枠_推定ST_p75
202608210201,2026-08-21,02,01R,3664,0.1552,0.12,0.1904,4201,0.1516,0.107,0.1961,5131,0.1672,0.1252,0.2092,5374,0.1159,0.0754,0.1564,5405,0.1793,0.1336,0.2251,4648,0.1549,0.1179,0.192
202608210202,2026-08-21,02,02R,3286,0.1539,0.1115,0.1963,5058,0.1678,0.1222,0.2133,3105,0.1488,0.1117,0.1858,3313,0.1594,0.1161,0.2027,4439,0.1849,0.1444,0.2254,4215,0.1676,0.1237,0.2115
202608210203,2026-08-21,02,03R,5120,0.1558,0.1116,0.1999,4540,0.1377,0.0876,0.1877,4287,0.1395,0.1081,0.1709,5070,0.1912,0.1439,0.2384,5430,0.1904,0.1461,0.2346,4189,0.1926,0.1552,0.2299
202608210204,2026-08-21,02,04R,4782,0.1947,0.142,0.2474,4942,0.1493,0.1088,0.1897,3888,0.1424,0.1065,0.1783,4496,0.1598,0.1184,0.2012,3445,0.1793,0.1333,0.2253,4089,0.1725,0.1319,0.213
202608210205,2026-08-21,02,05R,4551,0.1515,0.0967,0.2064,4432,0.1357,0.0941,0.1772,4648,0.1355,0.0985,0.1726,5034,0.1155,0.0769,0.1541,5383,0.1446,0.0966,0.1925,3517,0.1503,0.1133,0.1873
202608210206,2026-08-21,02,06R,5098,0.1229,0.083,0.1628,5142,0.1489,0.1076,0.1901,4379,0.1425,0.0959,0.1892,4581,0.1434,0.1041,0.1827,5374,0.1188,0.0783,0.1593,3313,0.1758,0.1325,0.2191
202608210207,2026-08-21,02,07R,4191,0.1388,0.1009,0.1766,3286,0.1614,0.119,0.2038,3294,0.1674,0.1236,0.2111,5131,0.1702,0.1282,0.2122,3503,0.1561,0.1149,0.1973,5430,0.2039,0.1596,0.2481
202608210208,2026-08-21,02,08R,4234,0.1543,0.1101,0.1985,4394,0.1292,0.0928,0.1655,4496,0.1568,0.1154,0.1982,5405,0.1764,0.1307,0.2222,4540,0.1376,0.0875,0.1876,4457,0.1929,0.1492,0.2365
202608210209,2026-08-21,02,09R,3888,0.1409,0.105,0.1768,4287,0.1455,0.1141,0.1769,4439,0.179,0.1385,0.2195,4201,0.1486,0.104,0.1931,4618,0.1827,0.1451,0.2203,5034,0.1319,0.0933,0.1705
202608210210,2026-08-21,02,10R,4379,0.141,0.0944,0.1877,3105,0.1548,0.1177,0.1918,4189,0.1732,0.1358,0.2105,4782,0.1992,0.1465,0.2519,3664,0.1626,0.1274,0.1978,4472,0.1505,0.1123,0.1887
202608210211,2026-08-21,02,11R,4581,0.1389,0.0996,0.1782,5120,0.1633,0.1191,0.2074,3508,0.1776,0.1413,0.2139,5383,0.1417,0.0937,0.1896,4089,0.159,0.1184,0.1995,5058,0.1812,0.1356,0.2267
202608210212,2026-08-21,02,12R,5142,0.1414,0.1001,0.1826,5070,0.1942,0.1469,0.2414,4191,0.1403,0.1024,0.1781,4942,0.1463,0.1058,0.1867,4066,0.1663,0.1224,0.2102,4394,0.1426,0.1062,0.1789
202608210301,2026-08-21,03,01R,4169,0.1783,0.133,0.2236,4129,0.1817,0.1287,0.2348,3652,0.1679,0.1202,0.2156,5103,0.1935,0.137,0.25,3812,0.1605,0.1173,0.2036,5276,0.1585,0.1167,0.2003
202608210302,2026-08-21,03,02R,4943,0.1366,0.0948,0.1785,4041,0.2052,0.1562,0.2542,4895,0.1263,0.0833,0.1692,4213,0.171,0.1219,0.2202,4167,0.1389,0.1033,0.1745,5101,0.193,0.141,0.2451
202608210303,2026-08-21,03,03R,5307,0.1663,0.1073,0.2254,5249,0.1439,0.1014,0.1864,4124,0.1671,0.1257,0.2086,5063,0.165,0.1248,0.2053,4790,0.1701,0.1312,0.2089,3935,0.1594,0.1192,0.1995
202608210304,2026-08-21,03,04R,5329,0.1577,0.1156,0.1998,5259,0.1529,0.1099,0.1958,5065,0.1153,0.0842,0.1465,4693,0.1844,0.1427,0.2261,4475,0.1398,0.1019,0.1778,3989,0.2075,0.1651,0.2499
202608210305,2026-08-21,03,05R,5048,0.1719,0.1297,0.2141,5100,0.1774,0.1381,0.2166,4857,0.1313,0.0922,0.1704,5290,0.1591,0.1166,0.2016,4403,0.131,0.0946,0.1674,5388,0.2291,0.1766,0.2816
202608210306,2026-08-21,03,06R,5199,0.0941,0.0613,0.1268,3652,0.1739,0.1262,0.2216,5253,0.2379,0.1993,0.2765,5137,0.1554,0.1114,0.1994,4041,0.2051,0.1561,0.2541,5028,0.1588,0.1147,0.2029
202608210307,2026-08-21,03,07R,5312,0.175,0.1221,0.2279,5132,0.1426,0.1036,0.1815,5276,0.1391,0.0973,0.1809,4167,0.136,0.1004,0.1716,3935,0.1459,0.1057,0.186,5252,0.1478,0.112,0.1835
202608210308,2026-08-21,03,08R,5210,0.1306,0.0969,0.1644,5329,0.1652,0.1231,0.2073,4118,0.1517,0.1132,0.1902,4705,0.1594,0.1148,0.204,4169,0.1857,0.1404,0.231,5249,0.1573,0.1148,0.1998
202608210309,2026-08-21,03,09R,4790,0.1627,0.1238,0.2015,5290,0.1621,0.1196,0.2046,4129,0.1757,0.1227,0.2288,5065,0.1183,0.0872,0.1495,5101,0.1795,0.1275,0.2316,5261,0.1759,0.1359,0.2158
202608210310,2026-08-21,03,10R,4933,0.1201,0.0836,0.1567,5181,0.1609,0.1229,0.1989,5063,0.162,0.1218,0.2023,4403,0.1281,0.0917,0.1645,4161,0.1528,0.1135,0.1921,5103,0.2099,0.1534,0.2664
202608210311,2026-08-21,03,11R,4475,0.1324,0.0945,0.1704,4124,0.1731,0.1317,0.2146,4943,0.1381,0.0963,0.18,5199,0.0986,0.0658,0.1313,5048,0.1793,0.1371,0.2215,3715,0.1868,0.1436,0.23
202608210312,2026-08-21,03,12R,4504,0.1213,0.0875,0.1551,4028,0.1542,0.1152,0.1932,5028,0.1394,0.0953,0.1835,4857,0.1343,0.0952,0.1734,4737,0.1785,0.1363,0.2208,5132,0.156,0.117,0.1949
202608210401,2026-08-21,04,01R,5245,0.1515,0.1115,0.1915,5138,0.1797,0.1377,0.2218,4345,0.1527,0.1134,0.1921,3339,0.1525,0.1076,0.1973,3544,0.1844,0.1407,0.2281,4545,0.15,0.1068,0.1933
202608210402,2026-08-21,04,02R,4295,0.1245,0.0867,0.1622,3419,0.2223,0.1662,0.2783,4729,0.1717,0.1344,0.2089,5349,0.1999,0.1556,0.2441,3461,0.1708,0.1279,0.2136,4533,0.1743,0.1304,0.2182
202608210403,2026-08-21,04,03R,5152,0.2089,0.1603,0.2575,4522,0.1465,0.1079,0.1851,5301,0.1527,0.1199,0.1855,3277,0.1662,0.1233,0.2091,4075,0.1215,0.085,0.1579,4661,0.1796,0.1391,0.2201
202608210404,2026-08-21,04,04R,5178,0.1782,0.1338,0.2227,3940,0.1396,0.1038,0.1754,5125,0.1974,0.152,0.2429,4779,0.1385,0.1002,0.1769,3685,0.1597,0.1164,0.2029,3933,0.1816,0.1423,0.2208
202608210405,2026-08-21,04,05R,5167,0.1409,0.0964,0.1854,4503,0.1127,0.0786,0.1467,4944,0.153,0.1138,0.1922,4917,0.1379,0.101,0.1747,4886,0.1483,0.1058,0.1907,4095,0.1874,0.1484,0.2263
202608210406,2026-08-21,04,06R,4815,0.1798,0.1304,0.2293,4632,0.174,0.1243,0.2237,3960,0.0996,0.069,0.1301,3544,0.1815,0.1378,0.2252,4413,0.1594,0.1222,0.1967,3412,0.1657,0.131,0.2004
202608210407,2026-08-21,04,07R,3202,0.1838,0.1363,0.2312,4545,0.1366,0.0934,0.1799,4105,0.1816,0.1402,0.223,3461,0.1679,0.125,0.2107,4661,0.1661,0.1256,0.2066,4306,0.2008,0.1622,0.2394
202608210408,2026-08-21,04,08R,4345,0.1512,0.1119,0.1906,5349,0.2029,0.1586,0.2471,5178,0.1797,0.1353,0.2242,4075,0.1186,0.0821,0.155,3982,0.16,0.1207,0.1994,3790,0.1894,0.1484,0.2304
202608210409,2026-08-21,04,09R,3277,0.1617,0.1188,0.2046,5073,0.1807,0.1404,0.2211,3339,0.1495,0.1046,0.1943,4944,0.156,0.1168,0.1952,4295,0.1319,0.0941,0.1696,5125,0.2168,0.1714,0.2623
202608210410,2026-08-21,04,10R,4522,0.139,0.1004,0.1776,3717,0.1494,0.1082,0.1906,4779,0.1355,0.0972,0.1739,4503,0.1097,0.0756,0.1437,5138,0.1796,0.1376,0.2217,4202,0.1945,0.1496,0.2394
