レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,2枠_登録番号,2枠_推定ST,3枠_登録番号,3枠_推定ST,4枠_登録番号,4枠_推定ST,5枠_登録番号,5枠_推定ST,6枠_登録番号,6枠_推定ST
202608080201,2026-08-08,02,01R,3546,0.1683,5167,0.1501,4197,0.1781,4416,0.1761,3642,0.1949,3771,0.1452
202608080202,2026-08-08,02,02R,5190,0.16,5044,0.1378,4311,0.1634,3652,0.1763,4711,0.1451,4292,0.1414
202608080203,2026-08-08,02,03R,3605,0.182,4030,0.1375,5036,0.1409,3891,0.1671,4109,0.1393,3478,0.1688
202608080204,2026-08-08,02,04R,3842,0.1822,4044,0.1326,4405,0.1477,5185,0.1458,5224,0.136,4511,0.1805
202608080205,2026-08-08,02,05R,4210,0.1526,5100,0.1768,3808,0.1602,4659,0.1344,5167,0.15,5304,0.2181
202608080206,2026-08-08,02,06R,4811,0.1494,3642,0.195,4739,0.1339,5419,0.222,5032,0.1555,5466,0.1996
202608080207,2026-08-08,02,07R,4415,0.1194,3771,0.1318,3772,0.1396,3478,0.1524,3652,0.1792,4274,0.1663
202608080208,2026-08-08,02,08R,5077,0.1724,3939,0.146,4292,0.122,4405,0.1507,5036,0.1468,4111,0.1747
202608080209,2026-08-08,02,09R,4711,0.1377,4511,0.1671,4416,0.1731,3808,0.1632,4030,0.1374,4907,0.145
202608080210,2026-08-08,02,10R,4739,0.1324,5224,0.1361,3605,0.1835,4197,0.1811,4210,0.16,5044,0.1512
202608080211,2026-08-08,02,11R,4311,0.1619,3772,0.1456,3439,0.1385,4109,0.1364,4044,0.1325,5100,0.1902
202608080212,2026-08-08,02,12R,4659,0.1299,5185,0.1488,4415,0.1209,5032,0.1526,5246,0.1501,3939,0.1594
202608080401,2026-08-08,04,01R,3664,0.1585,3226,0.1824,3268,0.1472,4532,0.1391,4549,0.1802,5427,0.2307
202608080402,2026-08-08,04,02R,4177,0.1593,4821,0.1827,4314,0.1314,4669,0.1468,4583,0.1389,4911,0.1669
202608080403,2026-08-08,04,03R,4863,0.1728,4216,0.1328,4067,0.1464,4113,0.1609,4269,0.1398,4539,0.1394
202608080404,2026-08-08,04,04R,3434,0.1671,3907,0.1511,4930,0.1383,4073,0.1397,4483,0.1317,3912,0.1435
202608080405,2026-08-08,04,05R,4215,0.1444,3161,0.1633,4684,0.1194,4504,0.1253,4710,0.129,4128,0.177
202608080406,2026-08-08,04,06R,4156,0.136,5076,0.1573,3664,0.16,4639,0.1534,4397,0.1297,3226,0.1958
202608080407,2026-08-08,04,07R,4532,0.1346,4329,0.1632,4177,0.1608,4085,0.195,3268,0.1531,4314,0.1508
202608080408,2026-08-08,04,08R,4549,0.1728,4911,0.1535,4863,0.1743,4539,0.123,4669,0.1497,4898,0.1556
202608080409,2026-08-08,04,09R,4067,0.1449,4583,0.139,3434,0.1686,4821,0.1797,5427,0.2172,4073,0.1561
202608080410,2026-08-08,04,10R,4483,0.1243,4710,0.1291,4113,0.1579,4930,0.1413,4216,0.1327,4215,0.1653
202608080411,2026-08-08,04,11R,4397,0.1223,4269,0.1399,4504,0.1223,4684,0.1224,3907,0.151,4156,0.1569
202608080412,2026-08-08,04,12R,3898,0.1266,4188,0.1111,4471,0.1429,4939,0.12,3590,0.1369,4114,0.1879
202608080501,2026-08-08,05,01R,3681,0.1588,4904,0.1619,5075,0.1657,3583,0.1867,3484,0.1803,4943,0.1543
202608080502,2026-08-08,05,02R,3838,0.1353,4261,0.1587,3981,0.1716,4449,0.1599,4677,0.1347,3550,0.1597
202608080503,2026-08-08,05,03R,4414,0.166,5322,0.1612,4569,0.168,5361,0.1951,5204,0.1609,5314,0.1823
202608080504,2026-08-08,05,04R,5157,0.1558,3905,0.1458,3800,0.1469,4129,0.1686,5293,0.1748,3557,0.1579
202608080505,2026-08-08,05,05R,4750,0.1482,5266,0.1515,4700,0.1444,5331,0.1379,4262,0.1314,3251,0.2025
202608080506,2026-08-08,05,06R,4161,0.146,4579,0.1527,5017,0.1151,3391,0.185,3583,0.1896,4357,0.1799
202608080507,2026-08-08,05,07R,3484,0.1729,3896,0.1519,4169,0.1812,3981,0.1746,5315,0.2092,4024,0.1766
202608080508,2026-08-08,05,08R,4261,0.1512,3867,0.1829,4856,0.1344,5314,0.1659,3591,0.19,4904,0.1753
202608080509,2026-08-08,05,09R,4700,0.1429,4414,0.1735,3769,0.1571,4943,0.1379,3800,0.1528,4449,0.1763
202608080510,2026-08-08,05,10R,4579,0.1452,3550,0.1463,3251,0.1831,5293,0.1719,4569,0.1739,5075,0.1851
202608080511,2026-08-08,05,11R,5017,0.1136,3681,0.1663,4012,0.1342,3838,0.1398,4750,0.1556,3905,0.1592
202608080512,2026-08-08,05,12R,4262,0.124,3557,0.1445,4024,0.1572,4357,0.1635,4856,0.1403,4677,0.1482
202608080901,2026-08-08,09,01R,4656,0.1412,3814,0.1814,4693,0.1848,4220,0.1575,5259,0.1552,5183,0.1581
202608080902,2026-08-08,09,02R,5033,0.1821,4803,0.1927,3948,0.1774,5209,0.19,3543,0.1626,5430,0.2165
202608080903,2026-08-08,09,03R,4429,0.178,5038,0.1335,4649,0.1205,4505,0.1448,3620,0.1716,4623,0.1655
202608080904,2026-08-08,09,04R,3212,0.1462,4952,0.1832,4401,0.1343,5257,0.1422,4794,0.142,4339,0.1907
202608080905,2026-08-08,09,05R,4398,0.1293,4864,0.1758,4258,0.1732,5424,0.198,3635,0.1588,3692,0.1507
202608080906,2026-08-08,09,06R,4220,0.153,4466,0.1623,4643,0.1269,3516,0.1626,5430,0.203,4953,0.1654
202608080907,2026-08-08,09,07R,5101,0.1713,5136,0.1293,4803,0.1867,4649,0.1235,4391,0.1479,4163,0.1738
202608080908,2026-08-08,09,08R,3948,0.1759,3747,0.1547,5038,0.1275,3212,0.1507,4926,0.1361,4693,0.2042
202608080909,2026-08-08,09,09R,4401,0.1328,4505,0.1478,5183,0.1387,3692,0.1343,5209,0.1929,4797,0.1949
202608080910,2026-08-08,09,10R,3505,0.1368,4794,0.1421,4398,0.1308,3568,0.1604,4429,0.1854,4466,0.1757
202608080911,2026-08-08,09,11R,4391,0.1405,4953,0.152,4623,0.1461,4146,0.1508,4656,0.1486,4258,0.1926
202608080912,2026-08-08,09,12R,5257,0.1377,4926,0.1362,4099,0.1471,3635,0.1559,4163,0.1603,4643,0.1463
202608081001,2026-08-08,10,01R,4967,0.1405,5020,0.1718,5091,0.1354,5169,0.1868,4905,0.1903,3660,0.2106
202608081002,2026-08-08,10,02R,5015,0.1294,3963,0.1642,4219,0.2097,4896,0.1892,4154,0.1782,4181,0.2151
202608081003,2026-08-08,10,03R,5166,0.1416,5369,0.1551,4977,0.146,3889,0.1555,4211,0.1319,4876,0.1737
202608081004,2026-08-08,10,04R,4906,0.1486,3745,0.1659,4226,0.1451,3918,0.159,5267,0.1463,4495,0.1614
202608081005,2026-08-08,10,05R,5350,0.1549,5178,0.1787,3834,0.1647,4561,0.224,4514,0.1914,4529,0.1489
