レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,1枠_推定ST_p25,1枠_推定ST_p75,2枠_登録番号,2枠_推定ST,2枠_推定ST_p25,2枠_推定ST_p75,3枠_登録番号,3枠_推定ST,3枠_推定ST_p25,3枠_推定ST_p75,4枠_登録番号,4枠_推定ST,4枠_推定ST_p25,4枠_推定ST_p75,5枠_登録番号,5枠_推定ST,5枠_推定ST_p25,5枠_推定ST_p75,6枠_登録番号,6枠_推定ST,6枠_推定ST_p25,6枠_推定ST_p75
202608130101,2026-08-13,01,01R,3827,0.1644,0.1178,0.2111,5090,0.169,0.1314,0.2066,5065,0.1173,0.0849,0.1497,3475,0.1722,0.134,0.2103,5141,0.1497,0.1151,0.1843,5455,0.1908,0.1373,0.2443
202608130102,2026-08-13,01,02R,5320,0.1531,0.1117,0.1946,4550,0.1606,0.1232,0.1979,4540,0.1226,0.0818,0.1634,5390,0.1541,0.1133,0.1949,5103,0.2022,0.1533,0.2512,4362,0.1549,0.1204,0.1895
202608130103,2026-08-13,01,03R,3655,0.1885,0.1492,0.2277,5216,0.1577,0.1209,0.1945,5364,0.1452,0.096,0.1944,5234,0.1281,0.0882,0.168,4940,0.1786,0.1275,0.2297,5153,0.2011,0.1518,0.2503
202608130104,2026-08-13,01,04R,4407,0.1548,0.1146,0.1951,4240,0.1466,0.1049,0.1882,4787,0.1222,0.0826,0.1617,3805,0.1173,0.0843,0.1504,3441,0.1815,0.1347,0.2283,4491,0.1968,0.1515,0.242
202608130105,2026-08-13,01,05R,5090,0.1615,0.1239,0.1991,3850,0.1341,0.0975,0.1707,4888,0.168,0.1257,0.2104,4238,0.1385,0.101,0.176,4420,0.1515,0.1114,0.1916,5150,0.1892,0.1437,0.2347
202608130106,2026-08-13,01,06R,4645,0.1294,0.0898,0.169,3947,0.1725,0.1291,0.2158,4113,0.156,0.1197,0.1923,5301,0.1542,0.1195,0.189,3860,0.2007,0.1571,0.2444,5390,0.1705,0.1297,0.2113
202608130107,2026-08-13,01,07R,3659,0.1529,0.1191,0.1866,3406,0.1587,0.1163,0.201,3740,0.1496,0.1066,0.1926,5103,0.1993,0.1504,0.2483,5455,0.1773,0.1238,0.2308,4281,0.169,0.127,0.2109
202608130108,2026-08-13,01,08R,4486,0.1489,0.1084,0.1895,4880,0.1559,0.1212,0.1906,5320,0.1546,0.1132,0.1961,4766,0.11,0.0726,0.1473,4188,0.1142,0.0779,0.1505,5364,0.1646,0.1154,0.2138
202608130109,2026-08-13,01,09R,4940,0.1712,0.1201,0.2223,4539,0.1236,0.0919,0.1553,4362,0.1355,0.101,0.1701,5065,0.1203,0.0879,0.1527,4987,0.1604,0.1258,0.1951,3973,0.2124,0.1744,0.2503
202608130110,2026-08-13,01,10R,3482,0.1297,0.0938,0.1657,4420,0.1516,0.1115,0.1917,4645,0.1309,0.0913,0.1705,4568,0.1336,0.0998,0.1673,4407,0.1622,0.122,0.2025,4851,0.1403,0.1048,0.1757
202608130111,2026-08-13,01,11R,3532,0.1561,0.1167,0.1954,5141,0.1498,0.1152,0.1844,5234,0.1251,0.0852,0.165,4888,0.171,0.1287,0.2134,4240,0.1465,0.1048,0.1881,4550,0.174,0.1366,0.2113
202608130112,2026-08-13,01,12R,4787,0.1207,0.0811,0.1602,4238,0.1415,0.104,0.179,3406,0.1527,0.1103,0.195,5216,0.1547,0.1179,0.1915,4880,0.1558,0.1211,0.1905,4540,0.142,0.1012,0.1828
202608130201,2026-08-13,02,01R,3497,0.1524,0.1142,0.1906,4110,0.186,0.1475,0.2245,4186,0.1462,0.1037,0.1888,5087,0.1551,0.1171,0.1931,5454,0.2052,0.1577,0.2526,4159,0.1663,0.1288,0.2038
202608130202,2026-08-13,02,02R,4836,0.1362,0.0945,0.178,5357,0.1738,0.1199,0.2277,5112,0.1579,0.1156,0.2003,3696,0.1665,0.1322,0.2008,4637,0.1703,0.1321,0.2086,5394,0.1909,0.1462,0.2355
202608130203,2026-08-13,02,03R,4900,0.1652,0.1204,0.21,4953,0.1548,0.1175,0.1921,3075,0.1229,0.0777,0.1681,5288,0.1267,0.0878,0.1655,3503,0.168,0.1283,0.2077,3983,0.1553,0.1155,0.1951
202608130204,2026-08-13,02,04R,4201,0.1555,0.1153,0.1957,4809,0.1544,0.1159,0.1929,3647,0.1546,0.1122,0.1971,5051,0.1451,0.1051,0.1852,4898,0.1499,0.0999,0.1998,5035,0.1745,0.1298,0.2192
202608130205,2026-08-13,02,05R,4230,0.162,0.1252,0.1988,3880,0.194,0.1533,0.2346,3793,0.1523,0.1083,0.1962,5191,0.1188,0.0796,0.158,5368,0.1381,0.0949,0.1813,5454,0.2187,0.1712,0.2661
202608130206,2026-08-13,02,06R,4186,0.1447,0.1022,0.1873,4419,0.1544,0.1102,0.1986,4532,0.131,0.0928,0.1692,5246,0.1454,0.1055,0.1853,3306,0.1516,0.1102,0.193,3381,0.1465,0.1061,0.1868
202608130207,2026-08-13,02,07R,5066,0.1466,0.107,0.1862,5194,0.1734,0.1317,0.215,3807,0.157,0.1129,0.2011,4031,0.1657,0.1216,0.2099,5288,0.1296,0.0907,0.1684,4110,0.1994,0.1609,0.2379
202608130208,2026-08-13,02,08R,4898,0.1425,0.0925,0.1924,5132,0.1477,0.1111,0.1843,3983,0.1359,0.0961,0.1757,3679,0.1445,0.1088,0.1802,5357,0.1737,0.1198,0.2276,4432,0.1618,0.122,0.2016
202608130209,2026-08-13,02,09R,5182,0.1355,0.0937,0.1772,3503,0.1681,0.1284,0.2078,3952,0.1213,0.087,0.1556,4428,0.1174,0.085,0.1498,3647,0.1605,0.1181,0.203,4547,0.1662,0.1264,0.2059
202608130210,2026-08-13,02,10R,5087,0.1506,0.1126,0.1886,3306,0.1517,0.1103,0.1931,5394,0.1715,0.1268,0.2161,5220,0.1185,0.0808,0.1562,4230,0.1694,0.1326,0.2062,5051,0.1615,0.1215,0.2016
202608130211,2026-08-13,02,11R,5112,0.1564,0.1141,0.1988,3807,0.163,0.1189,0.2071,4144,0.162,0.1239,0.2002,4419,0.1514,0.1072,0.1956,4809,0.1543,0.1158,0.1928,3793,0.1717,0.1277,0.2156
202608130212,2026-08-13,02,12R,5191,0.1143,0.0751,0.1535,4159,0.1529,0.1154,0.1904,4201,0.157,0.1168,0.1972,5132,0.1447,0.1081,0.1813,3075,0.1288,0.0836,0.174,5246,0.1618,0.1219,0.2017
202608130301,2026-08-13,03,01R,4815,0.1896,0.1467,0.2325,5007,0.1903,0.1246,0.2561,3105,0.1495,0.1118,0.1872,3202,0.1965,0.1465,0.2465,4615,0.1735,0.129,0.2181,4465,0.209,0.1456,0.2724
202608130302,2026-08-13,03,02R,4945,0.1669,0.128,0.2059,4440,0.1751,0.1269,0.2233,4430,0.1566,0.116,0.1973,4723,0.1371,0.096,0.1781,5070,0.1983,0.1503,0.2464,4095,0.1764,0.1396,0.2133
202608130303,2026-08-13,03,03R,4266,0.1568,0.0931,0.2204,5279,0.142,0.0985,0.1855,4077,0.1663,0.1239,0.2087,3313,0.167,0.1233,0.2108,3277,0.1726,0.129,0.2162,5023,0.1558,0.1157,0.196
202608130304,2026-08-13,03,04R,3303,0.1771,0.1329,0.2212,4598,0.1362,0.0981,0.1743,4366,0.1548,0.1129,0.1966,3517,0.1339,0.0967,0.1711,4345,0.1533,0.1147,0.1919,4976,0.2018,0.1538,0.2498
202608130305,2026-08-13,03,05R,4245,0.1588,0.116,0.2015,3105,0.1555,0.1178,0.1932,3602,0.1818,0.1315,0.2321,4954,0.1659,0.1275,0.2042,3716,0.1252,0.0923,0.1581,3888,0.1601,0.1239,0.1963
202608130306,2026-08-13,03,06R,4086,0.1227,0.0828,0.1626,3940,0.1433,0.1068,0.1799,3911,0.1664,0.1199,0.2128,3569,0.1683,0.1298,0.2069,5433,0.2265,0.1788,0.2743,3340,0.1829,0.1392,0.2266
202608130307,2026-08-13,03,07R,4145,0.241,0.2002,0.2819,4945,0.1744,0.1355,0.2134,4075,0.1201,0.0839,0.1563,4815,0.1941,0.1512,0.237,4610,0.1658,0.1169,0.2146,5371,0.2036,0.1461,0.261
202608130308,2026-08-13,03,08R,4608,0.1529,0.1119,0.1939,4769,0.1113,0.0766,0.146,4465,0.1896,0.1262,0.253,3277,0.1697,0.1261,0.2133,5411,0.1645,0.1207,0.2083,4345,0.1668,0.1282,0.2054
202608130309,2026-08-13,03,09R,5096,0.1369,0.1009,0.1729,4266,0.1643,0.1006,0.2279,4440,0.1691,0.1209,0.2173,5007,0.1873,0.1216,0.2531,3888,0.1466,0.1104,0.1828,4438,0.1273,0.0893,0.1654
202608130310,2026-08-13,03,10R,4847,0.1254,0.0882,0.1626,4954,0.1689,0.1305,0.2072,4086,0.1242,0.0843,0.1641,5279,0.139,0.0955,0.1825,5095,0.1455,0.1069,0.1842,5070,0.2118,0.1638,0.2599
202608130311,2026-08-13,03,11R,4366,0.1533,0.1114,0.1951,4748,0.1677,0.1234,0.212,4379,0.1403,0.0927,0.188,5023,0.1394,0.0993,0.1796,3602,0.1877,0.1374,0.238,3911,0.1858,0.1393,0.2322
202608130312,2026-08-13,03,12R,3716,0.1178,0.0849,0.1507,4430,0.1626,0.122,0.2033,3340,0.1635,0.1198,0.2072,4610,0.1629,0.114,0.2117,4077,0.1722,0.1298,0.2146,4598,0.1496,0.1115,0.1877
202608130401,2026-08-13,04,01R,5135,0.155,0.1072,0.2029,4779,0.1451,0.1065,0.1837,4895,0.1209,0.0813,0.1605,4813,0.1922,0.1473,0.237,5415,0.2704,0.2221,0.3186,4460,0.1531,0.1108,0.1955
202608130402,2026-08-13,04,02R,4488,0.1474,0.1089,0.186,4728,0.2032,0.161,0.2454,5226,0.1424,0.1005,0.1842,5047,0.1528,0.105,0.2007,5292,0.1906,0.1377,0.2436,5422,0.2049,0.1611,0.2488
202608130403,2026-08-13,04,03R,5253,0.2367,0.1951,0.2783,4759,0.1472,0.1087,0.1857,4104,0.1243,0.0854,0.1631,4560,0.1519,0.1121,0.1917,5427,0.2112,0.1655,0.257,3385,0.164,0.1235,0.2045
202608130404,2026-08-13,04,04R,3857,0.181,0.1362,0.2257,4680,0.1878,0.1416,0.234,5175,0.1588,0.1139,0.2037,4421,0.1842,0.1334,0.235,4036,0.1531,0.1139,0.1922,4191,0.1654,0.1268,0.204
