レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,1枠_推定ST_p25,1枠_推定ST_p75,2枠_登録番号,2枠_推定ST,2枠_推定ST_p25,2枠_推定ST_p75,3枠_登録番号,3枠_推定ST,3枠_推定ST_p25,3枠_推定ST_p75,4枠_登録番号,4枠_推定ST,4枠_推定ST_p25,4枠_推定ST_p75,5枠_登録番号,5枠_推定ST,5枠_推定ST_p25,5枠_推定ST_p75,6枠_登録番号,6枠_推定ST,6枠_推定ST_p25,6枠_推定ST_p75
202608310401,2026-08-31,04,01R,4944,0.1442,0.1074,0.1809,4957,0.1542,0.1142,0.1943,4797,0.2024,0.1515,0.2533,4339,0.1708,0.1291,0.2125,3696,0.1619,0.1249,0.199,3797,0.2052,0.1677,0.2427
202608310402,2026-08-31,04,02R,3306,0.1355,0.0961,0.1748,5172,0.1845,0.1394,0.2296,4003,0.1513,0.1145,0.1881,3957,0.1728,0.1349,0.2108,4430,0.1528,0.1155,0.1901,4189,0.1928,0.156,0.2297
202608310403,2026-08-31,04,03R,4747,0.1699,0.1336,0.2063,3589,0.164,0.1203,0.2076,4207,0.1293,0.0878,0.1708,3455,0.1693,0.1097,0.2289,3931,0.1368,0.097,0.1765,5153,0.1876,0.141,0.2342
202608310404,2026-08-31,04,04R,3175,0.1515,0.1108,0.1921,4816,0.1458,0.1047,0.1869,4593,0.1488,0.1095,0.1881,4474,0.1848,0.1413,0.2283,3333,0.1422,0.1008,0.1836,3615,0.1553,0.1233,0.1873
202608310405,2026-08-31,04,05R,4835,0.1333,0.1012,0.1655,4376,0.1509,0.1215,0.1803,5010,0.1265,0.0897,0.1634,3965,0.1586,0.1072,0.21,4733,0.141,0.1038,0.1782,4339,0.1872,0.1455,0.2289
202608310406,2026-08-31,04,06R,5056,0.1657,0.1294,0.2019,4003,0.1573,0.1205,0.1941,4899,0.1416,0.0957,0.1875,4797,0.2054,0.1545,0.2563,5221,0.1489,0.1111,0.1866,4022,0.1511,0.1134,0.1888
202608310407,2026-08-31,04,07R,3957,0.1683,0.1304,0.2063,3837,0.1556,0.1193,0.1918,4230,0.1582,0.1202,0.1962,4944,0.1487,0.1119,0.1854,4957,0.1541,0.1141,0.1942,3557,0.1721,0.1239,0.2204
202608310408,2026-08-31,04,08R,4593,0.1473,0.108,0.1866,4909,0.1712,0.134,0.2085,4474,0.1818,0.1383,0.2253,4207,0.1323,0.0908,0.1738,5172,0.1844,0.1393,0.2295,3589,0.1774,0.1337,0.221
202608310409,2026-08-31,04,09R,4189,0.1719,0.1351,0.2088,3696,0.162,0.125,0.1991,5153,0.1682,0.1216,0.2148,5010,0.1295,0.0927,0.1664,4376,0.1508,0.1214,0.1802,3175,0.1724,0.1317,0.213
202608310410,2026-08-31,04,10R,4430,0.1454,0.1081,0.1827,3333,0.1423,0.1009,0.1837,3965,0.1556,0.1042,0.207,4733,0.1381,0.1009,0.1753,4816,0.1457,0.1046,0.1868,3306,0.1564,0.117,0.1957
