レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202605060101,2026-05-06,01,1R,daily,68.84,24.44,50.0,10.97,50.0,14.81,50.0,2.96,50.0,3.51,56.69,51.1,18.14,50.0,10.97,50.0,14.81,50.0,2.96,50.0,3.51,50.39,50.96,18.09,50.0,10.97,48.4,14.33,50.0,2.96,50.0,3.51,49.87,47.56,16.89,50.0,10.97,60.73,17.99,50.0,2.96,50.0,3.51,52.31,45.85,16.28,50.0,10.97,57.28,16.96,50.0,2.96,50.0,3.51,50.68,35.0,12.43,50.0,10.97,46.92,13.9,50.0,2.96,50.0,3.51,43.76
202605060102,2026-05-06,01,2R,daily,68.84,24.44,50.0,10.97,58.63,17.37,50.0,2.96,50.0,3.51,59.25,51.1,18.14,50.0,10.97,50.0,14.81,50.0,2.96,50.0,3.51,50.39,50.96,18.09,50.0,10.97,48.15,14.26,50.0,2.96,50.0,3.51,49.79,47.56,16.89,50.0,10.97,70.47,20.87,50.0,2.96,50.0,3.51,55.2,45.85,16.28,50.0,10.97,55.06,16.31,50.0,2.96,50.0,3.51,50.02,35.0,12.43,50.0,10.97,48.15,14.26,50.0,2.96,50.0,3.51,44.13
202605060103,2026-05-06,01,3R,daily,68.84,24.44,50.0,10.97,50.0,14.81,50.0,2.96,50.0,3.51,56.69,51.1,18.14,50.0,10.97,54.32,16.09,50.0,2.96,50.0,3.51,51.67,50.96,18.09,50.0,10.97,63.44,18.79,50.0,2.96,50.0,3.51,54.32,47.56,16.89,50.0,10.97,63.44,18.79,50.0,2.96,50.0,3.51,53.12,45.85,16.28,50.0,10.97,45.81,13.57,50.0,2.96,50.0,3.51,47.29,35.0,12.43,50.0,10.97,64.8,19.19,50.0,2.96,50.0,3.51,49.06
202605060104,2026-05-06,01,4R,daily,68.84,24.44,50.0,10.97,32.74,9.7,50.0,2.96,50.0,3.51,51.58,51.1,18.14,50.0,10.97,50.0,14.81,50.0,2.96,50.0,3.51,50.39,50.96,18.09,50.0,10.97,50.0,14.81,50.0,2.96,50.0,3.51,50.34,47.56,16.89,50.0,10.97,68.93,20.42,50.0,2.96,50.0,3.51,54.74,45.85,16.28,50.0,10.97,49.08,14.53,50.0,2.96,50.0,3.51,48.25,35.0,12.43,50.0,10.97,50.0,14.81,50.0,2.96,50.0,3.51,44.68
202605060105,2026-05-06,01,5R,daily,68.84,24.44,50.0,10.97,60.73,17.99,50.0,2.96,50.0,3.51,59.87,51.1,18.14,50.0,10.97,48.89,14.48,50.0,2.96,50.0,3.51,50.06,50.96,18.09,50.0,10.97,50.0,14.81,50.0,2.96,50.0,3.51,50.34,47.56,16.89,50.0,10.97,57.28,16.96,50.0,2.96,50.0,3.51,51.29,45.85,16.28,50.0,10.97,48.4,14.33,50.0,2.96,50.0,3.51,48.05,35.0,12.43,50.0,10.97,51.23,15.17,50.0,2.96,50.0,3.51,45.04
202605060106,2026-05-06,01,6R,daily,68.84,24.44,50.0,10.97,48.15,14.26,50.0,2.96,50.0,3.51,56.14,51.1,18.14,50.0,10.97,50.0,14.81,50.0,2.96,50.0,3.51,50.39,50.96,18.09,50.0,10.97,58.63,17.37,50.0,2.96,50.0,3.51,52.9,47.56,16.89,50.0,10.97,50.0,14.81,50.0,2.96,50.0,3.51,49.13,45.85,16.28,50.0,10.97,35.82,10.61,50.0,2.96,50.0,3.51,44.33,35.0,12.43,50.0,10.97,50.0,14.81,50.0,2.96,50.0,3.51,44.68
202605060107,2026-05-06,01,7R,daily,68.84,24.44,50.0,10.97,63.44,18.79,50.0,2.96,50.0,3.51,60.67,51.1,18.14,50.0,10.97,70.47,20.87,50.0,2.96,50.0,3.51,56.45,50.96,18.09,50.0,10.97,50.0,14.81,50.0,2.96,50.0,3.51,50.34,47.56,16.89,50.0,10.97,46.92,13.9,50.0,2.96,50.0,3.51,48.22,45.85,16.28,50.0,10.97,54.32,16.09,50.0,2.96,50.0,3.51,49.81,35.0,12.43,50.0,10.97,55.06,16.31,50.0,2.96,50.0,3.51,46.17
202605060108,2026-05-06,01,8R,daily,68.84,24.44,50.0,10.97,49.08,14.53,50.0,2.96,50.0,3.51,56.42,51.1,18.14,50.0,10.97,64.8,19.19,50.0,2.96,50.0,3.51,54.77,50.96,18.09,50.0,10.97,50.0,14.81,50.0,2.96,50.0,3.51,50.34,47.56,16.89,50.0,10.97,45.81,13.57,50.0,2.96,50.0,3.51,47.89,45.85,16.28,50.0,10.97,50.0,14.81,50.0,2.96,50.0,3.51,48.53,35.0,12.43,50.0,10.97,32.74,9.7,50.0,2.96,50.0,3.51,39.56
202605060109,2026-05-06,01,9R,daily,68.84,24.44,50.0,10.97,50.0,14.81,50.0,2.96,50.0,3.51,56.69,51.1,18.14,50.0,10.97,51.3,15.19,50.0,2.96,50.0,3.51,50.77,50.96,18.09,50.0,10.97,53.89,15.96,50.0,2.96,50.0,3.51,51.49,47.56,16.89,50.0,10.97,50.0,14.81,50.0,2.96,50.0,3.51,49.13,45.85,16.28,50.0,10.97,66.47,19.68,50.0,2.96,50.0,3.51,53.4,35.0,12.43,50.0,10.97,50.0,14.81,50.0,2.96,50.0,3.51,44.68
202605060110,2026-05-06,01,10R,daily,68.84,24.44,50.0,10.97,65.85,19.5,50.0,2.96,50.0,3.51,61.38,51.1,18.14,50.0,10.97,45.07,13.35,50.0,2.96,50.0,3.51,48.93,50.96,18.09,50.0,10.97,46.61,13.8,50.0,2.96,50.0,3.51,49.34,47.56,16.89,50.0,10.97,50.43,14.94,50.0,2.96,50.0,3.51,49.26,45.85,16.28,50.0,10.97,35.02,10.37,50.0,2.96,50.0,3.51,44.09,35.0,12.43,50.0,10.97,53.52,15.85,50.0,2.96,50.0,3.51,45.72
