レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202601272401,2026-01-27,24,01R,,,4,1860,4,560,6,190,,,4-6,12210,21,4=6,3980,11,4=6,1400,10,1=4,390,3,1=6,280,2,4-6-1,39520,75,1=4=6,1340,7
202601272402,2026-01-27,24,02R,,,4,570,4,130,1,120,,,4-1,980,4,1=4,360,1,1=4,160,3,2=4,160,2,1=2,150,1,4-1-2,2690,9,1=2=4,470,2
202601272403,2026-01-27,24,03R,,,3,210,3,120,1,100,,,3-1,400,2,1=3,180,1,1=3,100,1,3=5,170,3,1=5,170,2,3-1-5,900,3,1=3=5,240,1
202601272404,2026-01-27,24,04R,,,1,130,1,100,2,100,,,1-2,430,3,1=2,170,1,1=2,110,2,1=5,100,1,2=5,120,3,1-2-5,430,1,1=2=5,130,1
202601272405,2026-01-27,24,05R,,,1,120,1,100,4,100,,,1-4,330,1,1=4,210,1,1=4,160,1,1=2,160,3,2=4,160,1,1-4-2,810,2,1=2=4,210,1
202601272406,2026-01-27,24,06R,,,1,100,1,100,3,100,,,1-3,240,1,1=3,150,1,1=3,110,2,1=2,110,1,2=3,250,5,1-3-2,620,2,1=2=3,310,1
202601272407,2026-01-27,24,07R,,,3,350,3,200,2,430,,,3-2,5250,13,2=3,2630,8,2=3,440,9,1=3,170,1,1=2,210,3,3-2-1,14280,41,1=2=3,460,3
202601272408,2026-01-27,24,08R,,,3,780,3,340,1,100,,,3-1,3480,11,1=3,500,3,1=3,230,4,3=6,470,9,1=6,210,2,3-1-6,14950,43,1=3=6,810,6
202601272409,2026-01-27,24,09R,,,1,120,1,100,3,250,,,1-3,340,2,1=3,350,2,1=3,250,2,1=5,1250,7,3=5,2620,14,1-3-5,4450,11,1=3=5,2850,7
202601272410,2026-01-27,24,10R,,,1,100,1,100,2,120,,,1-2,190,1,1=2,160,1,1=2,140,1,1=6,440,7,2=6,710,11,1-2-6,1530,5,1=2=6,990,4
202601272411,2026-01-27,24,11R,,,5,1000,5,220,1,120,,,5-1,2490,7,1=5,440,3,1=5,180,2,2=5,380,6,1=2,110,1,5-1-2,10270,27,1=2=5,450,2
202601272412,2026-01-27,24,12R,,,1,140,1,100,2,120,,,1-2,200,1,1=2,190,1,1=2,140,1,1=5,470,7,2=5,740,10,1-2-5,2380,8,1=2=5,900,4
202601272201,2026-01-27,22,01R,,,1,170,1,100,2,100,,,1-2,270,1,1=2,170,1,1=2,130,1,1=4,320,7,2=4,360,8,1-2-4,840,4,1=2=4,680,2
202601272202,2026-01-27,22,02R,,,2,440,2,390,1,440,,,2-1,1290,3,1=2,970,4,1=2,390,8,2=5,330,3,1=5,550,11,2-1-5,5430,18,1=2=5,1940,12
202601272203,2026-01-27,22,03R,,,1,130,1,100,3,100,,,1-3,380,1,1=3,170,1,1=3,110,1,1=2,150,3,2=3,120,2,1-3-2,760,1,1=2=3,300,1
202601272204,2026-01-27,22,04R,,,3,710,3,490,2,410,,,3-2,1580,6,2=3,780,4,2=3,330,8,3=6,360,10,2=6,330,8,3-2-6,3320,13,2=3=6,1310,9
202601272205,2026-01-27,22,05R,,,3,310,3,100,2,420,,,3-2,2170,9,2=3,1690,7,2=3,370,8,3=4,220,2,2=4,540,9,3-2-4,6290,26,2=3=4,1620,6
202601272206,2026-01-27,22,06R,,,1,260,1,200,5,410,,,1-5,3930,14,1=5,3800,11,1=5,1270,13,1=6,830,11,5=6,910,12,1-5-6,11370,47,1=5=6,3590,17
202601272207,2026-01-27,22,07R,,,5,160,5,130,1,140,,,5-1,550,1,1=5,210,1,1=5,100,1,3=5,170,3,1=3,130,2,5-1-3,1330,1,1=3=5,310,1
202601272208,2026-01-27,22,08R,,,1,170,1,100,6,130,,,1-6,370,1,1=6,320,1,1=6,200,2,1=3,270,4,3=6,450,8,1-6-3,1160,3,1=3=6,410,2
202601272209,2026-01-27,22,09R,,,2,250,2,260,3,210,,,2-3,690,5,2=3,490,2,2=3,300,4,2=6,680,7,3=6,1380,10,2-3-6,5030,18,2=3=6,2090,7
202601272210,2026-01-27,22,10R,,,2,650,2,270,1,110,,,2-1,1160,5,1=2,410,1,1=2,190,1,2=5,330,9,1=5,270,4,2-1-5,3030,11,1=2=5,510,2
202601272211,2026-01-27,22,11R,,,1,130,1,100,2,560,,,1-2,930,5,1=2,440,2,1=2,120,1,1=6,400,5,2=6,1540,13,1-2-6,6450,18,1=2=6,4780,12
202601272212,2026-01-27,22,12R,,,1,120,1,100,2,150,,,1-2,340,2,1=2,550,4,1=2,190,3,1=4,130,1,2=4,460,9,1-2-4,1140,2,1=2=4,430,1
202601272101,2026-01-27,21,01R,,,1,120,1,100,6,330,,,1-6,1500,5,1=6,850,5,1=6,300,5,1=4,190,2,4=6,530,8,1-6-4,3520,16,1=4=6,490,2
202601272102,2026-01-27,21,02R,,,1,140,1,100,4,100,,,1-4,320,1,1=4,230,1,1=4,120,1,1=3,320,7,3=4,320,6,1-4-3,1110,3,1=3=4,500,2
202601272103,2026-01-27,21,03R,,,1,150,1,130,2,360,,,1-2,1020,4,1=2,670,4,1=2,230,5,1=3,120,1,2=3,270,7,1-2-3,1460,6,1=2=3,520,3
202601272104,2026-01-27,21,04R,,,1,110,1,110,3,160,,,1-3,240,1,1=3,240,1,1=3,130,1,1=2,170,3,2=3,290,6,1-3-2,1090,6,1=2=3,490,2
202601272105,2026-01-27,21,05R,,,4,320,4,130,1,100,,,4-1,650,2,1=4,170,1,1=4,130,1,4=6,230,4,1=6,160,2,4-1-6,1200,4,1=4=6,240,1
202601272106,2026-01-27,21,06R,,,3,310,3,370,6,310,,,3-6,6690,16,3=6,2380,7,3=6,930,11,3=4,680,8,4=6,750,9,3-6-4,25720,59,3=4=6,5460,13
202601272107,2026-01-27,21,07R,,,1,130,1,100,2,280,,,1-2,310,1,1=2,190,1,1=2,140,2,1=3,180,4,2=3,260,5,1-2-3,650,2,1=2=3,320,2
202601272108,2026-01-27,21,08R,,,2,230,2,120,1,100,,,2-1,390,2,1=2,170,1,1=2,160,1,2=3,170,2,1=3,220,4,2-1-3,1340,4,1=2=3,290,1
202601272109,2026-01-27,21,09R,,,1,150,1,100,3,120,,,1-3,220,1,1=3,150,1,1=3,110,1,1=2,160,2,2=3,420,7,1-3-2,570,2,1=2=3,320,2
202601272110,2026-01-27,21,10R,,,1,120,1,100,6,130,,,1-6,520,3,1=6,530,3,1=6,170,2,1=3,170,3,3=6,470,7,1-6-3,1770,7,1=3=6,640,3
202601272111,2026-01-27,21,11R,,,1,110,1,100,2,190,,,1-2,400,2,1=2,610,3,1=2,240,4,1=4,150,1,2=4,300,5,1-2-4,930,4,1=2=4,530,2
202601272112,2026-01-27,21,12R,,,1,100,1,100,5,250,,,1-5,830,4,1=5,530,4,1=5,320,4,1=2,200,2,2=5,600,10,1-5-2,2460,10,1=2=5,800,4
202601272001,2026-01-27,20,01R,,,5,1780,5,660,4,200,,,5-4,4230,14,4=5,1510,7,4=5,430,8,1=5,220,4,1=4,170,1,5-4-1,14800,45,1=4=5,590,3
202601272002,2026-01-27,20,02R,,,2,440,2,260,3,460,,,2-3,2050,12,2=3,1280,9,2=3,360,6,2=6,240,2,3=6,460,9,2-3-6,3820,11,2=3=6,1090,5
202601272003,2026-01-27,20,03R,,,2,1310,2,140,3,150,,,2-3,3470,13,2=3,1400,9,2=3,440,9,2=6,380,7,3=6,250,3,2-3-6,12610,53,2=3=6,1980,10
202601272004,2026-01-27,20,04R,,,1,100,1,100,2,210,,,1-2,730,3,1=2,380,3,1=2,130,1,1=4,140,3,2=4,300,6,1-2-4,980,3,1=2=4,360,2
202601272005,2026-01-27,20,05R,,,1,140,1,100,3,210,,,1-3,1800,6,1=3,680,3,1=3,330,5,1=4,200,2,3=4,650,11,1-3-4,3780,12,1=3=4,1230,5
202601272006,2026-01-27,20,06R,,,1,140,1,110,4,180,,,1-4,320,1,1=4,290,1,1=4,160,2,1=6,130,1,4=6,270,5,1-4-6,730,1,1=4=6,330,1
202601272007,2026-01-27,20,07R,,,4,1210,4,300,2,210,,,4-2,7300,25,2=4,2500,10,2=4,1020,15,4=5,560,7,2=5,760,9,4-2-5,28920,84,2=4=5,4480,14
202601272008,2026-01-27,20,08R,,,6,5340,6,190,1,100,,,6-1,7510,15,1=6,1000,4,1=6,270,5,2=6,690,11,1=2,160,1,6-1-2,22400,43,1=2=6,1140,6
202601272009,2026-01-27,20,09R,,,1,100,1,120,2,150,,,1-2,240,1,1=2,140,1,1=2,130,1,1=4,240,3,2=4,380,8,1-2-4,760,2,1=2=4,490,2
202601272010,2026-01-27,20,10R,,,2,610,2,140,1,120,,,2-1,1190,5,1=2,180,1,1=2,160,2,2=6,220,5,1=6,160,3,2-1-6,3330,14,1=2=6,340,2
202601272011,2026-01-27,20,11R,,,1,120,1,100,2,130,,,1-2,250,1,1=2,160,1,1=2,120,1,1=3,160,2,2=3,270,5,1-2-3,610,1,1=2=3,290,1
202601272012,2026-01-27,20,12R,,,6,1540,6,550,1,120,,,6-1,2660,8,1=6,990,5,1=6,370,5,4=6,700,12,1=4,140,1,6-1-4,31730,64,1=4=6,1510,8
202601271801,2026-01-27,18,01R,,,1,100,1,100,2,160,,,1-2,340,2,1=2,250,2,1=2,150,3,1=3,130,1,2=3,320,6,1-2-3,650,3,1=2=3,260,1
202601271802,2026-01-27,18,02R,,,1,140,1,120,3,230,,,1-3,290,1,1=3,130,1,1=3,180,2,1=2,200,3,2=3,510,12,1-3-2,1520,5,1=2=3,610,4
202601271803,2026-01-27,18,03R,,,1,110,1,100,2,150,,,1-2,310,1,1=2,200,1,1=2,160,3,1=6,110,1,2=6,270,6,1-2-6,560,1,1=2=6,210,1
202601271804,2026-01-27,18,04R,,,3,320,3,280,4,1100,,,3-4,18560,22,3=4,4440,9,3=4,2020,12,2=3,450,5,2=4,2830,13,3-4-2,141100,81,2=3=4,16770,15
202601271805,2026-01-27,18,05R,,,1,250,1,170,2,270,,,1-2,1000,4,1=2,880,4,1=2,290,5,1=4,310,6,2=4,680,11,1-2-4,5170,22,1=2=4,2080,8
202601271806,2026-01-27,18,06R,,,1,270,1,190,4,100,,,1-4,1090,6,1=4,490,3,1=4,200,4,1=3,160,2,3=4,130,1,1-4-3,2120,2,1=3=4,320,1
