レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202601182401,2026-01-18,24,01R,,,5,290,5,200,1,190,,,5-1,1340,5,1=5,420,2,1=5,240,4,4=5,210,3,1=4,160,1,5-1-4,3000,8,1=4=5,470,1
202601182402,2026-01-18,24,02R,,,2,230,2,160,4,120,,,2-4,580,2,2=4,390,1,2=4,290,3,2=6,480,8,4=6,940,11,2-4-6,1600,3,2=4=6,710,4
202601182403,2026-01-18,24,03R,,,2,160,2,120,3,100,,,2-3,480,2,2=3,360,2,2=3,200,2,2=5,200,2,3=5,450,8,2-3-5,1980,7,2=3=5,970,4
202601182404,2026-01-18,24,04R,,,3,240,3,100,1,100,,,3-1,340,2,1=3,140,1,1=3,110,1,3=6,150,2,1=6,220,3,3-1-6,660,1,1=3=6,250,1
202601182405,2026-01-18,24,05R,,,6,1080,6,160,1,130,,,6-1,2100,8,1=6,770,3,1=6,130,1,3=6,200,3,1=3,160,2,6-1-3,6850,26,1=3=6,350,1
202601182406,2026-01-18,24,06R,,,1,200,1,200,4,380,,,1-4,1050,4,1=4,750,4,1=4,150,2,1=2,120,1,2=4,160,5,1-4-2,1500,5,1=2=4,270,1
202601182407,2026-01-18,24,07R,,,3,270,3,120,1,100,,,3-1,490,2,1=3,210,1,1=3,100,1,2=3,170,4,1=2,140,2,3-1-2,1410,5,1=2=3,290,2
202601182408,2026-01-18,24,08R,,,1,120,1,100,3,120,,,1-3,200,1,1=3,160,1,1=3,130,1,1=4,640,8,3=4,810,11,1-3-4,2280,9,1=3=4,1260,4
202601182409,2026-01-18,24,09R,,,4,490,4,260,5,420,,,4-5,1870,8,4=5,1210,6,4=5,260,6,3=4,170,2,3=5,240,5,4-5-3,4620,20,3=4=5,660,4
202601182410,2026-01-18,24,10R,,,1,130,1,100,3,270,,,1-3,620,3,1=3,610,5,1=3,310,5,1=2,240,4,2=3,430,7,1-3-2,1990,8,1=2=3,730,5
202601182411,2026-01-18,24,11R,,,1,140,1,100,2,200,,,1-2,200,1,1=2,260,1,1=2,110,1,1=5,170,2,2=5,330,7,1-2-5,1140,5,1=2=5,670,3
202601182412,2026-01-18,24,12R,,,1,100,1,120,2,220,,,1-2,310,2,1=2,390,2,1=2,120,1,1=3,150,2,2=3,330,6,1-2-3,690,3,1=2=3,320,1
202601182301,2026-01-18,23,01R,,,1,100,1,100,5,420,,,1-5,760,3,1=5,550,3,1=5,180,3,1=2,150,2,2=5,260,4,1-5-2,1780,7,1=2=5,550,3
202601182302,2026-01-18,23,02R,,,1,140,1,130,2,260,,,1-2,540,2,1=2,320,2,1=2,160,2,1=3,120,1,2=3,300,7,1-2-3,960,4,1=2=3,320,1
202601182304,2026-01-18,23,04R,,,1,170,1,120,3,300,,,1-3,640,2,1=3,630,2,1=3,320,5,1=2,180,2,2=3,590,10,1-3-2,2850,10,1=2=3,1080,5
202601182305,2026-01-18,23,05R,,,1,140,1,100,3,120,,,1-3,270,1,1=3,290,2,1=3,130,3,1=6,120,1,3=6,170,4,1-3-6,520,1,1=3=6,200,1
202601182306,2026-01-18,23,06R,,,1,590,1,120,4,110,,,1-4,780,3,1=4,470,2,1=4,190,2,1=3,580,10,3=4,1170,14,1-4-3,7670,26,1=3=4,2140,8
202601182307,2026-01-18,23,07R,,,2,560,2,150,1,100,,,2-1,880,4,1=2,290,2,1=2,140,2,2=5,160,3,1=5,100,1,2-1-5,2470,9,1=2=5,180,1
202601182308,2026-01-18,23,08R,,,1,100,1,100,2,150,,,1-2,360,2,1=2,230,1,1=2,240,3,1=4,140,1,2=4,360,7,1-2-4,850,1,1=2=4,390,1
202601182309,2026-01-18,23,09R,,,1,140,1,100,4,100,,,1-4,310,1,1=4,220,1,1=4,120,2,1=2,300,5,2=4,120,1,1-4-2,1090,2,1=2=4,330,2
202601182310,2026-01-18,23,10R,,,1,120,1,100,2,120,,,1-2,230,1,1=2,150,1,1=2,150,1,1=6,680,10,2=6,900,12,1-2-6,2970,12,1=2=6,1680,7
202601182311,2026-01-18,23,11R,,,5,1700,5,750,4,890,,,5-4,10390,14,4=5,6130,8,4=5,630,10,1=5,280,4,1=4,190,3,5-4-1,36640,41,1=4=5,770,5
202601182312,2026-01-18,23,12R,,,1,100,1,100,2,190,,,1-2,200,1,1=2,200,1,1=2,120,1,1=4,230,4,2=4,330,7,1-2-4,700,2,1=2=4,470,2
202601182201,2026-01-18,22,01R,,,1,100,1,100,3,160,,,1-3,310,1,1=3,430,2,1=3,120,1,1=5,130,2,3=5,470,9,1-3-5,900,2,1=3=5,740,4
202601182202,2026-01-18,22,02R,,,1,100,1,170,6,550,,,1-6,2440,7,1=6,6410,7,1=6,370,4,1=2,340,3,2=6,1470,13,1-6-2,12130,31,1=2=6,3310,11
202601182203,2026-01-18,22,03R,,,1,120,1,100,3,100,,,1-3,150,1,1=3,140,1,1=3,110,1,1=2,160,3,2=3,230,5,1-3-2,350,1,1=2=3,180,1
202601182204,2026-01-18,22,04R,,,2,540,2,250,1,130,,,2-1,890,4,1=2,360,2,1=2,220,3,2=5,300,5,1=5,170,2,2-1-5,2970,10,1=2=5,360,1
202601182205,2026-01-18,22,05R,,,1,100,1,100,2,220,,,1-2,310,1,1=2,270,1,1=2,150,2,1=6,150,1,2=6,280,5,1-2-6,600,1,1=2=6,360,2
202601182206,2026-01-18,22,06R,,,1,130,1,140,4,780,,,1-4,2470,8,1=4,1240,6,1=4,470,6,1=6,280,3,4=6,2460,15,1-4-6,6280,23,1=4=6,2280,9
202601182207,2026-01-18,22,07R,,,1,100,1,100,3,220,,,1-3,640,3,1=3,530,3,1=3,430,5,1=2,190,2,2=3,330,3,1-3-2,1730,7,1=2=3,440,2
202601182208,2026-01-18,22,08R,,,1,110,1,100,4,130,,,1-4,240,1,1=4,360,2,1=4,160,2,1=3,200,4,3=4,290,5,1-4-3,1120,3,1=3=4,480,3
202601182209,2026-01-18,22,09R,,,4,1150,4,340,5,240,,,4-5,1990,7,4=5,1300,5,4=5,280,4,2=4,720,10,2=5,550,7,4-5-2,15320,47,2=4=5,4510,14
202601182210,2026-01-18,22,10R,,,6,1140,6,480,1,100,,,6-1,3680,9,1=6,1810,6,1=6,310,6,3=6,610,9,1=3,150,2,6-1-3,14880,31,1=3=6,1460,7
202601182211,2026-01-18,22,11R,,,1,140,1,100,2,160,,,1-2,240,1,1=2,320,2,1=2,130,1,1=5,450,7,2=5,750,10,1-2-5,2620,8,1=2=5,1930,7
202601182212,2026-01-18,22,12R,,,1,100,1,100,4,310,,,1-4,710,3,1=4,930,3,1=4,320,4,1=3,160,2,3=4,560,8,1-4-3,2470,10,1=3=4,790,3
202601182001,2026-01-18,20,01R,,,1,120,1,110,3,180,,,1-3,340,2,1=3,450,2,1=3,110,1,1=6,650,9,3=6,250,5,1-3-6,3370,13,1=3=6,1690,7
202601182002,2026-01-18,20,02R,,,1,170,1,110,5,120,,,1-5,710,2,1=5,210,1,1=5,220,2,1=3,420,8,3=5,380,7,1-5-3,2780,10,1=3=5,1010,5
202601182003,2026-01-18,20,03R,,,1,190,1,100,2,110,,,1-2,300,1,1=2,210,1,1=2,250,2,1=4,500,4,2=4,720,6,1-2-4,2340,7,1=2=4,840,3
202601182004,2026-01-18,20,04R,,,4,510,4,300,5,390,,,4-5,2200,10,4=5,1540,6,4=5,220,5,3=4,200,4,3=5,190,2,4-5-3,5350,24,3=4=5,700,5
202601182005,2026-01-18,20,05R,,,2,730,2,360,4,520,,,2-4,6350,9,2=4,2580,5,2=4,170,3,1=2,110,1,1=4,140,2,2-4-1,6670,17,1=2=4,150,1
202601182006,2026-01-18,20,06R,,,1,120,1,100,2,140,,,1-2,220,1,1=2,150,1,1=2,140,1,1=4,480,8,2=4,540,10,1-2-4,1600,6,1=2=4,1070,4
202601182007,2026-01-18,20,07R,,,1,170,1,130,3,560,,,1-3,1300,4,1=3,940,4,1=3,470,8,1=5,250,3,3=5,710,11,1-3-5,4220,15,1=3=5,1450,6
202601182008,2026-01-18,20,08R,,,1,120,1,100,2,140,,,1-2,200,1,1=2,190,1,1=2,140,1,1=3,140,2,2=3,250,5,1-2-3,510,2,1=2=3,340,2
202601182009,2026-01-18,20,09R,,,4,680,4,110,5,730,,,4-5,2740,9,4=5,1890,7,4=5,710,8,4=6,2390,12,5=6,6450,15,4-5-6,9210,25,4=5=6,4960,12
202601182010,2026-01-18,20,10R,,,1,110,1,100,3,340,,,1-3,1240,5,1=3,1250,5,1=3,120,1,1=6,150,2,3=6,970,13,1-3-6,3430,12,1=3=6,1760,7
202601182011,2026-01-18,20,11R,,,1,100,1,100,3,280,,,1-3,330,2,1=3,290,1,1=3,150,1,1=2,190,3,2=3,490,10,1-3-2,810,2,1=2=3,310,1
202601182012,2026-01-18,20,12R,,,1,120,1,100,2,210,,,1-2,530,2,1=2,340,2,1=2,160,3,1=3,160,1,2=3,160,2,1-2-3,990,2,1=2=3,340,1
202601181901,2026-01-18,19,01R,,,2,1960,2,240,4,210,,,2-4,3850,11,2=4,1430,5,2=4,200,3,1=2,130,2,1=4,120,1,2-4-1,8150,33,1=2=4,350,1
202601181902,2026-01-18,19,02R,,,1,100,1,120,2,160,,,1-2,310,1,1=2,320,2,1=2,240,5,1=5,180,1,2=5,200,3,1-2-5,1260,3,1=2=5,530,3
202601181903,2026-01-18,19,03R,,,2,290,2,180,1,100,,,2-1,1290,6,1=2,300,2,1=2,160,2,2=3,230,4,1=3,150,1,2-1-3,3920,16,1=2=3,260,1
202601181904,2026-01-18,19,04R,,,4,1240,4,170,6,190,,,4-6,2990,9,4=6,1410,6,4=6,470,5,4=5,1060,12,5=6,1160,14,4-6-5,6820,23,4=5=6,2910,10
202601181905,2026-01-18,19,05R,,,1,160,1,120,2,320,,,1-2,360,2,1=2,470,2,1=2,210,3,1=6,160,2,2=6,220,4,1-2-6,890,4,1=2=6,480,3
202601181906,2026-01-18,19,06R,,,1,110,1,110,4,320,,,1-4,810,4,1=4,820,3,1=4,270,3,1=6,340,6,4=6,700,10,1-4-6,3640,13,1=4=6,2780,6
202601181907,2026-01-18,19,07R,,,1,100,1,100,2,220,,,1-2,450,2,1=2,430,3,1=2,210,3,1=5,320,4,2=5,1050,13,1-2-5,3930,12,1=2=5,1470,6
202601181908,2026-01-18,19,08R,,,1,130,1,100,3,140,,,1-3,250,1,1=3,170,1,1=3,120,1,1=4,190,3,3=4,190,4,1-3-4,650,2,1=3=4,350,2
202601181909,2026-01-18,19,09R,,,1,100,1,120,3,560,,,1-3,1010,4,1=3,940,3,1=3,130,1,1=4,140,2,3=4,460,7,1-3-4,2280,7,1=3=4,690,4
202601181910,2026-01-18,19,10R,,,1,100,1,100,4,220,,,1-4,340,2,1=4,510,3,1=4,110,1,1=2,120,2,2=4,290,6,1-4-2,1180,6,1=2=4,320,1
202601181911,2026-01-18,19,11R,,,2,840,2,210,1,110,,,2-1,1740,5,1=2,230,1,1=2,230,2,2=6,570,10,1=6,230,3,2-1-6,6030,21,1=2=6,860,5
202601181912,2026-01-18,19,12R,,,1,130,1,100,4,270,,,1-4,510,3,1=4,420,3,1=4,200,3,1=3,150,2,3=4,430,7,1-4-3,1720,8,1=3=4,490,2
202601181801,2026-01-18,18,01R,,,1,120,1,100,3,220,,,1-3,360,2,1=3,260,2,1=3,170,3,1=5,150,2,3=5,270,5,1-3-5,900,3,1=3=5,520,3
202601181802,2026-01-18,18,02R,,,1,120,1,100,2,220,,,1-2,390,1,1=2,440,3,1=2,170,1,1=6,630,9,2=6,1820,13,1-2-6,4100,16,1=2=6,3230,10
202601181803,2026-01-18,18,03R,,,1,150,1,110,4,190,,,1-4,940,4,1=4,780,3,1=4,200,2,1=3,130,1,3=4,290,6,1-4-3,1720,5,1=3=4,470,3
202601181804,2026-01-18,18,04R,,,3,160,3,150,1,100,,,3-1,670,3,1=3,160,1,1=3,100,1,3=5,320,5,1=5,360,6,3-1-5,2360,8,1=3=5,610,2
202601181805,2026-01-18,18,05R,,,3,160,3,100,1,100,,,3-1,430,2,1=3,200,1,1=3,120,1,3=5,270,5,1=5,300,7,3-1-5,2180,8,1=3=5,630,3
202601181806,2026-01-18,18,06R,,,2,100,2,130,4,280,,,2-4,880,4,2=4,810,4,2=4,240,2,1=2,240,2,1=4,530,9,2-4-1,3520,14,1=2=4,1050,6
202601181807,2026-01-18,18,07R,,,1,150,1,130,6,1830,,,1-6,6340,16,1=6,4690,9,1=6,600,8,1=2,130,1,2=6,520,7,1-6-2,15750,44,1=2=6,1870,6
202601181808,2026-01-18,18,08R,,,1,270,1,110,2,110,,,1-2,470,1,1=2,350,1,1=2,140,3,1=5,140,2,2=5,130,1,1-2-5,820,1,1=2=5,190,1
202601181809,2026-01-18,18,09R,,,1,110,1,120,3,240,,,1-3,640,2,1=3,370,1,1=3,280,5,1=6,300,6,3=6,950,11,1-3-6,2260,9,1=3=6,880,5
202601181810,2026-01-18,18,10R,,,1,130,1,100,5,140,,,1-5,890,4,1=5,910,4,1=5,240,6,1=2,160,1,2=5,230,3,1-5-2,2460,10,1=2=5,480,3
202601181811,2026-01-18,18,11R,,,1,110,1,100,3,100,,,1-3,270,1,1=3,210,1,1=3,110,1,1=6,240,4,3=6,250,5,1-3-6,840,3,1=3=6,400,2
202601181812,2026-01-18,18,12R,,,1,110,1,100,6,280,,,1-6,1990,7,1=6,1840,7,1=6,380,5,1=5,330,4,5=6,760,12,1-6-5,6610,26,1=5=6,3340,13
202601181601,2026-01-18,16,01R,,,1,100,1,100,5,340,,,1-5,670,3,1=5,750,3,1=5,510,5,1=4,510,5,4=5,1550,12,1-5-4,5780,16,1=4=5,1870,7
202601181602,2026-01-18,16,02R,,,2,730,2,170,6,210,,,2-6,1210,7,2=6,1000,5,2=6,310,4,2=5,390,5,5=6,1460,14,2-6-5,13990,52,2=5=6,5250,18
202601181603,2026-01-18,16,03R,,,5,350,5,660,3,1150,,,5-3,3320,15,3=5,2520,9,3=5,800,12,5=6,320,3,3=6,560,8,5-3-6,14560,58,3=5=6,2040,8
202601181604,2026-01-18,16,04R,,,4,160,4,170,6,100,,,4-6,1620,7,4=6,820,4,4=6,280,3,3=4,250,2,3=6,520,11,4-6-3,7410,33,3=4=6,1730,11
202601181605,2026-01-18,16,05R,,,1,200,1,110,5,130,,,1-5,500,1,1=5,370,2,1=5,140,2,1=4,130,1,4=5,150,3,1-5-4,1370,2,1=4=5,230,1
202601181606,2026-01-18,16,06R,,,3,870,3,190,5,500,,,3-5,6460,15,3=5,3770,10,3=5,520,6,1=3,160,2,1=5,410,4,3-5-1,25210,59,1=3=5,2070,6
202601181607,2026-01-18,16,07R,,,6,550,6,100,1,100,,,6-1,830,4,1=6,280,1,1=6,150,1,4=6,230,4,1=4,160,2,6-1-4,2980,8,1=4=6,390,2
202601181608,2026-01-18,16,08R,,,1,130,1,100,2,190,,,1-2,250,1,1=2,220,1,1=2,120,1,1=5,270,4,2=5,310,7,1-2-5,880,2,1=2=5,500,3
202601181609,2026-01-18,16,09R,,,1,130,1,100,2,210,,,1-2,420,2,1=2,250,1,1=2,180,2,1=3,200,3,2=3,410,8,1-2-3,1100,4,1=2=3,610,3
202601181610,2026-01-18,16,10R,,,1,110,1,100,6,360,,,1-6,2060,8,1=6,1620,4,1=6,400,6,1=3,200,2,3=6,700,12,1-6-3,7150,22,1=3=6,1480,6
202601181611,2026-01-18,16,11R,,,1,100,1,100,2,130,,,1-2,230,1,1=2,200,1,1=2,120,1,1=3,120,2,2=3,190,4,1-2-3,490,1,1=2=3,230,1
202601181612,2026-01-18,16,12R,,,3,1070,3,200,1,100,,,3-1,2270,6,1=3,300,2,1=3,170,2,3=4,630,9,1=4,340,4,3-1-4,12810,24,1=3=4,860,5
202601181501,2026-01-18,15,01R,,,3,270,3,150,1,100,,,3-1,1040,4,1=3,360,2,1=3,170,2,3=5,230,4,1=5,260,6,3-1-5,3550,15,1=3=5,820,2
202601181502,2026-01-18,15,02R,,,1,170,1,140,4,210,,,1-4,1510,7,1=4,1400,7,1=4,430,8,1=2,290,5,2=4,860,10,1-4-2,6270,25,1=2=4,1880,7
202601181503,2026-01-18,15,03R,,,3,250,3,100,1,150,,,3-1,1110,4,1=3,410,2,1=3,170,2,3=4,120,1,1=4,200,4,3-1-4,2770,9,1=3=4,440,1
202601181504,2026-01-18,15,04R,,,1,170,1,130,4,160,,,1-4,610,2,1=4,360,1,1=4,210,2,1=3,320,7,3=4,260,4,1-4-3,1740,3,1=3=4,470,1
202601181505,2026-01-18,15,05R,,,1,230,1,120,3,120,,,1-3,430,1,1=3,260,1,1=3,170,1,1=4,850,10,3=4,370,7,1-3-4,3010,13,1=3=4,1060,5
202601181506,2026-01-18,15,06R,,,1,130,1,110,4,140,,,1-4,360,1,1=4,290,1,1=4,170,1,1=6,850,12,4=6,680,11,1-4-6,3160,10,1=4=6,1550,6
202601181507,2026-01-18,15,07R,,,3,290,3,150,1,150,,,3-1,1340,7,1=3,510,3,1=3,220,5,2=3,140,1,1=2,150,2,3-1-2,2810,10,1=2=3,280,1
202601181508,2026-01-18,15,08R,,,4,160,4,130,5,380,,,4-5,580,3,4=5,550,3,4=5,180,3,2=4,110,1,2=5,200,4,4-5-2,1020,2,2=4=5,330,1
202601181509,2026-01-18,15,09R,,,2,280,2,100,4,130,,,2-4,890,3,2=4,750,2,2=4,200,3,2=6,190,2,4=6,500,12,2-4-6,2530,7,2=4=6,1110,5
202601181510,2026-01-18,15,10R,,,2,250,2,130,3,430,,,2-3,2430,9,2=3,1670,8,2=3,370,5,2=6,240,2,3=6,600,11,2-3-6,5630,19,2=3=6,2050,8
202601181511,2026-01-18,15,11R,,,5,660,5,220,1,100,,,5-1,2720,9,1=5,680,4,1=5,210,2,4=5,670,13,1=4,260,4,5-1-4,15980,45,1=4=5,1150,6
202601181512,2026-01-18,15,12R,,,4,550,4,160,1,100,,,4-1,950,4,1=4,210,1,1=4,160,1,4=6,720,12,1=6,620,10,4-1-6,6110,20,1=4=6,1610,7
202601181301,2026-01-18,13,01R,,,1,130,1,100,3,100,,,1-3,340,1,1=3,160,1,1=3,110,1,1=5,330,7,3=5,210,3,1-3-5,1400,6,1=3=5,420,3
202601181302,2026-01-18,13,02R,,,1,180,1,170,6,130,,,1-6,1240,6,1=6,740,4,1=6,260,5,1=5,230,3,5=6,250,4,1-6-5,4480,21,1=5=6,1070,6
202601181303,2026-01-18,13,03R,,,1,120,1,100,4,170,,,1-4,480,2,1=4,320,2,1=4,170,2,1=5,100,1,4=5,210,6,1-4-5,810,1,1=4=5,380,2
202601181304,2026-01-18,13,04R,,,4,230,4,130,1,160,,,4-1,1450,7,1=4,370,1,1=4,190,1,4=5,210,2,1=5,220,3,4-1-5,3530,11,1=4=5,440,1
202601181305,2026-01-18,13,05R,,,5,220,5,140,1,100,,,5-1,790,2,1=5,460,3,1=5,190,3,5=6,700,9,1=6,1520,13,5-1-6,9190,36,1=5=6,3540,10
202601181306,2026-01-18,13,06R,,,1,210,1,100,4,100,,,1-4,250,1,1=4,130,1,1=4,100,1,1=3,260,5,3=4,450,7,1-4-3,760,3,1=3=4,380,3
202601181307,2026-01-18,13,07R,,,2,330,2,150,1,100,,,2-1,700,3,1=2,360,1,1=2,170,1,2=6,270,4,1=6,300,7,2-1-6,2100,6,1=2=6,600,3
202601181308,2026-01-18,13,08R,,,1,100,1,100,2,120,,,1-2,180,1,1=2,130,1,1=2,100,1,1=3,210,4,2=3,190,3,1-2-3,430,1,1=2=3,260,1
202601181309,2026-01-18,13,09R,,,3,160,3,120,1,130,,,3-1,510,2,1=3,140,1,1=3,110,1,3=4,140,3,1=4,120,2,3-1-4,680,2,1=3=4,170,1
202601181310,2026-01-18,13,10R,,,1,130,1,100,3,100,,,1-3,220,1,1=3,140,1,1=3,120,1,1=6,200,3,3=6,280,6,1-3-6,490,1,1=3=6,310,1
202601181311,2026-01-18,13,11R,,,1,110,1,100,2,140,,,1-2,150,1,1=2,140,1,1=2,120,1,1=5,160,2,2=5,300,6,1-2-5,490,1,1=2=5,290,1
202601181312,2026-01-18,13,12R,,,1,160,1,130,2,820,,,1-2,470,2,1=2,670,3,1=2,220,3,1=5,170,2,2=5,640,9,1-2-5,1770,6,1=2=5,710,4
202601181101,2026-01-18,11,01R,,,2,480,2,380,3,340,,,2-3,3420,12,2=3,1030,4,2=3,360,6,2=4,250,4,3=4,410,7,2-3-4,9350,29,2=3=4,1200,6
202601181102,2026-01-18,11,02R,,,1,110,1,110,5,320,,,1-5,1290,5,1=5,1030,5,1=5,440,7,1=4,150,1,4=5,820,14,1-5-4,3540,16,1=4=5,1220,7
202601181103,2026-01-18,11,03R,,,2,700,2,300,3,350,,,2-3,9340,17,2=3,2860,10,2=3,360,6,1=2,160,1,1=3,230,3,2-3-1,20950,50,1=2=3,590,2
202601181104,2026-01-18,11,04R,,,1,180,1,130,2,110,,,1-2,400,1,1=2,250,1,1=2,190,4,1=3,160,2,2=3,130,1,1-2-3,1270,3,1=2=3,590,2
202601181105,2026-01-18,11,05R,,,3,270,3,120,1,120,,,3-1,600,3,1=3,240,1,1=3,160,1,2=3,340,7,1=2,310,5,3-1-2,2190,8,1=2=3,390,2
202601181106,2026-01-18,11,06R,,,2,700,2,190,1,160,,,2-1,960,4,1=2,530,2,1=2,250,3,2=4,190,1,1=4,200,2,2-1-4,2750,6,1=2=4,590,1
202601181107,2026-01-18,11,07R,,,5,990,5,330,3,210,,,5-3,4080,13,3=5,1400,6,3=5,330,7,1=5,230,3,1=3,130,1,5-3-1,8030,25,1=3=5,350,1
202601181108,2026-01-18,11,08R,,,1,130,1,120,4,230,,,1-4,450,2,1=4,380,2,1=4,180,2,1=2,290,5,2=4,390,6,1-4-2,1610,4,1=2=4,710,3
202601181109,2026-01-18,11,09R,,,1,110,1,110,3,180,,,1-3,280,1,1=3,200,1,1=3,140,1,1=4,220,2,3=4,220,2,1-3-4,680,1,1=3=4,350,1
202601181110,2026-01-18,11,10R,,,1,130,1,100,2,120,,,1-2,210,1,1=2,190,1,1=2,150,1,1=6,290,4,2=6,470,8,1-2-6,1300,4,1=2=6,590,2
202601181111,2026-01-18,11,11R,,,1,110,1,110,2,390,,,1-2,350,2,1=2,370,2,1=2,200,2,1=4,220,3,2=4,570,9,1-2-4,1220,5,1=2=4,730,4
202601181112,2026-01-18,11,12R,,,1,100,1,100,4,100,,,1-4,610,2,1=4,670,4,1=4,260,4,1=3,120,1,3=4,300,6,1-4-3,1780,7,1=3=4,480,2
202601180901,2026-01-18,09,01R,,,4,1290,4,240,5,310,,,4-5,3090,6,4=5,4120,6,4=5,580,6,3=4,600,7,3=5,1610,10,4-5-3,25150,36,3=4=5,10200,12
202601180902,2026-01-18,09,02R,,,1,260,1,420,2,160,,,1-2,1500,7,1=2,940,3,1=2,360,6,1=5,1040,11,2=5,240,3,1-2-5,6700,21,1=2=5,2810,10
202601180903,2026-01-18,09,03R,,,2,330,2,100,3,170,,,2-3,810,4,2=3,680,3,2=3,130,1,1=2,210,3,1=3,290,8,2-3-1,2800,12,1=2=3,380,1
202601180904,2026-01-18,09,04R,,,2,310,2,100,4,110,,,2-4,990,5,2=4,630,3,2=4,190,3,2=3,150,1,3=4,240,4,2-4-3,2210,8,2=3=4,530,3
202601180906,2026-01-18,09,06R,,,1,250,1,130,3,110,,,1-3,740,2,1=3,450,2,1=3,160,3,1=5,140,1,3=5,150,2,1-3-5,1570,2,1=3=5,350,1
