レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202601032401,2026-01-03,24,01R,,,1,120,1,100,3,110,,,1-3,290,1,1=3,250,1,1=3,170,1,1=5,820,10,3=5,780,9,1-3-5,2170,8,1=3=5,1060,4
202601032402,2026-01-03,24,02R,,,1,120,1,100,3,130,,,1-3,300,1,1=3,210,1,1=3,130,1,1=2,180,4,2=3,180,3,1-3-2,820,1,1=2=3,300,1
202601032403,2026-01-03,24,03R,,,1,150,1,110,3,210,,,1-3,330,2,1=3,300,2,1=3,180,3,1=4,190,4,3=4,440,6,1-3-4,1000,4,1=3=4,570,3
202601032404,2026-01-03,24,04R,,,1,150,1,110,2,480,,,1-2,1740,5,1=2,870,4,1=2,280,5,1=3,100,1,2=3,630,10,1-2-3,3120,10,1=2=3,530,3
202601032405,2026-01-03,24,05R,,,1,100,1,100,3,240,,,1-3,620,4,1=3,470,2,1=3,140,2,1=6,780,7,3=6,3400,14,1-3-6,7080,19,1=3=6,3240,8
202601032406,2026-01-03,24,06R,,,1,160,1,140,5,430,,,1-5,2260,8,1=5,1250,6,1=5,330,6,1=3,150,2,3=5,150,1,1-5-3,3690,13,1=3=5,320,1
202601032407,2026-01-03,24,07R,,,1,100,1,100,3,160,,,1-3,240,1,1=3,190,1,1=3,140,1,1=4,150,2,3=4,390,7,1-3-4,700,1,1=3=4,420,3
202601032408,2026-01-03,24,08R,,,1,100,1,100,3,170,,,1-3,220,1,1=3,220,1,1=3,150,1,1=5,310,5,3=5,360,7,1-3-5,1160,4,1=3=5,750,3
202601032409,2026-01-03,24,09R,,,4,580,4,190,1,110,,,4-1,4600,13,1=4,680,3,1=4,210,2,2=4,390,9,1=2,130,1,4-1-2,15830,42,1=2=4,510,1
202601032410,2026-01-03,24,10R,,,1,100,1,120,2,290,,,1-2,380,2,1=2,280,2,1=2,200,2,1=6,390,6,2=6,1340,13,1-2-6,2810,10,1=2=6,1520,7
202601032411,2026-01-03,24,11R,,,1,150,1,100,3,150,,,1-3,300,1,1=3,210,1,1=3,170,1,1=6,180,2,3=6,270,5,1-3-6,810,1,1=3=6,460,1
202601032412,2026-01-03,24,12R,,,1,160,1,150,6,600,,,1-6,2610,9,1=6,2090,8,1=6,610,12,1=2,190,2,2=6,660,13,1-6-2,12930,42,1=2=6,1590,7
202601032201,2026-01-03,22,01R,,,1,100,1,100,2,170,,,1-2,190,1,1=2,140,1,1=2,180,3,1=4,100,1,2=4,1980,10,1-2-4,1840,7,1=2=4,1310,4
202601032202,2026-01-03,22,02R,,,2,170,2,110,3,270,,,2-3,740,4,2=3,920,3,2=3,230,4,2=4,200,3,3=4,460,7,2-3-4,2080,9,2=3=4,730,3
202601032203,2026-01-03,22,03R,,,1,480,1,120,3,120,,,1-3,660,3,1=3,280,1,1=3,150,2,1=2,300,6,2=3,140,1,1-3-2,1330,2,1=2=3,270,1
202601032204,2026-01-03,22,04R,,,1,150,1,140,2,120,,,1-2,410,1,1=2,210,1,1=2,200,3,1=5,530,8,2=5,340,6,1-2-5,2920,11,1=2=5,1370,5
202601032205,2026-01-03,22,05R,,,4,2160,4,280,2,150,,,4-2,2640,18,2=4,1590,9,2=4,370,8,4=5,170,2,2=5,150,1,4-2-5,5530,33,2=4=5,630,2
202601032206,2026-01-03,22,06R,,,4,690,4,320,5,810,,,4-5,4280,18,4=5,2960,11,4=5,880,13,2=4,190,1,2=5,390,7,4-5-2,14360,60,2=4=5,2730,10
202601032207,2026-01-03,22,07R,,,3,1070,3,220,6,140,,,3-6,2390,11,3=6,1310,7,3=6,390,5,3=5,1550,14,5=6,660,8,3-6-5,14450,44,3=5=6,3890,12
202601032208,2026-01-03,22,08R,,,1,120,1,100,2,150,,,1-2,200,1,1=2,190,1,1=2,120,1,1=4,300,6,2=4,370,8,1-2-4,600,1,1=2=4,430,2
202601032209,2026-01-03,22,09R,,,3,510,3,150,1,140,,,3-1,960,4,1=3,200,1,1=3,190,3,3=6,810,8,1=6,470,7,3-1-6,8950,22,1=3=6,1920,6
202601032210,2026-01-03,22,10R,,,1,150,1,120,3,190,,,1-3,400,1,1=3,360,1,1=3,200,4,1=2,190,3,2=3,340,6,1-3-2,1320,2,1=2=3,490,2
202601032211,2026-01-03,22,11R,,,1,120,1,110,3,180,,,1-3,340,2,1=3,280,2,1=3,150,2,1=2,130,1,2=3,270,5,1-3-2,730,2,1=2=3,280,1
202601032212,2026-01-03,22,12R,,,2,350,2,260,3,100,,,2-3,2480,9,2=3,980,4,2=3,200,4,1=2,140,2,1=3,120,1,2-3-1,4650,16,1=2=3,230,1
202601032101,2026-01-03,21,01R,,,3,550,3,100,2,100,,,3-2,980,5,2=3,210,1,2=3,140,1,3=4,280,7,2=4,160,3,3-2-4,3940,14,2=3=4,360,2
202601032102,2026-01-03,21,02R,,,3,940,3,470,4,250,,,3-4,12830,18,3=4,4600,8,3=4,470,8,1=3,320,6,1=4,140,1,3-4-1,33130,49,1=3=4,800,4
202601032103,2026-01-03,21,03R,,,1,120,1,110,3,120,,,1-3,270,1,1=3,180,1,1=3,120,1,1=2,180,3,2=3,240,6,1-3-2,690,2,1=2=3,210,1
202601032104,2026-01-03,21,04R,,,2,1610,2,530,5,390,,,2-5,12560,22,2=5,7300,12,2=5,790,12,1=2,280,4,1=5,250,2,2-5-1,59670,72,1=2=5,930,5
202601032105,2026-01-03,21,05R,,,1,150,1,100,5,150,,,1-5,1030,4,1=5,950,4,1=5,280,3,1=3,330,5,3=5,1180,14,1-5-3,5420,20,1=3=5,1420,8
202601032106,2026-01-03,21,06R,,,3,180,3,130,2,110,,,3-2,1050,5,2=3,240,1,2=3,170,1,3=4,510,8,2=4,410,7,3-2-4,5350,20,2=3=4,1120,5
202601032107,2026-01-03,21,07R,,,4,340,4,540,6,400,,,4-6,9560,25,4=6,6670,13,4=6,1490,14,4=5,430,9,5=6,1130,12,4-6-5,27320,84,4=5=6,4550,15
202601032108,2026-01-03,21,08R,,,1,400,1,150,5,450,,,1-5,2360,13,1=5,1490,7,1=5,890,7,,,,,,,,,,,,
202601032109,2026-01-03,21,09R,,,1,140,1,140,2,290,,,1-2,530,2,1=2,380,2,1=2,170,2,1=4,110,1,2=4,170,3,1-2-4,1070,1,1=2=4,340,1
202601032110,2026-01-03,21,10R,,,3,380,3,160,1,100,,,3-1,1220,4,1=3,220,1,1=3,130,1,3=6,420,6,1=6,280,4,3-1-6,4090,14,1=3=6,940,4
202601032111,2026-01-03,21,11R,,,1,160,1,100,3,300,,,1-3,540,2,1=3,470,2,1=3,300,4,1=2,130,1,2=3,370,7,1-3-2,1290,3,1=2=3,290,1
202601032112,2026-01-03,21,12R,,,1,120,1,100,3,170,,,1-3,430,2,1=3,370,2,1=3,160,2,1=2,130,1,2=3,190,3,1-3-2,920,3,1=2=3,270,1
202601032001,2026-01-03,20,01R,,,4,510,4,380,5,320,,,4-5,2340,7,4=5,930,4,4=5,430,10,1=4,400,8,1=5,340,4,4-5-1,6100,22,1=4=5,1450,7
202601032002,2026-01-03,20,02R,,,1,220,1,120,4,530,,,1-4,1660,9,1=4,1220,7,1=4,450,7,1=3,140,2,3=4,410,6,1-4-3,4060,18,1=3=4,720,4
202601032003,2026-01-03,20,03R,,,2,360,2,140,3,170,,,2-3,1350,7,2=3,390,3,2=3,260,5,1=2,220,3,1=3,170,1,2-3-1,3180,11,1=2=3,310,1
202601032004,2026-01-03,20,04R,,,2,670,2,230,1,190,,,2-1,2120,13,1=2,810,5,1=2,390,9,2=5,260,4,1=5,310,6,2-1-5,4970,20,1=2=5,960,5
202601032005,2026-01-03,20,05R,,,1,130,1,100,2,100,,,1-2,190,1,1=2,150,1,1=2,120,1,1=4,150,2,2=4,200,3,1-2-4,380,1,1=2=4,230,1
202601032006,2026-01-03,20,06R,,,1,240,1,120,3,160,,,1-3,310,1,1=3,250,1,1=3,140,2,1=4,570,8,3=4,510,7,1-3-4,2260,7,1=3=4,590,2
202601032007,2026-01-03,20,07R,,,3,970,3,190,1,100,,,3-1,1200,5,1=3,320,2,1=3,110,1,3=5,160,3,1=5,130,2,3-1-5,2860,11,1=3=5,310,1
202601032008,2026-01-03,20,08R,,,1,120,1,100,2,140,,,1-2,150,1,1=2,130,1,1=2,110,1,1=4,190,4,2=4,270,5,1-2-4,480,2,1=2=4,310,2
202601032009,2026-01-03,20,09R,,,1,290,1,110,4,130,,,1-4,420,1,1=4,190,1,1=4,180,2,1=5,430,10,4=5,430,10,1-4-5,2840,11,1=4=5,910,4
202601032010,2026-01-03,20,10R,,,1,110,1,120,3,160,,,1-3,350,1,1=3,210,1,1=3,130,1,1=4,170,2,3=4,260,5,1-3-4,860,2,1=3=4,410,1
202601032011,2026-01-03,20,11R,,,1,110,1,110,2,650,,,1-2,320,2,1=2,280,2,1=2,140,2,1=3,140,1,2=3,160,3,1-2-3,640,3,1=2=3,280,1
202601032012,2026-01-03,20,12R,,,4,570,4,110,1,100,,,4-1,1110,4,1=4,210,1,1=4,110,1,4=5,230,3,1=5,280,6,4-1-5,4600,13,1=4=5,440,3
202601031801,2026-01-03,18,01R,,,1,130,1,110,5,570,,,1-5,500,3,1=5,350,3,1=5,150,3,1=2,130,1,2=5,250,4,1-5-2,930,3,1=2=5,300,1
202601031802,2026-01-03,18,02R,,,1,120,1,100,5,230,,,1-5,530,4,1=5,650,4,1=5,250,3,1=4,150,2,4=5,420,6,1-5-4,2960,9,1=4=5,770,5
202601031803,2026-01-03,18,03R,,,2,730,2,210,1,100,,,2-1,1680,6,1=2,670,2,1=2,180,2,2=6,1690,15,1=6,1230,14,2-1-6,26020,53,1=2=6,5050,12
202601031804,2026-01-03,18,04R,,,2,420,2,130,1,100,,,2-1,870,4,1=2,180,1,1=2,100,1,2=3,140,2,1=3,180,4,2-1-3,2740,8,1=2=3,210,1
202601031805,2026-01-03,18,05R,,,1,130,1,110,3,140,,,1-3,450,2,1=3,320,2,1=3,100,1,1=5,130,2,3=5,220,4,1-3-5,770,2,1=3=5,220,1
202601031806,2026-01-03,18,06R,,,1,140,1,100,2,100,,,1-2,480,1,1=2,180,1,1=2,240,2,1=3,460,8,2=3,440,7,1-2-3,1130,2,1=2=3,580,2
202601031807,2026-01-03,18,07R,,,3,160,3,310,6,170,,,3-6,530,1,3=6,270,1,3=6,150,1,2=3,230,4,2=6,200,2,3-6-2,1370,3,2=3=6,350,1
202601031808,2026-01-03,18,08R,,,3,210,3,130,6,900,,,3-6,1820,6,3=6,1700,7,3=6,350,6,1=3,170,2,1=6,670,10,3-6-1,6760,25,1=3=6,1200,5
202601031809,2026-01-03,18,09R,,,6,260,6,120,4,290,,,6-4,310,1,4=6,570,3,4=6,260,5,5=6,1430,11,4=5,2210,13,6-4-5,4870,20,4=5=6,2140,8
202601031810,2026-01-03,18,10R,,,1,130,1,100,2,510,,,1-2,1010,4,1=2,630,4,1=2,340,5,1=6,260,4,2=6,1300,15,1-2-6,3850,13,1=2=6,2690,9
202601031811,2026-01-03,18,11R,,,1,150,1,180,4,500,,,1-4,1370,5,1=4,920,5,1=4,250,3,1=3,440,8,3=4,810,10,1-4-3,6830,29,1=3=4,1960,7
202601031812,2026-01-03,18,12R,,,1,130,1,140,4,610,,,1-4,700,2,1=4,520,2,1=4,230,3,1=3,160,2,3=4,370,6,1-4-3,1500,4,1=3=4,370,1
202601031701,2026-01-03,17,01R,,,1,120,1,100,2,300,,,1-2,270,2,1=2,230,1,1=2,140,1,1=4,140,2,2=4,180,4,1-2-4,620,1,1=2=4,330,1
202601031702,2026-01-03,17,02R,,,1,190,1,100,4,170,,,1-4,1130,5,1=4,660,4,1=4,180,4,1=5,100,1,4=5,140,2,1-4-5,1600,6,1=4=5,520,3
202601031703,2026-01-03,17,03R,,,1,190,1,150,2,160,,,1-2,290,1,1=2,190,1,1=2,160,1,1=5,180,3,2=5,170,2,1-2-5,680,1,1=2=5,180,1
202601031704,2026-01-03,17,04R,,,1,110,1,100,4,240,,,1-4,570,3,1=4,430,3,1=4,300,4,1=5,180,3,4=5,430,5,1-4-5,1030,3,1=4=5,470,2
202601031705,2026-01-03,17,05R,,,6,760,6,210,1,100,,,6-1,1210,5,1=6,370,2,1=6,130,1,2=6,220,5,1=2,130,2,6-1-2,2890,10,1=2=6,220,1
202601031706,2026-01-03,17,06R,,,2,340,2,150,1,100,,,2-1,1130,5,1=2,200,1,1=2,110,1,2=6,210,5,1=6,190,3,2-1-6,2080,8,1=2=6,280,1
202601031707,2026-01-03,17,07R,,,1,100,1,100,3,150,,,1-3,190,1,1=3,210,1,1=3,170,2,1=4,230,4,3=4,450,8,1-3-4,780,4,1=3=4,430,2
202601031708,2026-01-03,17,08R,,,6,3410,6,1910,2,200,,,6-2,13740,23,2=6,21950,15,2=6,1480,12,1=6,1300,11,1=2,140,1,6-2-1,61920,81,1=2=6,2040,7
202601031709,2026-01-03,17,09R,,,1,190,1,200,4,450,,,1-4,640,3,1=4,600,3,1=4,200,3,1=3,170,2,3=4,470,10,1-4-3,2130,7,1=3=4,790,4
202601031710,2026-01-03,17,10R,,,2,220,2,110,6,380,,,2-6,22300,21,2=6,5520,9,2=6,1330,10,2=4,330,5,4=6,1800,13,2-6-4,60120,73,2=4=6,2920,9
202601031711,2026-01-03,17,11R,,,1,120,1,110,5,610,,,1-5,1700,5,1=5,1510,5,1=5,340,6,1=3,120,1,3=5,420,7,1-5-3,3640,12,1=3=5,960,4
202601031712,2026-01-03,17,12R,,,1,170,1,100,2,110,,,1-2,210,1,1=2,150,1,1=2,120,1,1=3,130,2,2=3,190,4,1-2-3,400,1,1=2=3,200,1
202601031501,2026-01-03,15,01R,,,2,390,2,130,1,100,,,2-1,490,2,1=2,170,1,1=2,100,1,2=4,210,5,1=4,160,2,2-1-4,2060,6,1=2=4,370,2
202601031502,2026-01-03,15,02R,,,3,240,3,110,5,330,,,3-5,920,3,3=5,780,4,3=5,190,2,3=4,230,3,4=5,260,5,3-5-4,2360,8,3=4=5,830,4
202601031503,2026-01-03,15,03R,,,5,450,5,130,3,150,,,5-3,1070,5,3=5,350,1,3=5,190,2,2=5,470,9,2=3,380,7,5-3-2,7030,31,2=3=5,940,4
202601031504,2026-01-03,15,04R,,,4,500,4,230,3,400,,,4-3,3330,17,3=4,2130,11,3=4,490,9,4=6,510,10,3=6,840,14,4-3-6,13370,67,3=4=6,4080,17
202601031505,2026-01-03,15,05R,,,4,270,4,120,2,210,,,4-2,420,2,2=4,230,1,2=4,170,1,4=6,210,4,2=6,290,6,4-2-6,1240,2,2=4=6,370,1
202601031506,2026-01-03,15,06R,,,5,690,5,300,1,260,,,5-1,2000,8,1=5,480,2,1=5,240,3,5=6,500,8,1=6,560,10,5-1-6,5790,23,1=5=6,1770,8
202601031507,2026-01-03,15,07R,,,1,150,1,110,2,120,,,1-2,350,1,1=2,260,1,1=2,140,1,1=3,200,3,2=3,150,2,1-2-3,610,1,1=2=3,250,1
202601031508,2026-01-03,15,08R,,,1,130,1,100,2,100,,,1-2,250,1,1=2,180,1,1=2,110,1,1=3,150,3,2=3,150,4,1-2-3,690,2,1=2=3,410,2
202601031509,2026-01-03,15,09R,,,6,240,不成立,,,,,,6-5,130,1,不成立,,,不成立,,,,,,,,,,,,,,
