レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202601172301,2026-01-17,23,01R,,,5,630,5,170,1,100,,,5-1,2900,7,1=5,370,2,1=5,210,2,5=6,1580,13,1=6,800,11,5-1-6,17170,31,1=5=6,2250,7
202601172302,2026-01-17,23,02R,,,5,800,5,210,1,100,,,5-1,1570,4,1=5,340,3,1=5,170,2,4=5,1020,11,1=4,330,4,5-1-4,8110,21,1=4=5,1380,6
202601172304,2026-01-17,23,04R,,,1,390,1,170,2,130,,,1-2,830,4,1=2,460,2,1=2,170,3,1=3,170,2,2=3,130,1,1-2-3,1280,4,1=2=3,230,1
202601172305,2026-01-17,23,05R,,,1,120,1,100,4,160,,,1-4,570,4,1=4,490,4,1=4,220,4,1=5,130,1,4=5,460,7,1-4-5,1150,3,1=4=5,530,3
202601172306,2026-01-17,23,06R,,,2,180,2,100,3,110,,,2-3,270,1,2=3,170,1,2=3,150,2,2=6,170,5,3=6,190,6,2-3-6,750,2,2=3=6,380,2
202601172307,2026-01-17,23,07R,,,3,650,3,150,2,100,,,3-2,1570,11,2=3,410,2,2=3,340,5,3=5,960,12,2=5,330,4,3-2-5,6120,28,2=3=5,1860,7
202601172308,2026-01-17,23,08R,,,1,380,1,150,2,120,,,1-2,690,3,1=2,350,2,1=2,230,2,1=4,420,5,2=4,440,6,1-2-4,3760,15,1=2=4,990,4
202601172309,2026-01-17,23,09R,,,3,200,3,180,4,270,,,3-4,2430,8,3=4,1520,6,3=4,220,3,3=5,1050,10,4=5,780,8,3-4-5,17190,42,3=4=5,8050,13
202601172310,2026-01-17,23,10R,,,5,640,5,110,1,100,,,5-1,2300,6,1=5,510,3,1=5,150,1,4=5,550,9,1=4,180,3,5-1-4,6680,19,1=4=5,810,5
202601172311,2026-01-17,23,11R,,,1,120,1,120,5,420,,,1-5,1430,5,1=5,1530,4,1=5,240,3,1=4,160,2,4=5,1140,13,1-5-4,4510,15,1=4=5,1290,7
202601172312,2026-01-17,23,12R,,,3,1030,3,220,4,270,,,3-4,7920,18,3=4,4760,10,3=4,1710,11,3=6,3110,15,4=6,2010,12,3-4-6,70480,89,3=4=6,10380,19
202601171801,2026-01-17,18,01R,,,1,120,1,100,2,140,,,1-2,170,1,1=2,180,1,1=2,140,2,1=4,190,3,2=4,230,5,1-2-4,580,3,1=2=4,340,2
202601171802,2026-01-17,18,02R,,,1,100,1,100,2,160,,,1-2,310,1,1=2,230,1,1=2,160,1,1=4,180,2,2=4,230,4,1-2-4,610,1,1=2=4,210,1
202601171803,2026-01-17,18,03R,,,1,150,1,110,4,120,,,1-4,310,1,1=4,200,1,1=4,130,1,1=3,150,3,3=4,140,2,1-4-3,770,2,1=3=4,380,2
202601171804,2026-01-17,18,04R,,,1,100,1,120,4,630,,,1-4,530,3,1=4,810,3,1=4,180,3,1=2,120,1,2=4,250,5,1-4-2,1780,8,1=2=4,340,2
202601171805,2026-01-17,18,05R,,,1,150,1,100,2,290,,,1-2,410,2,1=2,390,2,1=2,280,3,1=4,380,6,2=4,780,10,1-2-4,2510,8,1=2=4,1350,6
202601171806,2026-01-17,18,06R,,,1,180,1,110,4,150,,,1-4,370,2,1=4,260,1,1=4,160,2,1=6,190,4,4=6,190,3,1-4-6,900,3,1=4=6,470,3
202601171807,2026-01-17,18,07R,,,1,240,1,250,4,230,,,1-4,1580,7,1=4,1300,5,1=4,120,1,1=3,140,2,3=4,180,3,1-4-3,2940,15,1=3=4,400,1
202601171808,2026-01-17,18,08R,,,2,220,2,310,5,2700,,,2-5,5000,19,2=5,15000,12,2=5,620,10,2=6,300,5,5=6,3100,14,2-5-6,28620,72,2=5=6,7590,14
202601171809,2026-01-17,18,09R,,,1,120,1,100,2,170,,,1-2,210,1,1=2,190,1,1=2,120,2,1=4,100,1,2=4,180,4,1-2-4,310,1,1=2=4,160,1
202601171810,2026-01-17,18,10R,,,1,200,1,120,2,130,,,1-2,310,1,1=2,110,1,1=2,170,1,1=6,320,9,2=6,170,2,1-2-6,1820,6,1=2=6,790,3
202601171811,2026-01-17,18,11R,,,5,200,5,180,2,400,,,5-2,3080,15,2=5,1720,7,2=5,250,4,1=5,280,5,1=2,220,3,5-2-1,11030,40,1=2=5,940,5
202601171812,2026-01-17,18,12R,,,1,210,1,100,2,230,,,1-2,390,1,1=2,400,3,1=2,180,2,1=4,140,1,2=4,360,7,1-2-4,940,2,1=2=4,400,1
202601171401,2026-01-17,14,01R,,,1,100,1,100,4,150,,,1-4,400,2,1=4,320,2,1=4,150,1,1=2,170,2,2=4,180,4,1-4-2,920,4,1=2=4,330,1
202601171402,2026-01-17,14,02R,,,3,280,3,140,4,110,,,3-4,540,1,3=4,330,2,3=4,120,1,2=3,210,4,2=4,240,5,3-4-2,1730,6,2=3=4,670,3
202601171403,2026-01-17,14,03R,,,1,100,1,100,2,300,,,1-2,400,2,1=2,370,3,1=2,150,1,1=3,180,3,2=3,280,6,1-2-3,960,5,1=2=3,390,1
202601171404,2026-01-17,14,04R,,,1,100,1,100,2,110,,,1-2,210,1,1=2,140,1,1=2,120,1,1=6,680,10,2=6,750,11,1-2-6,1290,5,1=2=6,830,4
202601171405,2026-01-17,14,05R,,,4,390,4,410,2,340,,,4-2,2190,7,2=4,1080,3,2=4,200,3,1=4,100,1,1=2,130,2,4-2-1,4810,15,1=2=4,130,1
202601171406,2026-01-17,14,06R,,,2,170,2,130,1,100,,,2-1,600,3,1=2,360,2,1=2,140,2,2=5,120,1,1=5,140,3,2-1-5,800,2,1=2=5,210,1
202601171407,2026-01-17,14,07R,,,5,450,5,160,2,230,,,5-2,500,1,2=5,300,1,2=5,140,2,1=5,180,3,1=2,340,6,5-2-1,1620,3,1=2=5,430,1
202601171408,2026-01-17,14,08R,,,1,140,1,100,6,250,,,1-6,850,3,1=6,630,3,1=6,250,3,1=3,440,7,3=6,550,9,1-6-3,3190,12,1=3=6,1210,8
202601171409,2026-01-17,14,09R,,,5,2130,5,480,4,240,,,5-4,10540,21,4=5,3370,10,4=5,650,10,5=6,2300,13,4=6,2020,12,5-4-6,66210,78,4=5=6,12670,18
202601171410,2026-01-17,14,10R,,,1,280,1,150,3,210,,,1-3,380,1,1=3,230,2,1=3,190,2,1=4,270,4,3=4,360,5,1-3-4,1070,3,1=3=4,720,3
202601171411,2026-01-17,14,11R,,,1,100,1,100,3,130,,,1-3,310,1,1=3,330,2,1=3,140,1,1=4,190,5,3=4,410,6,1-3-4,790,1,1=3=4,380,1
202601171412,2026-01-17,14,12R,,,4,1220,4,600,2,230,,,4-2,5760,20,2=4,2550,11,2=4,530,8,4=6,940,13,2=6,760,12,4-2-6,35970,86,2=4=6,5760,16
