レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202603312401,5,6,4,,1.0,2.0,3.0,4.0,5.0,6.0,0.22,0.21,0.16,0.14,0.07,0.09
202603312402,5,3,4,,1.0,2.0,3.0,4.0,6.0,5.0,0.17,0.28,0.09,-0.12,-0.14,0.0
202603312403,3,6,4,,1.0,2.0,3.0,4.0,6.0,5.0,0.15,0.14,0.19,0.23,0.03,0.08
202603312404,5,6,3,,1.0,2.0,3.0,4.0,5.0,6.0,0.13,0.07,0.16,0.17,0.21,0.21
202603312405,6,4,3,,1.0,2.0,3.0,4.0,5.0,6.0,0.2,0.13,0.07,0.09,0.19,0.06
202603312406,6,4,5,,1.0,2.0,3.0,4.0,5.0,6.0,0.27,0.13,0.21,0.1,0.15,0.08
202603312407,6,5,3,,1.0,2.0,3.0,4.0,5.0,6.0,0.15,0.12,0.23,0.06,0.11,-0.02
202603312408,4,6,5,,1.0,2.0,3.0,4.0,5.0,6.0,0.03,0.16,0.25,0.01,-0.01,0.1
202603312409,6,3,2,,1.0,2.0,4.0,3.0,5.0,6.0,0.03,-0.02,0.14,-0.02,0.16,0.2
202603312410,4,6,3,,1.0,2.0,4.0,5.0,3.0,6.0,0.11,0.05,0.26,-0.03,-0.09,0.03
202603312411,5,6,4,,1.0,2.0,3.0,4.0,5.0,6.0,0.15,0.05,0.19,-0.02,-0.07,-0.01
202603312412,6,4,5,,1.0,2.0,3.0,4.0,5.0,6.0,0.09,0.37,-0.01,0.03,0.04,0.01
202603312301,4,6,5,,1.0,2.0,3.0,4.0,5.0,6.0,0.07,0.16,0.23,0.05,0.48,0.11
202603312302,6,5,3,,1.0,2.0,3.0,4.0,5.0,6.0,0.08,0.13,0.11,0.06,0.09,0.03
202603312303,4,6,5,,1.0,2.0,3.0,4.0,5.0,6.0,0.09,0.01,0.01,0.01,-0.01,0.05
202603312304,5,4,3,,1.0,2.0,3.0,6.0,4.0,5.0,0.21,0.04,0.08,0.23,-0.01,0.04
202603312305,6,4,5,,1.0,2.0,3.0,4.0,5.0,6.0,0.04,0.21,0.18,0.21,0.16,0.18
202603312306,6,2,1,,1.0,2.0,3.0,4.0,5.0,6.0,-0.02,0.02,-0.1,-0.01,0.01,-0.09
202603312307,5,6,3,,1.0,3.0,4.0,5.0,6.0,2.0,-0.13,-0.14,0.08,-0.04,0.08,0.01
202603312308,3,6,4,,1.0,2.0,6.0,3.0,4.0,5.0,0.17,-0.02,-0.06,-0.09,-0.01,-0.02
202603312309,5,3,6,,1.0,2.0,3.0,4.0,5.0,6.0,0.03,0.01,0.04,0.01,0.21,0.22
202603312310,5,6,4,,1.0,2.0,3.0,4.0,5.0,6.0,0.05,0.13,0.12,0.07,0.18,0.02
202603312311,5,6,2,,1.0,2.0,3.0,4.0,5.0,6.0,-0.06,0.02,-0.03,0.09,0.19,0.11
202603312312,6,3,4,,1.0,2.0,3.0,4.0,5.0,6.0,-0.02,0.0,0.03,0.04,0.11,0.16
202603312101,4,6,5,,,,,,,,,,,,,
202603312102,6,2,5,,,,,,,,,,,,,
