レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202603032401,2,1,6,逃げ,6,3,4,5,1,2,0.055,0.081,0.062,0.088,0.063,0.096
202603032402,3,1,2,逃げ,3,4,2,5,1,6,0.049,0.022,0.03,0.042,0.027,0.102
202603032403,6,1,3,逃げ,5,3,4,6,2,1,0.096,0.074,0.072,0.068,0.151,-0.012
202603032404,4,1,2,差し,2,4,3,1,5,6,0.057,0.032,0.055,-0.017,0.084,0.062
202603032405,1,4,5,逃げ,1,5,4,2,6,3,0.031,0.054,0.085,0.054,-0.034,0.088
202603032406,1,6,3,逃げ,4,5,3,2,6,1,0.052,-0.023,0.068,0.115,0.016,-0.024
202603032407,6,4,1,差し,6,5,2,3,4,1,-0.027,0.043,0.151,0.013,0.071,-0.01
202603032408,1,3,2,逃げ,6,3,2,1,5,4,0.008,0.038,0.069,0.031,-0.042,0.115
202603032409,1,2,3,逃げ,1,3,2,4,6,5,-0.015,0.031,0.054,0.054,0.055,0.089
202603032410,3,1,2,逃げ,6,4,1,3,5,2,-0.036,0.058,-0.033,0.03,0.096,0.059
202603032411,1,3,4,逃げ,1,6,3,5,4,2,-0.014,-0.03,0.021,0.09,0.027,0.057
202603032412,1,6,5,逃げ,1,6,2,5,4,3,-0.01,0.042,0.073,0.054,-0.013,0.008
202603032201,1,2,3,逃げ,1,2,4,5,3,6,0.16,0.095,0.156,0.124,0.161,0.223
202603032202,2,1,5,逃げ,5,1,3,4,2,6,0.107,0.221,0.045,0.108,0.11,0.199
202603032203,3,5,4,逃げ,3,6,1,4,5,2,0.094,0.154,0.096,0.189,0.142,0.066
202603032204,4,3,6,逃げ,6,2,1,3,4,5,0.164,0.078,0.219,0.205,0.146,0.179
202603032205,6,1,2,逃げ,2,4,5,6,3,1,0.032,0.098,0.154,0.146,0.186,0.07
202603032206,6,1,3,逃げ,3,4,2,5,6,1,0.072,0.138,0.048,0.225,0.192,0.083
202603032207,3,2,1,逃げ,5,2,1,4,6,3,0.144,0.094,0.103,0.094,0.203,0.219
202603032208,4,1,3,逃げ,3,6,2,1,5,4,0.05,0.153,0.069,0.11,0.068,0.164
202603032209,1,4,5,逃げ,1,6,2,5,3,4,0.092,0.122,0.045,0.089,0.197,0.11
202603032210,5,3,2,逃げ,6,1,3,2,4,5,0.061,0.237,0.094,0.082,0.16,0.19
202603032211,4,5,3,逃げ,5,6,4,1,2,3,0.107,0.187,0.166,0.105,0.108,0.093
202603032212,1,2,5,逃げ,1,4,6,3,2,5,0.107,0.119,0.103,0.033,0.047,0.128
202603032101,1,2,5,逃げ,1,3,6,5,2,4,0.11,0.089,0.16,0.185,0.08,0.088
202603032102,1,2,6,逃げ,1,2,6,5,4,3,0.151,0.078,0.145,0.127,0.269,0.145
202603032103,3,4,1,逃げ,4,5,1,3,6,2,0.107,0.186,0.085,0.082,0.1,0.139
202603032104,1,2,4,逃げ,2,3,6,1,5,4,0.149,0.131,0.084,0.133,0.157,0.097
202603032105,1,2,4,逃げ,1,2,5,3,6,4,0.094,0.166,0.096,0.117,0.174,0.086
202603032106,6,4,2,逃げ,5,3,4,2,6,1,0.157,0.125,0.108,0.266,0.082,0.08
202603032107,1,3,4,逃げ,1,6,3,2,4,5,0.084,0.165,0.096,0.146,0.097,0.118
