レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202603062201,1,4,2,逃げ,1,2,3,4,6,5,0.084,0.126,0.106,0.138,0.212,0.139
202603062203,5,1,6,逃げ,4,6,5,3,1,2,0.146,0.104,0.187,0.212,0.086,0.107
202603062204,1,3,6,逃げ,1,6,5,3,4,2,0.102,0.082,0.115,0.15,0.172,0.035
202603062205,5,3,6,逃げ,4,3,5,6,1,2,0.181,0.118,0.124,0.135,0.097,0.053
202603062206,2,1,4,逃げ,4,1,6,5,3,2,0.051,0.161,0.134,0.193,0.08,0.074
202603062207,1,4,2,逃げ,1,4,3,2,5,6,0.083,0.073,0.202,0.134,0.096,0.098
202603062209,4,1,2,逃げ,2,1,4,5,3,6,0.058,0.075,0.026,0.114,0.068,0.124
202603062210,5,1,2,逃げ,4,2,3,5,1,6,0.173,0.075,0.083,0.114,0.182,0.084
202603062211,2,3,1,逃げ,5,1,2,4,3,6,0.138,0.104,0.078,0.18,0.054,0.143
202603062212,3,4,2,逃げ,5,4,1,3,6,2,0.086,0.102,0.143,0.156,0.097,0.066
202603062101,1,2,5,逃げ,1,3,4,6,2,5,0.039,0.112,0.117,0.071,0.175,0.2
202603062102,3,1,5,逃げ,3,5,1,6,2,4,0.174,0.119,0.083,0.097,0.076,0.225
202603062103,1,4,6,逃げ,1,5,6,3,4,2,0.036,0.14,0.102,0.138,0.059,0.219
202603062104,3,1,4,逃げ,3,5,1,2,4,6,0.186,0.14,0.101,0.229,0.113,0.153
202603062106,6,1,2,逃げ,2,3,5,6,4,1,0.074,0.083,0.12,0.079,0.226,0.068
202603062107,2,3,1,逃げ,4,1,2,5,6,3,0.15,0.244,0.221,0.203,0.151,0.256
202603062108,3,1,2,逃げ,3,2,1,5,4,6,0.134,0.124,0.049,0.138,0.091,0.063
202603062109,6,2,1,逃げ,3,2,6,5,4,1,0.051,0.218,0.171,0.152,0.141,0.132
202603062110,3,2,5,逃げ,5,4,1,6,2,3,0.097,0.131,0.137,0.188,0.156,0.172
202603062111,5,4,2,逃げ,6,3,4,2,1,5,0.107,0.199,0.08,0.107,0.076,0.044
