レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202603212401,1,2,5,逃げ,2,4,1,3,5,6,0.037,0.103,0.004,0.042,0.026,0.049
202603212402,1,3,5,逃げ,2,3,6,4,1,5,0.036,0.106,0.051,0.092,0.046,0.052
202603212403,1,2,4,逃げ,2,1,4,3,6,5,0.029,0.009,-0.014,-0.037,0.055,0.001
202603212404,5,3,1,差し,4,6,3,5,1,2,0.109,0.117,0.018,-0.026,-0.026,0.032
202603212405,1,4,2,逃げ,6,5,2,1,4,3,0.061,-0.029,0.017,0.04,-0.024,-0.013
202603212406,1,2,4,逃げ,6,5,3,1,4,2,0.024,-0.038,0.001,-0.057,-0.056,0.123
202603212407,1,2,3,逃げ,5,3,4,6,1,2,0.06,-0.054,-0.018,0.036,0.011,0.072
202603212408,1,6,3,逃げ,3,2,5,4,6,1,0.012,0.053,0.05,-0.01,0.106,-0.047
202603212409,1,3,6,逃げ,6,3,4,2,5,1,-0.03,-0.0,-0.006,0.075,0.112,-0.011
202603212410,1,2,3,逃げ,1,2,5,4,3,6,-0.027,0.035,0.057,0.103,-0.021,-0.024
202603212411,1,3,2,逃げ,5,3,1,2,6,4,0.043,0.021,-0.018,0.047,0.027,0.001
202603212412,1,5,3,逃げ,1,6,5,4,2,3,-0.036,0.009,0.108,0.061,0.038,0.004
202603212301,3,2,4,逃げ,6,3,1,4,5,2,0.043,-0.031,0.051,0.056,0.092,0.128
202603212302,2,1,5,逃げ,5,3,6,4,1,2,-0.024,-0.002,0.05,0.136,0.116,0.119
202603212303,1,5,6,逃げ,4,5,6,3,1,2,-0.001,0.057,0.109,0.18,0.13,0.154
202603212304,3,4,1,逃げ,5,6,1,3,2,4,0.111,0.033,0.074,0.11,0.064,0.102
202603212305,1,6,3,逃げ,2,6,4,3,5,1,0.129,0.022,0.114,0.083,0.037,0.09
202603212306,3,1,2,逃げ,1,5,3,6,4,2,0.055,0.027,0.23,0.057,0.065,0.045
202603212307,2,5,6,逃げ,6,1,2,4,3,5,0.085,0.115,0.057,0.02,0.163,0.142
202603212308,4,1,6,逃げ,5,4,2,3,6,1,0.138,0.131,0.119,-0.005,0.155,0.059
202603212309,1,4,2,逃げ,4,2,6,1,3,5,0.126,0.128,0.033,0.128,0.189,0.022
202603212310,1,3,5,逃げ,1,6,2,5,4,3,0.095,0.073,0.112,0.001,0.142,0.037
202603212311,1,4,2,逃げ,2,3,5,1,4,6,0.128,0.046,0.104,0.07,0.029,0.135
202603212312,1,2,4,逃げ,3,1,6,2,4,5,0.238,0.078,0.165,0.14,0.134,0.121
202603212001,1,4,6,逃げ,2,5,4,1,6,3,0.089,0.03,0.066,0.032,0.037,0.085
202603212002,5,3,4,逃げ,6,5,2,3,1,4,0.065,0.068,0.071,0.055,0.107,0.086
202603212003,1,6,4,逃げ,1,5,6,4,2,3,0.04,0.011,0.071,0.075,0.069,0.1
202603212004,1,6,2,逃げ,2,4,5,6,3,1,0.025,0.102,0.136,0.098,0.101,0.045
202603212005,1,2,3,逃げ,4,1,2,3,5,6,0.082,0.093,0.044,0.099,0.08,0.13
202603212006,1,5,4,逃げ,1,5,2,4,3,6,0.073,0.016,0.023,0.075,0.057,0.076
202603212007,3,2,5,逃げ,6,2,1,5,3,4,0.11,0.06,0.126,0.014,0.106,0.032
202603212008,2,3,4,逃げ,6,1,5,2,4,3,0.13,0.054,0.092,0.067,0.147,0.027
202603212009,1,4,3,逃げ,1,5,3,2,6,4,0.089,0.086,0.067,0.065,0.179,0.054
202603212010,1,3,2,逃げ,1,4,2,5,3,6,0.092,0.086,0.084,0.066,0.056,0.064
202603212011,6,3,1,逃げ,6,5,3,4,2,1,0.062,0.115,0.032,0.091,0.076,0.042
202603212012,1,3,2,逃げ,1,4,2,5,3,6,0.138,0.112,0.143,0.013,0.09,0.078
202603211901,6,4,3,逃げ,5,3,2,4,6,1,0.023,0.125,0.047,0.114,0.049,0.01
202603211902,5,3,2,逃げ,6,2,4,5,1,3,0.089,0.048,0.033,0.098,0.078,0.03
202603211903,2,1,4,逃げ,4,1,2,3,5,6,0.02,0.039,0.04,0.028,0.068,0.039
202603211904,2,1,3,逃げ,5,1,4,3,6,2,0.024,0.064,0.013,0.025,0.054,0.034
202603211905,1,4,6,逃げ,1,4,6,3,5,2,0.052,0.087,0.031,0.022,0.047,0.009
202603211906,2,1,5,逃げ,4,1,6,5,2,3,0.025,0.046,0.003,0.102,0.022,0.145
202603211907,2,1,5,逃げ,5,1,3,4,2,6,0.151,0.033,0.015,0.074,0.096,0.09
202603211908,1,3,2,逃げ,1,2,3,6,4,5,0.024,-0.004,0.036,0.033,0.015,0.114
202603211909,5,2,3,逃げ,5,4,3,6,1,2,0.019,0.03,0.026,0.019,0.078,0.054
202603211910,3,4,5,逃げ,6,5,1,4,2,3,0.077,0.022,0.063,0.01,-0.007,-0.005
202603211911,1,2,4,逃げ,1,4,6,3,5,2,0.075,0.112,0.047,0.046,0.156,0.026
202603211912,5,1,3,逃げ,2,3,4,5,1,6,0.011,0.066,0.101,0.048,0.041,0.089
202603211801,1,2,3,逃げ,1,2,4,3,5,6,0.059,-0.013,-0.002,-0.028,0.015,-0.002
202603211802,1,5,2,逃げ,1,3,4,6,2,5,0.017,0.049,0.061,0.002,-0.008,-0.008
202603211803,1,2,5,逃げ,1,4,6,2,3,5,-0.03,-0.003,-0.023,0.006,0.019,0.043
202603211804,2,1,3,逃げ,5,1,2,4,6,3,0.049,0.006,-0.018,-0.006,-0.013,0.039
202603211805,4,5,6,逃げ,6,5,2,1,3,4,0.007,0.04,-0.035,-0.02,0.035,0.05
202603211806,3,5,4,逃げ,6,5,1,3,4,2,0.003,-0.019,0.016,0.026,0.006,-0.021
202603211807,4,1,2,逃げ,2,3,5,1,4,6,0.006,-0.001,0.006,0.048,0.039,0.005
