レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202603172101,1,5,2,逃げ,2,3,6,5,1,4,0.111,0.125,0.161,0.128,0.076,0.125
202603172103,2,3,1,逃げ,4,1,2,6,3,5,0.111,0.112,0.112,0.131,0.102,0.297
202603172104,6,1,5,逃げ,3,6,5,4,2,1,0.136,0.059,0.083,0.081,0.218,0.088
202603172105,1,3,2,逃げ,3,2,1,6,4,5,0.168,0.143,0.116,0.04,0.061,0.194
202603172106,3,4,2,逃げ,6,4,1,3,2,5,0.097,0.162,0.066,0.138,0.157,0.221
202603172107,3,1,4,逃げ,3,5,2,1,6,4,0.093,0.122,0.171,0.092,0.124,0.281
202603172109,1,6,4,逃げ,3,6,5,2,4,1,0.058,0.064,0.159,0.153,0.247,0.105
202603172110,4,1,2,逃げ,2,3,4,1,5,6,0.156,0.166,0.189,0.111,0.158,0.079
202603172111,4,1,2,逃げ,2,3,6,1,4,5,0.116,0.127,0.125,0.107,0.158,0.115
202603172112,3,1,2,逃げ,2,5,1,6,4,3,0.151,0.17,0.142,0.155,0.072,0.053
202603171901,6,1,3,逃げ,4,5,2,6,3,1,0.041,0.036,0.028,0.005,0.005,0.06
202603171902,2,1,4,逃げ,5,3,6,4,1,2,0.041,0.029,-0.019,0.042,0.027,0.038
202603171903,4,6,1,逃げ,5,6,1,2,3,4,0.007,0.054,0.012,0.046,0.05,0.071
202603171904,5,6,3,逃げ,5,2,4,6,1,3,0.004,0.003,0.042,0.089,0.051,-0.041
202603171905,2,1,3,逃げ,4,1,3,6,5,2,-0.001,0.094,0.022,0.022,0.083,0.099
202603171906,5,1,2,逃げ,2,3,5,4,1,6,0.014,0.016,0.019,0.062,0.042,0.04
202603171907,4,1,5,逃げ,4,6,5,1,3,2,-0.015,0.026,0.015,0.094,0.011,0.056
202603171908,5,3,2,逃げ,5,2,3,6,1,4,-0.041,-0.035,0.059,0.021,0.031,0.002
202603171909,1,6,3,逃げ,1,5,3,4,6,2,0.072,0.093,0.048,0.033,0.046,0.001
202603171910,2,1,3,逃げ,3,1,4,2,6,5,0.06,0.057,0.084,0.032,0.078,0.004
202603171911,2,4,3,逃げ,5,1,4,3,6,2,0.048,0.037,0.1,-0.023,0.041,-0.041
202603171912,1,3,5,逃げ,5,6,4,3,2,1,0.017,0.02,0.024,0.006,-0.009,-0.007
202603171601,2,1,3,逃げ,3,1,4,6,5,2,-0.018,0.102,0.026,0.049,0.038,0.099
202603171602,1,5,4,逃げ,1,6,4,2,3,5,0.031,0.042,0.017,0.026,-0.03,0.031
202603171603,3,1,4,逃げ,4,6,1,2,3,5,0.042,-0.008,0.068,0.057,0.014,0.019
202603171604,1,3,4,逃げ,1,6,2,3,5,4,0.034,0.061,0.034,0.048,0.011,0.039
202603171605,1,3,4,逃げ,1,2,3,4,6,5,0.0,0.049,0.017,-0.001,0.057,-0.002
202603171606,3,4,6,逃げ,5,4,1,3,6,2,0.029,-0.019,0.033,0.022,0.026,0.038
202603171607,1,4,2,逃げ,1,3,4,2,5,6,0.007,0.014,0.059,0.026,0.031,-0.032
202603171608,3,6,1,逃げ,4,3,2,6,5,1,0.017,-0.03,-0.016,0.011,0.102,0.066
202603171609,2,1,4,逃げ,4,1,2,3,6,5,0.048,0.031,0.042,-0.018,-0.008,0.017
202603171610,4,1,3,逃げ,2,4,3,1,6,5,0.043,-0.001,0.057,0.041,0.036,0.034
202603171611,1,3,2,逃げ,1,3,4,2,5,6,0.026,0.034,0.012,-0.026,0.031,0.002
202603171612,2,4,3,逃げ,6,1,3,2,4,5,-0.011,0.003,0.018,-0.001,0.021,-0.026
202603171301,1,5,4,逃げ,1,6,5,4,2,3,-0.036,-0.016,0.034,0.036,-0.005,-0.009
202603171302,6,4,1,逃げ,5,6,4,2,3,1,-0.045,0.035,0.003,-0.014,0.046,-0.014
202603171303,4,2,3,逃げ,5,3,2,1,4,6,0.02,0.024,0.053,0.06,0.038,0.011
202603171304,5,3,2,逃げ,4,3,2,5,1,6,-0.015,0.01,-0.003,-0.003,-0.026,0.013
202603171305,1,3,2,逃げ,1,5,2,4,3,6,0.084,0.035,0.009,0.009,-0.02,0.048
202603171306,1,3,2,逃げ,1,3,4,6,2,5,0.046,0.017,0.011,0.024,0.005,0.029
202603171307,1,6,5,逃げ,4,5,6,3,2,1,0.021,0.044,0.001,0.021,0.037,-0.0
202603171308,5,3,4,逃げ,5,3,2,4,1,6,0.04,-0.009,0.034,0.008,0.038,-0.009
202603171309,3,2,6,逃げ,6,4,1,3,5,2,0.02,0.004,0.026,0.034,0.024,0.015
202603171310,1,6,3,逃げ,2,5,1,6,3,4,-0.005,-0.013,0.085,0.023,0.012,0.045
202603171311,2,1,5,逃げ,2,1,5,6,3,4,-0.008,0.005,0.012,0.011,0.023,0.007
202603171312,2,1,5,逃げ,5,1,3,6,2,4,0.041,-0.022,-0.003,0.062,0.005,0.012
