レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202603012401,1,2,3,逃げ,4,6,3,5,1,2,0.068,0.046,0.123,0.148,0.081,0.105
202603012402,4,1,2,逃げ,5,6,3,1,4,2,0.086,0.142,-0.015,0.102,0.011,0.103
202603012403,6,3,2,逃げ,1,6,2,5,3,4,0.098,-0.032,0.076,0.093,0.157,0.053
202603012404,4,1,3,逃げ,2,5,6,1,3,4,0.101,0.08,0.059,-0.044,0.109,0.05
202603012405,1,2,6,逃げ,4,3,2,5,1,6,0.073,-0.058,0.061,0.041,-0.009,-0.05
202603012406,1,5,4,逃げ,3,6,5,4,1,2,0.047,0.102,0.085,0.114,-0.018,0.095
202603012407,2,3,1,逃げ,2,1,3,5,6,4,0.151,-0.041,-0.003,0.087,0.116,0.099
202603012408,1,3,2,逃げ,6,2,5,3,1,4,0.109,0.026,-0.026,0.094,0.093,0.108
202603012409,1,5,6,逃げ,2,5,6,3,1,4,0.041,0.151,0.119,0.067,0.02,0.128
202603012410,1,6,2,逃げ,3,2,6,4,5,1,0.013,0.132,0.093,0.096,0.097,0.073
202603012411,1,2,4,逃げ,6,1,3,4,5,2,0.011,-0.023,0.052,0.017,0.046,0.073
202603012412,1,2,3,逃げ,1,4,6,5,2,3,-0.019,0.113,-0.002,-0.032,0.081,0.025
202603012301,1,2,3,逃げ,3,1,2,4,6,5,0.022,0.04,0.036,0.052,0.126,0.121
202603012302,1,2,3,逃げ,1,2,6,5,3,4,0.016,0.026,-0.002,0.057,-0.007,0.06
202603012303,3,1,5,逃げ,5,2,1,3,6,4,-0.044,0.072,0.037,0.0,0.039,0.093
202603012304,2,4,1,逃げ,5,2,4,1,6,3,0.013,0.055,0.034,-0.017,0.075,0.028
202603012305,1,3,2,逃げ,1,5,4,3,2,6,0.023,0.126,0.063,0.036,0.062,0.062
202603012306,2,1,4,逃げ,6,4,3,2,1,5,0.027,-0.009,0.002,0.117,0.04,0.073
202603012307,1,2,3,逃げ,1,3,2,4,5,6,0.053,0.045,0.06,0.093,0.076,0.061
202603012308,3,5,1,差し,4,5,1,3,2,6,0.052,0.057,0.036,0.075,0.037,-0.006
202603012309,1,6,5,逃げ,1,4,6,5,3,2,-0.01,0.0,0.062,0.034,0.019,0.063
202603012310,1,3,5,逃げ,1,5,2,6,4,3,0.062,-0.037,0.027,0.027,0.024,0.013
202603012311,3,2,6,逃げ,5,6,1,3,4,2,0.073,0.052,0.044,0.061,-0.009,0.055
202603012312,1,3,2,逃げ,6,3,1,5,4,2,0.056,0.024,0.059,0.077,-0.008,-0.024
202603012201,1,5,4,逃げ,4,3,5,2,1,6,0.171,0.031,0.118,0.073,0.125,0.184
202603012212,5,3,1,逃げ,5,3,2,6,1,4,0.16,0.161,0.168,0.081,0.122,0.235
202603011901,4,2,5,逃げ,5,4,6,1,3,2,-0.0,-0.023,-0.021,-0.015,0.021,0.062
202603011902,4,2,3,逃げ,5,2,4,1,6,3,-0.043,-0.001,0.062,0.017,-0.017,0.024
202603011903,6,1,3,逃げ,4,5,2,3,6,1,0.04,-0.079,-0.007,-0.056,0.023,0.027
202603011904,6,1,2,逃げ,2,3,6,5,4,1,-0.038,0.037,0.019,0.044,-0.029,0.042
202603011905,5,1,4,逃げ,4,5,6,2,1,3,0.082,0.016,-0.063,0.023,-0.002,0.003
202603011906,5,6,1,逃げ,4,6,5,2,1,3,-0.002,0.012,0.012,0.022,0.027,-0.024
202603011907,5,1,2,逃げ,3,2,5,4,1,6,0.008,0.027,-0.056,0.012,0.049,0.025
202603011908,1,2,3,逃げ,1,3,2,4,5,6,0.014,0.026,0.008,-0.005,-0.023,-0.014
202603011909,4,3,6,逃げ,6,3,2,1,5,4,-0.024,0.075,0.013,-0.038,-0.005,-0.005
202603011910,1,3,2,逃げ,1,4,2,5,3,6,0.036,0.006,0.047,0.034,-0.01,-0.067
202603011911,3,1,5,逃げ,4,6,1,3,2,5,-0.001,-0.05,-0.03,0.013,-0.003,0.003
202603011912,3,1,4,逃げ,4,6,1,2,5,3,0.044,-0.003,0.047,0.005,-0.004,0.072
202603011801,2,3,5,逃げ,5,1,4,6,2,3,-0.003,-0.007,0.006,0.065,-0.026,0.096
202603011802,3,2,5,逃げ,5,3,1,4,2,6,0.016,0.004,-0.014,0.008,-0.022,-0.017
202603011803,1,6,2,逃げ,1,4,5,3,6,2,0.012,-0.005,0.055,0.068,0.074,-0.004
202603011804,2,3,5,逃げ,6,1,4,5,2,3,0.016,0.004,-0.066,-0.022,0.009,0.046
202603011805,5,1,4,逃げ,2,6,3,5,1,4,0.009,0.042,0.054,0.008,0.005,0.02
202603011806,6,1,5,逃げ,4,5,6,2,3,1,0.019,-0.018,0.018,-0.009,0.082,0.013
202603011807,4,1,2,逃げ,3,5,6,1,2,4,0.054,0.054,0.02,-0.007,-0.003,0.068
202603011808,4,1,5,逃げ,2,6,5,1,4,3,-0.033,0.011,0.009,-0.056,0.011,0.022
202603011809,2,1,5,逃げ,2,1,6,5,3,4,0.006,0.0,-0.032,0.009,0.05,-0.0
202603011810,2,1,4,逃げ,5,1,6,4,2,3,-0.026,-0.035,-0.022,0.019,-0.007,0.104
202603011811,3,2,6,逃げ,6,2,1,3,5,4,-0.007,0.035,0.007,0.002,-0.016,0.003
202603011812,2,4,6,逃げ,5,1,6,2,4,3,0.003,0.068,-0.006,0.006,0.051,0.027
202603011401,1,2,3,逃げ,4,1,2,3,6,5,0.211,0.174,0.189,0.201,0.13,0.165
202603011402,1,5,3,逃げ,1,6,4,5,2,3,0.188,0.175,0.051,0.169,0.205,0.221
202603011403,6,1,3,逃げ,2,6,4,3,5,1,0.124,0.182,0.173,0.166,0.225,0.195
202603011404,4,1,2,逃げ,5,2,4,1,3,6,0.17,0.189,0.226,0.222,0.178,0.275
202603011405,3,1,6,逃げ,5,2,1,6,3,4,0.189,0.155,0.167,0.178,0.147,0.211
202603011406,1,5,4,逃げ,3,2,5,4,1,6,0.221,0.201,0.175,0.141,0.198,0.187
202603011407,2,3,5,逃げ,5,3,2,6,1,4,0.169,0.166,0.195,0.188,0.186,0.211
202603011408,1,2,6,逃げ,1,2,5,3,6,4,0.222,0.205,0.179,0.182,0.173,0.226
202603011409,5,6,1,逃げ,5,3,6,2,1,4,0.225,0.147,0.275,0.124,0.167,0.17
202603011410,4,2,5,逃げ,6,4,5,1,3,2,0.159,0.18,0.222,0.091,0.2,0.196
202603011411,1,5,4,逃げ,1,6,5,3,2,4,0.161,0.142,0.152,0.229,0.142,0.251
202603011412,3,2,1,逃げ,5,4,1,6,3,2,0.07,0.172,0.149,0.16,0.159,0.174
202603011301,1,3,4,逃げ,1,6,2,5,4,3,0.009,0.06,0.064,-0.02,0.017,0.024
202603011302,3,1,2,逃げ,3,4,1,6,2,5,0.01,0.061,0.108,0.043,0.102,0.082
202603011303,4,1,5,逃げ,3,5,6,1,2,4,0.032,0.005,0.018,0.055,0.032,0.023
202603011304,1,3,2,逃げ,1,2,4,6,3,5,0.014,0.03,0.107,0.129,0.035,0.163
202603011305,1,2,5,逃げ,1,2,4,5,3,6,0.009,0.02,0.008,-0.001,0.006,0.07
