レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202603092401,1,2,3,逃げ,4,3,2,5,1,6,0.028,0.001,0.033,0.013,-0.004,0.031
202603092402,1,4,2,逃げ,2,5,3,4,6,1,0.007,0.004,-0.021,0.006,0.141,0.045
202603092403,1,4,5,逃げ,3,6,5,4,1,2,0.014,-0.009,0.038,0.125,0.019,0.022
202603092404,1,2,3,逃げ,5,1,3,2,4,6,0.014,0.001,-0.007,-0.003,0.024,0.006
202603092405,1,3,2,逃げ,6,4,1,3,2,5,0.013,0.018,-0.014,-0.008,0.044,-0.002
202603092406,1,2,3,逃げ,4,1,2,5,3,6,0.004,0.013,-0.04,0.033,0.006,-0.023
202603092407,1,2,4,逃げ,4,1,5,3,6,2,-0.004,0.012,-0.027,0.011,0.008,0.025
202603092408,1,2,6,逃げ,3,4,2,5,6,1,0.136,-0.001,-0.057,-0.035,0.022,0.037
202603092409,1,3,6,逃げ,4,6,1,2,5,3,0.018,-0.011,0.019,0.017,0.043,0.001
202603092410,1,2,3,逃げ,2,1,5,4,6,3,-0.036,-0.004,0.019,0.045,0.013,0.021
202603092411,1,2,3,逃げ,1,3,4,2,5,6,0.007,0.059,0.016,0.057,0.019,0.016
202603092412,1,2,3,逃げ,2,1,3,5,6,4,0.005,0.002,0.007,0.015,0.003,0.035
202603092301,1,4,3,逃げ,2,5,6,1,4,3,0.053,0.016,0.048,-0.0,0.037,0.018
202603092302,1,2,3,逃げ,3,1,2,5,6,4,0.015,0.06,0.026,-0.013,0.062,0.061
202603092303,1,4,2,逃げ,2,1,4,3,5,6,0.065,0.02,-0.015,0.006,0.038,0.002
202603092304,6,3,4,逃げ,6,2,4,5,3,1,0.003,0.119,0.05,0.03,0.031,0.065
202603092305,6,1,2,逃げ,5,2,6,4,3,1,0.03,0.04,0.023,0.032,0.039,0.035
202603092306,2,1,3,逃げ,4,2,1,3,5,6,0.046,0.044,0.007,0.033,-0.005,0.073
202603092307,4,2,3,差し,3,4,6,1,2,5,-0.012,0.076,0.042,0.113,0.061,0.029
202603092308,1,5,4,逃げ,4,5,6,1,3,2,0.043,-0.002,0.026,0.01,0.025,-0.018
202603092309,5,2,1,逃げ,2,3,4,6,1,5,-0.005,0.006,0.023,0.017,0.027,0.032
202603092310,1,3,2,逃げ,1,6,2,4,5,3,0.008,0.009,0.019,0.041,0.072,0.061
202603092311,1,3,5,逃げ,1,6,3,4,2,5,0.055,-0.014,0.013,0.054,0.015,0.053
202603092312,1,2,6,逃げ,1,5,2,6,3,4,0.098,-0.005,0.042,0.013,0.021,0.013
202603091701,4,1,6,逃げ,4,3,6,1,5,2,0.008,-0.051,-0.018,0.007,-0.036,-0.093
202603091702,4,1,2,逃げ,5,4,3,1,2,6,-0.006,-0.014,-0.026,-0.026,-0.097,-0.048
202603091703,5,4,6,逃げ,5,6,3,4,1,2,-0.068,-0.082,-0.079,-0.001,-0.04,-0.063
202603091704,1,5,2,逃げ,1,4,5,6,2,3,-0.003,0.057,-0.067,-0.011,0.011,0.005
202603091705,4,3,6,逃げ,6,5,4,2,1,3,-0.021,-0.027,0.015,-0.015,-0.013,-0.039
202603091706,1,5,2,逃げ,1,3,5,4,2,6,0.002,-0.07,0.005,0.056,-0.019,0.012
202603091707,4,1,2,逃げ,2,3,6,1,5,4,0.018,-0.125,-0.03,0.021,0.043,-0.012
202603091708,5,1,3,逃げ,4,3,2,5,1,6,0.028,-0.008,-0.001,-0.068,0.024,-0.058
202603091709,1,3,2,逃げ,2,4,1,6,3,5,0.006,-0.006,-0.024,-0.06,0.022,-0.011
