レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202603042401,1,2,3,逃げ,4,3,2,1,5,6,0.072,0.072,0.089,0.095,0.041,0.059
202603042402,1,5,3,逃げ,1,5,3,2,4,6,0.085,-0.0,0.047,0.092,0.024,0.045
202603042403,1,2,4,逃げ,6,3,5,2,4,1,0.035,0.064,0.043,0.073,0.065,0.049
202603042404,4,2,1,逃げ,3,4,6,1,2,5,0.091,0.1,0.024,0.054,0.075,0.111
202603042405,2,1,3,逃げ,2,1,5,6,3,4,0.151,0.004,-0.043,0.075,0.072,0.088
202603042406,1,3,2,逃げ,1,4,3,5,6,2,0.005,0.064,0.041,0.047,0.086,0.071
202603042407,2,6,1,差し,4,1,5,6,2,3,0.065,-0.022,0.095,0.045,0.054,0.093
202603042408,6,3,1,差し,3,2,4,5,6,1,0.034,0.089,0.024,0.111,0.043,-0.022
202603042409,1,3,2,逃げ,3,2,1,5,4,6,0.024,0.073,-0.016,-0.038,0.036,0.092
202603042410,5,1,3,差し,3,6,2,5,1,4,0.064,0.005,0.1,0.085,0.004,0.072
202603042411,1,3,2,逃げ,4,6,1,5,2,3,0.054,0.035,-0.022,0.064,0.151,0.091
202603042412,1,4,3,逃げ,1,6,5,3,2,4,-0.032,-0.032,0.037,-0.014,0.057,0.022
202603042201,1,6,5,逃げ,1,3,5,6,2,4,0.098,0.07,0.244,0.245,0.188,0.098
202603042202,3,1,4,逃げ,3,4,1,2,5,6,0.141,0.055,0.187,0.115,0.069,0.199
202603042203,4,1,3,逃げ,5,2,4,1,6,3,0.201,0.063,0.07,0.185,0.157,0.033
202603042204,2,1,3,逃げ,2,1,4,3,5,6,0.092,0.151,0.182,0.059,0.168,0.218
202603042205,4,2,6,逃げ,6,5,3,4,1,2,0.161,0.11,0.102,0.165,0.224,0.186
