レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202603282201,2,5,3,逃げ,4,1,3,5,2,6,0.096,0.084,0.166,0.129,0.144,0.235
202603282202,5,2,4,逃げ,5,3,6,2,1,4,0.141,0.172,0.103,0.151,0.068,0.128
202603282203,3,1,4,逃げ,5,6,1,2,3,4,0.105,0.131,0.084,0.07,0.095,0.147
202603282204,4,2,5,逃げ,4,2,6,1,3,5,0.143,0.088,0.124,0.137,0.087,0.094
202603282205,2,1,3,逃げ,4,1,2,5,6,3,0.124,0.115,0.061,0.114,0.235,0.104
202603282206,6,1,3,逃げ,4,5,2,3,6,1,0.09,0.141,0.151,0.091,0.106,0.061
202603282207,6,5,1,逃げ,3,4,6,5,2,1,0.066,0.051,0.113,0.101,0.083,0.095
202603282208,3,5,6,逃げ,5,4,1,6,2,3,0.108,0.113,0.119,0.097,0.172,0.136
202603282209,6,1,5,逃げ,4,3,5,6,2,1,0.068,0.127,0.14,0.105,0.056,0.094
202603282210,3,4,1,逃げ,4,5,1,2,3,6,0.103,0.114,0.081,0.166,0.138,0.109
202603282211,4,1,6,逃げ,4,3,5,1,6,2,0.068,0.077,0.122,0.104,0.055,0.086
202603282212,5,1,2,逃げ,2,3,4,5,1,6,0.104,0.115,0.088,0.078,0.177,0.135
202603282101,2,4,1,逃げ,3,2,4,1,5,6,0.149,0.14,0.085,0.067,0.081,0.131
202603282102,4,1,6,逃げ,3,4,6,1,5,2,0.088,0.085,0.101,0.104,0.119,0.094
202603282103,5,1,4,逃げ,3,5,6,2,1,4,0.077,0.115,0.073,0.081,0.119,0.077
202603282104,3,5,2,逃げ,6,4,1,5,3,2,0.088,0.087,0.164,0.139,0.093,0.121
202603282105,6,5,1,逃げ,5,6,4,2,3,1,0.168,0.079,0.091,0.152,0.072,0.132
202603282106,2,4,1,逃げ,2,1,6,3,4,5,0.116,0.151,0.098,0.068,0.105,0.124
202603282107,2,4,1,逃げ,4,1,6,2,5,3,0.099,0.083,0.09,0.14,0.152,0.111
202603282108,1,5,2,逃げ,2,4,6,5,1,3,0.106,0.104,0.094,0.127,0.085,0.091
202603282109,6,3,1,逃げ,5,6,2,4,3,1,0.129,0.108,0.174,0.116,0.127,0.126
202603282110,1,3,2,逃げ,1,4,2,6,5,3,0.146,0.131,0.149,0.081,0.127,0.121
202603282111,1,3,4,逃げ,1,6,2,3,5,4,0.104,0.108,0.081,0.099,0.16,0.088
202603282112,1,4,3,逃げ,1,5,4,2,6,3,0.129,0.064,0.088,0.127,0.097,0.125
202603281901,6,1,4,逃げ,2,4,5,3,6,1,0.017,0.013,0.107,0.031,0.071,0.028
202603281902,1,2,6,逃げ,1,4,5,3,6,2,0.048,0.144,0.08,0.034,0.102,0.001
202603281903,5,3,4,逃げ,6,4,3,2,1,5,0.117,0.048,0.02,-0.001,-0.002,0.051
202603281904,3,4,2,逃げ,5,3,1,2,6,4,0.045,0.054,0.041,0.027,0.057,0.067
202603281905,4,3,2,逃げ,6,2,4,1,5,3,0.088,0.022,0.007,-0.006,0.048,0.042
