レースコード,レース日,レース場,レース回,締切時刻,取得日時,結果記録時刻,決まり手,1着_艇番,1着_選手名,1着_レースタイム,2着_艇番,2着_選手名,2着_レースタイム,3着_艇番,3着_選手名,3着_レースタイム,4着_艇番,4着_選手名,4着_レースタイム,5着_艇番,5着_選手名,5着_レースタイム,6着_艇番,6着_選手名,6着_レースタイム,1コース_艇番,1コース_スタートタイミング,1コース_F,2コース_艇番,2コース_スタートタイミング,2コース_F,3コース_艇番,3コース_スタートタイミング,3コース_F,4コース_艇番,4コース_スタートタイミング,4コース_F,5コース_艇番,5コース_スタートタイミング,5コース_F,6コース_艇番,6コース_スタートタイミング,6コース_F,天候,風向,風速(m),波の高さ(cm),気温(℃),水温(℃)
202602132101,2026-02-13,21,01R,,,,抜　き,1,戸敷　　晃美,"1'47""7",5,泉　　　啓文,"1'48""9",2,富山　　弘幸,"1'50""7",6,品田　　直樹,"1'52""0",3,中井　　俊祐,,4,安部　　慎一,,1,0.09,,2,0.1,,3,0.21,,4,0.15,,5,0.16,,6,0.21,,1,5,5.0,5.0,13.0,7.0
202602132102,2026-02-13,21,02R,,,,逃　げ,1,繁野谷　圭介,"1'47""4",5,中島　　友和,"1'48""3",4,船岡　洋一郎,"1'50""4",2,鈴木　　峻佑,"1'51""9",3,嶋田　　貴支,,6,出畑　　孝成,,1,0.16,,2,0.19,,3,0.14,,4,0.15,,5,0.13,,6,0.34,,1,1,2.0,2.0,5.0,7.0
202602132103,2026-02-13,21,03R,,,,逃　げ,1,吉川　　昭男,"1'47""6",3,里岡　　右貴,"1'48""5",5,森　　　智也,"1'50""1",6,冨田　　秀幸,"1'52""4",4,岡部　　貴司,,2,前田　　光昭,,1,0.18,,2,0.21,,3,0.17,,4,0.21,,5,0.21,,6,0.19,,1,1,2.0,2.0,6.0,7.0
202602132104,2026-02-13,21,04R,,,,まくり差し,5,山川　　雄大,"1'47""6",3,栗原　　直也,"1'48""6",4,廣瀬　　　凜,"1'50""8",6,大山　　千広,"1'51""4",1,今村　　暢孝,,2,服部　　　剛,,1,0.18,,2,0.21,,3,0.17,,4,0.25,,5,0.21,,6,0.13,,1,1,2.0,2.0,7.0,7.0
202602132105,2026-02-13,21,05R,,,,逃　げ,1,渡邊　雄一郎,"1'48""0",5,伏田　　裕隆,"1'49""6",3,谷　　　勝幸,"1'50""8",2,安東　　幸治,"1'51""7",6,久保田　凪紗,,4,中井　　俊祐,,1,0.11,,2,0.13,,3,0.15,,4,0.15,,5,0.26,,6,0.19,,1,5,2.0,2.0,,
202602132106,2026-02-13,21,06R,,,,まくり,6,近江　　翔吾,"1'48""1",5,繁野谷　圭介,"1'49""6",4,泉　　　啓文,"1'51""8",2,佐藤　　　悠,"1'51""8",1,関口　　智久,,3,小野　　勇作,,1,0.19,,2,0.17,,3,0.17,,4,0.14,,5,0.21,,6,0.09,,1,1,2.0,2.0,9.0,7.0
202602132107,2026-02-13,21,07R,,,,逃　げ,1,富山　　弘幸,"1'48""0",2,鈴木　　茂高,"1'49""8",5,尾形　　栄治,"1'51""4",3,岡部　　貴司,"1'52""3",4,嶋田　　貴支,,6,古園井　綾南,,1,0.11,,2,0.11,,3,0.11,,4,0.14,,5,0.12,,6,0.17,,1,5,4.0,4.0,11.0,7.0
202602132108,2026-02-13,21,08R,,,,逃　げ,3,今村　　暢孝,"1'49""1",1,淺田　千亜希,"1'50""0",2,冨田　　秀幸,"1'51""8",4,中島　　友和,"1'52""8",6,仲道　　大輔,,5,室田　　泰史,,3,0.07,,1,0.05,,2,0.04,,4,0.06,,5,0.12,,6,0.14,,1,3,4.0,4.0,11.0,7.0
202602132109,2026-02-13,21,09R,,,,逃　げ,1,森　　　智也,"1'47""7",2,戸敷　　晃美,"1'48""6",4,出畑　　孝成,"1'50""4",3,本岡　　勝利,"1'50""8",6,江夏　　　満,,5,谷　　　勝幸,,1,0.15,,2,0.16,,3,0.19,,4,0.22,,5,0.17,,6,0.22,,1,5,4.0,4.0,12.0,7.0
202602132110,2026-02-13,21,10R,,,,逃　げ,1,安東　　幸治,"1'48""3",5,里岡　　右貴,"1'49""1",6,山本　　梨菜,"1'51""3",2,栗原　　直也,"1'53""3",3,安部　　慎一,,4,小野　　勇作,,1,0.23,,2,0.23,,3,0.18,,4,0.16,,5,0.11,,6,0.31,,1,5,5.0,5.0,12.0,7.0
202602132111,2026-02-13,21,11R,,,,逃　げ,1,實森　　美祐,"1'47""3",2,吉川　　昭男,"1'50""9",6,廣瀬　　　凜,"1'52""0",4,鈴木　　茂高,"1'52""4",3,伏田　　裕隆,,5,鈴木　　峻佑,,1,0.11,,2,0.18,,3,0.15,,4,0.19,,5,0.21,,6,0.28,,1,7,4.0,4.0,,
