レースコード,レース日,レース場,レース回,締切時刻,取得日時,2連単_1-2,2連単_1-3,2連単_1-4,2連単_1-5,2連単_1-6,2連単_2-1,2連単_2-3,2連単_2-4,2連単_2-5,2連単_2-6,2連単_3-1,2連単_3-2,2連単_3-4,2連単_3-5,2連単_3-6,2連単_4-1,2連単_4-2,2連単_4-3,2連単_4-5,2連単_4-6,2連単_5-1,2連単_5-2,2連単_5-3,2連単_5-4,2連単_5-6,2連単_6-1,2連単_6-2,2連単_6-3,2連単_6-4,2連単_6-5,2連複_1=2,2連複_1=3,2連複_1=4,2連複_1=5,2連複_1=6,2連複_2=3,2連複_2=4,2連複_2=5,2連複_2=6,2連複_3=4,2連複_3=5,2連複_3=6,2連複_4=5,2連複_4=6,2連複_5=6
202609031001,2026-09-03,10,01R,08:32,2026-09-03T08:22:28.378259+09:00,1.1,15.4,14.5,15.1,27.6,33.3,81.4,112.7,122.1,112.7,45.8,162.9,162.9,244.3,733.1,37.5,162.9,293.2,104.7,293.2,73.3,183.2,488.7,244.3,209.4,104.7,183.2,366.5,244.3,366.5,1.1,11.5,6.6,13.8,23.9,51.3,71.8,59.8,119.7,89.8,119.7,89.8,119.7,0.0,179.6
202609031801,2026-09-03,18,01R,08:44,2026-09-03T08:34:29.934604+09:00,2.6,3.8,5.1,6.6,36.4,29.7,125.6,94.2,70.6,226.2,36.4,226.2,282.7,102.8,0.0,19.8,94.2,377.0,47.1,188.5,20.5,59.5,161.5,51.4,125.6,282.7,377.0,565.5,565.5,377.0,1.6,6.2,4.0,7.7,35.8,47.7,35.8,40.9,143.2,40.9,143.2,286.5,57.3,71.6,95.5
202609031002,2026-09-03,10,02R,08:58,2026-09-03T08:48:21.784902+09:00,3.4,27.7,36.0,45.0,360.7,2.1,10.3,15.0,15.0,51.5,18.0,21.2,36.0,51.5,0.0,72.1,90.1,360.7,90.1,180.3,90.1,120.2,180.3,120.2,0.0,360.7,0.0,0.0,0.0,360.7,1.3,7.6,8.7,20.5,61.5,15.3,15.3,15.3,0.0,30.7,61.5,0.0,61.5,0.0,0.0
202609031802,2026-09-03,18,02R,09:10,2026-09-03T09:02:37.164613+09:00,2.8,7.3,4.1,20.2,16.0,8.6,76.0,40.5,121.6,86.8,30.4,121.6,152.0,121.6,152.0,13.5,60.8,121.6,43.4,35.7,46.7,86.8,101.3,121.6,202.7,43.4,101.3,101.3,121.6,304.1,3.1,2.9,4.0,6.2,15.2,33.6,18.6,168.0,84.0,42.0,84.0,42.0,42.0,56.0,0.0
202609031003,2026-09-03,10,03R,09:24,2026-09-03T09:14:20.122961+09:00,9.7,4.1,8.8,10.6,234.7,22.3,52.1,93.9,234.7,469.5,2.0,24.7,11.4,33.5,117.3,117.3,93.9,67.0,156.5,234.7,469.5,469.5,469.5,469.5,0.0,0.0,0.0,0.0,0.0,469.5,2.6,1.3,17.9,19.1,0.0,31.8,143.2,143.2,0.0,40.9,71.6,0.0,143.2,0.0,0.0
202609031803,2026-09-03,18,03R,09:36,2026-09-03T09:26:21.765688+09:00,1.5,23.1,2.4,169.7,24.2,19.5,254.6,63.6,254.6,127.3,127.3,169.7,254.6,169.7,254.6,42.4,84.8,169.7,127.3,254.6,509.2,0.0,0.0,509.2,0.0,254.6,254.6,0.0,0.0,509.2,1.3,7.8,4.8,26.0,13.0,39.0,26.0,39.0,78.0,78.0,0.0,0.0,0.0,78.0,0.0
202609031004,2026-09-03,10,04R,09:50,2026-09-03T09:42:21.791062+09:00,5.3,3.8,15.2,32.6,20.7,9.3,30.5,41.5,114.3,91.5,7.2,16.9,26.9,20.7,24.0,45.7,45.7,50.8,91.5,65.3,65.3,114.3,57.1,91.5,114.3,32.6,152.5,35.1,114.3,152.5,2.7,2.4,10.7,17.2,6.1,21.5,43.1,28.7,86.2,28.7,43.1,21.5,43.1,0.0,86.2
202609031804,2026-09-03,18,04R,10:05,2026-09-03T09:56:26.452043+09:00,1.5,10.3,12.7,29.1,23.5,4.8,51.0,32.2,153.1,34.0,68.0,102.1,204.2,153.1,153.1,38.2,55.7,612.7,153.1,153.1,102.1,306.3,0.0,612.7,0.0,153.1,306.3,612.7,0.0,204.2,1.0,19.0,15.3,14.6,40.4,64.6,80.8,64.6,161.6,161.6,64.6,53.8,323.2,0.0,53.8
202609031005,2026-09-03,10,05R,10:18,2026-09-03T10:08:26.860310+09:00,5.7,5.7,6.5,10.7,4.7,24.2,79.8,26.6,139.6,93.1,23.2,79.8,69.8,93.1,46.5,27.9,55.8,111.7,186.2,34.9,111.7,111.7,111.7,111.7,79.8,11.1,55.8,55.8,29.4,69.8,12.0,1.5,5.4,38.4,6.1,21.3,32.0,38.4,64.0,21.3,64.0,48.0,64.0,38.4,192.0
202609030801,2026-09-03,08,01R,10:32,2026-09-03T10:22:22.416715+09:00,4.8,3.6,5.0,5.6,46.5,15.5,69.7,34.8,139.5,279.0,18.6,46.5,34.8,55.8,0.0,27.9,23.2,93.0,14.6,279.0,139.5,0.0,93.0,31.0,0.0,0.0,139.5,0.0,279.0,0.0,4.4,2.0,4.4,11.4,80.2,26.7,20.0,40.1,0.0,26.7,26.7,0.0,13.3,80.2,80.2
202609031805,2026-09-03,18,05R,10:31,2026-09-03T10:22:22.416715+09:00,3.9,7.5,3.0,10.3,28.7,34.1,78.1,60.7,136.6,136.6,17.6,60.7,60.7,78.1,109.3,9.1,49.7,54.6,36.4,30.3,30.3,273.3,136.6,54.6,273.3,136.6,182.2,136.6,273.3,273.3,7.6,9.0,2.6,11.0,16.5,4.5,14.1,33.0,49.5,19.8,99.0,99.0,16.5,16.5,49.5
202609031301,2026-09-03,13,01R,10:34,2026-09-03T10:24:30.012537+09:00,9.8,3.8,13.3,11.3,15.1,22.6,56.6,113.2,226.5,0.0,5.0,20.5,16.1,10.7,18.8,25.1,226.5,18.8,45.3,0.0,75.5,226.5,37.7,226.5,226.5,75.5,226.5,113.2,113.2,226.5,16.3,1.5,0.0,32.6,32.6,8.1,65.2,32.6,32.6,5.4,13.0,13.0,65.2,65.2,0.0
202609030901,2026-09-03,09,01R,10:42,2026-09-03T10:32:27.688279+09:00,3.3,7.6,11.7,6.8,13.8,11.4,32.8,36.0,28.3,49.3,16.8,55.1,62.4,38.2,69.4,41.6,89.2,104.1,58.5,124.9,20.1,31.2,32.8,49.3,36.7,124.9,104.1,267.7,374.8,62.4,4.1,6.2,6.9,3.9,12.4,16.4,31.2,11.5,28.3,24.0,12.0,39.0,28.3,34.6,44.5
202609030201,2026-09-03,02,01R,10:47,2026-09-03T10:38:20.690904+09:00,11.3,27.0,25.2,21.7,19.0,9.6,13.2,16.6,18.2,15.0,17.0,15.6,48.9,34.0,29.0,34.0,23.7,71.1,27.9,29.0,24.4,15.3,43.5,48.9,29.0,29.0,23.0,39.1,29.0,39.1,4.6,12.3,15.6,15.6,24.6,9.5,10.7,8.2,11.5,19.1,11.5,15.6,5.9,19.1,24.6
202609031701,2026-09-03,17,01R,10:57,2026-09-03T10:48:27.335359+09:00,3.3,6.3,3.8,7.7,44.3,34.5,155.2,310.5,103.5,155.2,17.2,77.6,0.0,155.2,0.0,8.6,103.5,155.2,18.2,77.6,18.2,62.1,155.2,38.8,44.3,0.0,0.0,310.5,310.5,310.5,4.5,10.0,2.7,5.0,8.3,50.2,12.5,50.2,25.1,0.0,50.2,50.2,16.7,16.7,50.2
202609031806,2026-09-03,18,06R,11:00,2026-09-03T10:50:28.388602+09:00,6.5,12.2,15.0,15.8,30.0,9.3,10.8,6.0,16.8,67.5,12.8,38.5,67.5,33.7,30.0,20.7,20.7,90.0,27.0,54.0,30.0,67.5,45.0,135.0,270.0,33.7,90.0,45.0,270.0,270.0,2.7,3.9,11.1,33.3,0.0,4.7,4.1,22.2,0.0,22.2,66.7,0.0,22.2,0.0,0.0
202609030802,2026-09-03,08,02R,11:02,2026-09-03T10:52:29.356717+09:00,12.6,1.2,24.3,52.7,26.3,52.7,105.5,158.2,316.5,158.2,7.3,52.7,31.6,52.7,45.2,35.1,79.1,0.0,158.2,158.2,158.2,0.0,158.2,316.5,0.0,316.5,158.2,0.0,158.2,0.0,9.3,1.0,42.1,42.1,42.1,42.1,0.0,0.0,84.3,168.7,168.7,56.2,168.7,168.7,0.0
202609031006,2026-09-03,10,06R,11:02,2026-09-03T10:52:29.356717+09:00,10.9,14.7,6.6,9.8,19.1,8.9,63.8,54.7,76.6,383.2,34.8,63.8,54.7,54.7,127.7,6.4,42.5,76.6,10.3,9.3,18.2,47.9,42.5,16.6,38.3,76.6,0.0,383.2,76.6,95.8,13.2,10.8,2.2,10.8,19.8,11.9,29.8,23.8,59.6,19.8,19.8,39.7,7.4,9.9,19.8
202609031302,2026-09-03,13,02R,11:07,2026-09-03T10:58:29.307406+09:00,7.5,12.2,17.8,5.7,28.5,10.6,12.2,47.5,9.0,85.5,30.5,26.7,142.5,23.7,142.5,85.5,53.4,213.7,61.0,213.7,9.5,9.0,22.5,42.7,30.5,142.5,106.8,106.8,427.5,106.8,4.1,5.5,46.5,3.2,139.5,8.7,69.7,4.3,0.0,19.9,6.9,0.0,0.0,139.5,69.7
202609030902,2026-09-03,09,02R,11:12,2026-09-03T11:02:32.130248+09:00,5.3,7.9,5.8,6.9,10.1,15.5,49.4,24.0,42.2,61.8,21.3,86.5,54.0,82.4,91.1,16.3,32.0,49.4,17.3,29.8,36.8,115.4,157.3,44.3,69.2,75.2,123.6,115.4,69.2,66.5,5.2,12.0,3.3,5.1,12.5,29.5,11.2,46.5,20.3,23.2,54.2,29.5,13.5,10.5,36.1
202609030202,2026-09-03,02,02R,11:16,2026-09-03T11:06:28.755752+09:00,10.8,12.0,27.7,27.7,69.3,8.9,10.0,26.4,79.2,55.5,8.1,6.3,10.4,11.1,13.2,24.1,26.4,17.3,69.3,138.7,55.5,92.5,61.6,92.5,138.7,185.0,277.5,69.3,277.5,277.5,15.0,4.3,4.4,120.7,13.4,4.3,40.2,17.2,30.1,10.0,13.4,12.0,17.2,24.1,40.2
202609031601,2026-09-03,16,01R,11:22,2026-09-03T11:12:33.788173+09:00,1.6,3.8,10.9,7.8,21.8,28.3,70.8,141.7,0.0,141.7,47.2,94.5,0.0,141.7,0.0,141.7,141.7,141.7,0.0,0.0,47.2,70.8,56.7,141.7,94.5,283.5,283.5,141.7,0.0,0.0,3.6,2.8,6.3,5.0,15.1,12.6,37.8,25.2,75.7,75.7,25.2,37.8,75.7,75.7,75.7
202609030601,2026-09-03,06,01R,11:24,2026-09-03T11:14:26.129666+09:00,6.3,4.4,10.3,13.5,12.1,12.4,19.6,43.9,40.7,95.1,9.5,11.6,15.4,21.9,35.6,27.1,57.0,43.9,95.1,95.1,57.0,71.3,81.5,285.3,190.2,114.1,114.1,285.3,190.2,285.3,1.6,5.5,7.1,49.8,62.2,8.0,14.6,41.5,249.0,11.8,24.9,62.2,62.2,249.0,249.0
202609031702,2026-09-03,17,02R,11:23,2026-09-03T11:14:26.129666+09:00,18.0,4.8,8.4,42.0,126.0,10.5,8.4,21.0,126.0,63.0,11.4,15.7,6.6,63.0,42.0,25.2,21.0,9.6,126.0,126.0,63.0,63.0,126.0,126.0,126.0,126.0,0.0,63.0,126.0,0.0,6.7,13.5,0.0,9.0,0.0,2.0,9.0,13.5,0.0,3.8,27.0,0.0,27.0,0.0,0.0
202609031007,2026-09-03,10,07R,11:28,2026-09-03T11:18:22.201301+09:00,7.9,8.8,14.9,15.9,8.8,19.8,79.5,79.5,119.2,29.8,39.7,34.0,59.6,59.6,19.8,59.6,39.7,59.6,29.8,17.0,47.7,59.6,59.6,23.8,14.0,26.5,23.8,29.8,17.0,9.5,5.9,8.5,12.8,11.0,12.8,9.6,12.8,19.3,12.8,38.6,77.2,25.7,9.6,7.7,5.5
202609030803,2026-09-03,08,03R,11:29,2026-09-03T11:20:25.594535+09:00,6.2,6.9,3.1,78.7,33.7,8.4,19.6,9.4,236.2,236.2,59.0,59.0,26.2,236.2,0.0,7.3,13.8,21.4,236.2,33.7,236.2,236.2,0.0,236.2,0.0,236.2,0.0,0.0,118.1,0.0,2.5,5.3,2.8,0.0,37.5,18.7,9.3,0.0,0.0,18.7,37.5,37.5,37.5,18.7,37.5
202609031807,2026-09-03,18,07R,11:32,2026-09-03T11:22:32.045057+09:00,6.2,4.8,17.2,24.6,26.5,69.0,15.6,115.0,19.1,345.0,6.5,8.8,21.5,11.5,20.2,57.5,86.2,115.0,86.2,49.2,49.2,115.0,21.5,172.5,69.0,49.2,172.5,57.5,49.2,86.2,5.0,2.7,75.0,25.0,8.3,6.8,37.5,25.0,15.0,10.7,12.5,8.3,0.0,0.0,37.5
202609031303,2026-09-03,13,03R,11:36,2026-09-03T11:26:29.022932+09:00,10.4,26.5,9.9,34.1,11.9,26.5,15.9,13.2,26.5,34.1,23.9,26.5,17.0,34.1,39.8,21.7,9.5,17.0,9.9,14.0,79.7,59.8,59.8,34.1,29.9,0.0,59.8,79.7,59.8,59.8,7.1,12.9,4.6,16.1,32.2,8.0,3.2,64.5,21.5,5.8,64.5,21.5,32.2,21.5,0.0
202609030903,2026-09-03,09,03R,11:42,2026-09-03T11:32:21.915134+09:00,3.9,6.5,6.8,7.4,13.7,10.0,43.6,40.9,31.1,100.7,19.2,65.5,65.5,35.4,131.0,27.2,72.7,81.8,22.2,131.0,27.8,39.7,46.7,29.7,81.8,218.3,131.0,327.5,327.5,163.7,1.5,16.7,5.3,11.0,48.2,22.7,29.7,21.4,42.9,32.1,22.7,77.2,20.3,55.1,48.2
