レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202601030101,2026-01-03,01,01R,,backfill-from-daily,,52.0,0.0,6.86,-0.5,53.0,0.0,6.94,-0.5,56.4,0.0,6.85,-0.5,55.8,0.0,6.94,-0.5,53.2,0.0,6.95,0.0,47.4,0.0,6.78,0.0
202601030112,2026-01-03,01,12R,,backfill-from-daily,,52.0,0.0,6.72,-0.5,52.0,0.0,6.73,0.0,52.0,0.0,6.57,-0.5,53.4,0.0,6.68,-0.5,54.7,0.0,6.65,0.0,52.5,0.0,6.6,-0.5
202601030201,2026-01-03,02,01R,,backfill-from-daily,,55.2,0.0,6.79,-0.5,52.3,0.0,6.76,-0.5,52.0,0.0,6.84,-0.5,54.4,0.0,6.82,-0.5,52.0,0.0,6.76,0.5,48.9,0.0,6.74,-0.5
202601030202,2026-01-03,02,02R,,backfill-from-daily,,52.4,0.0,6.75,0.0,53.5,0.0,6.8,-0.5,54.8,0.0,6.8,-0.5,54.0,0.0,6.74,-0.5,45.5,1.5,6.75,-0.5,52.0,0.0,6.77,-0.5
202601030203,2026-01-03,02,03R,,backfill-from-daily,,54.7,0.0,6.76,-0.5,52.0,0.0,6.86,-0.5,45.5,1.5,6.81,-0.5,52.7,0.0,6.76,-0.5,51.5,0.5,6.74,-0.5,52.3,0.0,6.7,-0.5
202601030204,2026-01-03,02,04R,,backfill-from-daily,,45.0,2.0,6.72,-0.5,52.0,0.0,6.68,-0.5,52.0,0.0,6.81,-0.5,52.0,0.0,6.77,-0.5,50.0,2.0,6.76,-0.5,52.6,0.0,6.74,-0.5
202601030205,2026-01-03,02,05R,,backfill-from-daily,,52.0,0.0,6.68,0.0,52.8,0.0,6.74,-0.5,52.0,0.0,6.7,-0.5,52.0,0.0,6.78,-0.5,46.5,0.5,6.76,-0.5,51.5,0.5,6.61,-0.5
202601030206,2026-01-03,02,06R,,backfill-from-daily,,52.0,0.0,6.75,-0.5,52.6,0.0,6.7,0.0,51.5,0.5,6.76,0.0,52.0,0.0,6.77,0.0,47.0,0.0,6.82,-0.5,52.0,0.0,6.7,-0.5
202601030207,2026-01-03,02,07R,,backfill-from-daily,,54.4,0.0,6.73,-0.5,52.0,0.0,6.8,-0.5,55.1,0.0,6.89,-0.5,47.0,0.0,6.67,-0.5,52.0,0.0,6.78,-0.5,53.8,0.0,6.76,-0.5
202601030208,2026-01-03,02,08R,,backfill-from-daily,,50.0,2.0,6.72,-0.5,51.0,1.0,6.78,-0.5,52.0,0.0,6.78,-0.5,51.0,1.0,6.71,-0.5,52.0,0.0,6.73,-0.5,55.2,0.0,6.78,-0.5
