レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202601230301,2026-01-23,03,01R,,backfill-from-daily,,47.0,0.0,6.74,0.0,48.9,0.0,6.67,0.0,47.9,0.0,6.74,0.0,47.0,0.0,6.78,0.0,46.0,1.0,6.79,0.0,53.7,0.0,6.82,-0.5
202601230302,2026-01-23,03,02R,,backfill-from-daily,,47.0,0.0,6.57,2.0,47.1,0.0,6.77,0.0,49.5,0.0,6.82,0.0,49.3,0.0,6.93,0.0,49.4,0.0,6.89,0.0,47.8,0.0,6.79,0.0
202601230303,2026-01-23,03,03R,,backfill-from-daily,,47.0,0.0,6.65,0.5,44.5,2.5,6.9,0.0,45.5,1.5,6.9,0.0,45.0,2.0,6.81,0.0,45.5,1.5,6.8,0.0,49.2,0.0,6.89,0.0
202601230304,2026-01-23,03,04R,,backfill-from-daily,,50.5,0.0,6.85,0.0,47.2,0.0,6.88,0.0,45.0,2.0,6.86,1.0,47.3,0.0,6.79,0.0,47.0,0.0,6.77,0.0,44.0,3.0,6.97,0.0
202601230305,2026-01-23,03,05R,,backfill-from-daily,,49.5,0.0,6.91,0.0,45.5,1.5,7.0,0.0,48.6,0.0,6.87,0.0,47.4,0.0,6.89,0.0,53.7,0.0,6.88,-0.5,48.2,0.0,7.0,0.5
202601230306,2026-01-23,03,06R,,backfill-from-daily,,46.0,1.0,6.88,0.0,44.5,2.5,6.91,0.5,47.0,0.0,7.0,0.5,46.0,1.0,6.89,0.0,47.1,0.0,6.85,0.0,47.4,0.0,6.84,0.0
202601230307,2026-01-23,03,07R,,backfill-from-daily,,47.1,0.0,6.9,0.0,49.5,0.0,6.99,0.0,48.9,0.0,6.82,0.0,47.0,0.0,6.96,0.5,52.4,0.0,6.97,0.5,44.5,2.5,6.92,0.5
202601230308,2026-01-23,03,08R,,backfill-from-daily,,47.2,0.0,6.94,0.5,45.5,1.5,6.89,0.5,45.5,1.5,7.04,0.5,49.8,0.0,6.99,0.5,47.0,0.0,7.17,0.5,49.4,0.0,7.02,0.0
202601230309,2026-01-23,03,09R,,backfill-from-daily,,45.0,2.0,7.12,0.5,51.1,0.0,7.14,0.0,44.5,2.5,7.13,0.5,49.5,0.0,7.02,0.5,49.3,0.0,7.03,0.5,45.0,2.0,7.09,1.0
202601230310,2026-01-23,03,10R,,backfill-from-daily,,47.3,0.0,6.99,0.5,47.0,0.0,7.03,0.0,47.0,0.0,6.95,0.5,48.2,0.0,7.05,0.5,50.5,0.0,7.01,0.5,47.0,0.0,7.06,0.5
