レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202609030201,2026-09-03,02,1R,daily,66.74,18.18,42.78,11.69,52.37,6.7,50.0,11.89,50.0,4.42,52.89,53.82,14.66,46.7,12.76,67.72,8.67,50.0,11.89,50.0,4.42,52.41,52.69,14.36,42.78,11.69,33.34,4.27,50.0,11.89,50.0,4.42,46.63,48.72,13.27,34.95,9.55,61.36,7.85,50.0,11.89,50.0,4.42,46.99,43.98,11.98,40.82,11.16,57.24,7.33,50.0,11.89,50.0,4.42,46.78,34.86,9.5,44.74,12.23,56.62,7.25,50.0,11.89,50.0,4.42,45.28
202609030202,2026-09-03,02,2R,daily,66.74,18.18,42.78,11.69,37.08,4.75,50.0,11.89,50.0,4.42,50.93,53.82,14.66,50.62,13.84,42.55,5.45,50.0,11.89,50.0,4.42,50.26,52.69,14.36,72.17,19.73,43.92,5.62,50.0,11.89,50.0,4.42,56.02,48.72,13.27,44.74,12.23,61.98,7.93,50.0,11.89,50.0,4.42,49.75,43.98,11.98,48.66,13.3,35.57,4.55,50.0,11.89,50.0,4.42,46.15,34.86,9.5,44.74,12.23,66.23,8.48,50.0,11.89,50.0,4.42,46.51
202609030203,2026-09-03,02,3R,daily,66.74,18.18,48.66,13.3,39.86,5.1,50.0,11.89,50.0,4.42,52.9,53.82,14.66,70.21,19.19,37.23,4.77,50.0,11.89,50.0,4.42,54.93,52.69,14.36,44.74,12.23,59.31,7.59,50.0,11.89,50.0,4.42,50.49,48.72,13.27,44.74,12.23,45.46,5.82,50.0,11.89,50.0,4.42,47.63,43.98,11.98,44.74,12.23,64.2,8.22,50.0,11.89,50.0,4.42,48.74,34.86,9.5,52.58,14.37,24.49,3.13,50.0,11.89,50.0,4.42,43.31
202609030204,2026-09-03,02,4R,daily,66.74,18.18,50.62,13.84,35.0,4.48,50.0,11.89,50.0,4.42,52.81,53.82,14.66,70.21,19.19,63.79,8.16,50.0,11.89,50.0,4.42,58.33,52.69,14.36,48.66,13.3,62.2,7.96,50.0,11.89,50.0,4.42,51.93,48.72,13.27,40.82,11.16,48.03,6.15,50.0,11.89,50.0,4.42,46.89,43.98,11.98,38.86,10.62,50.1,6.41,50.0,11.89,50.0,4.42,45.33,34.86,9.5,50.62,13.84,68.11,8.72,50.0,11.89,50.0,4.42,48.36
202609030205,2026-09-03,02,5R,daily,66.74,18.18,50.62,13.84,34.59,4.43,50.0,11.89,50.0,4.42,52.76,53.82,14.66,42.78,11.69,33.34,4.27,50.0,11.89,50.0,4.42,46.94,52.69,14.36,44.74,12.23,62.03,7.94,50.0,11.89,50.0,4.42,50.84,48.72,13.27,58.46,15.98,55.97,7.16,50.0,11.89,50.0,4.42,52.73,43.98,11.98,36.91,10.09,39.54,5.06,50.0,11.89,50.0,4.42,43.44,34.86,9.5,34.95,9.55,48.34,6.19,50.0,11.89,50.0,4.42,41.55
202609030206,2026-09-03,02,6R,daily,66.74,18.18,40.82,11.16,57.24,7.33,50.0,11.89,50.0,4.42,52.98,53.82,14.66,48.66,13.3,35.57,4.55,50.0,11.89,50.0,4.42,48.83,52.69,14.36,42.78,11.69,44.21,5.66,50.0,11.89,50.0,4.42,48.02,48.72,13.27,52.58,14.37,50.02,6.4,50.0,11.89,50.0,4.42,50.36,43.98,11.98,50.62,13.84,72.24,9.25,50.0,11.89,50.0,4.42,51.38,34.86,9.5,54.54,14.91,53.25,6.82,50.0,11.89,50.0,4.42,47.53
202609030207,2026-09-03,02,7R,daily,66.74,18.18,58.46,15.98,54.5,6.98,50.0,11.89,50.0,4.42,57.45,53.82,14.66,44.74,12.23,45.46,5.82,50.0,11.89,50.0,4.42,49.02,52.69,14.36,46.7,12.76,57.57,7.37,50.0,11.89,50.0,4.42,50.8,48.72,13.27,42.78,11.69,33.36,4.27,50.0,11.89,50.0,4.42,45.55,43.98,11.98,42.78,11.69,37.08,4.75,50.0,11.89,50.0,4.42,44.73,34.86,9.5,48.66,13.3,45.55,5.83,50.0,11.89,50.0,4.42,44.94
202609030208,2026-09-03,02,8R,daily,66.74,18.18,44.74,12.23,59.31,7.59,50.0,11.89,50.0,4.42,54.32,53.82,14.66,50.62,13.84,66.46,8.51,50.0,11.89,50.0,4.42,53.32,52.69,14.36,50.62,13.84,42.55,5.45,50.0,11.89,50.0,4.42,49.95,48.72,13.27,50.62,13.84,35.0,4.48,50.0,11.89,50.0,4.42,47.9,43.98,11.98,46.7,12.76,69.47,8.89,50.0,11.89,50.0,4.42,49.95,34.86,9.5,48.66,13.3,28.2,3.61,50.0,11.89,50.0,4.42,42.72
202609030209,2026-09-03,02,9R,daily,66.74,18.18,42.78,11.69,52.73,6.75,50.0,11.89,50.0,4.42,52.94,53.82,14.66,52.58,14.37,24.49,3.13,50.0,11.89,50.0,4.42,48.48,52.69,14.36,42.78,11.69,64.74,8.29,50.0,11.89,50.0,4.42,50.65,48.72,13.27,70.21,19.19,63.79,8.16,50.0,11.89,50.0,4.42,56.94,43.98,11.98,44.74,12.23,56.62,7.25,50.0,11.89,50.0,4.42,47.77,34.86,9.5,48.66,13.3,53.89,6.9,50.0,11.89,50.0,4.42,46.0
202609030210,2026-09-03,02,10R,daily,66.74,18.18,52.58,14.37,50.02,6.4,50.0,11.89,50.0,4.42,55.27,53.82,14.66,44.74,12.23,66.23,8.48,50.0,11.89,50.0,4.42,51.68,52.69,14.36,44.74,12.23,64.2,8.22,50.0,11.89,50.0,4.42,51.11,48.72,13.27,50.62,13.84,68.11,8.72,50.0,11.89,50.0,4.42,52.14,43.98,11.98,52.58,14.37,67.21,8.6,50.0,11.89,50.0,4.42,51.27,34.86,9.5,44.74,12.23,62.03,7.94,50.0,11.89,50.0,4.42,45.98
