レースコード,レース日,レース場コード,レース回,状態,荒れ度,P_その他_1,P_その他_2,P_その他_3,P_その他_4,P_その他_5,P_その他_6,P_まくり_2,P_まくり_3,P_まくり_4,P_まくり_5,P_まくり_6,P_まくり差し_3,P_まくり差し_4,P_まくり差し_5,P_まくり差し_6,P_差し_2,P_差し_3,P_差し_4,P_差し_5,P_差し_6,P_抜き_1,P_抜き_2,P_抜き_3,P_抜き_4,P_抜き_5,P_抜き_6,P_恵まれ_2,P_恵まれ_3,P_恵まれ_4,P_恵まれ_5,P_逃げ_1,P_逃げ_2
202609210101,2026-09-21,01,01R,daily,0.7865,0.007044,0.005046,0.001189,0.000388,0.000267,0.001347,0.072332,0.065899,0.167727,0.015957,0.028416,0.036011,0.053424,0.034930,0.083586,0.065696,0.014620,0.019927,0.005099,0.011654,0.012535,0.019388,0.015549,0.014412,0.008994,0.010716,0.001057,0.002129,0.002926,0.002516,0.213512,0.005705
202609210102,2026-09-21,01,02R,daily,0.7016,0.002690,0.002257,0.000575,0.000228,0.000259,0.001105,0.009224,0.104399,0.108058,0.017738,0.004529,0.156938,0.081007,0.036844,0.010145,0.014098,0.029288,0.045564,0.003758,0.004488,0.011885,0.003392,0.019772,0.015390,0.006242,0.002593,0.001192,0.001957,0.001174,0.001754,0.298445,0.003016
202609210103,2026-09-21,01,03R,daily,0.7685,0.005845,0.003390,0.002063,0.000351,0.000355,0.001186,0.085879,0.116401,0.020248,0.053132,0.019002,0.072577,0.008315,0.045325,0.058994,0.103917,0.028564,0.005330,0.009818,0.016953,0.015398,0.013944,0.023163,0.003386,0.011243,0.015613,0.001445,0.001511,0.001138,0.004279,0.231502,0.019731
202609210104,2026-09-21,01,04R,daily,0.6070,0.003544,0.002612,0.000915,0.000266,0.000205,0.000988,0.028622,0.089328,0.106866,0.006935,0.007543,0.078660,0.043492,0.011964,0.023296,0.042757,0.040424,0.030539,0.002445,0.007844,0.020832,0.006658,0.018478,0.009723,0.002387,0.006541,0.001604,0.003115,0.001420,0.002116,0.392991,0.004890
202609210105,2026-09-21,01,05R,daily,0.8060,0.005615,0.004289,0.000991,0.000371,0.000239,0.002249,0.066281,0.055388,0.237453,0.008055,0.012967,0.040962,0.109074,0.025721,0.034997,0.065458,0.014667,0.033825,0.004239,0.012248,0.013732,0.011455,0.007907,0.010620,0.005922,0.009167,0.001257,0.001641,0.001575,0.002455,0.193953,0.005229
202609210106,2026-09-21,01,06R,daily,0.4211,0.003086,0.002201,0.000496,0.000168,0.000183,0.000715,0.009477,0.072722,0.024631,0.021203,0.004477,0.084133,0.022015,0.045634,0.012046,0.028129,0.015131,0.012592,0.002497,0.002933,0.022618,0.003374,0.009535,0.003707,0.006680,0.002081,0.000828,0.001356,0.001215,0.001193,0.578947,0.003996
202609210107,2026-09-21,01,07R,daily,0.3230,0.002319,0.000944,0.000382,0.000104,0.000108,0.000394,0.019221,0.055129,0.015245,0.009343,0.001498,0.064329,0.006415,0.010687,0.003080,0.058172,0.015090,0.002421,0.001325,0.000761,0.024507,0.007182,0.010989,0.001347,0.001839,0.000506,0.000969,0.001033,0.001392,0.000856,0.676995,0.005419
202609210108,2026-09-21,01,08R,daily,0.5566,0.004727,0.001857,0.000481,0.000252,0.000236,0.001066,0.020450,0.040812,0.062799,0.040141,0.008132,0.028175,0.040182,0.166269,0.020893,0.027279,0.010291,0.009591,0.007496,0.003813,0.021990,0.006196,0.005535,0.005450,0.012864,0.002097,0.000966,0.001131,0.000964,0.000929,0.443388,0.003547
202609210109,2026-09-21,01,09R,daily,0.4297,0.004397,0.002381,0.000678,0.000228,0.000163,0.001282,0.020373,0.053025,0.056941,0.006006,0.010143,0.071684,0.026011,0.010264,0.026405,0.041030,0.015247,0.008902,0.001918,0.004679,0.022010,0.005650,0.015017,0.005927,0.002123,0.006546,0.001617,0.001891,0.002098,0.001812,0.570341,0.003208
202609210110,2026-09-21,01,10R,daily,0.6110,0.003725,0.002781,0.000742,0.000299,0.000218,0.002161,0.016685,0.062445,0.136117,0.008901,0.011546,0.064629,0.086000,0.033797,0.035485,0.024928,0.013384,0.018772,0.004114,0.006562,0.014183,0.004135,0.018513,0.015946,0.005517,0.007393,0.001073,0.003085,0.002024,0.002232,0.388980,0.003631
