レースコード,レース日,レース場コード,レース回,状態,荒れ度,P_その他_1,P_その他_2,P_その他_3,P_その他_4,P_その他_5,P_その他_6,P_まくり_2,P_まくり_3,P_まくり_4,P_まくり_5,P_まくり_6,P_まくり差し_3,P_まくり差し_4,P_まくり差し_5,P_まくり差し_6,P_差し_2,P_差し_3,P_差し_4,P_差し_5,P_差し_6,P_抜き_1,P_抜き_2,P_抜き_3,P_抜き_4,P_抜き_5,P_抜き_6,P_恵まれ_2,P_恵まれ_3,P_恵まれ_4,P_恵まれ_5,P_逃げ_1,P_逃げ_2
202609170401,2026-09-17,04,01R,daily,0.7082,0.003419,0.001028,0.000643,0.000294,0.000238,0.000812,0.046756,0.145329,0.028758,0.034715,0.010551,0.062129,0.028354,0.061327,0.008811,0.106896,0.045559,0.025996,0.010311,0.002224,0.016340,0.011925,0.020002,0.005477,0.016938,0.003162,0.001666,0.001531,0.002370,0.001594,0.291839,0.003007
202609170401,2026-09-17,04,01R,realtime,0.7140,0.001900,0.000514,0.000770,0.000388,0.000245,0.000821,0.042970,0.144738,0.027965,0.054712,0.012175,0.067037,0.021914,0.053842,0.009747,0.107729,0.050086,0.019871,0.010836,0.001541,0.013420,0.011525,0.019686,0.003843,0.020101,0.004021,0.001529,0.001144,0.003067,0.002593,0.285999,0.003272
202609170402,2026-09-17,04,02R,daily,0.7853,0.003040,0.000754,0.000864,0.000273,0.000213,0.000522,0.115661,0.092204,0.009739,0.039055,0.016401,0.022901,0.004045,0.037343,0.009591,0.292711,0.029469,0.008348,0.008609,0.001840,0.014302,0.031487,0.012487,0.001918,0.009750,0.003156,0.001705,0.001081,0.001610,0.002241,0.214734,0.011948
202609170402,2026-09-17,04,02R,realtime,0.8056,0.000893,0.000858,0.000503,0.000324,0.000167,0.000512,0.160160,0.095195,0.009775,0.041390,0.011117,0.025762,0.003517,0.031827,0.008731,0.286489,0.033539,0.006315,0.009602,0.001290,0.010203,0.025516,0.010763,0.001944,0.010823,0.005064,0.001839,0.001009,0.001860,0.002332,0.194418,0.006263
202609170403,2026-09-17,04,03R,daily,0.7514,0.003598,0.001536,0.000420,0.000274,0.000165,0.000614,0.112592,0.047142,0.133816,0.007212,0.016765,0.011990,0.061924,0.017211,0.013152,0.162820,0.019252,0.060680,0.004202,0.002283,0.012939,0.022426,0.006872,0.013537,0.003861,0.003284,0.001365,0.001203,0.004081,0.001676,0.248572,0.002538
202609170403,2026-09-17,04,03R,realtime,0.8804,0.001915,0.002130,0.000392,0.000197,0.000170,0.000387,0.121675,0.012694,0.433758,0.008160,0.002946,0.003682,0.056397,0.020015,0.002253,0.092574,0.009807,0.040342,0.009226,0.000560,0.007534,0.018525,0.002239,0.018140,0.003583,0.000480,0.001100,0.000685,0.003417,0.002125,0.119603,0.003290
202609170404,2026-09-17,04,04R,daily,0.8081,0.003243,0.001101,0.000910,0.000447,0.000258,0.001034,0.124637,0.090009,0.049152,0.016449,0.024590,0.029280,0.022234,0.022240,0.014475,0.228953,0.028999,0.037630,0.008413,0.003524,0.012849,0.025473,0.017979,0.010402,0.006304,0.009180,0.002101,0.001563,0.002353,0.003012,0.191869,0.009335
202609170404,2026-09-17,04,04R,realtime,0.7129,0.001078,0.000667,0.000497,0.000417,0.000299,0.001108,0.083715,0.083118,0.033143,0.017553,0.015122,0.029302,0.024822,0.015402,0.016903,0.221248,0.020007,0.036772,0.006638,0.004587,0.017635,0.029146,0.016873,0.007808,0.007559,0.006985,0.002269,0.001269,0.002222,0.001790,0.287124,0.006922
202609170405,2026-09-17,04,05R,daily,0.6639,0.003227,0.001103,0.000791,0.000245,0.000238,0.000716,0.046912,0.138463,0.016001,0.031663,0.008402,0.075592,0.012599,0.036688,0.009538,0.125946,0.042287,0.020573,0.010263,0.002520,0.023534,0.007721,0.018244,0.006709,0.007359,0.004434,0.001976,0.001852,0.002213,0.002017,0.336075,0.004099
202609170405,2026-09-17,04,05R,realtime,0.5172,0.001076,0.000332,0.000623,0.000211,0.000183,0.000432,0.029633,0.095719,0.011086,0.009947,0.003691,0.092176,0.008837,0.022788,0.005645,0.114562,0.034031,0.016935,0.004459,0.001833,0.020329,0.005129,0.017553,0.004646,0.004129,0.003812,0.001408,0.001318,0.001478,0.001685,0.482809,0.001503
202609170406,2026-09-17,04,06R,daily,0.6443,0.002269,0.000838,0.000324,0.000264,0.000172,0.001056,0.010722,0.078253,0.124222,0.007774,0.006997,0.059140,0.112229,0.023782,0.005302,0.037769,0.022350,0.065374,0.005931,0.002219,0.015413,0.004449,0.015107,0.025094,0.004496,0.002914,0.002321,0.001634,0.003609,0.001352,0.355742,0.000882
202609170406,2026-09-17,04,06R,realtime,0.5797,0.001761,0.000152,0.000447,0.000332,0.000150,0.000743,0.006626,0.047073,0.140332,0.007660,0.004861,0.063823,0.112000,0.028738,0.005238,0.025205,0.020429,0.045624,0.003615,0.001132,0.012064,0.003572,0.008186,0.022277,0.003575,0.004761,0.002012,0.001637,0.004106,0.001097,0.420292,0.000480
202609170407,2026-09-17,04,07R,daily,0.5323,0.001451,0.000187,0.000244,0.000126,0.000097,0.000217,0.068647,0.018898,0.013392,0.010341,0.004535,0.007391,0.003642,0.009841,0.001627,0.320934,0.008586,0.004096,0.002471,0.000291,0.023744,0.015047,0.003552,0.002017,0.001445,0.000463,0.001628,0.000507,0.001300,0.000811,0.467656,0.004814
202609170407,2026-09-17,04,07R,realtime,0.5559,0.000523,0.000672,0.000217,0.000138,0.000089,0.000167,0.096419,0.014313,0.007872,0.006391,0.008057,0.007168,0.003012,0.008692,0.001516,0.336221,0.009284,0.003633,0.001693,0.000303,0.023218,0.012285,0.003129,0.001946,0.001145,0.000437,0.001447,0.000462,0.001229,0.000914,0.444089,0.003317
202609170408,2026-09-17,04,08R,daily,0.6556,0.003731,0.001325,0.000710,0.000371,0.000285,0.000667,0.019312,0.087722,0.047260,0.051712,0.028806,0.039190,0.029002,0.095258,0.027678,0.059996,0.024932,0.028187,0.015800,0.006164,0.020956,0.007635,0.013754,0.009838,0.014196,0.009436,0.001965,0.001409,0.002771,0.002267,0.344360,0.003303
202609170408,2026-09-17,04,08R,realtime,0.5022,0.002106,0.000287,0.000460,0.000350,0.000259,0.000620,0.014903,0.050118,0.028280,0.052446,0.020290,0.034413,0.026941,0.091584,0.020696,0.046748,0.011618,0.018350,0.009554,0.005353,0.021757,0.005014,0.007641,0.007311,0.008365,0.008683,0.001392,0.000894,0.002440,0.001881,0.497788,0.001460
202609170409,2026-09-17,04,09R,daily,0.4884,0.002312,0.000792,0.000485,0.000236,0.000171,0.000874,0.014696,0.077982,0.056331,0.010338,0.008717,0.071215,0.032744,0.017292,0.006963,0.044296,0.018632,0.048759,0.005964,0.003497,0.024943,0.004109,0.009992,0.009917,0.003583,0.003086,0.001895,0.002478,0.002526,0.001658,0.511557,0.001961
202609170409,2026-09-17,04,09R,realtime,0.4319,0.001886,0.000295,0.000420,0.000284,0.000168,0.000659,0.017500,0.050415,0.081066,0.007065,0.006337,0.062512,0.031575,0.012433,0.006211,0.037676,0.015725,0.040247,0.003946,0.001898,0.019437,0.003425,0.006769,0.009296,0.002675,0.003142,0.001647,0.001528,0.002653,0.001785,0.568142,0.001184
202609170410,2026-09-17,04,10R,daily,0.5423,0.001253,0.000575,0.000367,0.000219,0.000130,0.000505,0.045746,0.049281,0.043305,0.004209,0.009966,0.018167,0.025373,0.007009,0.003609,0.218168,0.015559,0.029072,0.002454,0.001091,0.015408,0.018930,0.007009,0.009015,0.001228,0.001464,0.002712,0.001273,0.002031,0.001368,0.457653,0.005848
202609170410,2026-09-17,04,10R,realtime,0.5303,0.001343,0.000633,0.000315,0.000305,0.000147,0.000601,0.042078,0.053271,0.026169,0.006678,0.009359,0.022041,0.025828,0.011216,0.004000,0.208240,0.017951,0.029892,0.001972,0.000782,0.014562,0.017259,0.006424,0.010259,0.001683,0.002130,0.003700,0.002212,0.002667,0.001223,0.469695,0.005365
202609170411,2026-09-17,04,11R,daily,0.3553,0.002151,0.000846,0.000434,0.000224,0.000153,0.000792,0.008241,0.039605,0.022869,0.010016,0.035097,0.026726,0.012467,0.020538,0.025874,0.064397,0.007255,0.008972,0.004689,0.004665,0.020992,0.004482,0.008472,0.003256,0.004267,0.006541,0.001693,0.001768,0.002664,0.001778,0.644658,0.003417
202609170411,2026-09-17,04,11R,realtime,0.3887,0.002302,0.000384,0.000402,0.000258,0.000130,0.000875,0.003436,0.051262,0.015625,0.010183,0.102165,0.037961,0.013501,0.020648,0.031693,0.031852,0.004045,0.004163,0.003100,0.003183,0.013787,0.002629,0.006526,0.004448,0.002409,0.011442,0.002236,0.001873,0.003248,0.001385,0.611263,0.001584
202609170412,2026-09-17,04,12R,daily,0.2738,0.001153,0.000328,0.000211,0.000141,0.000108,0.000486,0.004979,0.020571,0.049257,0.008397,0.006710,0.012136,0.035633,0.024961,0.003215,0.035985,0.004051,0.018911,0.003698,0.001147,0.016687,0.002831,0.003992,0.007641,0.003864,0.001232,0.001245,0.000856,0.001435,0.000885,0.726247,0.001007
202609170412,2026-09-17,04,12R,realtime,0.2393,0.001387,0.000145,0.000165,0.000161,0.000110,0.000379,0.005305,0.011332,0.049878,0.006541,0.005642,0.009714,0.035191,0.021720,0.002290,0.034637,0.002908,0.012758,0.003553,0.000647,0.012878,0.002780,0.002443,0.006392,0.003567,0.001317,0.000770,0.001040,0.001599,0.000978,0.760669,0.001106
202609170501,2026-09-17,05,01R,daily,0.4136,0.002527,0.000685,0.000377,0.000194,0.000163,0.000760,0.024126,0.033078,0.057968,0.010247,0.007010,0.035141,0.020424,0.033640,0.015370,0.072698,0.009927,0.014615,0.003409,0.002692,0.027279,0.009478,0.007222,0.005927,0.006345,0.001891,0.001752,0.002857,0.002058,0.001723,0.586414,0.002004
202609170501,2026-09-17,05,01R,realtime,0.3222,0.001300,0.000247,0.000413,0.000178,0.000152,0.000682,0.008985,0.028482,0.041760,0.011523,0.003769,0.040189,0.017512,0.031074,0.012528,0.049001,0.005835,0.012015,0.002303,0.002608,0.023461,0.005425,0.005303,0.005313,0.004533,0.001261,0.001318,0.001654,0.001371,0.001330,0.677844,0.000628
202609170502,2026-09-17,05,02R,daily,0.4496,0.001354,0.000564,0.000448,0.000185,0.000175,0.000676,0.023266,0.053447,0.048861,0.008187,0.004818,0.083026,0.028002,0.019932,0.006183,0.062750,0.014935,0.020387,0.002786,0.003207,0.020951,0.005507,0.015211,0.007788,0.004778,0.002113,0.001841,0.002048,0.000835,0.001700,0.550402,0.003638
202609170502,2026-09-17,05,02R,realtime,0.5622,0.002846,0.001173,0.001096,0.000334,0.000276,0.000925,0.020966,0.082112,0.028231,0.011790,0.050916,0.111392,0.039175,0.013853,0.019424,0.053769,0.015248,0.016373,0.002189,0.003629,0.023862,0.004510,0.021711,0.008737,0.004969,0.002956,0.003067,0.006436,0.001725,0.003709,0.437824,0.004779
