レースコード,レース日,レース場コード,レース回,状態,荒れ度,P_その他_1,P_その他_2,P_その他_3,P_その他_4,P_その他_5,P_その他_6,P_まくり_2,P_まくり_3,P_まくり_4,P_まくり_5,P_まくり_6,P_まくり差し_3,P_まくり差し_4,P_まくり差し_5,P_まくり差し_6,P_差し_2,P_差し_3,P_差し_4,P_差し_5,P_差し_6,P_抜き_1,P_抜き_2,P_抜き_3,P_抜き_4,P_抜き_5,P_抜き_6,P_恵まれ_2,P_恵まれ_3,P_恵まれ_4,P_恵まれ_5,P_逃げ_1,P_逃げ_2
202609010501,2026-09-01,05,01R,daily,0.5073,0.001998,0.001383,0.000518,0.000213,0.000177,0.000450,0.029097,0.084847,0.034700,0.016804,0.008195,0.081847,0.017158,0.032059,0.017798,0.063752,0.022591,0.017226,0.002976,0.004431,0.026705,0.006429,0.013502,0.004454,0.004775,0.004084,0.001189,0.002188,0.001478,0.001926,0.492750,0.002301
202609010501,2026-09-01,05,01R,realtime,0.5154,0.001459,0.000566,0.000496,0.000242,0.000198,0.000412,0.026166,0.085168,0.047961,0.008738,0.006660,0.086503,0.015255,0.031099,0.021560,0.064019,0.028040,0.017467,0.003711,0.004846,0.021954,0.005066,0.014686,0.005917,0.003399,0.005815,0.001160,0.002056,0.001430,0.001777,0.484574,0.001597
202609010502,2026-09-01,05,02R,daily,0.6683,0.002070,0.000932,0.000685,0.000241,0.000177,0.000455,0.130479,0.069939,0.042099,0.009121,0.005292,0.053810,0.017189,0.014377,0.006670,0.189290,0.023278,0.016277,0.002534,0.001488,0.018347,0.025755,0.014597,0.004541,0.003663,0.001836,0.002121,0.001978,0.001432,0.002241,0.331706,0.005382
202609010502,2026-09-01,05,02R,realtime,0.6775,0.000731,0.000734,0.000632,0.000236,0.000181,0.000369,0.100274,0.054089,0.049171,0.005813,0.002533,0.053836,0.015324,0.010530,0.005373,0.246655,0.028577,0.022522,0.002349,0.001860,0.015963,0.024231,0.016274,0.004814,0.002352,0.001989,0.001851,0.002215,0.001233,0.001615,0.322468,0.003206
202609010503,2026-09-01,05,03R,daily,0.5584,0.002906,0.001380,0.000732,0.000267,0.000228,0.000705,0.016090,0.077264,0.037429,0.022318,0.009787,0.123750,0.022614,0.045175,0.025982,0.041716,0.027382,0.016516,0.005059,0.008648,0.022004,0.004747,0.013452,0.004159,0.009493,0.007523,0.001652,0.003217,0.001832,0.002583,0.441574,0.001814
202609010503,2026-09-01,05,03R,realtime,0.5620,0.002060,0.000275,0.000642,0.000264,0.000212,0.000558,0.007670,0.085869,0.011867,0.026673,0.006958,0.169403,0.012611,0.054139,0.025103,0.036447,0.028904,0.012522,0.002685,0.007814,0.022121,0.004150,0.013145,0.003560,0.009252,0.010007,0.001224,0.002186,0.001390,0.001362,0.438047,0.000880
202609010504,2026-09-01,05,04R,daily,0.3186,0.001328,0.000935,0.000292,0.000181,0.000131,0.000554,0.010546,0.026319,0.035115,0.009364,0.016095,0.034396,0.018579,0.019876,0.024610,0.037713,0.006321,0.011160,0.002076,0.004196,0.028431,0.003417,0.006379,0.004385,0.004352,0.004718,0.000913,0.001989,0.001667,0.001485,0.681389,0.001085
202609010504,2026-09-01,05,04R,realtime,0.3028,0.002428,0.000857,0.000402,0.000185,0.000170,0.000444,0.008024,0.023238,0.036989,0.007765,0.004809,0.034565,0.045518,0.016747,0.008183,0.029389,0.004817,0.022926,0.001923,0.002967,0.025328,0.002678,0.003995,0.007516,0.002564,0.001225,0.000886,0.002375,0.001555,0.001341,0.697205,0.000985
202609010505,2026-09-01,05,05R,daily,0.5353,0.002608,0.001375,0.000525,0.000296,0.000217,0.000710,0.025406,0.053539,0.090752,0.014016,0.014507,0.048960,0.042953,0.028717,0.026426,0.040196,0.018071,0.039124,0.005115,0.006556,0.022148,0.005445,0.010945,0.013492,0.005870,0.007567,0.001502,0.002229,0.002239,0.002396,0.464663,0.001435
202609010505,2026-09-01,05,05R,realtime,0.5794,0.001319,0.000378,0.000508,0.000311,0.000274,0.000692,0.023038,0.039659,0.157462,0.005924,0.006872,0.044301,0.056161,0.022545,0.020740,0.046594,0.013664,0.052562,0.003935,0.007396,0.021337,0.005691,0.012051,0.016467,0.006141,0.005396,0.001432,0.001905,0.001731,0.001864,0.420607,0.001042
