レースコード,レース日,レース場コード,レース回,状態,荒れ度,P_その他_1,P_その他_2,P_その他_3,P_その他_4,P_その他_5,P_その他_6,P_まくり_2,P_まくり_3,P_まくり_4,P_まくり_5,P_まくり_6,P_まくり差し_3,P_まくり差し_4,P_まくり差し_5,P_まくり差し_6,P_差し_2,P_差し_3,P_差し_4,P_差し_5,P_差し_6,P_抜き_1,P_抜き_2,P_抜き_3,P_抜き_4,P_抜き_5,P_抜き_6,P_恵まれ_2,P_恵まれ_3,P_恵まれ_4,P_恵まれ_5,P_逃げ_1,P_逃げ_2
202609180201,2026-09-18,02,01R,daily,0.7469,0.002119,0.001150,0.000777,0.000235,0.000223,0.000762,0.084049,0.184046,0.087604,0.021208,0.005076,0.057011,0.040486,0.032381,0.005679,0.066467,0.017322,0.035740,0.007783,0.001556,0.016110,0.022246,0.024805,0.008485,0.013598,0.001570,0.001619,0.001485,0.001468,0.001517,0.253142,0.002282
202609180201,2026-09-18,02,01R,realtime,0.7544,0.001079,0.000530,0.001086,0.000316,0.000230,0.000663,0.078991,0.144622,0.145622,0.013045,0.002027,0.059928,0.052407,0.029607,0.004457,0.062520,0.015509,0.046251,0.007330,0.001551,0.015727,0.020445,0.019747,0.006353,0.014958,0.001512,0.001044,0.001407,0.001523,0.002422,0.245551,0.001539
202609180202,2026-09-18,02,02R,daily,0.7715,0.001420,0.000573,0.000374,0.000222,0.000167,0.000503,0.195078,0.038529,0.036674,0.016695,0.006755,0.009163,0.010611,0.033035,0.004462,0.318312,0.009929,0.009004,0.004535,0.000857,0.011292,0.034819,0.006245,0.003286,0.005267,0.001282,0.001993,0.000453,0.000797,0.000894,0.228465,0.008309
202609180202,2026-09-18,02,02R,realtime,0.7321,0.000627,0.000929,0.000354,0.000327,0.000165,0.000526,0.164202,0.039043,0.021353,0.018758,0.005098,0.011764,0.013010,0.039208,0.004484,0.308828,0.007668,0.008140,0.004338,0.000996,0.011103,0.038469,0.005252,0.002543,0.006477,0.001542,0.001762,0.000661,0.000769,0.000891,0.267913,0.012800
202609180203,2026-09-18,02,03R,daily,0.8579,0.003533,0.001400,0.001059,0.000252,0.000221,0.000770,0.196984,0.162022,0.036865,0.013826,0.006557,0.080755,0.015053,0.019159,0.010369,0.147458,0.046909,0.029438,0.006480,0.001978,0.007440,0.025070,0.016128,0.003965,0.005151,0.003906,0.001927,0.001864,0.001586,0.001950,0.142132,0.007792
202609180203,2026-09-18,02,03R,realtime,0.8287,0.000854,0.000833,0.001116,0.000305,0.000224,0.000678,0.138105,0.131805,0.068215,0.014568,0.003073,0.107994,0.016112,0.017577,0.009656,0.149418,0.051591,0.028788,0.005812,0.001616,0.006623,0.028126,0.018467,0.003850,0.005181,0.005500,0.002498,0.001728,0.001687,0.002041,0.171273,0.004687
202609180204,2026-09-18,02,04R,daily,0.4310,0.001427,0.001088,0.000368,0.000138,0.000152,0.000400,0.043403,0.060913,0.036387,0.025763,0.003926,0.017190,0.014761,0.041786,0.004018,0.099509,0.003654,0.011224,0.007518,0.001501,0.019968,0.011905,0.006781,0.003384,0.006115,0.000961,0.001175,0.000848,0.001524,0.001251,0.569013,0.001948
202609180204,2026-09-18,02,04R,realtime,0.3255,0.001448,0.000828,0.000330,0.000166,0.000115,0.000251,0.023661,0.040506,0.036216,0.022788,0.001469,0.016101,0.009641,0.034990,0.002157,0.074559,0.001898,0.005886,0.003763,0.000853,0.017339,0.010258,0.004940,0.002412,0.005323,0.001271,0.001267,0.000794,0.001273,0.001314,0.674508,0.001675
202609180205,2026-09-18,02,05R,daily,0.4390,0.000857,0.000706,0.000282,0.000173,0.000126,0.000333,0.009274,0.066137,0.112468,0.011797,0.005094,0.030461,0.063540,0.021884,0.002629,0.016870,0.005885,0.025622,0.003327,0.001401,0.020848,0.005207,0.012448,0.010506,0.003999,0.001158,0.001481,0.001534,0.001079,0.000899,0.560953,0.001022
202609180205,2026-09-18,02,05R,realtime,0.4032,0.001707,0.000149,0.000252,0.000200,0.000122,0.000233,0.002623,0.057357,0.109987,0.009360,0.003253,0.031768,0.087556,0.019069,0.002587,0.007838,0.002496,0.019628,0.002168,0.001305,0.017898,0.002525,0.007624,0.007972,0.002817,0.000831,0.000862,0.001037,0.000746,0.000696,0.596805,0.000529
202609180206,2026-09-18,02,06R,daily,0.8552,0.005401,0.001625,0.001023,0.000374,0.000330,0.001334,0.040774,0.167815,0.119505,0.027879,0.019639,0.076389,0.054108,0.058201,0.035064,0.039935,0.026693,0.056766,0.016447,0.008347,0.010121,0.007907,0.026357,0.014903,0.013083,0.013052,0.002895,0.002293,0.001469,0.002962,0.144845,0.002465
202609180206,2026-09-18,02,06R,realtime,0.8814,0.002073,0.000307,0.001094,0.000421,0.000429,0.001302,0.032288,0.192084,0.101705,0.031097,0.017381,0.098197,0.054853,0.052746,0.037689,0.043904,0.026250,0.070751,0.011651,0.009857,0.010233,0.008579,0.027704,0.014976,0.011053,0.013009,0.002760,0.002171,0.001272,0.002284,0.118599,0.001280
