レースコード,レース日,レース場コード,レース回,状態,荒れ度,P_その他_1,P_その他_2,P_その他_3,P_その他_4,P_その他_5,P_その他_6,P_まくり_2,P_まくり_3,P_まくり_4,P_まくり_5,P_まくり_6,P_まくり差し_3,P_まくり差し_4,P_まくり差し_5,P_まくり差し_6,P_差し_2,P_差し_3,P_差し_4,P_差し_5,P_差し_6,P_抜き_1,P_抜き_2,P_抜き_3,P_抜き_4,P_抜き_5,P_抜き_6,P_恵まれ_2,P_恵まれ_3,P_恵まれ_4,P_恵まれ_5,P_逃げ_1,P_逃げ_2
202609250101,2026-09-25,01,01R,daily,0.6193,0.005234,0.003513,0.000838,0.000332,0.000257,0.001235,0.062658,0.058071,0.109302,0.019846,0.014827,0.036595,0.047112,0.031538,0.042889,0.052755,0.020000,0.014423,0.005955,0.008868,0.024230,0.011093,0.014420,0.008183,0.007905,0.006579,0.001252,0.001948,0.001716,0.001956,0.380747,0.003722
202609250102,2026-09-25,01,02R,daily,0.6403,0.004431,0.003026,0.000833,0.000291,0.000216,0.000809,0.103691,0.062704,0.092351,0.011646,0.007766,0.033962,0.026133,0.012508,0.013443,0.133553,0.019450,0.021231,0.002488,0.002921,0.018942,0.021311,0.014472,0.008414,0.003574,0.002876,0.001423,0.001583,0.002075,0.002514,0.359731,0.009632
202609250103,2026-09-25,01,03R,daily,0.6757,0.005675,0.002564,0.000869,0.000278,0.000319,0.001868,0.014318,0.066773,0.052134,0.043514,0.010570,0.093290,0.048057,0.141752,0.044785,0.022085,0.016397,0.012439,0.012399,0.013891,0.017442,0.003770,0.009868,0.010364,0.012118,0.009860,0.001140,0.001324,0.001103,0.001598,0.324289,0.003146
202609250104,2026-09-25,01,04R,daily,0.7116,0.003087,0.002900,0.000836,0.000246,0.000292,0.000647,0.037766,0.108244,0.057179,0.010202,0.000813,0.122084,0.054752,0.023324,0.003453,0.091813,0.035309,0.055165,0.003305,0.001502,0.014449,0.007637,0.017537,0.035790,0.005115,0.001573,0.003040,0.001791,0.002571,0.001718,0.288372,0.007487
202609250105,2026-09-25,01,05R,daily,0.5227,0.005428,0.001422,0.000891,0.000238,0.000248,0.001257,0.052014,0.058474,0.036540,0.016520,0.004698,0.056947,0.017897,0.047745,0.008710,0.099823,0.023484,0.006165,0.003601,0.002470,0.016474,0.017043,0.012917,0.003215,0.006703,0.001559,0.001778,0.001634,0.001263,0.001670,0.477331,0.013843
202609250106,2026-09-25,01,06R,daily,0.5287,0.003290,0.001244,0.000549,0.000177,0.000235,0.000563,0.016397,0.051405,0.041418,0.094949,0.003491,0.033384,0.014435,0.131327,0.006883,0.031516,0.012617,0.006416,0.010353,0.001784,0.025070,0.006882,0.008992,0.003048,0.012618,0.001079,0.000830,0.000544,0.001200,0.001664,0.471285,0.004355
202609250107,2026-09-25,01,07R,daily,0.5516,0.003056,0.001871,0.000606,0.000248,0.000247,0.001144,0.017705,0.028412,0.042726,0.064991,0.026122,0.016446,0.021342,0.134468,0.061163,0.028971,0.006079,0.003995,0.011217,0.018790,0.018908,0.005111,0.004207,0.003695,0.015498,0.006559,0.000619,0.000893,0.000795,0.001523,0.448380,0.004213
202609250108,2026-09-25,01,08R,daily,0.7741,0.004912,0.004437,0.001176,0.000351,0.000229,0.000987,0.148271,0.096901,0.095757,0.007620,0.012844,0.042025,0.037353,0.012051,0.016974,0.135016,0.044767,0.019144,0.002619,0.005188,0.013306,0.019891,0.017028,0.008712,0.003855,0.006136,0.001824,0.001288,0.001796,0.002635,0.225903,0.009004
202609250109,2026-09-25,01,09R,daily,0.6746,0.004818,0.002562,0.000814,0.000264,0.000251,0.001121,0.039363,0.100085,0.075123,0.013249,0.003284,0.109648,0.057597,0.056180,0.011036,0.054020,0.038917,0.022368,0.004318,0.004114,0.017495,0.008717,0.015514,0.010714,0.005588,0.002646,0.001676,0.002653,0.001473,0.001334,0.325393,0.007666
202609250110,2026-09-25,01,10R,daily,0.3595,0.003288,0.001157,0.000601,0.000176,0.000170,0.000808,0.014880,0.055611,0.029144,0.017358,0.003455,0.061986,0.014759,0.026078,0.006774,0.040934,0.013591,0.007270,0.003246,0.001655,0.023599,0.004982,0.009191,0.002995,0.004378,0.001345,0.001309,0.001322,0.001304,0.001366,0.640453,0.004816
