レースコード,レース日,レース場コード,レース回,状態,荒れ度,P_その他_1,P_その他_2,P_その他_3,P_その他_4,P_その他_5,P_その他_6,P_まくり_2,P_まくり_3,P_まくり_4,P_まくり_5,P_まくり_6,P_まくり差し_3,P_まくり差し_4,P_まくり差し_5,P_まくり差し_6,P_差し_2,P_差し_3,P_差し_4,P_差し_5,P_差し_6,P_抜き_1,P_抜き_2,P_抜き_3,P_抜き_4,P_抜き_5,P_抜き_6,P_恵まれ_2,P_恵まれ_3,P_恵まれ_4,P_恵まれ_5,P_逃げ_1,P_逃げ_2
202609220101,2026-09-22,01,01R,daily,0.7086,0.005096,0.001740,0.001114,0.000262,0.000212,0.000830,0.172251,0.066081,0.030984,0.016418,0.007561,0.044091,0.011891,0.019156,0.010707,0.177133,0.041490,0.007294,0.003439,0.002813,0.014261,0.030559,0.012100,0.003269,0.002845,0.002284,0.001555,0.002015,0.001439,0.001927,0.291449,0.015733
202609220101,2026-09-22,01,01R,realtime,0.6537,0.001809,0.001941,0.000866,0.000212,0.000209,0.000725,0.157530,0.065160,0.032682,0.005850,0.004980,0.039324,0.010390,0.016771,0.007863,0.175432,0.032075,0.006950,0.002935,0.003597,0.016723,0.036729,0.012582,0.002804,0.001835,0.001684,0.001020,0.001228,0.001230,0.001242,0.346269,0.009355
202609220102,2026-09-22,01,02R,daily,0.6920,0.004911,0.006540,0.000928,0.000373,0.000290,0.001458,0.036862,0.064225,0.138144,0.009604,0.023753,0.062595,0.044676,0.012972,0.069520,0.053612,0.020753,0.026778,0.002696,0.015410,0.013507,0.006407,0.021609,0.014689,0.005261,0.016769,0.001196,0.001784,0.002843,0.003123,0.307998,0.008715
202609220102,2026-09-22,01,02R,realtime,0.6365,0.001934,0.001861,0.000714,0.000274,0.000290,0.001304,0.018819,0.044301,0.193046,0.002132,0.030639,0.047854,0.040976,0.006461,0.064804,0.040722,0.014835,0.025450,0.001332,0.017862,0.012169,0.007383,0.020967,0.012850,0.002604,0.013669,0.000832,0.000901,0.002402,0.001612,0.363488,0.005511
202609220103,2026-09-22,01,03R,daily,0.9044,0.007164,0.002480,0.001260,0.000311,0.000261,0.001388,0.254179,0.079691,0.101189,0.007585,0.003001,0.072026,0.046366,0.026246,0.008471,0.106696,0.039834,0.048072,0.005124,0.004508,0.007143,0.017586,0.014242,0.018963,0.005185,0.002596,0.001570,0.002268,0.001337,0.001574,0.095562,0.016121
202609220103,2026-09-22,01,03R,realtime,0.9185,0.001137,0.001273,0.001177,0.000270,0.000225,0.000977,0.311405,0.063653,0.094128,0.001740,0.001555,0.067814,0.037446,0.022444,0.003175,0.136275,0.034428,0.060621,0.002989,0.003147,0.005549,0.019331,0.014106,0.017091,0.003183,0.002114,0.000931,0.001645,0.001061,0.001233,0.081471,0.006405
202609220104,2026-09-22,01,04R,daily,0.4689,0.003783,0.001778,0.000728,0.000221,0.000146,0.000918,0.055128,0.047556,0.026935,0.004854,0.013764,0.043707,0.011690,0.009642,0.025988,0.130397,0.016589,0.004685,0.000779,0.002858,0.017885,0.015795,0.008833,0.002702,0.001649,0.003773,0.001250,0.002255,0.001050,0.001207,0.531089,0.010368
202609220104,2026-09-22,01,04R,realtime,0.3975,0.002461,0.001426,0.000527,0.000180,0.000143,0.000931,0.047110,0.022797,0.017128,0.006282,0.011546,0.031040,0.007559,0.009541,0.038025,0.120340,0.012513,0.003520,0.000702,0.003648,0.015645,0.016819,0.006275,0.002135,0.001146,0.004739,0.001229,0.002012,0.001061,0.000410,0.602539,0.008572
202609220105,2026-09-22,01,05R,daily,0.5346,0.005741,0.002326,0.000849,0.000301,0.000229,0.001773,0.036542,0.056920,0.059077,0.006413,0.012283,0.063692,0.034293,0.023054,0.028165,0.088876,0.021335,0.009647,0.001932,0.005130,0.017400,0.015156,0.010617,0.006109,0.002796,0.005089,0.001789,0.002629,0.001475,0.001559,0.465368,0.011437
202609220105,2026-09-22,01,05R,realtime,0.5071,0.003621,0.001389,0.000910,0.000330,0.000252,0.001789,0.035882,0.030514,0.038616,0.006454,0.013842,0.051970,0.021003,0.034952,0.032957,0.114327,0.025299,0.008031,0.001182,0.004867,0.017558,0.017802,0.011403,0.005000,0.003655,0.005446,0.001987,0.002881,0.001681,0.000894,0.492927,0.010580
