レースコード,レース日,レース場コード,レース回,状態,荒れ度,P_その他_1,P_その他_2,P_その他_3,P_その他_4,P_その他_5,P_その他_6,P_まくり_2,P_まくり_3,P_まくり_4,P_まくり_5,P_まくり_6,P_まくり差し_3,P_まくり差し_4,P_まくり差し_5,P_まくり差し_6,P_差し_2,P_差し_3,P_差し_4,P_差し_5,P_差し_6,P_抜き_1,P_抜き_2,P_抜き_3,P_抜き_4,P_抜き_5,P_抜き_6,P_恵まれ_2,P_恵まれ_3,P_恵まれ_4,P_恵まれ_5,P_逃げ_1,P_逃げ_2
202609150401,2026-09-15,04,01R,daily,0.7012,0.003171,0.001342,0.000733,0.000258,0.000210,0.000714,0.054329,0.159803,0.011367,0.034153,0.017856,0.072331,0.008308,0.044144,0.013117,0.133952,0.038579,0.011216,0.010153,0.002851,0.017342,0.013966,0.021684,0.002280,0.009884,0.004085,0.001360,0.001907,0.003011,0.002075,0.298756,0.005064
202609150401,2026-09-15,04,01R,realtime,0.7446,0.001885,0.000877,0.000613,0.000240,0.000222,0.001049,0.063395,0.138338,0.008533,0.053320,0.018402,0.069785,0.005276,0.051551,0.024855,0.143340,0.049135,0.003953,0.018342,0.003431,0.017403,0.017630,0.023970,0.001567,0.009575,0.006138,0.001698,0.001742,0.002803,0.001150,0.255402,0.004380
202609150402,2026-09-15,04,02R,daily,0.7059,0.003166,0.000975,0.000523,0.000329,0.000250,0.000709,0.032303,0.133924,0.048579,0.038218,0.009260,0.058382,0.024628,0.064603,0.005133,0.099624,0.047908,0.037729,0.014126,0.002312,0.016166,0.006574,0.024068,0.010455,0.011620,0.003111,0.002971,0.001065,0.002261,0.001866,0.294103,0.003062
202609150402,2026-09-15,04,02R,realtime,0.6504,0.001684,0.000334,0.000426,0.000274,0.000285,0.000527,0.035918,0.081729,0.036505,0.027415,0.005369,0.059930,0.013755,0.056392,0.004434,0.142742,0.046855,0.029271,0.012452,0.002088,0.022170,0.008566,0.025563,0.008524,0.015674,0.002730,0.002284,0.001059,0.001905,0.001935,0.349610,0.001597
202609150403,2026-09-15,04,03R,daily,0.7581,0.001173,0.000915,0.000416,0.000124,0.000112,0.000363,0.008604,0.300486,0.004346,0.007988,0.009558,0.219899,0.003431,0.007482,0.006627,0.038544,0.064822,0.008116,0.001676,0.002012,0.010963,0.003962,0.040748,0.001198,0.002046,0.003149,0.001125,0.001008,0.001120,0.001165,0.241865,0.004957
202609150403,2026-09-15,04,03R,realtime,0.7247,0.000658,0.000137,0.000241,0.000077,0.000081,0.000222,0.003396,0.290352,0.001261,0.002869,0.008286,0.261068,0.002158,0.004927,0.009461,0.021672,0.051143,0.003874,0.001169,0.002395,0.010476,0.001954,0.039040,0.000625,0.001212,0.002315,0.000546,0.000748,0.000713,0.000346,0.275266,0.001309
202609150404,2026-09-15,04,04R,daily,0.8509,0.004071,0.001179,0.000777,0.000402,0.000339,0.000972,0.037973,0.154638,0.052112,0.058841,0.014594,0.059816,0.037049,0.102244,0.015556,0.068303,0.060952,0.054285,0.019727,0.004076,0.014551,0.009050,0.023131,0.015656,0.021670,0.007101,0.001874,0.001478,0.002074,0.002483,0.149071,0.003954
202609150404,2026-09-15,04,04R,realtime,0.8933,0.001639,0.000226,0.000411,0.000404,0.000359,0.000896,0.051743,0.121574,0.025069,0.098097,0.007884,0.067036,0.025393,0.137368,0.020592,0.074568,0.078678,0.046013,0.017698,0.004204,0.014768,0.010149,0.018605,0.014171,0.037461,0.010055,0.001772,0.001612,0.001771,0.001583,0.106675,0.001527
202609150405,2026-09-15,04,05R,daily,0.7560,0.003434,0.000741,0.000725,0.000322,0.000195,0.000841,0.148226,0.051051,0.053187,0.007582,0.013863,0.018872,0.021114,0.011928,0.004835,0.276658,0.017971,0.033891,0.004407,0.001603,0.011049,0.030069,0.010676,0.010395,0.005074,0.002929,0.002151,0.001730,0.001818,0.001766,0.244042,0.006856
202609150405,2026-09-15,04,05R,realtime,0.7545,0.001639,0.000836,0.000443,0.000368,0.000251,0.000845,0.106742,0.045896,0.074963,0.007255,0.013529,0.020261,0.031512,0.014054,0.008073,0.258343,0.017973,0.047985,0.005565,0.002032,0.011611,0.035111,0.010489,0.014426,0.006414,0.004019,0.002115,0.002780,0.002085,0.001492,0.245477,0.005417
202609150406,2026-09-15,04,06R,daily,0.6263,0.003002,0.000774,0.000532,0.000304,0.000296,0.000787,0.038513,0.046978,0.050778,0.045157,0.005012,0.019323,0.027208,0.102509,0.004604,0.137377,0.014430,0.027354,0.016531,0.001726,0.017517,0.015382,0.007818,0.008050,0.019300,0.001425,0.002494,0.000897,0.002698,0.002010,0.373749,0.005467
202609150406,2026-09-15,04,06R,realtime,0.6441,0.001449,0.000465,0.000265,0.000233,0.000271,0.000442,0.026627,0.019247,0.075493,0.060342,0.001417,0.015192,0.019232,0.156264,0.002796,0.131692,0.008912,0.017783,0.018818,0.001116,0.017513,0.012010,0.005201,0.007368,0.033564,0.001065,0.002099,0.000927,0.002242,0.002497,0.355868,0.001590
202609150407,2026-09-15,04,07R,daily,0.5130,0.001967,0.000643,0.000397,0.000153,0.000122,0.000519,0.008513,0.150689,0.013851,0.008972,0.006494,0.121558,0.010573,0.013571,0.005226,0.042833,0.044848,0.015977,0.002928,0.001390,0.022728,0.004036,0.019642,0.002785,0.002324,0.002144,0.001645,0.001747,0.001592,0.001092,0.486965,0.002078
202609150407,2026-09-15,04,07R,realtime,0.5218,0.002052,0.000178,0.000367,0.000135,0.000145,0.000435,0.009405,0.128793,0.007495,0.006279,0.003423,0.134838,0.006146,0.011727,0.005267,0.059325,0.060313,0.011363,0.002286,0.001817,0.026691,0.005598,0.024543,0.001841,0.002248,0.002249,0.001662,0.001900,0.001431,0.000500,0.478238,0.001312
202609150408,2026-09-15,04,08R,daily,0.5386,0.002929,0.001124,0.000613,0.000315,0.000176,0.001020,0.043693,0.054791,0.078142,0.010739,0.030920,0.026645,0.039014,0.017116,0.025440,0.071644,0.014073,0.019584,0.010192,0.004511,0.027669,0.007517,0.015675,0.011939,0.004783,0.007567,0.002120,0.002143,0.003076,0.001774,0.461359,0.001697
202609150408,2026-09-15,04,08R,realtime,0.5375,0.002461,0.000355,0.000565,0.000251,0.000197,0.000961,0.029222,0.027380,0.162682,0.003964,0.029223,0.020422,0.038005,0.012504,0.031069,0.063401,0.009283,0.022759,0.006440,0.006893,0.021157,0.007724,0.009938,0.014156,0.002673,0.006251,0.001371,0.001521,0.002511,0.001125,0.462460,0.001075
202609150409,2026-09-15,04,09R,daily,0.5944,0.002928,0.000681,0.000450,0.000257,0.000186,0.000775,0.039013,0.097476,0.069274,0.009073,0.009054,0.055227,0.027978,0.015495,0.003928,0.103775,0.041200,0.043918,0.006900,0.001554,0.017602,0.008147,0.014961,0.008375,0.003281,0.001741,0.003129,0.001360,0.002414,0.001428,0.405644,0.002776
202609150409,2026-09-15,04,09R,realtime,0.5749,0.001615,0.000360,0.000438,0.000257,0.000221,0.000653,0.039396,0.047965,0.095148,0.008798,0.004533,0.054113,0.030089,0.022726,0.004271,0.112530,0.035620,0.043325,0.006883,0.001549,0.017197,0.009092,0.011758,0.010099,0.004772,0.001824,0.002695,0.001966,0.002321,0.001208,0.425134,0.001444
