レースコード,レース日,レース場コード,レース回,状態,荒れ度,P_その他_1,P_その他_2,P_その他_3,P_その他_4,P_その他_5,P_その他_6,P_まくり_2,P_まくり_3,P_まくり_4,P_まくり_5,P_まくり_6,P_まくり差し_3,P_まくり差し_4,P_まくり差し_5,P_まくり差し_6,P_差し_2,P_差し_3,P_差し_4,P_差し_5,P_差し_6,P_抜き_1,P_抜き_2,P_抜き_3,P_抜き_4,P_抜き_5,P_抜き_6,P_恵まれ_2,P_恵まれ_3,P_恵まれ_4,P_恵まれ_5,P_逃げ_1,P_逃げ_2
202609190201,2026-09-19,02,01R,daily,0.5593,0.003161,0.000643,0.000422,0.000185,0.000169,0.000371,0.057058,0.047434,0.140616,0.021144,0.003010,0.020608,0.030223,0.034001,0.003923,0.078248,0.006839,0.026337,0.011388,0.001261,0.030121,0.009110,0.008783,0.009557,0.006742,0.001340,0.002252,0.000991,0.001736,0.000882,0.440707,0.000739
202609190201,2026-09-19,02,01R,realtime,0.5159,0.001981,0.000567,0.000794,0.000211,0.000212,0.000417,0.047226,0.026358,0.127473,0.025615,0.002668,0.017796,0.020916,0.027834,0.003275,0.100042,0.005977,0.020633,0.009279,0.001325,0.033486,0.012735,0.007029,0.007819,0.006533,0.001274,0.002168,0.001149,0.001296,0.000942,0.484117,0.000853
202609190202,2026-09-19,02,02R,daily,0.8617,0.002207,0.001097,0.000756,0.000231,0.000238,0.000695,0.090500,0.211492,0.097679,0.027705,0.002392,0.061137,0.039393,0.064583,0.002266,0.046077,0.024578,0.070696,0.008185,0.000905,0.011426,0.013176,0.040849,0.014345,0.015552,0.001056,0.001092,0.001429,0.001734,0.001932,0.138264,0.006332
202609190203,2026-09-19,02,03R,daily,0.7987,0.001149,0.001624,0.000445,0.000333,0.000221,0.000745,0.029750,0.074195,0.263058,0.018122,0.008230,0.014835,0.091063,0.058376,0.007982,0.067544,0.006192,0.041194,0.006561,0.007133,0.008055,0.015648,0.013205,0.036953,0.010036,0.004552,0.001915,0.000742,0.001450,0.001547,0.201309,0.005841
202609190204,2026-09-19,02,04R,daily,0.7668,0.002993,0.001256,0.000468,0.000352,0.000242,0.001012,0.103592,0.067088,0.099374,0.030538,0.034719,0.009366,0.038109,0.119790,0.023504,0.113100,0.006117,0.020809,0.006916,0.004558,0.011598,0.030821,0.005279,0.010280,0.011077,0.004614,0.001587,0.001165,0.000918,0.001229,0.233220,0.004310
202609190205,2026-09-19,02,05R,daily,0.6703,0.003031,0.000588,0.000326,0.000219,0.000156,0.000482,0.028218,0.023399,0.288951,0.008609,0.003475,0.012331,0.072536,0.024015,0.004948,0.053371,0.004695,0.070963,0.004937,0.001573,0.011303,0.008734,0.004215,0.024582,0.005335,0.001580,0.002244,0.001706,0.001949,0.000886,0.329695,0.000948
202609190206,2026-09-19,02,06R,daily,0.8254,0.003242,0.001255,0.001187,0.000255,0.000198,0.000746,0.221812,0.117465,0.027718,0.007695,0.008549,0.039646,0.010761,0.013571,0.014031,0.211717,0.021523,0.011724,0.003678,0.002175,0.012375,0.040757,0.019381,0.003660,0.005488,0.004096,0.002130,0.004204,0.002028,0.002413,0.174573,0.009947
202609190207,2026-09-19,02,07R,daily,0.2087,0.000509,0.000292,0.000112,0.000087,0.000059,0.000333,0.003882,0.032073,0.044372,0.006336,0.004340,0.015900,0.025489,0.011866,0.002103,0.012438,0.002312,0.003224,0.000854,0.000484,0.025495,0.003417,0.004413,0.002710,0.001876,0.000405,0.000898,0.000504,0.001045,0.000400,0.791325,0.000450
202609190208,2026-09-19,02,08R,daily,0.9378,0.001414,0.000841,0.000621,0.000263,0.000096,0.000432,0.333078,0.076848,0.111638,0.002074,0.028472,0.009294,0.022372,0.004727,0.009715,0.180921,0.012385,0.023440,0.001551,0.003778,0.004958,0.069026,0.008267,0.010878,0.000686,0.005540,0.001621,0.000982,0.000600,0.001108,0.062217,0.010158
202609190209,2026-09-19,02,09R,daily,0.6475,0.003565,0.001058,0.000590,0.000370,0.000205,0.001062,0.053881,0.038124,0.147445,0.026257,0.011059,0.019671,0.050742,0.043022,0.020969,0.086974,0.006798,0.036965,0.006912,0.005790,0.021433,0.011879,0.008074,0.010722,0.008092,0.012344,0.002301,0.002860,0.002587,0.003410,0.352465,0.002376
202609190210,2026-09-19,02,10R,daily,0.5902,0.003220,0.000720,0.000490,0.000249,0.000273,0.000721,0.053126,0.058929,0.075811,0.038692,0.005258,0.017134,0.027540,0.072350,0.003633,0.104137,0.013389,0.020414,0.007939,0.001384,0.021468,0.021355,0.007949,0.005479,0.015821,0.000903,0.002835,0.000909,0.002055,0.001903,0.409818,0.004094
202609190211,2026-09-19,02,11R,daily,0.5719,0.003380,0.001118,0.000754,0.000297,0.000260,0.001691,0.037176,0.088440,0.061111,0.021301,0.023265,0.033011,0.030013,0.059387,0.037691,0.048826,0.010956,0.012042,0.009359,0.004507,0.016456,0.019916,0.018344,0.002983,0.011071,0.004746,0.002189,0.003016,0.001578,0.003312,0.428148,0.003653
202609190212,2026-09-19,02,12R,daily,0.2840,0.001056,0.000864,0.000189,0.000091,0.000092,0.000591,0.003810,0.060571,0.031299,0.004017,0.006168,0.049596,0.022762,0.006975,0.009381,0.017541,0.005814,0.012658,0.001014,0.001820,0.025387,0.003034,0.007259,0.002177,0.001878,0.001865,0.001358,0.001341,0.001509,0.001091,0.716042,0.000748
202609190301,2026-09-19,03,01R,daily,0.5529,0.003647,0.001597,0.000421,0.000278,0.000230,0.000584,0.053860,0.048475,0.069058,0.032348,0.010810,0.031169,0.017590,0.035343,0.019159,0.078293,0.012174,0.014073,0.009550,0.005323,0.035221,0.020947,0.017950,0.008813,0.010473,0.004370,0.001508,0.002144,0.003986,0.001791,0.447127,0.001689
202609190302,2026-09-19,03,02R,daily,0.8113,0.002235,0.001508,0.000846,0.000290,0.000326,0.000671,0.077115,0.151863,0.021149,0.099121,0.017472,0.074621,0.008051,0.062385,0.045876,0.068964,0.031169,0.009788,0.013491,0.013908,0.020586,0.017143,0.026960,0.004607,0.019965,0.009987,0.001031,0.001938,0.001034,0.002419,0.188657,0.004824
202609190303,2026-09-19,03,03R,daily,0.9674,0.001392,0.000475,0.000770,0.000175,0.000104,0.000290,0.477849,0.098054,0.024503,0.003696,0.002260,0.046084,0.005736,0.003228,0.002226,0.146524,0.057348,0.012883,0.001656,0.001903,0.005255,0.037699,0.018876,0.003727,0.002175,0.002020,0.001114,0.001684,0.000475,0.000955,0.032605,0.006256
