レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),天候,風向,風速(m),波の高さ(cm),決まり手,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気,1着_着順,1着_艇番,1着_登録番号,1着_選手名,1着_モーター番号,1着_ボート番号,1着_展示タイム,1着_進入コース,1着_スタートタイミング,1着_レースタイム,2着_着順,2着_艇番,2着_登録番号,2着_選手名,2着_モーター番号,2着_ボート番号,2着_展示タイム,2着_進入コース,2着_スタートタイミング,2着_レースタイム,3着_着順,3着_艇番,3着_登録番号,3着_選手名,3着_モーター番号,3着_ボート番号,3着_展示タイム,3着_進入コース,3着_スタートタイミング,3着_レースタイム,4着_着順,4着_艇番,4着_登録番号,4着_選手名,4着_モーター番号,4着_ボート番号,4着_展示タイム,4着_進入コース,4着_スタートタイミング,4着_レースタイム,5着_着順,5着_艇番,5着_登録番号,5着_選手名,5着_モーター番号,5着_ボート番号,5着_展示タイム,5着_進入コース,5着_スタートタイミング,5着_レースタイム,6着_着順,6着_艇番,6着_登録番号,6着_選手名,6着_モーター番号,6着_ボート番号,6着_展示タイム,6着_進入コース,6着_スタートタイミング,6着_レースタイム
202506202201,東京・大阪・福岡三都市対抗戦　九州スポーツ杯,第2日,2025/06/20,福岡,01R,予選,1800,晴,南,2,2,差し,3,470,3,220,1,280,3-1,1030,4,1-3,370,2,1-3,110,1,3-5,490,9,1-5,210,3,3-1-5,3970,13,1-3-5,780,4,1,3,4995,田 邉 亮 蔵,38,140,6.83,3,0.17,110.2,2,1,4555,富 永 大 一,51,122,6.77,1,0.14,110.8,3,5,3107,平 岡 重 典,45,127,6.89,5,0.1,113.7,4,4,5152,丸 山 祐 也,58,171,6.82,4,0.13,113.9,5,6,4688,永 井 彪 也,56,119,6.81,6,0.13,,6,2,5302,秋 末 秦 悟,17,128,6.84,2,0.17,
202506202202,東京・大阪・福岡三都市対抗戦　九州スポーツ杯,第2日,2025/06/20,福岡,02R,予選,1800,晴,南,3,3,逃げ,1,240,1,100,3,120,1-3,640,3,1-3,440,2,1-3,180,2,1-2,260,4,2-3,280,5,1-3-2,1720,4,1-2-3,580,3,1,1,4641,磯 村 匠,22,156,6.96,1,0.09,110.5,2,3,4489,岩 川 仁 士,40,121,6.93,3,0.13,112.1,3,2,5041,荒 牧 凪 沙,14,115,6.89,2,0.08,113.6,4,5,4463,三 苫 晃 幸,29,108,6.88,5,0.22,115.4,5,6,4750,井 上 尚 悟,65,129,6.91,6,0.23,,6,4,4911,片 岡 大 地,59,158,6.99,4,0.19,
202506202203,東京・大阪・福岡三都市対抗戦　九州スポーツ杯,第2日,2025/06/20,福岡,03R,予選,1800,晴,南西,3,3,逃げ,1,110,1,130,4,130,1-4,480,2,1-4,420,2,1-4,100,1,1-3,220,4,3-4,300,5,1-4-3,1030,2,1-3-4,320,1,1,1,5289,佃 來 紀,72,143,6.86,1,0.11,111.1,2,4,4538,笠 置 博 之,23,139,6.89,4,0.17,113.0,3,3,4957,竹之内 極,24,144,6.85,3,0.13,114.5,4,6,4204,柴 田 大 輔,43,112,6.82,6,0.28,116.0,5,5,3888,山 本 英 志,46,154,6.95,5,0.31,,6,2,5285,若 林 麗,71,142,6.91,2,0.16,
202506202204,東京・大阪・福岡三都市対抗戦　九州スポーツ杯,第2日,2025/06/20,福岡,04R,予選,1800,晴,西,3,3,差し,2,190,2,150,4,100,2-4,610,3,2-4,480,2,2-4,190,2,2-6,1100,11,4-6,620,9,2-4-6,4190,14,2-4-6,3280,9,1,2,4832,権 藤 俊 光,73,169,6.94,2,0.14,111.7,2,4,4287,今 井 貴 士,12,145,7.0,4,0.19,113.1,3,6,4245,高 橋 直 哉,21,135,6.96,6,0.28,114.4,4,5,4411,沢 田 昭 宏,11,101,6.96,5,0.21,115.3,5,1,4729,佐 藤 謙史朗,30,133,6.91,1,0.16,,6,3,3202,三 品 隆 浩,47,174,6.99,3,0.2,
202506202205,東京・大阪・福岡三都市対抗戦　九州スポーツ杯,第2日,2025/06/20,福岡,05R,予選,1800,晴,西,3,3,差し,5,460,5,240,3,110,5-3,4400,20,3-5,1510,10,3-5,350,8,1-5,140,1,1-3,390,9,5-3-1,19870,82,1-3-5,1620,7,1,5,5274,城 間 盛 渚,64,134,6.87,5,0.24,110.4,2,3,4119,泥 谷 一 毅,31,160,6.96,3,0.13,113.1,3,1,4169,多 田 有 佑,36,163,7.04,1,0.13,114.0,4,2,5286,坂 井 滉 哉,68,137,6.95,2,0.06,115.7,5,4,4083,福 島 勇 樹,33,157,6.98,4,0.15,,6,6,3107,平 岡 重 典,45,127,6.97,6,0.15,
202506202206,東京・大阪・福岡三都市対抗戦　九州スポーツ杯,第2日,2025/06/20,福岡,06R,予選,1800,晴,西,3,3,逃げ,1,260,1,230,3,260,1-3,1540,7,1-3,950,4,1-3,300,4,1-6,330,5,3-6,480,9,1-3-6,6430,25,1-3-6,1650,10,1,1,5046,松 山 裕 基,54,109,7.0,1,0.14,111.0,2,3,5041,荒 牧 凪 沙,14,115,6.93,3,0.17,113.2,3,6,3898,平 田 忠 則,74,136,7.03,6,0.25,113.6,4,2,3385,渡 邉 睦 広,26,149,7.0,2,0.13,113.7,5,4,4389,伊 藤 喜 智,39,138,7.11,4,0.2,,6,5,4540,相 原 利 章,49,124,6.97,5,0.17,
202506202207,東京・大阪・福岡三都市対抗戦　九州スポーツ杯,第2日,2025/06/20,福岡,07R,予選,1800,晴,南西,3,3,差し,3,260,3,190,1,280,3-1,2380,12,1-3,1810,3,1-3,310,7,2-3,120,2,1-2,110,1,3-1-2,3880,16,1-2-3,360,1,1,3,4560,庄 司 樹良々,44,113,6.98,3,0.1,111.1,2,1,5152,丸 山 祐 也,58,171,6.92,1,0.16,112.5,3,2,4357,田 中 和 也,37,173,6.96,2,0.15,114.0,4,6,3771,折 下 寛 法,13,165,6.99,6,0.19,115.4,5,5,4489,岩 川 仁 士,40,121,6.96,5,0.17,,6,4,4204,柴 田 大 輔,43,112,6.85,4,0.21,
202506202208,東京・大阪・福岡三都市対抗戦　九州スポーツ杯,第2日,2025/06/20,福岡,08R,予選,1800,晴,南西,3,3,逃げ,1,170,1,100,3,250,1-3,920,4,1-3,1290,2,1-3,260,3,1-4,1480,14,3-4,540,8,1-3-4,5620,21,1-3-4,2420,9,1,1,3888,山 本 英 志,46,154,6.98,1,0.09,111.4,2,3,4750,井 上 尚 悟,65,129,6.98,3,0.15,112.3,3,4,3202,三 品 隆 浩,47,174,7.03,4,0.12,114.4,4,5,4236,松 村 敏,27,161,6.94,5,0.08,114.9,5,6,2878,富 山 弘 幸,52,110,7.02,6,0.15,,6,2,5138,村 本 大 成,18,155,6.98,2,0.16,
202506202209,東京・大阪・福岡三都市対抗戦　九州スポーツ杯,第2日,2025/06/20,福岡,09R,予選特賞,1800,晴,南西,3,3,差し,4,160,4,130,1,100,4-1,560,2,1-4,220,1,1-4,130,1,3-4,160,2,1-3,160,3,4-1-3,2380,7,1-3-4,350,1,1,4,4832,権 藤 俊 光,73,169,7.01,4,0.15,111.9,2,1,4538,笠 置 博 之,23,139,6.99,1,0.21,113.9,3,3,4555,富 永 大 一,51,122,6.93,3,0.16,114.9,4,2,4911,片 岡 大 地,59,158,7.02,2,0.13,116.1,5,6,4607,鶴 田 勇 雄,42,151,6.97,6,0.2,,6,5,4169,多 田 有 佑,36,163,7.06,5,0.18,
202506202210,東京・大阪・福岡三都市対抗戦　九州スポーツ杯,第2日,2025/06/20,福岡,10R,予選特賞,1800,晴,南,3,3,逃げ,1,120,1,130,3,180,1-3,390,2,1-3,430,2,1-3,210,2,1-4,160,1,3-4,240,4,1-3-4,930,1,1-3-4,310,1,1,1,4330,奈 須 啓 太,60,120,6.92,1,0.09,111.3,2,3,4688,永 井 彪 也,56,119,6.97,3,0.2,111.7,3,4,3898,平 田 忠 則,74,136,6.99,4,0.17,112.4,4,2,4561,藤 山 翔 大,25,150,6.8,2,0.24,115.0,5,5,3370,坪 内 実,61,114,6.92,5,0.29,,6,6,4608,荒 井 翔 伍,70,168,6.96,6,0.34,
