レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202609160401,2026-09-16,04,1R,daily,3-1-4,3-1-2,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202609160401,2026-09-16,04,1R,realtime,3-1-5,3-1-2,3-1-4,5-1-3,4-1-5,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609160402,2026-09-16,04,2R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202609160403,2026-09-16,04,3R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609160404,2026-09-16,04,4R,daily,5-1-4,5-1-2,5-1-3,4-1-5,5-4-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609160405,2026-09-16,04,5R,daily,4-1-2,4-2-1,4-1-5,4-1-3,4-5-1,まくり,まくり,まくり差し,差し,まくり
202609160406,2026-09-16,04,6R,daily,3-1-4,3-1-5,3-1-2,3-1-6,5-1-3,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609160407,2026-09-16,04,7R,daily,4-1-2,4-1-3,4-1-5,4-2-1,4-3-1,まくり,差し,まくり差し,まくり,まくり
202609160408,2026-09-16,04,8R,daily,2-1-3,2-1-4,3-1-2,6-1-2,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202609160409,2026-09-16,04,9R,daily,4-1-3,4-1-2,3-1-4,3-1-2,2-1-4,差し,まくり,まくり差し,まくり差し,差し
202609160410,2026-09-16,04,10R,daily,5-1-4,5-1-2,4-1-5,5-1-3,5-1-6,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609160411,2026-09-16,04,11R,daily,2-1-4,2-1-3,2-1-5,2-1-6,2-4-1,差し,差し,差し,差し,差し
202609160412,2026-09-16,04,12R,daily,3-1-2,2-1-3,3-1-5,3-1-4,2-1-5,まくり差し,差し,まくり差し,まくり差し,差し
202609160501,2026-09-16,05,1R,daily,2-1-3,3-1-4,3-1-2,2-1-4,4-1-3,差し,まくり差し,まくり差し,差し,差し
202609160501,2026-09-16,05,1R,realtime,3-1-4,3-1-2,2-1-3,4-1-3,4-1-2,まくり差し,まくり差し,差し,差し,まくり
202609160502,2026-09-16,05,2R,daily,4-1-2,4-1-5,4-1-3,2-1-4,3-1-4,まくり,まくり差し,差し,差し,まくり差し
202609160502,2026-09-16,05,2R,realtime,4-1-3,3-1-4,4-1-5,4-1-2,2-1-4,差し,まくり差し,まくり差し,まくり,差し
202609160503,2026-09-16,05,3R,daily,3-1-4,3-1-2,2-1-3,3-4-1,3-1-5,まくり差し,まくり差し,差し,まくり,まくり差し
202609160504,2026-09-16,05,4R,daily,2-1-4,4-1-2,2-1-5,2-1-3,2-4-1,差し,まくり,差し,差し,差し
202609160505,2026-09-16,05,5R,daily,2-1-3,2-1-4,3-1-2,3-1-4,3-1-5,差し,差し,まくり差し,まくり差し,まくり差し
202609160506,2026-09-16,05,6R,daily,2-1-3,3-1-2,2-1-4,2-3-1,3-2-1,差し,まくり差し,差し,差し,まくり
202609160507,2026-09-16,05,7R,daily,3-1-4,3-1-5,3-1-2,3-1-6,3-4-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609160508,2026-09-16,05,8R,daily,2-1-4,2-1-3,5-1-2,3-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202609160509,2026-09-16,05,9R,daily,2-1-3,2-1-5,2-1-4,3-1-5,5-1-2,差し,差し,差し,まくり差し,まくり差し
202609160510,2026-09-16,05,10R,daily,2-1-5,2-1-3,2-1-6,2-1-4,5-1-2,差し,差し,差し,差し,まくり差し
202609160511,2026-09-16,05,11R,daily,2-1-3,3-1-2,2-1-5,3-1-5,3-1-4,差し,まくり差し,差し,まくり差し,まくり差し
202609160512,2026-09-16,05,12R,daily,2-1-3,2-1-5,3-1-2,5-1-2,2-1-4,差し,差し,まくり差し,まくり差し,差し
202609160701,2026-09-16,07,1R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202609160702,2026-09-16,07,2R,daily,3-1-4,3-1-2,2-1-3,2-1-4,3-1-5,まくり差し,まくり差し,差し,差し,まくり差し
202609160703,2026-09-16,07,3R,daily,3-1-5,3-1-4,3-1-2,5-1-3,3-1-6,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609160704,2026-09-16,07,4R,daily,3-1-4,3-1-2,2-1-3,2-1-4,3-1-5,まくり差し,まくり差し,差し,差し,まくり差し
202609160705,2026-09-16,07,5R,daily,2-1-3,2-1-5,2-1-4,5-1-2,3-1-2,差し,差し,差し,まくり差し,まくり差し
202609160706,2026-09-16,07,6R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609160707,2026-09-16,07,7R,daily,3-1-2,3-1-4,2-1-3,3-1-5,4-1-3,まくり差し,まくり差し,差し,まくり差し,差し
202609160708,2026-09-16,07,8R,daily,2-1-4,2-1-3,4-1-2,2-1-5,4-1-5,差し,差し,まくり,差し,まくり差し
202609160709,2026-09-16,07,9R,daily,2-1-3,4-1-2,4-1-3,3-1-4,3-1-2,差し,まくり,差し,まくり差し,まくり差し
202609160710,2026-09-16,07,10R,daily,4-1-5,4-1-2,5-1-4,5-1-2,5-1-3,まくり差し,まくり,まくり差し,まくり差し,まくり差し
202609160711,2026-09-16,07,11R,daily,2-1-3,2-1-4,3-1-2,2-1-5,2-3-1,差し,差し,まくり差し,差し,差し
202609160712,2026-09-16,07,12R,daily,5-1-2,5-1-4,3-1-2,2-1-3,3-1-4,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609160801,2026-09-16,08,1R,daily,3-1-4,3-1-2,3-1-5,4-1-3,2-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202609160801,2026-09-16,08,1R,realtime,3-1-4,3-1-2,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202609160802,2026-09-16,08,2R,daily,4-1-2,4-1-3,4-1-5,4-1-6,3-1-4,まくり,差し,まくり差し,まくり,まくり差し
202609160803,2026-09-16,08,3R,daily,4-1-3,4-1-2,4-1-5,2-1-3,2-1-4,差し,まくり,まくり差し,差し,差し
202609160804,2026-09-16,08,4R,daily,3-1-5,5-1-2,5-1-6,5-1-3,3-1-4,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609160805,2026-09-16,08,5R,daily,4-1-5,5-1-2,5-1-3,3-1-5,5-1-4,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609160806,2026-09-16,08,6R,daily,5-1-2,5-1-3,2-1-5,5-1-4,2-1-3,まくり差し,まくり差し,差し,まくり差し,差し
202609160807,2026-09-16,08,7R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-1-6,差し,差し,差し,差し,差し
202609160808,2026-09-16,08,8R,daily,6-1-2,6-1-3,6-1-4,2-1-3,6-1-5,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609160809,2026-09-16,08,9R,daily,2-1-4,2-1-3,4-1-2,2-1-5,4-1-5,差し,差し,まくり,差し,まくり差し
202609160810,2026-09-16,08,10R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609160811,2026-09-16,08,11R,daily,2-1-4,2-1-3,3-1-4,3-1-2,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202609160812,2026-09-16,08,12R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-1-6,差し,差し,差し,まくり差し,差し
202609160901,2026-09-16,09,1R,daily,3-1-2,2-1-3,3-1-5,3-1-4,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
