レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202609030201,2026-09-03,02,1R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202609030201,2026-09-03,02,1R,realtime,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,差し,差し,差し,差し,差し
202609030202,2026-09-03,02,2R,daily,3-1-4,3-1-2,3-2-1,3-1-5,3-4-1,まくり差し,まくり差し,まくり,まくり差し,まくり
202609030202,2026-09-03,02,2R,realtime,3-1-2,3-1-4,2-1-3,3-2-1,3-2-4,まくり差し,まくり差し,差し,まくり,まくり
202609030203,2026-09-03,02,3R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202609030203,2026-09-03,02,3R,realtime,2-1-3,2-1-5,2-1-4,2-5-1,2-3-1,差し,差し,差し,差し,差し
202609030204,2026-09-03,02,4R,daily,2-1-3,2-3-1,3-2-1,3-1-2,2-1-4,差し,差し,まくり,まくり差し,差し
202609030204,2026-09-03,02,4R,realtime,2-1-3,3-1-2,3-2-1,2-3-1,3-1-5,差し,まくり差し,まくり,差し,まくり差し
202609030205,2026-09-03,02,5R,daily,4-1-3,4-3-1,3-1-4,4-1-2,4-1-5,差し,まくり,まくり差し,まくり,まくり差し
202609030205,2026-09-03,02,5R,realtime,4-1-3,4-1-5,3-1-4,4-1-2,4-1-6,差し,まくり差し,まくり差し,まくり,まくり
202609030206,2026-09-03,02,6R,daily,4-1-5,4-5-1,5-1-4,4-1-2,5-1-2,まくり差し,まくり,まくり差し,まくり,まくり差し
202609030207,2026-09-03,02,7R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609030208,2026-09-03,02,8R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202609030209,2026-09-03,02,9R,daily,2-1-4,2-1-3,4-1-3,2-3-4,2-4-3,差し,差し,差し,まくり,まくり
202609030210,2026-09-03,02,10R,daily,5-1-2,4-1-5,4-1-2,5-1-4,5-1-3,まくり差し,まくり差し,まくり,まくり差し,まくり差し
202609030211,2026-09-03,02,11R,daily,2-1-4,2-1-3,2-1-5,4-1-2,2-4-1,差し,差し,差し,まくり,差し
202609030212,2026-09-03,02,12R,daily,4-1-5,4-1-2,3-1-4,3-1-2,3-1-5,まくり差し,まくり,まくり差し,まくり差し,まくり差し
202609030601,2026-09-03,06,1R,daily,3-1-4,2-1-3,3-1-2,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609030601,2026-09-03,06,1R,realtime,2-1-3,2-1-5,3-1-2,3-1-5,2-1-4,差し,差し,まくり差し,まくり差し,差し
